episode,noise_std,episode_reward_bps_step,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,rolling100_avg_R_sec_mbps
1,0.249204,411261971.00413406,2.1202075949392793,42.40415189878559,6.38977399186092,2.1202075949392793
2,0.248404,113508486.66973002,0.6337825240198091,12.67565048039618,6.624009067115923,1.3769950594795441
