episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,batch_size,exploration_noise,target_policy_noise,target_noise_clip,policy_delay,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,replay_size
11,2200,TD3PG,rician,64,0.001,0.001,64,0.29931281249999997,0.2,0.5,2,velocity,False,True,full,True,1103.5118759655059,5.517559379827529,8.08211712493574,0.8230610180273725,7.259056106908373,,,145.18112213816747,6.908595729141748,0.4745524801255038,200,130.71912555307532,362.07091140065677,130.39486751250945,351.3651589258937,754.373944132799,708.8723439378913,693.6286102386468,993.1741275481879,7.505832503666514,7.505832503666514,0.0,2.383720636367798,-22.580764770507812,2200
12,2400,TD3PG,rician,64,0.001,0.001,64,0.2992503125,0.2,0.5,2,velocity,False,True,full,True,-187.99562317501537,-0.9399781158750768,8.449641060695376,9.12771986803836,0.28012235266004426,,,5.602447053200886,6.838532849933671,0.47505567147870886,200,371.67439429144963,341.17440094806807,366.6732679499048,319.5457366641788,728.6785215263467,439.30206731090743,25.87017014499912,826.5351956084252,6.903689991082641,6.903689991082641,0.0,10.9570894241333,-24.557626724243164,2400
13,2600,TD3PG,rician,64,0.001,0.001,64,0.2991878125,0.2,0.5,2,velocity,False,True,full,True,1584.0847547330523,7.920423773665261,9.981845275336605,1.2829750453658113,8.698870229970797,,,173.97740459941596,6.762692663896168,0.4657699502836357,200,375.0671284094104,370.95875023444796,289.73563374518983,301.4140040302442,228.9832146020267,307.8493031807504,361.8511821854232,666.0432840843296,7.041780778689422,7.041780778689422,0.0,14.332106590270996,-27.480398178100586,2600
14,2800,TD3PG,rician,64,0.001,0.001,64,0.29912531249999996,0.2,0.5,2,velocity,False,True,full,True,1668.3578317539395,8.341789158769698,9.470249869517142,0.34179579314934694,9.128454076367797,,,182.56908152735593,6.835530688515347,0.46835182591235663,200,373.16656758173843,379.4501539543967,278.5719255942531,378.6619710570367,159.615037022204,306.0345110230578,721.8299835659542,682.7080356180204,7.190828871380735,7.190828871380735,0.0,48.561256408691406,-31.80358123779297,2800
15,3000,TD3PG,rician,64,0.001,0.001,64,0.2990628125,0.2,0.5,2,velocity,False,True,full,True,1480.7958274331143,7.403979137165571,10.061477404400453,1.9011000762214723,8.160377328178985,,,163.20754656357968,6.5611151901399225,0.4712854456811238,200,379.33795622319894,347.65053392907873,378.89259266393543,334.3686758619517,218.8301473180249,373.25903017126876,173.44374643878388,403.91061379518317,7.2554654351672845,7.2554654351672845,0.0,2.7204947471618652,-34.23387908935547,3000
16,3200,TD3PG,rician,64,0.001,0.001,64,0.2990003125,0.2,0.5,2,velocity,False,True,full,True,1333.3464180194576,6.6667320900972875,8.96057319434422,1.4154085810775148,7.5451646132667065,,,150.90329226533413,6.86369226247019,0.4688560814509394,200,380.0469459460553,375.17821297247303,379.52022685732027,373.25749135076865,283.5158638826195,309.5767668274954,283.21173230616375,373.8208470922184,7.2735716337984995,7.2735716337984995,0.0,41.144893646240234,-37.7260627746582,3200
17,3400,TD3PG,rician,64,0.001,0.001,64,0.2989378125,0.2,0.5,2,velocity,False,True,full,True,1255.7686005881274,6.278843002940636,8.377979504166833,0.3694655049737445,8.008513999193088,,,160.17027998386178,6.682944502843484,0.4709259260183498,200,255.52048839914426,361.30751738981036,190.3445469055047,326.0940040035971,576.8885653177085,569.0161123807978,713.0660881924722,360.755766021204,7.31680353764524,7.31680353764524,0.0,3.9343934059143066,-39.52436828613281,3400
18,3600,TD3PG,rician,64,0.001,0.001,64,0.2988753125,0.2,0.5,2,velocity,False,True,full,True,1093.3393842126163,5.466696921063082,7.764258015493326,0.37652039342904703,7.387737622064274,,,147.7547524412855,6.718088725560042,0.4692453151097771,200,243.49653711928588,354.1784502503351,237.01548536684118,322.16910885076624,917.4419703557121,578.0441765819684,667.9583089515027,629.242406336471,7.320744320112963,7.320744320112963,0.0,3.1716322898864746,-42.58984375,3600
19,3800,TD3PG,rician,64,0.001,0.001,64,0.29881281249999997,0.2,0.5,2,velocity,False,True,full,True,1214.13111732082,6.070655586604101,8.54450849185026,1.1755859943666895,7.368922497483568,,,147.37844994967136,6.499040731533693,0.4677378015429507,200,368.94063147081846,235.70322355277005,359.2795929943402,187.13853574874926,374.6182593082442,170.3092375979822,328.0894712909911,577.9242570242773,7.323280013658785,7.323280013658785,0.0,3.5558853149414062,-46.847923278808594,3800
20,4000,TD3PG,rician,64,0.001,0.001,64,0.2987503125,0.2,0.5,2,velocity,False,True,full,True,1112.9487831385932,5.564743915692966,8.633487962193172,1.5893078674020105,7.04418009479116,,,140.8836018958232,6.281245842405898,0.469346598107608,200,357.8270738033158,167.2555142639195,323.540593272516,119.29204840090748,485.986424903468,352.8838456391249,460.19533441172825,947.8773409909755,7.309325017715404,7.309325017715404,0.0,71.22586059570312,-49.05382537841797,4000
21,4200,TD3PG,rician,64,0.001,0.001,64,0.2986878125,0.2,0.5,2,velocity,False,True,full,True,934.3544825834209,4.671772412917105,8.415656614518397,1.4342306011842192,6.981426013334185,,,139.6285202666837,5.4016129153259325,0.46694290424515744,200,259.2617128176885,145.14781230057332,225.20532900223986,127.06545360884834,665.6790746230238,505.57101800977523,197.39750412264468,428.4885518841268,7.323947365884129,7.293710779411536,0.03023658647259264,64.79338073730469,-51.5881233215332,4200
22,4400,TD3PG,rician,64,0.001,0.001,64,0.29862531249999996,0.2,0.5,2,velocity,False,True,full,True,1323.3381953541702,6.616690976770851,8.9307717614195,1.5344795106531774,7.396292250766325,,,147.9258450153265,6.037989088461187,0.46976327524610545,200,356.8951621555226,310.91288890134854,300.67913981469616,124.96855147964916,465.688026115299,576.3168130361539,222.87060786660132,414.2467129166425,7.293049585484212,7.298373573564026,0.005323988079814157,5.952702522277832,-55.478660583496094,4400
23,4600,TD3PG,rician,64,0.001,0.001,64,0.2985628125,0.2,0.5,2,velocity,False,True,full,True,1150.789053113623,5.753945265568115,7.6991235545576755,0.5546560975390123,7.144467457018661,,,142.8893491403732,6.562961666423767,0.46795140969639126,200,285.4878729940423,362.07587051897985,231.1620972521459,348.4803684365808,1078.850352928954,672.6207597167937,948.368985108562,881.7636366235314,7.236094442499555,7.291682003279445,0.05558756077989013,5.726099967956543,-58.062782287597656,4600
24,4800,TD3PG,rician,64,0.001,0.001,64,0.2985003125,0.2,0.5,2,velocity,False,True,full,True,1695.674120911021,8.478370604555105,9.469424751889951,0.21139447416323923,9.258030277726718,,,185.16060555453438,6.744602908241443,0.4674451467244293,200,380.22932527894477,364.47861957407963,379.75453830918354,360.87790802901117,414.7164295676765,217.98184219683463,699.0664234158298,539.7999417331978,7.476554438720305,7.373613181381415,0.10294125733888926,5.525752067565918,-61.48545837402344,4800
25,5000,TD3PG,rician,64,0.001,0.001,64,0.2984378125,0.2,0.5,2,velocity,False,True,full,True,1450.8283433229674,7.2541417166148365,9.111352016147853,0.8470336222844237,8.264318393863432,,,165.28636787726865,6.383190737444321,0.4754201367617231,200,365.12637876954307,339.58627953967493,335.5564647410773,263.14292751493275,498.46139371140913,411.99322631190637,844.0263548480515,1038.8237460214073,7.438555995924235,7.4092413898806955,0.029314606043539193,82.90861511230469,-62.70703887939453,5000
26,5200,TD3PG,rician,64,0.001,0.001,64,0.2983753125,0.2,0.5,2,velocity,False,True,full,True,1301.5786631386934,6.507893315693467,9.659989863449123,2.342396550863875,7.317593312585244,,,146.3518662517049,6.905934046637707,0.46829457635424987,200,379.2222768538008,379.71337790338964,378.9474414223206,379.2272754465641,243.97212771159917,460.6445679865017,302.05604260702796,897.4957647681223,7.414529350377604,7.405716463830871,0.008812886546733623,3.6769092082977295,-68.45059204101562,5200
27,5400,TD3PG,rician,64,0.001,0.001,64,0.29831281249999997,0.2,0.5,2,velocity,False,True,full,True,1261.4340603814899,6.307170301907449,9.765866951714091,2.7327268331399215,7.033140118574164,,,140.6628023714833,6.28995012869603,0.4655541236466933,200,363.921878997926,334.96181486829573,344.4839551152664,264.09280567110125,266.74862874195,321.9419689921634,148.34418607340794,421.51729762917404,7.4050893522001715,7.391917339932474,0.01317201226769793,5.106812477111816,-68.64393615722656,5400
28,5600,TD3PG,rician,64,0.001,0.001,64,0.2982503125,0.2,0.5,2,velocity,False,True,full,True,1589.8672522757895,7.9493362613789476,8.83839452926427,0.1258250726730891,8.712569456591186,,,174.25138913182377,6.086561906579049,0.47009225849245795,200,368.2967460625761,313.058437719908,356.5397398028115,277.7287701927,326.60054912090516,313.3321620444134,1059.323764518856,389.2363627738778,7.467581430756356,7.439083486955999,0.02849794380035675,3.0964224338531494,-74.869384765625,5600
29,5800,TD3PG,rician,64,0.001,0.001,64,0.2981878125,0.2,0.5,2,velocity,False,True,full,True,1312.018910971124,6.5600945548556195,9.161771650670431,1.2464217215296058,7.915349929140828,,,158.30699858281656,5.486557512653826,0.4703994136078085,200,329.6711270698479,238.80194401167194,315.70430187629785,195.78205639879872,392.1311607507049,590.9193754309181,318.23661466522304,469.476909372633,7.405376282406389,7.455506467720993,0.05013018531460389,4.676695823669434,-78.27166748046875,5800
30,6000,TD3PG,rician,64,0.001,0.001,64,0.29812531249999996,0.2,0.5,2,velocity,False,True,full,True,1509.7906568875728,7.548953284437864,8.969017276472679,0.6221328194380898,8.346884457034587,,,166.93768914069176,6.806625276810279,0.46757332568071425,200,379.34418193604,370.83621302551785,378.695364115603,363.5847682851015,569.0456399250376,559.147918707429,333.0728267078002,379.76006834963454,7.462573529376006,7.485219067364779,0.022645537988773334,3.7419142723083496,-77.7846450805664,6000
31,6200,TD3PG,rician,64,0.001,0.001,64,0.2980628125,0.2,0.5,2,velocity,False,True,full,True,1035.2803642577946,5.176401821288973,8.105073227462935,1.9164603953680084,6.189220987365204,,,123.78441974730411,6.584292349258865,0.4680100242896619,200,378.89446503400455,306.6089266933576,378.3286062445114,292.05835470521316,740.0797548510352,492.7778284299029,287.8159386830072,743.8059530300212,7.409081773398848,7.443412677687374,0.034330904288526476,3.7959086894989014,-83.1124038696289,6200
32,6400,TD3PG,rician,64,0.001,0.001,64,0.2980003125,0.2,0.5,2,velocity,False,True,full,True,1363.476924128265,6.817384620641325,8.55863554841963,0.8316780529168589,7.726957495502766,,,154.5391499100553,5.96377492210754,0.4724139343346229,200,359.94918380841153,253.2241885640598,326.42034977295214,210.94275305681307,613.9201594785835,217.19771312847965,485.2708306780196,707.5076490762641,7.781423530540984,7.452273453244105,0.3291500772968785,3.367358684539795,-84.02141571044922,6400
33,6600,TD3PG,rician,64,0.001,0.001,64,0.2979378125,0.2,0.5,2,velocity,False,True,full,True,1237.0396374038717,6.185198187019358,7.8879503042974415,0.26938197552319604,7.618568328774245,,,152.3713665754849,6.396283785936873,0.4721384471344625,200,218.8996629166998,348.14971374056125,157.56879805297984,340.70777984565547,924.0160974559761,517.0234719187675,964.8953776382107,590.5557922216193,7.7274084354811565,7.457312691896534,0.27009574358462274,3.9559996128082275,-87.72135162353516,6600
34,6800,TD3PG,rician,64,0.001,0.001,64,0.2978753125,0.2,0.5,2,velocity,False,True,full,True,1442.0273110548806,7.210136555274403,7.935501230437076,0.03947724757495092,7.896023982862122,,,157.92047965724245,5.844431207472192,0.4699793762162185,200,379.5072956496766,255.83652017575662,379.06532072612794,182.17812176454382,631.4618051147589,113.68717644054428,938.4389659953981,124.29919953893454,7.665786930805874,7.470215965160228,0.19557096564564613,3.2819714546203613,-90.00648498535156,6800
35,7000,TD3PG,rician,64,0.001,0.001,64,0.29781281249999997,0.2,0.5,2,velocity,False,True,full,True,1184.2054070472263,5.921027035236132,7.754203953757648,0.21751859713020613,7.536685356627452,,,150.73370713254906,6.858915444923102,0.46711014730883915,200,202.26435361149208,374.9769136320915,188.67146703492568,373.82661128938946,976.396045361971,708.8723439378913,761.4728227572367,435.0068990865826,7.634602332228296,7.472115090630719,0.16248724159757622,3.95210599899292,-91.76643371582031,7000
36,7200,TD3PG,rician,64,0.001,0.001,64,0.2977503125,0.2,0.5,2,velocity,False,True,full,True,1577.663269884042,7.88831634942021,9.379619818098165,0.6858305839503978,8.693789234147768,,,173.87578468295538,6.235497267017944,0.47277518683040265,200,378.72019487833694,312.79832990176374,378.1593301400638,307.71698911737536,204.5464751649245,312.4057742282526,654.6378932155585,702.5838208582085,7.692033563272349,7.5060504835061925,0.18598307976615658,3.1933493614196777,-95.43617248535156,7200
37,7400,TD3PG,rician,64,0.001,0.001,64,0.2976878125,0.2,0.5,2,velocity,False,True,full,True,1376.891391884261,6.884456959421305,9.472861374532695,1.2435556026178898,8.229305771914802,,,164.58611543829608,6.018944835379666,0.4672854636841833,200,359.0939583928593,175.7363282872902,317.35860722233554,128.6863290718345,414.8671712587129,288.91848926685566,589.4211479466602,927.5653591740252,7.703073151908436,7.525597923733453,0.17747522817498318,3.362691640853882,-97.96333312988281,7400
38,7600,TD3PG,rician,64,0.001,0.001,64,0.2976253125,0.2,0.5,2,velocity,False,True,full,True,1169.151708756705,5.845758543783525,7.835791605909657,0.8059315451643974,7.0298600607452615,,,140.59720121490523,6.818094933342775,0.47204948613907827,200,332.2249763031425,374.48608416750534,316.09272120303496,369.7281869558329,1035.6640999890274,593.4347446777525,327.0736472015036,387.65799840362166,7.685179273842484,7.512552190496922,0.17262708334556187,3.5004961490631104,-102.69801330566406,7600
39,7800,TD3PG,rician,64,0.001,0.001,64,0.2975628125,0.2,0.5,2,velocity,False,True,full,True,1381.3522567096977,6.906761283548488,8.856331681587543,1.1425248437516518,7.713806837835892,,,154.27613675671785,6.900237331210869,0.47011062363778783,200,379.23063851054513,379.1983250885446,378.7269635768972,378.8464571857331,326.5538025629148,197.5744161746193,361.10545225880554,434.2403470389084,7.702423490860101,7.517712566069715,0.18471092479038553,524.412841796875,-100.95616912841797,7800
40,8000,TD3PG,rician,64,0.001,0.001,64,0.2975003125,0.2,0.5,2,velocity,False,True,full,True,1142.020663628859,5.710103318144295,7.64532023995791,0.5748435564012524,7.070476683556653,,,141.40953367113306,5.50069177146139,0.4665939542471561,200,323.72803405731344,212.0382259543778,299.9730779022701,155.15901440597727,988.7563958050442,527.4425112564483,937.4016131985843,841.1384698319512,7.703738320298375,7.50653166900689,0.19720665129148518,328.2522888183594,-102.29539489746094,8000
41,8200,TD3PG,rician,64,0.001,0.001,64,0.2974378125,0.2,0.5,2,velocity,False,True,full,True,1232.3669567029665,6.161834783514832,7.825305810856084,0.47182712294414725,7.353478687911933,,,147.06957375823865,5.985516431690751,0.4670138179954433,200,301.94672791001045,343.19494787633647,111.94291350853804,332.01223725871273,842.1554781882262,531.6470193817905,317.77418460529213,124.60647795388435,7.7223409540272625,7.502798669467989,0.2195422845592736,10.183106422424316,-106.72753143310547,8200
42,8400,TD3PG,rician,64,0.001,0.001,64,0.2973753125,0.2,0.5,2,velocity,False,True,full,True,1364.7389001580352,6.823694500790176,8.393811584753413,0.11049338730154654,8.28331819745186,,,165.66636394903722,5.774871493110352,0.46128245558056774,200,302.9260672077972,265.6242440405511,284.63081964169805,193.56425435380098,633.6718589472647,510.3977474593378,896.333550453221,296.8909479137921,7.766692251361539,7.52138246775332,0.24530978360821898,3.9078164100646973,-113.34230041503906,8400
43,8600,TD3PG,rician,64,0.001,0.001,64,0.29731281249999997,0.2,0.5,2,velocity,False,True,full,True,676.1414885029162,3.380707442514581,8.56997562128272,4.31754762720507,5.085659330566885,,,101.7131866113377,6.812220425345469,0.31091841434639417,200,380.29847405629476,267.3638795931464,379.8636743030313,242.5981171031322,381.1667197258622,279.1831718858308,329.7314741068792,834.9534676697257,7.66375184503895,7.464737743632705,0.1990141014062452,3.7520618438720703,-113.95415496826172,8600
44,8800,TD3PG,rician,64,0.001,0.001,64,0.2972503125,0.2,0.5,2,velocity,False,True,full,True,1667.2832632488921,8.33641631624446,9.538510695970661,0.4345929007551977,9.103917795215466,,,182.0783559043093,6.628405712427774,0.46583986197641614,200,353.5256470286898,379.44336854199645,170.56144997041883,379.0743383013488,263.0136453175717,271.0135533172667,373.89332699234654,257.2343206931438,7.656046220913389,7.501991835714131,0.15405438519925774,10.338091850280762,-111.17032623291016,8800
45,9000,TD3PG,rician,64,0.001,0.001,64,0.2971878125,0.2,0.5,2,velocity,False,True,full,True,1552.1797528893644,7.760898764446822,8.975064148835449,0.23707133937571637,8.770578275227578,,,175.4115655045516,6.539080729097199,0.39907056036434946,200,369.20675197854104,347.55813709244563,365.05263960973537,311.24067997995047,562.5773334180961,330.3475375851878,784.1634284880123,218.90279426230245,7.681359214981595,7.530182645481097,0.15117656950049785,4.272739887237549,-120.70283508300781,9000
46,9200,TD3PG,rician,64,0.001,0.001,64,0.2971253125,0.2,0.5,2,velocity,False,True,full,True,1245.3878257171896,6.226939128585948,9.568431284974947,2.439532761130841,7.128898523844105,,,142.5779704768821,6.65720238280029,0.4698984339786296,200,378.6238385419191,357.61797883672943,378.2141741514055,342.589942746296,121.47030347702133,582.2541765801504,205.20540386734802,512.2989654488224,7.671924475544538,7.521459077619423,0.1504653979251147,7.619087219238281,-115.03582000732422,9200
47,9400,TD3PG,rician,64,0.001,0.001,64,0.2970628125,0.2,0.5,2,velocity,False,True,full,True,1792.481950697869,8.962409753489345,9.99169853747508,0.32548307654854713,9.66621546092654,,,193.3243092185308,5.568608697868001,0.47514399773628924,200,379.38754164134684,222.4014183913052,378.9341495850794,120.12784551773962,195.0578389204486,390.585102307271,610.6134024043723,337.58387892827807,7.803578242662155,7.567092192157872,0.23648605050428273,6.631392002105713,-126.25181579589844,9400
48,9600,TD3PG,rician,64,0.001,0.001,64,0.2970003125,0.2,0.5,2,velocity,False,True,full,True,530.0073099416526,2.650036549708263,8.44934430897007,5.383904830862662,4.408517839140732,,,88.17035678281465,5.606979435175196,0.2262248126924696,200,325.42171481959883,201.97461553130762,301.92301082608975,160.6794888853061,718.678435156073,632.9135481152804,205.18739321404163,634.9569447380666,7.588375661789634,7.5012885598033465,0.08708710198628733,687.9032592773438,-121.47126007080078,9600
49,9800,TD3PG,rician,64,0.001,0.001,64,0.2969378125,0.2,0.5,2,velocity,False,True,full,True,1497.007365515278,7.4850368275763906,9.503868459288103,1.296362293897183,8.207506165390917,,,164.15012330781838,5.21249185924437,0.43993257082058457,200,360.584142634039,202.2794910306115,275.3456759217497,165.82297161526557,205.08229657305392,376.87916460302466,542.7677548844662,793.0389471905273,7.602983473602139,7.515701163999011,0.0872823096031281,584.6868896484375,-128.49794006347656,9800
50,10000,TD3PG,rician,64,0.001,0.001,64,0.2968753125,0.2,0.5,2,velocity,False,True,full,True,1395.7241690672288,6.978620845336144,8.086092628468442,0.26516680554770755,7.820925822920732,8.045504674333086,8.045504674333086,156.41851645841464,6.582061828437435,0.4349005080890357,200,347.40333242551293,376.7998488633026,272.4305845934044,374.3696777690998,910.3396384712041,460.29515228440505,451.1433618296551,74.49919926723803,7.576685541896447,7.521805657177445,0.05487988471900174,6.568548202514648,-132.49771118164062,10000
51,10200,TD3PG,rician,64,0.001,0.001,64,0.29681281249999997,0.2,0.5,2,velocity,False,True,full,True,1846.702970047442,9.23351485023721,10.055756174828574,0.12143516107936318,9.934321013749214,,8.045504674333086,198.68642027498427,6.067466807997485,0.4609174969988176,200,355.72217435419793,325.24863878674137,321.387896778793,311.0892067312172,139.83595561543987,404.5458579015322,802.732873639715,292.64469993258837,7.7639405432156465,7.569109879855324,0.19483066336032273,5.8482794761657715,-134.86972045898438,10200
52,10400,TD3PG,rician,64,0.001,0.001,64,0.2967503125,0.2,0.5,2,velocity,False,True,full,True,1707.3799132168774,8.536899566084386,9.710845402217764,0.5500141706144175,9.160831231603357,,8.045504674333086,183.21662463206712,5.259954582386414,0.46400741340496876,200,300.63331683916687,266.2603269281133,271.4546821761822,170.21084494129633,225.42884689904412,209.58097575172133,479.72969151785827,434.01350571523903,7.835634230020678,7.5997199058504785,0.2359143241701993,8.558113098144531,-137.1426239013672,10400
53,10600,TD3PG,rician,64,0.001,0.001,64,0.2966878125,0.2,0.5,2,velocity,False,True,full,True,1493.289518479906,7.46644759239953,9.330103038103788,1.5124164714555826,8.164205491466227,,8.045504674333086,163.28410982932454,5.068170576437245,0.29806581693910217,200,316.44411631837215,232.80196403817925,255.36899566261607,158.7626031127255,152.44138014074755,515.7698239035084,583.5801865201905,374.0843324197282,7.862916088155275,7.610370577277191,0.2525455108780843,18.45919418334961,-139.20297241210938,10600
54,10800,TD3PG,rician,64,0.001,0.001,64,0.2966253125,0.2,0.5,2,velocity,False,True,full,True,1526.9854092898777,7.634927046449389,8.840383421856878,0.40980232570877406,8.430581096148108,,8.045504674333086,168.6116219229622,6.83857175112047,0.3375666840932397,200,375.18077226198994,378.9067275883589,284.6715761852797,378.2106432282228,360.80796412950616,226.78712560506696,421.6643147661732,428.71936855316983,7.889643943819574,7.625559660959986,0.26408428285958774,27.592275619506836,-143.41452026367188,10800
55,11000,TD3PG,rician,64,0.001,0.001,64,0.2965628125,0.2,0.5,2,velocity,False,True,full,True,1415.6811283027941,7.078405641513971,9.040198600280842,0.574205568507697,8.465993031773145,,8.045504674333086,169.3198606354629,5.594016819766568,0.47192033552869234,200,365.4117999958549,214.20452434988084,309.42082724640426,71.17346045826243,458.5179992442094,237.440579387508,975.8167621077804,878.6916515560276,7.936109327576858,7.6408402677020435,0.29526905987481467,42.925743103027344,-144.67910766601562,11000
56,11200,TD3PG,rician,64,0.001,0.001,64,0.2965003125,0.2,0.5,2,velocity,False,True,full,True,1625.6169443038161,8.12808472151908,9.249999867381762,0.3371205860641653,8.912879281317593,,8.045504674333086,178.2575856263519,6.784659962261044,0.47069387080525277,200,367.72335743141565,378.8142629540622,348.9752772462565,377.8839149392443,461.4411522415148,458.00360649744835,648.4149613748194,334.45451052969514,7.947063829935351,7.663555250088036,0.2835085798473145,689.1552124023438,-147.80606079101562,11200
57,11400,TD3PG,rician,64,0.001,0.001,64,0.2964378125,0.2,0.5,2,velocity,False,True,full,True,949.3608922718948,4.746804461359474,9.104468076919389,3.1181527382546235,5.986315338664769,,8.045504674333086,119.72630677329539,6.10058299662801,0.4643702885775786,200,329.3663199243459,315.3585445858416,161.43500573406965,264.3500459730197,414.4975586570359,574.5789914800268,81.85427869112056,206.456408244134,7.8349143082728485,7.634129988484119,0.20078431978872935,9.032707214355469,-148.6541748046875,11400
