episode,secrecy
1,2.0373970874705454
2,2.1372144522300247
3,2.15572779795928
4,2.2736520102039304
5,2.11551268363944
6,1.779452309939299
7,1.989485748043743
8,1.9294801070105598
9,2.252940467029726
10,1.9339383419652953
11,2.1170100906299614
12,2.0674232228822804
13,1.9676995887056359
14,2.5452828076530425
15,2.867925632872292
16,2.4587095043321896
17,2.7641717798543937
18,2.9476936358053694
19,2.2867202280398917
20,2.5838547780446213
21,2.3581372968400776
22,3.1140634400035903
23,1.6828510150503297
24,3.665247034609917
25,2.451169275907233
26,3.1935983287518126
27,2.438033086274941
28,2.1729042161798855
29,2.2544814946271363
30,0.9345784835156872
31,1.4793243117390236
32,2.1803661500176363
33,3.3446775860033444
34,1.3490534142816901
35,2.4496719890626597
36,3.71671252362273
37,3.41332369554395
38,1.62947407557628
39,3.658213719597522
40,2.2435235859922087
41,3.3467892105199426
42,2.6003881300699927
43,3.9246000476806855
44,2.725209327171346
45,2.7216646464704035
46,2.780222519022741
47,2.0109313500453414
48,2.064587687363731
49,2.2308045739424234
50,2.0091659599030107
51,2.112892724562352
52,2.3144779945906544
53,1.6759286416149115
54,1.750916762672923
55,2.2914085756097107
56,2.1478225572936163
57,1.7083198445397567
58,1.329698510284637
59,1.2015386611287675
60,2.241641064996065
61,1.7228389936875923
62,1.9515618122400833
63,2.851811757811266
64,1.8107730727262612
65,1.5312904791167838
66,2.2465269610540446
67,1.9842204945141526
68,1.779843127036031
69,1.561641125837988
70,1.7345690957539281
71,2.497017786812476
72,2.1323909376418997
73,2.068871053939045
74,2.3390575587853384
75,2.280755238178548
76,1.800510432464796
77,2.1799787870702168
78,1.8028025245397101
79,2.0037026169807204
80,1.8384041239833013
81,1.8090662223798675
82,1.937498246634412
83,1.9386249911554898
84,2.0190169223468093
85,2.0980785083355813
86,2.1912974460062347
87,2.1475142199516934
88,2.119580646319127
89,1.9345132539332903
90,1.9263662611420644
91,2.199526940957367
92,2.3153912179971483
93,1.8261200997191416
94,1.9921158757373192
95,1.8619299456602636
96,2.1154055288282794
97,2.0732667976940538
98,1.8463272918252966
99,1.8133287218775411
100,1.7539827682366322
101,1.7821732414499918
102,1.9415868631827118
103,1.7359380513854188
104,1.8043608657308738
105,1.9396987945121622
106,2.358858772402352
107,2.1114869874458724
108,2.1027485094513163
109,2.08026525990672
110,1.8608777778577343
111,1.8691272228270994
112,1.9403672426230463
113,1.7470563033070436
114,1.915114270174933
115,1.7674994258775303
116,1.7714191822820353
117,1.7348822733287452
118,1.7540758499809328
119,1.7441371231927647
120,1.8551303395104577
121,2.177048636061563
122,2.4857302166037436
123,1.8815716700762297
124,2.107483335538354
125,1.8139232582826557
126,1.9420779092646645
127,1.7765327338161003
128,1.8551525843336845
129,1.877771869115126
130,1.90033184846529
131,1.989292306168731
132,2.107598457111918
133,2.199223054623418
134,1.9134164497155663
135,2.0304967316072413
136,1.877846726592313
137,2.052105016037478
138,4.032209257279865
139,4.957623784658592
140,1.9430771258700157
141,2.045202154414636
142,1.922410316920778
143,1.8633584537375025
144,1.9143088664894299
145,1.855075114736726
146,2.2609337976099453
147,1.9028275570614033
148,1.9904822708297703
149,1.8763466289455446
150,1.873316866840631
151,1.789322563939382
152,1.8560240101744359
153,1.9720611157250596
154,2.1915556382162853
155,1.8640038981192513
156,1.8877831524008286
157,2.0337091536277248
158,2.0124454849542333
159,1.8425338067261818
160,1.8974944894042574
161,1.8609809656668472
162,1.9224501142449395
163,1.9325662821902063
164,1.8469436825181424
165,2.11924812485751
166,2.0429593177996033
167,2.132992691631442
168,3.810889405514786
169,2.2349025566497964
170,2.522275028626417
171,2.161794431544438
172,1.9978216107039026
173,2.088155240081925
174,2.018065925872894
175,1.9395212059666536
176,2.1794771913662188
177,1.9491867616772565
178,1.8558385926828864
179,1.8896188955465083
180,1.8532476744542985
181,1.7751390350889065
182,1.831552996277903
183,1.8796825834775905
184,1.911509525377837
185,2.0345515039122297
186,1.9816783464719578
187,1.9770369367341432
188,2.0353035046372825
189,1.8807659623426465
190,1.946617370830026
191,1.9775038188411005
192,1.720479753113894
193,1.8128410728934257
194,2.0682222339755434
195,2.0344691628214893
196,2.21477003057231
197,1.850621782450034
198,1.7939903632904235
199,1.7623908184645218
200,1.8580027185368397
201,1.876170318204744
202,1.8979185621120283
203,1.8685568013975893
204,1.8001269810530007
205,3.8760213664505887
206,2.061315636519927
207,1.9241274220686366
208,5.342643215771748
209,3.847314221327326
210,3.0595968060792784
211,4.232589239222781
212,1.759303615272991
213,2.6320157604458525
214,1.976627404573963
215,1.9840602222013255
216,1.983904170884772
217,1.9892646424654177
218,1.9106917612277823
219,1.931890076415171
220,2.2977730783649206
221,1.918312705297968
222,1.8602482883555955
223,1.7706380924472436
224,1.965860341076245
225,2.0126875166542617
226,1.9350728421168655
227,2.084079486212966
228,1.904705618603991
229,1.8705230059724887
230,1.9034477405036208
231,1.8612808286844618
232,1.9090950143677659
233,2.130559926361126
234,4.346766493779039
235,1.9561030858211033
236,1.8805933617680224
237,1.8733737472339076
238,1.8811943780304967
239,1.9608374990648374
240,2.121088438390988
241,1.9518672512841575
242,1.8794372835028184
243,2.341295369409815
244,2.25058789677386
245,2.196727499873032
246,1.7607879605562524
247,2.182943737310873
248,1.9095189394909964
249,1.861816208723979
250,1.7707153173144734
251,1.9150049575696173
252,1.9229300592093281
253,1.8666325720333719
254,1.8793925041369608
255,1.9487246492766201
256,1.7399690218252695
257,2.5592650999894633
258,1.9975207621971713
259,2.6875092789771573
260,2.7072127936858097
261,1.8943575173262166
262,2.0222661918682094
263,1.8954410933239751
264,2.301997670712173
265,2.1888781034082645
266,2.361797560788645
267,2.085260061050203
268,2.8102887743985434
269,3.151288383050017
270,1.899693544979176
271,1.9053049100081927
272,1.821663302623559
273,1.886285783531608
274,1.9210643243871905
275,2.158756995235592
276,1.8888727885467957
277,1.999061653722802
278,2.0094970876136227
279,1.9563396709810672
280,1.894983117155268
281,2.095936098837922
282,1.9802939208872816
283,2.1217978008230087
284,2.1463901545015056
285,3.0640670189178714
286,1.8640122704445776
287,3.669139208065928
288,1.97679449827952
289,1.9670329775851136
290,1.8193799262629442
291,1.878878582848204
292,2.079341737263945
293,1.8805092938739296
294,1.872183644812506
295,1.7805336953198292
296,2.5373000324794273
297,2.040616094720676
298,1.9012525734143986
299,1.8141900858312858
300,1.7893115428827604
301,1.747314715388355
302,1.783598135499918
303,1.8108280981026754
304,1.8091841750842101
305,1.962764076373787
306,2.068076340009132
307,2.046930958974505
308,1.889951628389966
309,2.313115447363335
310,1.9287698578487338
311,2.0629211603693376
312,2.085518929975946
313,1.8219577397613926
314,1.902420164478109
315,2.6134766542412864
316,2.191042888986601
317,1.9221155518727326
318,1.9457582872503842
319,1.843827140027213
320,2.2567134620127907
321,1.892960511710755
322,1.8049542911106493
323,1.7906346663807238
324,1.7859724140192517
325,1.8533607664448175
326,1.879661428596375
327,2.0075651972516066
328,1.9040847154709875
329,1.867558095047738
330,1.8771877663425522
331,1.9204734827794951
332,1.9239810457594535
333,1.9317692710431194
334,1.8516710753440657
335,1.7868627870212408
336,2.039360544404894
337,2.1188043554562883
338,1.8321202984146947
339,1.9441179296400142
340,2.0742662689427203
341,2.040041349951038
342,2.188405633016603
343,2.3841630969828684
344,2.1495504265208063
345,2.815543786756974
346,3.220063358834805
347,2.433977338873316
348,2.2977601061006676
349,3.34306866507591
350,2.0907656959881122
351,2.056114366623278
352,2.5627694780647494
353,1.907180574227222
354,1.8132849395162602
355,1.952630404441991
356,2.0011253189294678
357,2.119416886105818
358,1.9600408418779836
359,2.1447470994705875
360,1.9682754044821968
361,1.8767309308434184
362,1.7896565613576143
363,1.9097463468265292
364,1.876890488061755
365,1.7829854726745409
366,1.749606644409674
367,1.776040936977086
368,1.8252053809648983
369,2.0717483469127247
370,1.815225945752915
371,1.8460763382110716
372,1.989834882968357
373,2.1468260756589412
374,2.0284818992744773
375,2.100466598691551
376,1.965669186636595
377,2.2570972818234396
378,2.0536116867250174
379,1.9401673452357886
380,1.8872742736176054
381,2.1457300725785937
382,2.028269914608553
383,1.9562555186497261
384,1.8435298270048648
385,2.3307296637658586
386,1.92823213974373
