episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,reward_clip_value,use_double_dqn,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
806,161200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017683979399301275,0.005,1.0,True,1240.449384973403,6.202246924867016,9.826956955290274,3.2558474084397977,6.589943407330817,,7.494180268351867,131.79886814661634,3.252671480248154,0.385,200,145.61439707230457,160.23257591508357,63.599259165787885,90.74723187361228,85.71446989680612,273.9279396407761,240.5074149886471,845.2689148122486,19.95352554321289,0.10226354002952576,2.069530612820627,6.597679846846939,6.597679846846939,6.500779824057913,6.500779824057913,0.09690002278902554,0.09690002278902554
807,161400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01759555950230477,0.005,1.0,True,514.3084098793913,2.5715420493969567,7.789262288552967,5.0929027458458505,2.9588900027034257,,7.494180268351867,59.17780005406852,3.4891740963488274,0.39,200,196.35241825915477,133.69622997256957,118.79944157449198,60.504685826229775,729.0955465009683,379.73298663230577,107.10912949700995,735.3753722057097,19.962018966674805,0.0987773910164833,2.2119929473066335,6.288884645004203,6.288884645004203,6.469902940947415,6.469902940947415,0.18101829594321206,0.18101829594321206
808,161600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017507581704793246,0.005,1.0,True,1134.7714472574407,5.673857236287204,8.598463823293837,2.5871690253146684,6.082537941849581,,7.494180268351867,121.65075883699163,3.674918866307652,0.3825,200,205.8158542842945,165.81918530893202,64.48901181837238,69.59715375631502,443.7621834468094,71.32516757722767,202.97741157024876,464.34176817100484,19.743587493896484,5.407968521118164,2.162908416472118,6.361175769884325,6.361175769884325,6.466064159447202,6.466064159447202,0.10488838956287694,0.10488838956287694
809,161800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01742004379626928,0.005,1.0,True,1387.5094302169748,6.937547151084874,8.158330282199307,0.9055647752877231,7.323503737446495,,7.494180268351867,146.47007474892987,3.390995444994104,0.41875,200,168.37728557837747,146.8157170955882,24.8231746200658,87.0754815780572,497.61499612970584,449.2575988082565,633.1450605196445,589.0414611087579,19.979801177978516,5.254735946655273,1.64906534635531,6.4652411377928285,6.4652411377928285,6.4968112687058905,6.4968112687058905,0.031570130913062044,0.031570130913062044
810,162000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017332943577287933,0.005,1.0,True,696.4901545543771,3.4824507727718856,7.180492822811981,1.7456442393622476,5.497532094700114,,7.494180268351867,109.95064189400227,4.218267166749968,0.32125,200,164.9951809159105,157.0559840540923,121.84488701858022,65.56239591400583,1086.5764466835753,585.2248564681662,308.19863859386334,428.17438721364664,19.72953987121582,0.20867566764354706,1.7595792708794646,6.36908794855937,6.36908794855937,6.483976789513825,6.483976789513825,0.11488884095445506,0.11488884095445506
811,162200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017246278859401495,0.005,1.0,True,365.72208538362827,1.8286104269181414,8.351668818212476,6.99737759422088,3.136035601603136,,7.494180268351867,62.72071203206272,3.5489840809194764,0.28375,200,174.30622899257975,152.90729554426161,114.67332261150924,84.9122069259897,390.67665475043714,372.23264175470365,196.6258298925718,1035.5770816076115,19.75250244140625,0.10941778868436813,2.0778366521658422,6.260636456851792,6.260636456851792,6.433470591195581,6.433470591195581,0.17283413434378936,0.17283413434378936
812,162400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017160047465104487,0.005,1.0,True,1197.4059033608698,5.987029516804349,7.662728101900949,1.40922576040089,6.7361302296922805,,7.494180268351867,134.7226045938456,4.188002565384606,0.3625,200,205.19782064551748,233.84164037594834,116.71000368834613,84.39027865005117,708.3192114806111,482.24254544981574,457.93372474678773,264.4887958283694,19.68402671813965,0.33241450786590576,2.044918926395128,6.229154240825072,6.229154240825072,6.437091006130882,6.437091006130882,0.20793676530580996,0.20793676530580996
813,162600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.017074247227778963,0.005,1.0,True,583.5477849294995,2.917738924647497,8.179621707648936,5.044385620366064,3.357638678806311,,7.494180268351867,67.15277357612622,3.845271826773955,0.36,200,172.32244989203596,218.90050212423478,31.110612727570725,127.93375697319024,450.76640104340265,317.48123461624124,89.56695988478272,507.5832773875027,19.99331283569336,0.06773332506418228,2.161409241673472,6.141514188127729,6.141514188127729,6.444590016458901,6.444590016458901,0.3030758283311714,0.3030758283311714
814,162800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01698887599164007,0.005,1.0,True,1003.4751211215881,5.017375605607941,7.786123182755798,2.2556304794390356,5.556746629559792,,7.494180268351867,111.13493259119585,3.932402115920638,0.46125,200,218.9943838730884,194.8223625971124,106.04575508288028,93.63518948586218,785.8235598626984,183.12205749047362,178.0532730509169,509.674807657164,19.775245666503906,5.710313320159912,2.167958600075534,6.244787482086476,6.244787482086476,6.424890085899153,6.424890085899153,0.18010260381267695,0.18010260381267695
815,163000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01690393161168187,0.005,1.0,True,1219.5993986105373,6.0979969930526865,8.207353058936363,1.7184877421559308,6.546195041491858,,7.494180268351867,130.92390082983715,3.9230442912847168,0.37875,200,182.26863628784906,225.0966299345442,64.8329764641197,83.62875114301625,487.79046111687546,453.79485035223126,427.8175804099539,681.2962606732877,19.754474639892578,0.20512446761131287,2.1697465504155136,6.210069087154293,6.210069087154293,6.419070071007481,6.419070071007481,0.20900098385318788,0.20900098385318788
816,163200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016819411953623457,0.005,1.0,True,981.0070596725075,4.905035298362537,7.997630132501116,2.297880624387374,6.224110159341088,,7.494180268351867,124.48220318682178,3.8201249681677814,0.425,200,225.59477967422612,110.78447084770056,183.79772572907592,11.946911161687684,590.9595650239414,434.0948518277693,379.39026928797216,544.9991329645292,19.770231246948242,0.11293283104896545,2.0822413587653448,6.196825255579514,6.196825255579514,6.41228762701807,6.41228762701807,0.21546237143855684,0.21546237143855684
817,163400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01673531489385534,0.005,1.0,True,486.47277150504414,2.4323638575252207,7.467114040134813,3.7600900414050162,3.938052952740414,,7.494180268351867,78.76105905480829,3.338485753825608,0.41375,200,142.81179993754523,127.43510105849909,22.070662333424014,52.609958166966784,867.8437406270061,514.1938332745137,151.2148207735358,687.75025122071,19.8594913482666,0.04057454690337181,2.262613196177302,6.030848241407546,6.030848241407546,6.395427299859734,6.395427299859734,0.36457905845218797,0.36457905845218797
818,163600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016651638319386063,0.005,1.0,True,1398.1217891269914,6.990608945634957,8.677137784993958,1.026351253068766,7.679454008094607,,7.494180268351867,153.58908016189216,4.181697983936653,0.42375,200,206.21009620416308,233.2716208966199,164.82441549746468,200.05999995331365,343.69625822369494,224.11168026557627,714.1183971719852,738.7287739207652,19.748489379882812,0.6158416271209717,2.291877396956333,6.00918041628193,6.00918041628193,6.423519776895002,6.423519776895002,0.41433936061307275,0.41433936061307275
819,163800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016568380127789134,0.005,1.0,True,1214.282555358527,6.071412776792634,8.130304037904079,0.9315819407908114,7.248927396635317,,7.494180268351867,144.97854793270633,3.5162172770404476,0.40375,200,140.5471693166516,178.22969678715998,66.65282131362903,96.91129507907301,573.0915319280715,503.6179161178892,309.671508509483,292.3259851740804,19.76685333251953,0.2322748899459839,2.184472013018421,5.9892571742886265,5.9892571742886265,6.431170874207428,6.431170874207428,0.4419136999188016,0.4419136999188016
820,164000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01648553822715019,0.005,1.0,True,1317.2943881626907,6.586471940813453,7.351182639073738,0.36021808588544935,7.026605342199497,,7.494180268351867,140.53210684398994,3.920693366903711,0.38375,200,223.3254266632611,182.228667471749,113.18035433502206,92.05765999954322,953.3100347050379,440.12734550415644,905.9849045948824,318.9147379810522,20.07686996459961,0.044069770723581314,2.161491848918384,5.999519005489657,5.999519005489657,6.425385628517468,6.425385628517468,0.42586662302781075,0.42586662302781075
821,164200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016403110536014436,0.005,1.0,True,1226.9275669949318,6.134637834974659,9.41257796860352,2.1420764860405677,7.2739666330180155,,7.494180268351867,145.4793326603603,3.8556813021182212,0.39875,200,163.47532263307625,190.14340810350387,105.42458317056273,148.73311292593453,149.91236190639088,383.81856976812264,210.85705283759566,496.19476344962663,19.834938049316406,0.08769413828849792,2.1669426114685577,5.990416463020734,5.990416463020734,6.435347752980731,6.435347752980731,0.44493128995999687,0.44493128995999687
822,164400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016321094983334363,0.005,1.0,True,1096.4585877976879,5.482292938988439,7.501644060296501,1.4238852210789155,6.195912808722317,,7.494180268351867,123.91825617444634,3.715573472104286,0.4325,200,187.55092723900063,173.13765946195437,136.3873793721765,96.0982310221972,883.6151156203655,461.18762718535464,308.90000108308743,420.71258787879356,19.847543716430664,5.742263317108154,2.1609376755356724,5.967621091114288,5.967621091114288,6.425274306151336,6.425274306151336,0.45765321503704826,0.45765321503704826
823,164600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016239489508417693,0.005,1.0,True,1467.4768359730078,7.337384179865039,8.908719367347473,1.9073533532690183,7.793241870494889,,7.494180268351867,155.86483740989777,4.044851403024001,0.3775,200,211.40654813124596,189.08636531404966,101.6661342855461,114.15831629716516,225.6344475086715,398.70238748699006,543.4154080873054,221.8900647417623,19.92730712890625,0.07116268575191498,2.217172365272435,6.083540915681624,6.083540915681624,6.4379690401551475,6.4379690401551475,0.35442812447352345,0.35442812447352345
824,164800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016158292060875604,0.005,1.0,True,1578.7110150619974,7.893555075309987,9.248200338765459,0.3648273325802872,8.989087199753754,,7.494180268351867,179.78174399507512,3.497861866429379,0.42625,200,187.87398899088663,92.4347090390635,111.05588442529061,37.04973093368004,173.49401068463555,320.4906044239455,843.671463766233,204.6627453317739,19.72785186767578,5.702547073364258,2.3127852842253276,6.221155926578885,6.221155926578885,6.454371102361055,6.454371102361055,0.23321517578216966,0.23321517578216966
825,165000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.016077500600571226,0.005,1.0,True,876.3633855563749,4.381816927781874,7.651843253238879,1.3048960877882914,6.3968338132148075,,7.494180268351867,127.93667626429615,3.9495033565886515,0.42375,200,251.08455299323808,111.52325677544954,53.05096307865748,30.419691340853454,851.2973779696594,556.5033107907328,774.9435153939309,912.9420132728895,20.095556259155273,0.0603611022233963,2.344866906548331,6.127567277469926,6.127567277469926,6.442965919405184,6.442965919405184,0.3153986419352579,0.3153986419352579
826,165200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01599711309756837,0.005,1.0,True,1299.5163478694544,6.497581739347272,8.373358396001445,1.370494377544051,7.00286401845739,,7.494180268351867,140.0572803691478,4.450108069273054,0.3525,200,234.30805552226596,234.19201731795772,210.2337434582888,181.73792484620412,561.669179035535,488.3949910057462,287.5126429246061,487.47304462337195,19.96361541748047,0.11769051849842072,2.307231762356061,6.148213308026254,6.148213308026254,6.440566328223732,6.440566328223732,0.2923530201974778,0.2923530201974778
827,165400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01591712753208053,0.005,1.0,True,902.1696511966599,4.5108482559833,8.485737900934959,3.5779681275816793,4.94129219136796,,7.494180268351867,98.82584382735921,3.400887119935042,0.4075,200,141.14800782863128,186.17827962570775,7.226352703046568,106.19567067147601,260.4711664227905,421.72053531249844,138.94606883262927,496.55122835571655,19.86188316345215,0.127149760723114,2.3323598692420235,6.2473334174594815,6.2473334174594815,6.406182027057256,6.406182027057256,0.1588486095977748,0.1588486095977748
828,165600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015837541894420125,0.005,1.0,True,1460.8060674152646,7.304030337076323,8.88832854787802,1.213350829354211,7.758177090077538,,7.494180268351867,155.16354180155076,4.0384381847910795,0.38125,200,191.84845812643817,221.8971691503934,9.526754559351309,51.03296562612705,273.47794780760785,365.00495559590024,758.4827116744722,786.4970139336162,19.879199981689453,0.09439176321029663,2.3077852389510762,6.33111537487088,6.33111537487088,6.455846207358243,6.455846207358243,0.12473083248736305,0.12473083248736305
829,165800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015758354184948024,0.005,1.0,True,1395.8745304507338,6.979372652253669,8.356853903515505,1.0108977022866208,7.489657036534062,,7.494180268351867,149.79314073068127,4.512544286899217,0.38125,200,253.92525866543247,216.15779934281417,214.54318378351863,93.24431015537046,452.2088933243413,89.58987903496362,753.7678018240014,534.7118224074272,19.56464195251465,5.363077640533447,2.3374095101923857,6.339423039825258,6.339423039825258,6.463244445421955,6.463244445421955,0.12382140559669708,0.12382140559669708
830,166000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015679562414023285,0.005,1.0,True,805.3789476215626,4.026894738107813,7.8383329320739215,4.765381415735775,4.604092117062293,,7.494180268351867,92.08184234124586,3.7647742960813058,0.3175,200,190.0143043123497,170.75309740317255,41.50371414376852,100.56837412967342,600.47650262402,522.4629641154957,254.75402962181994,700.032367820134,19.82107162475586,0.0776049941778183,2.3011778612279765,6.294751040943366,6.294751040943366,6.462777316331484,6.462777316331484,0.16802627538811787,0.16802627538811787
831,166200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015601164601953169,0.005,1.0,True,1240.0124213902423,6.200062106951211,8.67380350875981,2.5607252525233695,6.754147510011876,,7.494180268351867,135.08295020023752,3.497355855560345,0.3125,200,150.34997643388513,168.90874158784726,97.94104560600908,115.3597209899109,286.8232705231645,378.65244877238916,371.79702452354144,563.1323728793944,19.81757354736328,0.15071450173854828,2.307275443241527,6.475656636363803,6.475656636363803,6.461925893556054,6.461925893556054,0.01373074280774933,0.01373074280774933
832,166400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015523158778943402,0.005,1.0,True,1241.6696572340409,6.208348286170204,8.898909789884037,1.9590682578897243,6.9557788599744415,,7.494180268351867,139.11557719948885,4.976668680434233,0.40375,200,237.58398266083088,294.65061619229186,169.28237148261144,262.61003042634644,151.8344737240558,349.3962770784855,403.36356807538476,839.2615509563699,19.80272674560547,5.610342979431152,2.309177200013766,6.486639067877912,6.486639067877912,6.460878407437391,6.460878407437391,0.025760660440520944,0.025760660440520944
833,166600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015445542985048685,0.005,1.0,True,668.0654430276496,3.340327215138248,7.906667209602416,3.9763760217915793,4.64170159393487,,7.494180268351867,92.8340318786974,4.260527376841427,0.3425,200,211.95235634672642,237.39593669762692,18.96455154574987,157.12992561988966,592.0874766750836,575.1003765404772,255.62914092309322,778.6652405203458,19.853946685791016,5.759382724761963,2.3939550799274363,6.55084221363434,6.55084221363434,6.434656508573149,6.434656508573149,0.11618570506119053,0.11618570506119053
834,166800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015368315270123441,0.005,1.0,True,1301.0464051624162,6.505232025812081,9.245442119477957,3.4843315926947294,6.994236863562777,,7.494180268351867,139.88473727125555,4.328939250857539,0.2975,200,214.6446320311443,242.75117911150494,152.43783195275915,83.74061095339876,279.5043633352861,78.25083636419164,364.8407531694839,277.66867309465647,20.106157302856445,0.13839097321033478,2.408788566207822,6.622716725334489,6.622716725334489,6.435574723831443,6.435574723831443,0.18714200150304627,0.18714200150304627
835,167000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015291473693772824,0.005,1.0,True,1487.724076205475,7.438620381027375,8.960571734851914,0.977007659340941,8.112509697698544,,7.494180268351867,162.2501939539709,3.6990107105774355,0.40375,200,188.91462854360282,165.21103372925117,96.78286853135243,77.3427535272257,327.23187901351827,265.92490844185556,908.5979653569697,574.6248571621654,20.031919479370117,0.14947344362735748,2.4703271079594287,6.701032458144823,6.701032458144823,6.43249686689746,6.43249686689746,0.26853559124736304,0.26853559124736304
836,167200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01521501632530396,0.005,1.0,True,1548.9909676075567,7.744954838037784,8.767967954763606,0.45348051091533237,8.359396246390117,,7.494180268351867,167.18792492780238,3.856535133269444,0.27625,200,182.55244783761358,207.03282882083698,130.19131295228507,48.20286897092709,299.2118271215616,481.57943647776244,688.6996756271753,213.94875287844982,19.91756248474121,0.12604042887687683,2.557260558770213,6.807796762497274,6.807796762497274,6.452839115573126,6.452839115573126,0.3549576469241478,0.3549576469241478
837,167400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01513894124367744,0.005,1.0,True,917.7495948776551,4.5887479743882755,9.302785718209966,4.928482571491732,5.061429758150787,,7.494180268351867,101.22859516301574,4.183297967743783,0.29,200,229.31980312113703,190.64364380258462,97.44232651206046,69.39655764482102,291.82279701290486,82.31635415147815,96.3518454486009,444.6499172929247,19.70093536376953,5.636322498321533,2.3869570412332592,6.8639656027677916,6.8639656027677916,6.444538683076705,6.444538683076705,0.4194269196910865,0.4194269196910865
838,167600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.015063246537459054,0.005,1.0,True,1563.4491783486496,7.817245891743248,8.947337695271171,0.7435372334114366,8.242667801450235,,7.494180268351867,164.85335602900471,3.656903996368204,0.38875,200,187.35094208956139,176.55609748836025,62.438162455728616,74.63344861480091,221.36751313414064,487.32030290185554,729.1839792016913,527.0919229831204,20.06075668334961,0.11188048869371414,2.404983351535929,6.892126292435575,6.892126292435575,6.472900078360799,6.472900078360799,0.4192262140747758,0.4192262140747758
839,167800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014987930304771758,0.005,1.0,True,861.5521547119589,4.307760773559795,9.306132117641592,4.900666787646617,4.855786243624082,,7.494180268351867,97.11572487248165,3.796701458937197,0.34875,200,212.4848465214134,158.93023973573864,150.9264575164621,69.36081799696349,61.60744350452077,382.57712843380176,120.92633001066972,692.4455172337185,19.701393127441406,0.13142025470733643,2.4274852073299336,6.772469234785014,6.772469234785014,6.441674902640875,6.441674902640875,0.3307943321441389,0.3307943321441389
840,168000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.0149129906532479,0.005,1.0,True,973.0167826852678,4.865083913426339,7.297541461013237,3.4949142552386285,5.317688897656372,,7.494180268351867,106.35377795312745,3.8463695638622517,0.315,200,200.38710403767925,175.94089548007136,80.3411166053642,70.84743255147706,941.483353829695,472.79943853532995,806.4270509288039,575.2996846879641,19.815492630004883,5.471146106719971,2.4193924655326833,6.687023412557858,6.687023412557858,6.4258270931667765,6.4258270931667765,0.26119631939108157,0.26119631939108157
841,168200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01483842569998166,0.005,1.0,True,1389.467438214861,6.947337191074305,8.46370587960402,1.1177591217392766,7.376352487215973,,7.494180268351867,147.52704974431947,3.8576661134837065,0.40375,200,146.08997041526115,238.82331100514998,88.72636735117612,121.74904707613803,402.16593764536333,274.7908010308669,274.67635278480105,264.614316894809,19.923030853271484,11.454951286315918,2.4422033718478278,6.692142705267754,6.692142705267754,6.441722357464451,6.441722357464451,0.2504203478033027,0.2504203478033027
842,168400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01476423357148175,0.005,1.0,True,657.8793841109997,3.2893969205549984,7.669638430467878,4.026245757626118,3.745325856346938,,7.494180268351867,74.90651712693877,3.8512062713902484,0.35625,200,201.52409347149387,200.84648435425456,42.14409736797078,121.02958658591855,781.8164283612372,506.2923794119003,207.27747532472227,838.5110630665794,19.87688446044922,0.3951602280139923,2.5173880838489775,6.5696133576489855,6.5696133576489855,6.40002946440491,6.40002946440491,0.1695838932440754,0.1695838932440754
843,168600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014690412403624342,0.005,1.0,True,1139.7433775967752,5.698716887983876,7.22880855784766,0.4742308051894051,6.793585541526399,,7.494180268351867,135.871710830528,3.858064599626068,0.35625,200,130.20610732226854,190.4485160114632,70.93265309629116,50.59856079736336,992.0582935631439,574.2052760317428,520.1044110878456,161.12148646236167,19.874568939208984,0.05218520388007164,2.444512559647623,6.519630541200561,6.519630541200561,6.411080617197872,6.411080617197872,0.10854992400268948,0.10854992400268948
844,168800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01461696034160622,0.005,1.0,True,1582.1145940241945,7.910572970120972,9.165672510859586,1.3591803110217147,8.362754731172235,,7.494180268351867,167.25509462344468,4.032769020062117,0.325,200,211.9162674965797,180.29458901498757,90.06247897007712,111.60988460986665,250.7930559154406,236.97613180224337,372.1328122727372,71.28341482133207,19.830734252929688,0.1315309703350067,2.3775687162837214,6.488313917771485,6.488313917771485,6.420327863503178,6.420327863503178,0.0679860542683075,0.0679860542683075
845,169000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01454387553989819,0.005,1.0,True,1317.370712547153,6.586853562735765,8.09844696482831,1.247929845087849,7.072853215372888,,7.494180268351867,141.45706430745778,3.536242698535913,0.34875,200,182.21350822502455,165.92177286855878,83.39949924660338,89.70435079328062,582.4970268299194,393.16013062336276,636.1826264336709,449.7669631020505,20.087352752685547,5.732078552246094,2.3886764903323994,6.522114887879388,6.522114887879388,6.422511271576797,6.422511271576797,0.09960361630259129,0.09960361630259129
846,169200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014471156162198698,0.005,1.0,True,1020.299457821131,5.101497289105655,7.625446145304484,2.165330246092127,5.605626777675262,,7.494180268351867,112.11253555350524,3.9817378562284893,0.31625,200,199.91156423894748,195.87447470432932,104.30523847093313,50.6089814887229,743.8027017021021,238.00089669573887,583.8847790149154,983.9107469865814,20.033769607543945,10.805280685424805,2.393044922323871,6.452253025840283,6.452253025840283,6.416981547799514,6.416981547799514,0.03527147804076858,0.03527147804076858
847,169400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014398800381387704,0.005,1.0,True,985.9139593888277,4.929569796944139,8.810202612950482,3.0664266444288835,5.867150024824128,,7.494180268351867,117.34300049648256,3.5128136253386333,0.4075,200,143.37350512235807,176.6084573947148,5.67820044233107,118.9718471380863,216.54888813996484,465.4436410957389,223.74371683264468,806.0357018696342,19.874046325683594,0.10444282740354538,2.3939181344969356,6.498545917513091,6.498545917513091,6.413499657312127,6.413499657312127,0.08504626020096406,0.08504626020096406
848,169600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014326806379480765,0.005,1.0,True,1557.8346622573931,7.789173311286966,9.022656150295123,1.4860524392840733,8.201280349180413,,7.494180268351867,164.02560698360824,3.659229207039141,0.34,200,124.3332500374046,219.01697396824719,45.99134803072908,153.71931454211386,105.67845924506906,496.69164165118946,491.46518321202046,103.23640879018497,19.928354263305664,0.08867987990379333,2.4675804502096867,6.5207010804682355,6.5207010804682355,6.428712967789851,6.428712967789851,0.09198811267838458,0.09198811267838458
849,169800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014255172347583361,0.005,1.0,True,1262.5122105311582,6.312561052655791,8.341083545488482,1.174291644678014,7.2797988481583555,,7.494180268351867,145.59597696316712,3.789418685575005,0.39125,200,218.05174871053245,143.31372580925003,82.83286020808849,87.63883587240875,388.1968786462236,567.0665709862759,745.0510355484305,796.5583435720687,19.91165542602539,5.719664096832275,2.4275043867069233,6.510208171049449,6.510208171049449,6.437358917948971,6.437358917948971,0.07284925310047807,0.07284925310047807
850,170000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014183896485845445,0.005,1.0,True,1326.975523440225,6.634877617201125,7.795759062873973,0.7304733435317995,7.10050964081228,7.327189274645205,7.327189274645205,142.01019281624562,4.141792917612034,0.465,200,168.85073552913582,265.5585073287744,29.260243534533675,203.9645778133316,748.714501620224,337.57402100779734,871.7642937477452,548.5740717989568,19.90966033935547,0.03554871305823326,2.441676920647449,6.635029047236948,6.635029047236948,6.456912476861142,6.456912476861142,0.1781165703758063,0.1781165703758063
851,170200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014112977003416217,0.005,1.0,True,1075.7045249451053,5.378522624725527,7.667468361019148,1.9740971193544388,5.7690307005376305,,7.327189274645205,115.38061401075262,3.498025482245932,0.3525,200,185.3814780737454,136.59032787338984,53.80267819446782,19.17397791140999,775.5299929602882,345.33894274252697,269.77301192056234,433.7024418223752,19.98310089111328,0.10415850579738617,2.4066808921564187,6.5857732067632355,6.5857732067632355,6.428187163271769,6.428187163271769,0.15758604349146665,0.15758604349146665
852,170400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.014042412118399137,0.005,1.0,True,1491.7014059376315,7.458507029688158,8.198741642563188,0.49619214345541757,7.836312771777392,,7.327189274645205,156.72625543554784,3.3667842682642233,0.36625,200,131.76347891876273,187.45211195572432,64.28169379356557,51.740799649108745,521.1253269419426,364.8666788833164,428.76360029868295,148.17925826152106,19.865001678466797,0.14393886923789978,2.466995390604664,6.629799902353383,6.629799902353383,6.446113002121677,6.446113002121677,0.18368690023170675,0.18368690023170675
853,170600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.013972200057807142,0.005,1.0,True,1399.1320458155046,6.995660229077523,7.937727566076903,0.2209684768728176,7.716759089204084,,7.327189274645205,154.33518178408167,3.778259425110489,0.3725,200,200.35706436507363,163.7104832352247,116.48652193877388,53.44189916223857,592.3055504410386,518.5957375187724,816.3638941054464,156.11316690088864,19.869443893432617,0.061541054397821426,2.480922290295956,6.783552777116844,6.783552777116844,6.452523081979835,6.452523081979835,0.3310296951370093,0.3310296951370093
854,170800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.013902339057518105,0.005,1.0,True,1046.9121378485104,5.234560689242552,7.69828644752894,3.452416651979566,5.647797245027917,,7.327189274645205,112.95594490055834,3.706877702875538,0.36,200,153.70561201149843,216.46175527553748,9.314896471599832,92.26726170852825,811.5001739528628,295.13928030852554,682.7109851604522,587.0514912159489,19.932344436645508,0.06876111775636673,2.4738238802650176,6.716230796190101,6.716230796190101,6.468862736347283,6.468862736347283,0.24736805984281762,0.24736805984281762
855,171000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.013832827362230515,0.005,1.0,True,1608.1706463311657,8.040853231655829,9.49116388209866,1.1353786585157972,8.393370510356032,,7.327189274645205,167.86741020712063,3.2033785915165858,0.3825,200,126.35325329632751,158.52914763686232,53.37226883513207,33.53182641481858,226.02929582131853,185.38875625359108,742.6145571032771,690.7332951037743,19.98674964904785,0.03213091567158699,2.4935107716254827,6.730273836822976,6.730273836822976,6.481306526578285,6.481306526578285,0.24896731024469076,0.24896731024469076
