episode,bs_beamformer,uav_jammer
1,6.9716997184171365,6.9716997184171365
2,6.938168386291393,6.938168386291393
3,7.015868504751797,7.015868504751797
4,7.029011829046226,7.029011829046226
5,6.900274623241699,6.900274623241699
6,6.751802985603461,6.751802985603461
7,6.910843047111038,6.910843047111038
8,6.586675878799111,6.586675878799111
9,6.758330382357752,6.758330382357752
10,6.688030566385899,6.688030566385899
11,6.555282088781928,6.555282088781928
12,6.542235643105881,6.542235643105881
13,6.526198665207634,6.526198665207634
14,6.5447418658474525,6.5447418658474525
15,6.54868853146008,6.54868853146008
16,6.598888790973096,6.598888790973096
17,6.612281176693731,6.612281176693731
18,6.589647967365404,6.589647967365404
19,6.611637287150781,6.611637287150781
20,6.6573962807487055,6.6573962807487055
21,6.683078971827493,6.683078971827493
22,6.730529459067228,6.730529459067228
23,6.721717744667917,6.721717744667917
24,6.721472832472667,6.721472832472667
25,6.708871639081854,6.708871639081854
26,6.739101024998221,6.739101024998221
27,6.748049082140859,6.748049082140859
28,6.7323910847687465,6.7323910847687465
29,6.729138888407157,6.729138888407157
30,6.727200530753579,6.727200530753579
31,6.720661767004467,6.720661767004467
32,6.722759797623536,6.722759797623536
33,6.730762610180835,6.730762610180835
34,6.7238922123742775,6.7238922123742775
35,6.721420260352121,6.721420260352121
36,6.657559161376261,6.657559161376261
37,6.65688629118135,6.65688629118135
38,6.657193787876315,6.657193787876315
39,6.656995732305334,6.656995732305334
40,6.659117025100507,6.659117025100507
41,6.6574551996688,6.6574551996688
42,6.658333369646612,6.658333369646612
43,6.6576579736176935,6.6576579736176935
44,6.659198859378791,6.659198859378791
45,6.665331628139042,6.665331628139042
46,6.66231805535847,6.66231805535847
47,6.663690498837505,6.663690498837505
48,6.66614951017713,6.66614951017713
49,6.665179286731529,6.665179286731529
50,6.665782029266746,6.665782029266746
51,6.665749098733803,6.665749098733803
52,6.665316030808584,6.665316030808584
53,6.6651941956768095,6.6651941956768095
54,6.664281258284132,6.664281258284132
55,6.6633124677679625,6.6633124677679625
56,6.6631222119633655,6.6631222119633655
57,6.662038038636204,6.662038038636204
58,6.659515992000905,6.659515992000905
59,6.664861161813093,6.664861161813093
60,6.657421405005611,6.657421405005611
61,6.723750587901016,6.723750587901016
62,6.715701393938593,6.715701393938593
63,6.672345431717422,6.672345431717422
64,6.609618995297454,6.609618995297454
65,6.6670434274919215,6.6670434274919215
66,6.578708632895278,6.578708632895278
67,6.643591602787311,6.643591602787311
68,6.652479850314892,6.652479850314892
69,6.6540961566093735,6.6540961566093735
70,6.660304787754203,6.660304787754203
71,6.670874041873239,6.670874041873239
72,6.682539565057117,6.682539565057117
73,6.697888226880203,6.697888226880203
74,6.712677326581051,6.712677326581051
75,6.728078453130889,6.728078453130889
76,6.726376651789558,6.726376651789558
77,6.7331137936220795,6.7331137936220795
78,6.740353575189229,6.740353575189229
79,6.733398322924453,6.733398322924453
80,6.7195404317872205,6.7195404317872205
81,6.719875281470398,6.719875281470398
82,6.726183574279463,6.726183574279463
83,6.753224382211471,6.753224382211471
84,6.729593475833748,6.729593475833748
85,6.6984579240257265,6.6984579240257265
86,6.6218005158311435,6.6218005158311435
87,7.095480665365999,7.095480665365999
88,7.091044019964922,7.091044019964922
89,7.069861555252325,7.069861555252325
90,7.078872979435018,7.078872979435018
91,7.062598973593683,7.062598973593683
92,7.057530095759141,7.057530095759141
93,7.073364461442536,7.073364461442536
94,7.069588262072615,7.069588262072615
95,7.063402551108668,7.063402551108668
96,7.043279979807031,7.043279979807031
97,7.057992661181139,7.057992661181139
98,7.0691996945921245,7.0691996945921245
99,7.104599293241384,7.104599293241384
100,7.1024526857079096,7.1024526857079096
101,7.0979677860117185,7.0979677860117185
102,7.053485888459858,7.053485888459858
103,7.041541407268555,7.041541407268555
104,7.059763048155564,7.059763048155564
105,7.086087133808045,7.086087133808045
106,7.064840357521108,7.064840357521108
107,7.051524267172737,7.051524267172737
108,7.049184743113752,7.049184743113752
109,7.049845066614547,7.049845066614547
110,7.051483682284083,7.051483682284083
111,7.06649576253795,7.06649576253795
112,7.070162985347155,7.070162985347155
113,7.092355415803459,7.092355415803459
114,6.89619069064029,6.89619069064029
115,6.919835820936579,6.919835820936579
116,7.0633781293284725,7.0633781293284725
117,7.058710521554031,7.058710521554031
118,7.053543522176679,7.053543522176679
119,7.053904943306089,7.053904943306089
120,7.053642812872398,7.053642812872398
121,7.048874845959773,7.048874845959773
122,7.042154084719475,7.042154084719475
123,7.039637389088054,7.039637389088054
124,7.038376098766464,7.038376098766464
125,7.04081551448726,7.04081551448726
126,7.051481033444779,7.051481033444779
127,7.0736396744216,7.0736396744216
128,7.076481955223009,7.076481955223009
129,7.075274202130817,7.075274202130817
130,7.073988176228366,7.073988176228366
131,7.079287264661549,7.079287264661549
132,7.081560258706856,7.081560258706856
133,7.084622700945761,7.084622700945761
134,7.0758346012602455,7.0758346012602455
135,7.066803450563705,7.066803450563705
136,7.060771146050531,7.060771146050531
137,7.043374388673433,7.043374388673433
138,7.033308322261973,7.033308322261973
139,7.033491439921017,7.033491439921017
140,7.0355205414627395,7.0355205414627395
141,7.035306835302721,7.035306835302721
142,7.032758542206688,7.032758542206688
143,7.030043208635842,7.030043208635842
144,7.03300523611071,7.03300523611071
145,7.032816070230056,7.032816070230056
146,7.031952789002065,7.031952789002065
147,7.032882241330465,7.032882241330465
148,7.032733914300224,7.032733914300224
149,7.037194226997944,7.037194226997944
150,7.046144967529312,7.046144967529312
151,7.05549148193672,7.05549148193672
152,7.0567843914715835,7.0567843914715835
153,7.057086851199014,7.057086851199014
154,7.056536581990843,7.056536581990843
155,7.057586009477694,7.057586009477694
156,7.054823749083735,7.054823749083735
157,7.056061651524101,7.056061651524101
158,7.053713352500605,7.053713352500605
159,7.049618673573338,7.049618673573338
160,7.0490532874386,7.0490532874386
161,7.041927538082017,7.041927538082017
162,7.04517860559849,7.04517860559849
163,7.036573567556353,7.036573567556353
164,7.031174299057166,7.031174299057166
165,7.030862808685563,7.030862808685563
166,7.033769256140423,7.033769256140423
167,7.040042168337191,7.040042168337191
168,7.048673851417241,7.048673851417241
169,7.055234271073394,7.055234271073394
170,7.056879191563288,7.056879191563288
171,7.055036295955149,7.055036295955149
172,7.057421988646918,7.057421988646918
173,7.069761709503495,7.069761709503495
174,7.074555494875658,7.074555494875658
175,7.0696421985864495,7.0696421985864495
176,7.079111523953211,7.079111523953211
177,7.081448394608742,7.081448394608742
178,7.078364394915368,7.078364394915368
179,7.083461294732204,7.083461294732204
180,7.086517131731845,7.086517131731845
181,7.0834990477943505,7.0834990477943505
182,7.0862333430696935,7.0862333430696935
183,7.086624939181195,7.086624939181195
184,7.087220837609729,7.087220837609729
185,7.087341489090383,7.087341489090383
186,7.086386291747779,7.086386291747779
187,7.0873685159963316,7.0873685159963316
188,7.088340008151138,7.088340008151138
189,7.088711757837306,7.088711757837306
190,7.0881267233068606,7.0881267233068606
191,7.084282351167681,7.084282351167681
192,7.080737087442503,7.080737087442503
193,7.085534700201248,7.085534700201248
194,7.075000412696917,7.075000412696917
195,7.077645252835745,7.077645252835745
196,7.080757516585538,7.080757516585538
197,7.078221169223094,7.078221169223094
198,7.083889342089521,7.083889342089521
199,7.088421027554753,7.088421027554753
200,7.085798750329459,7.085798750329459
201,7.084589123534254,7.084589123534254
202,7.076458558442938,7.076458558442938
203,7.0782430990605185,7.0782430990605185
