episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rician,0.249204,ou,waypoint,False,585536069.0600458,2.9276803453002294,9.823965584686752,11.257318517457483,2.986770630505933,59.735412610118665,5.9090285205704856,0.07296656340360641,200,376.445670103757,266.32604838363676,370.3393211161695,167.81734419481353,0,344.0061523295891,136.35371982220744,235.35173450521737,736.073194641869,2.986770630505933,2.986770630505933,0.0
2,400,rician,0.248404,ou,waypoint,False,88838429.93920222,0.4441921496960111,9.599958752984755,19.90884816573343,0.5020810212949894,10.041620425899788,5.788887159897778,0.03216760642826557,200,278.97095947502567,362.43765653652474,270.1657626989659,357.31111410623544,0,87.62120995116659,442.6652628634151,19.84590758268788,356.0120950444292,1.7444258259004612,1.7444258259004612,0.0
3,600,rician,0.247604,ou,waypoint,False,499709196.3221942,2.498545981610971,8.412007345281204,10.58565460934934,2.56206720132108,51.24134402642161,6.35212197101086,0.04015729323029518,200,339.4492846344203,363.44755225174055,181.92389296935644,359.29658655350045,0,508.7838908261015,361.98127888625737,796.2000063806325,597.3908401138965,2.0169729510406675,2.0169729510406675,0.0
4,800,rician,0.246804,ou,waypoint,False,752768335.339768,3.7638416766988403,9.645790344207713,9.520179730319736,3.8319137186730856,76.63827437346171,6.807204197424303,0.06320197269320488,200,375.8757531677239,378.138235991645,372.15334666938537,371.7814689247807,0,326.8837928682254,294.27723222960594,232.5672805592268,447.9100370268027,2.470708142948772,2.470708142948772,0.0
5,1000,rician,0.246004,ou,waypoint,False,799454337.565158,3.99727168782579,9.420859865167449,8.896995830742032,4.064876151649684,81.2975230329937,6.760446382389334,0.04537181802093983,200,371.9964421544326,378.1064292188418,359.3510634196373,372.16701986335124,0,250.17243205583404,449.3890750676969,610.0036129199158,245.86364752841817,2.7895417446889548,2.7895417446889548,0.0
