episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
625,125000,rician,0.22916683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,278.5385318332951,1.3926926591664754,9.072402789306715,12.305595736582141,2.2065547422528975,,0.0,44.13109484505796,6.6898411377701095,0.03016094706952572,200,375.674075633562,367.33854761363517,370.9906097929799,361.1704154616892,0,369.5352268372412,253.2808645470182,435.0080579991553,568.6186683927541,2.7944026837143103,2.7944026837143103,2.959181596972113,2.959181596972113,0.1647789132578028,0.1647789132578028
626,125200,rician,0.2291335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-264.9249779912048,-1.324624889956024,8.028498188415522,12.764845430552912,0.8802772714280618,,0.0,17.605545428561236,6.741031990036666,0.05336761549115181,200,294.93620312954295,325.0682467564958,265.55752884362397,290.2236211356704,0,835.7676515977794,619.0068853117542,126.05168003009487,666.1711712400307,2.6745402898899053,2.6745402898899053,2.9417047179425806,2.9417047179425806,0.26716442805267526,0.26716442805267526
627,125400,rician,0.22910016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,683.4908697988052,3.417454348994026,9.594726222161725,8.437237378729444,4.312420495884839,,0.0,86.24840991769679,6.672653919231513,0.0328405287116766,200,363.96751404046097,371.28563165086246,359.5623208615598,365.3984036069465,0,346.3479965092689,131.60511738590853,891.7744610176885,324.2543766004968,2.7217554516296736,2.7217554516296736,2.951600840248823,2.951600840248823,0.22984538861914938,0.22984538861914938
628,125600,rician,0.22906683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,208.8084848783283,1.0440424243916415,8.12572143551119,9.59744898700794,2.7542431584463363,,0.0,55.08486316892673,6.6172893090175,0.031992928460240364,200,367.64763902267225,270.58740915044586,360.2320505604214,259.68459929776435,0,566.1494907985519,173.35024963807524,917.9988216532035,525.3201848373928,2.705370673957479,2.705370673957479,2.9522711482673873,2.9522711482673873,0.24690047430990836,0.24690047430990836
629,125800,rician,0.2290335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,434.5685709489946,2.1728428547449727,9.208942243562818,10.669612694352152,3.480392338165128,,0.0,69.60784676330256,6.724032110461306,0.02685357116162777,200,378.7976930637404,310.41015606688734,374.1776331118662,276.9854138230207,0,523.2559681931301,52.34011300181965,429.64755189414404,266.9877785893788,2.8793801764891866,2.8793801764891866,2.974287409752892,2.974287409752892,0.09490723326370532,0.09490723326370532
630,126000,rician,0.22900016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,207.92349641198913,1.0396174820599458,9.05640349815151,13.601203527403372,1.819518484223931,,0.0,36.39036968447862,6.773288216976221,0.0333343306183815,200,378.81721818733456,371.7904913588423,375.9181587803186,367.9641967345307,0,479.23263861699246,281.0984880987811,256.2852674205881,733.7046312716171,2.869610317863477,2.869610317863477,2.959193110496126,2.959193110496126,0.0895827926326489,0.0895827926326489
631,126200,rician,0.22896683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,123.0803904870632,0.615401952435316,8.095844256195086,9.457870215900655,2.8375144797744483,,0.0,56.750289595488965,6.712205809174463,0.0544431222230196,200,287.81050389373814,303.89636301938117,267.5830270430331,279.4794038165473,0,855.7681989106156,598.9213667320569,629.8240822129217,587.7494346527819,2.9252659604928386,2.9252659604928386,2.9609908727609047,2.9609908727609047,0.03572491226806607,0.03572491226806607
632,126400,rician,0.2289335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,333.6656213861413,1.6683281069307065,8.125606371360378,11.95110150592941,2.8547962380612315,,0.0,57.09592476122463,6.77275451861737,0.03565229177474975,200,351.1354217042091,377.56759269129725,335.22620202849595,375.0462620092768,0,766.8207859596054,502.61240976911205,199.0231198779178,180.7423501317347,2.8503436233368,2.8503436233368,2.955986071432386,2.955986071432386,0.10564244809558598,0.10564244809558598
633,126600,rician,0.22890016666666665,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,314.9597231331654,1.5747986156658271,9.207077342071397,10.247842461446803,3.265378209845357,,0.0,65.30756419690714,6.721693174882277,0.024700679704546927,200,374.3834835858584,269.13347240707276,369.52212535054474,256.0231714753997,0,351.30456742609516,140.6814040508881,614.5505882407258,392.8647174268472,2.831087662244038,2.831087662244038,2.96179310272024,2.96179310272024,0.13070544047620203,0.13070544047620203
634,126800,rician,0.22886683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,473.99708978720713,2.3699854489360357,8.375452439218861,9.60469722211455,3.2997402082180254,,0.0,65.99480416436052,6.796502973718395,0.044707688018679616,200,379.7015804465123,365.0763673107631,376.62930993582916,356.35078940998255,0,712.6115581488739,273.8840178838543,639.080261331387,584.949488479156,2.8321299228285466,2.8321299228285466,2.9611551035237755,2.9611551035237755,0.12902518069522895,0.12902518069522895
635,127000,rician,0.2288335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,350.76807224950835,1.7538403612475417,8.213872165673996,10.648397683236576,2.5342619789887424,,0.0,50.68523957977485,6.766640611367848,0.044059818461537364,200,374.86928414399205,375.305814213485,370.24492103052137,371.656301646778,0,892.6654041994209,470.0635040135535,279.6040982360593,531.4956482799059,2.7884827986918497,2.7884827986918497,2.954399476075201,2.954399476075201,0.16591667738335136,0.16591667738335136
636,127200,rician,0.22880016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,565.8083522886468,2.829041761443234,9.099365845057333,7.41564511273373,4.594374668089639,,0.0,91.88749336179278,6.811806823023935,0.06286109730601311,200,369.5076513093567,301.459087599355,356.39347271498525,278.2197434222205,0,494.22992994945565,502.76621244778585,908.9974814402417,469.64349016129813,2.8295541225248413,2.8295541225248413,2.9539383470327483,2.9539383470327483,0.12438422450790698,0.12438422450790698
637,127400,rician,0.22876683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,131.55036960207815,0.6577518480103908,7.948435123107566,11.628026083194065,2.2051173056933853,,0.0,44.10234611386771,6.679126327800153,0.02950775608420372,200,275.2268810671777,375.43238484263577,252.20388585749438,371.88864755759744,0,843.1340879004119,503.9291610020529,373.634087768746,204.300221251063,2.735061122758103,2.735061122758103,2.950168716200804,2.950168716200804,0.21510759344270092,0.21510759344270092
638,127600,rician,0.2287335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,87.13245560400904,0.4356622780200452,8.227924844734414,10.398104961010718,2.3910049852299897,,0.0,47.82009970459979,6.683661001896105,0.03571604959666729,200,313.2095437547048,326.5790698781984,290.6741404188704,304.249195075144,0,713.8751787804935,526.431183165729,492.13379687968614,788.8006949163845,2.734360509516262,2.734360509516262,2.9356678713320434,2.9356678713320434,0.20130736181578124,0.20130736181578124
639,127800,rician,0.22870016666666665,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,869.5062593771638,4.347531296885819,9.428120689556616,6.8488614916442145,5.132631980168691,,0.0,102.65263960337383,6.738738658262367,0.05473325096070766,200,375.36659015049906,372.3153912660566,371.0106096647345,362.8419181659511,0,68.67676505421709,430.6866203909021,606.9020650219534,560.9893830168481,2.9438324714714565,2.9438324714714565,2.9597913619862077,2.9597913619862077,0.01595889051475119,0.01595889051475119
640,128000,rician,0.22866683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,809.5784458349095,4.047892229174548,8.708109690662416,5.731986229043733,5.117150248580325,,0.0,102.34300497160649,6.701722460028159,0.06995103381574154,200,348.1914832908573,371.7453444793967,326.7250345032945,367.57198278078,0,633.5983379339034,522.0000510040171,748.6906869174624,699.8517653506756,3.0797597747037546,3.0797597747037546,2.984655962170006,2.984655962170006,0.09510381253374867,0.09510381253374867
641,128200,rician,0.2286335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,397.14509983123867,1.9857254991561932,7.910972282552925,9.453620112929714,3.0087452711595826,,0.0,60.17490542319166,6.511205465513701,0.04431672804057598,200,335.7800218413562,360.31226071093704,325.8591690875055,356.6023339022237,0,993.3043836108744,614.6913540992061,690.5405425586277,544.9519774455388,3.1645323204289784,3.1645323204289784,3.014129941010477,3.014129941010477,0.1504023794185012,0.1504023794185012
642,128400,rician,0.22860016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,144.947458113293,0.7247372905664651,8.095347590582582,11.107013387415343,2.352109276376525,,0.0,47.042185527530506,6.696056793033282,0.05259896568953991,200,296.34491586474667,362.74744737941865,274.524388162182,358.7969557131958,0,622.5355415282553,522.9329908091188,221.3002368155615,286.43859504177544,3.1091669834891547,3.1091669834891547,3.0008996484716737,3.0008996484716737,0.10826733501748098,0.10826733501748098
643,128600,rician,0.22856683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,179.6475411017361,0.8982377055086804,8.103662226323431,12.61558521215408,2.015176954037415,,0.0,40.30353908074831,6.6544563384275754,0.04651547521352768,200,336.41398620923997,376.8076337577452,316.958055175573,374.15033526867103,0,843.9049895687685,665.981085052636,253.76446469749226,329.2186999763545,3.024943418403365,3.024943418403365,3.0026087905804673,3.0026087905804673,0.022334627822897524,0.022334627822897524
644,128800,rician,0.2285335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-46.65527223270355,-0.23327636116351777,8.622848983755421,15.883051157492485,1.1868041504025801,,0.0,23.736083008051605,6.6074305117685075,0.025175010561943056,200,272.80986181923765,369.5427020202803,248.6436703352677,366.3201264982234,0,472.03402564519973,523.8190559683867,89.3461454783789,489.082558025567,2.9124106222513566,2.9124106222513566,2.9641659133079337,2.9641659133079337,0.05175529105657706,0.05175529105657706
645,129000,rician,0.22850016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,50.69225173360089,0.25346125866800445,9.201253008883828,11.535085666459976,2.197147580192736,,0.0,43.942951603854716,6.509318639908322,0.031397275254130365,200,321.13142490754626,180.1797653176582,297.70062440739014,173.6852241797391,0,414.2257594803072,515.1835867094613,483.629884593569,897.5984654598716,2.911940264148348,2.911940264148348,2.9573561521862843,2.9573561521862843,0.04541588803793628,0.04541588803793628
646,129200,rician,0.22846683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,333.186028313915,1.665930141569575,8.717750128104841,10.258222916308874,2.4671261808274103,,0.0,49.34252361654821,6.5271541398127235,0.06919904209673405,200,351.54628590035077,374.7454007635548,348.8769258500054,371.8545931061989,0,529.2312856252279,303.7460072537586,201.30824068832044,745.7170709813057,2.9912827096183157,2.9912827096183157,2.9545290685366585,2.9545290685366585,0.03675364108165713,0.03675364108165713
647,129400,rician,0.2284335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,367.8327634319125,1.8391638171595626,7.758217008668394,9.22674323998068,2.7489863983729577,,0.0,54.979727967459155,6.647513831768135,0.03288493372499943,200,365.38648207084844,367.0665194367583,358.30146664702914,359.5614915147731,0,1134.6903822485995,646.4793126859962,1104.796516674383,527.2733500399557,2.9131110047427216,2.9131110047427216,2.9511902925739246,2.9511902925739246,0.03807928783120307,0.03807928783120307
648,129600,rician,0.22840016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-226.06816916391855,-1.1303408458195927,8.021666790701712,14.02609384440708,1.0838572423719466,,0.0,21.67714484743893,6.642989838142737,0.036583434268832205,200,289.04015546308506,281.90630609091477,275.89954820842627,275.1933332776163,0,720.3014304386509,535.8985194422672,134.49447603074302,473.1886424593269,2.829591708939002,2.829591708939002,2.935107431531482,2.935107431531482,0.1055157225924801,0.1055157225924801
649,129800,rician,0.22836683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,26.067548543114885,0.1303377427155744,8.942319355847475,13.03677631718025,1.7599425582979682,,0.0,35.19885116595937,6.693952668222225,0.027848179787397384,200,341.25096843379094,321.456671334215,320.401667518647,303.8171873226224,0,538.8403599135582,633.2616760234954,251.23485429214168,698.2598734864303,2.743569219945644,2.743569219945644,2.915955496258645,2.915955496258645,0.1723862763130013,0.1723862763130013
650,130000,rician,0.2283335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,265.468964625169,1.3273448231258451,8.632039632668617,9.050669143606473,3.5966118135517275,0.0,0.0,71.93223627103455,6.6854446340246945,0.03394818343222141,200,169.07393070500612,301.898069999759,159.07690738326352,275.44085105407265,0,437.96356059841827,708.8723439378913,871.241502873091,97.54035402559931,2.832423886412034,2.832423886412034,2.918475137148535,2.918475137148535,0.08605125073650122,0.08605125073650122
651,130200,rician,0.22830016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-50.518249585305064,-0.2525912479265253,7.9034102749174915,12.225965495860617,1.5997723746666788,,0.0,31.995447493333575,6.733437467589136,0.025655208453536034,200,311.744750076534,334.56085412214946,281.84560057547594,314.79450798690056,0,832.0215649811596,502.82678494153,600.1968946341871,967.8525133305525,2.7705367811566455,2.7705367811566455,2.8946188350493003,2.8946188350493003,0.12408205389265481,0.12408205389265481
652,130400,rician,0.22826683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,326.65567551094955,1.6332783775547477,8.00989366588853,10.247064286147857,2.7043056135043297,,0.0,54.0861122700866,6.778026820320468,0.03439215242862701,200,347.97095022768815,373.3644614592385,331.4696968256111,367.40804955504,0,909.8427524804981,612.8667884171497,630.148432797276,420.61207675637627,2.7630122499288,2.7630122499288,2.8975780249078418,2.8975780249078418,0.13456577497904165,0.13456577497904165
653,130600,rician,0.2282335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,568.0777006277443,2.8403885031387217,9.622157708546773,10.132241218959306,3.6167153355371044,,0.0,72.3343067107421,6.625445256330212,0.0439569965749979,200,362.3344910559285,374.98831287630827,350.42607304353726,370.48207381449555,0,317.06686544918585,478.9217595747953,409.8018632929985,392.4195299572836,2.7805791062133878,2.7805791062133878,2.905923776263858,2.905923776263858,0.12534467005047034,0.12534467005047034
654,130800,rician,0.22820016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,38.06790388993393,0.19033951944966965,8.909955949506125,17.375555774362578,0.9946987590851011,,0.0,19.89397518170202,6.675492616585424,0.03521305747330189,200,374.7134494928313,367.2205091943309,371.4418570562688,360.76700284178435,0,607.7006573986754,502.9631465606532,44.19320691579,336.23048673153085,2.665327033756742,2.665327033756742,2.8816876894494383,2.8816876894494383,0.21636065569269647,0.21636065569269647
655,131000,rician,0.22816683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,686.3031631869459,3.431515815934729,8.89714603048719,7.860033026121381,4.220683750599643,,0.0,84.41367501199286,6.845570563293601,0.0650275169312954,200,377.32893361327444,379.57419622409503,372.38624192903393,375.78994302441055,0,494.6432006773434,412.528991480361,371.1187357889458,609.1768630518612,2.7496481223372866,2.7496481223372866,2.916516351965812,2.916516351965812,0.16686822962852554,0.16686822962852554
656,131200,rician,0.2281335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,823.428416043029,4.117142080215145,9.302746882665716,7.501839139406201,4.9070556631565125,,0.0,98.14111326313025,6.77508473665478,0.057877546697855,200,378.0913775832956,372.782851673913,374.3850064582067,364.9632355332284,0,160.1608728886139,226.48285277241192,561.7574352373921,487.9070149946121,2.76528217209063,2.76528217209063,2.9320755325716608,2.9320755325716608,0.16679336048103055,0.16679336048103055
657,131400,rician,0.22810016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,248.34322659815737,1.2417161329907869,7.94058307290494,10.07241314917894,2.976762030164403,,0.0,59.53524060328805,6.825982421220733,0.034798241332173345,200,267.9817839952002,375.7488322778173,258.93962114721205,371.8517870522888,0,691.2393959918992,530.403789211216,450.30086799930353,167.395330220359,2.8038644083141815,2.8038644083141815,2.9403455982264153,2.9403455982264153,0.1364811899122338,0.1364811899122338
658,131600,rician,0.22806683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,433.2641267749693,2.1663206338748466,8.138090915171608,10.097178246484749,2.9714961158211097,,0.0,59.42992231642219,6.721902708315253,0.049290747940540315,200,370.7771930098812,375.2279475927434,364.0657114321959,367.4427730102207,0,739.7900253611713,429.67616291710374,379.15548536574494,193.78016277517577,2.8328889648437374,2.8328889648437374,2.9429708910473438,2.9429708910473438,0.11008192620360635,0.11008192620360635
659,131800,rician,0.2280335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,788.2945856399422,3.941472928199711,9.619040269249506,7.264459394093379,4.771238358424047,,0.0,95.42476716848095,6.724841217373329,0.08031773701310158,200,370.1784863813796,375.41765331717875,366.60629945877133,373.163941686384,0,188.97895890354414,432.7070688360538,655.5596207714553,790.1753297677283,2.8148192837565054,2.8148192837565054,2.9420859262341765,2.9420859262341765,0.12726664247767117,0.12726664247767117
660,132000,rician,0.22800016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,801.8025883464749,4.009012941732374,9.480011841992638,7.248692509412784,5.410019306132801,,0.0,108.20038612265601,6.807458857332341,0.07164629630744457,200,308.2798540876949,374.7450488749941,288.53252752610115,367.7381703627291,0,145.5663330744839,525.5639329931312,430.71449830405226,284.6435625254724,2.829462736634129,2.829462736634129,2.9697970826910813,2.9697970826910813,0.14033434605695216,0.14033434605695216
661,132200,rician,0.22796683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,580.4502348626844,2.902251174313422,7.814340231114578,5.4219216919051245,4.473304122571711,,0.0,89.46608245143422,6.791536834624021,0.06037596881389618,200,273.03412660157886,378.23647102188175,253.48936595160959,375.58377207134055,0,868.2964135052728,502.65912726964325,1108.4247348849094,567.0023528969137,2.902690679204736,2.902690679204736,2.983390961853267,2.983390961853267,0.08070028264853102,0.08070028264853102
662,132400,rician,0.2279335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,677.5944558913735,3.3879722794568674,8.868408099153509,7.796326718295954,4.768528898975486,,0.0,95.37057797950973,6.70899478983838,0.043723417818546294,200,328.041030790725,368.98923327492105,289.88325135102224,363.19512982042875,0,414.4045836575178,525.8617895053128,444.5746174344298,241.59693437714776,3.023511660334684,3.023511660334684,2.9946026628341262,2.9946026628341262,0.028908997500557643,0.028908997500557643
663,132600,rician,0.22790016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,463.40435921094155,2.317021796054708,9.066756350773012,9.755293941981437,3.8083953335574057,,0.0,76.1679066711481,6.859632863470864,0.04418764628469944,200,378.7329021830104,325.07735530329603,375.9089739645121,293.2011150443746,0,215.40147780079482,241.9326499058981,403.35132880726843,346.91125474948046,3.1131725793106835,3.1131725793106835,2.9921522428134226,2.9921522428134226,0.12102033649726085,0.12102033649726085
664,132800,rician,0.22786683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-7.234522074572583,-0.036172610372862915,9.389087658925247,15.07978609809037,0.8032961633660993,,0.0,16.06592326732199,6.711811087638166,0.040453790947794915,200,375.78203364605235,367.99223819784856,372.2311316687998,361.9282325637342,0,158.64692481241565,622.807069965561,99.7139772189778,808.5340710097439,3.093997179958859,3.093997179958859,2.960290614941993,2.960290614941993,0.13370656501686584,0.13370656501686584
665,133000,rician,0.2278335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,428.568879437561,2.142844397187805,8.82906606657079,9.726723329798157,3.1254461666181506,,0.0,62.50892333236301,6.788606088490704,0.04569097697734833,200,365.16787997143496,373.48896844845376,351.36800317647953,369.2693432870241,0,522.3103261105607,549.5309833296501,411.19669818619013,573.335317255093,3.14041210928013,3.14041210928013,2.9569285575499027,2.9569285575499027,0.18348355173022712,0.18348355173022712
666,133200,rician,0.22780016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,112.24137751558725,0.5612068875779362,8.749767467927448,11.930150845943459,1.950157262322159,,0.0,39.00314524644318,6.820363633975461,0.03852420821785927,200,378.8793977620936,325.3484534876057,375.09121622826586,303.91846455037785,0,361.17222136171597,364.76206880864265,254.12307518056127,701.6607179031997,3.1145636633548675,3.1145636633548675,2.9200772465391616,2.9200772465391616,0.1944864168157059,0.1944864168157059
667,133400,rician,0.22776683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,457.5231919220728,2.287615959610364,7.738689283052691,7.464173238865942,4.132461302235799,,0.0,82.649226044716,6.806089176804665,0.05657253116369247,200,252.46096037860536,373.4543589731148,247.2743333492351,369.3423579659968,0,1022.7992784432649,580.8584384824829,789.5880074649269,197.01208000151254,3.183737408548009,3.183737408548009,2.924571084127347,2.924571084127347,0.2591663244206619,0.2591663244206619
668,133600,rician,0.2277335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,6.916856897618583,0.03458428448809291,9.151278284705825,12.879840473231681,1.7080207790742197,,0.0,34.1604155814844,6.689644352932618,0.04432088054716587,200,368.1957472847245,273.50681076208014,366.77512861961367,262.180355613877,0,307.5422668730786,202.6967518849758,188.64679704922594,729.1923932035511,3.2149455853831226,3.2149455853831226,2.9022537163756725,2.9022537163756725,0.31269186900745005,0.31269186900745005
669,133800,rician,0.22770016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,77.32204332577459,0.38661021662887296,7.901747707334388,11.657636357923431,1.8962638218902286,,0.0,37.92527643780457,6.765981018201321,0.04881537608802319,200,301.241742426992,370.86188244181716,281.34559667315017,367.5181361320871,0,968.660837353407,572.0194788740156,304.9528852423892,526.5767688963134,3.2217616485627354,3.2217616485627354,2.8966084249084965,2.8966084249084965,0.32515322365423893,0.32515322365423893
670,134000,rician,0.22766683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,286.0757938389824,1.430378969194912,8.196850185024184,11.12834190119791,2.2663001930610402,,0.0,45.326003861220805,6.746293122482343,0.05315577290952206,200,371.29043232482724,376.98770242634106,368.5012932434753,374.33566984255646,0,546.8274176025049,362.08505757808865,276.3312005292105,600.9605401789257,3.1552460675382017,3.1552460675382017,2.8975257831304897,2.8975257831304897,0.257720284407712,0.257720284407712
671,134200,rician,0.2276335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,283.05517885691535,1.4152758942845767,8.134928188665869,10.85587478766016,2.207705322449611,,0.0,44.15410644899222,6.779123413062937,0.024482774063944817,200,378.3558788672847,373.2830416134085,372.81608287234275,367.7058699037367,0,784.1547352891729,294.54818056503217,613.6821537318776,455.91864019977976,3.1856427149273485,3.1856427149273485,2.9000513773971313,2.9000513773971313,0.28559133753021726,0.28559133753021726
672,134400,rician,0.22760016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,394.08200996286894,1.9704100498143446,8.29811996219486,9.046437884597248,3.1615713099907916,,0.0,63.23142619981584,6.664957736491294,0.057471385151147844,200,341.8982061097166,374.3385391140278,319.02571002475736,370.2479316403277,0,610.2850208123372,543.901344033368,429.0275278007432,533.5508867232086,3.2085059997516714,3.2085059997516714,2.899735418689409,2.899735418689409,0.3087705810622623,0.3087705810622623
673,134600,rician,0.22756683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,310.1978463798998,1.5509892318994989,8.185480781652599,9.364613932679694,3.2461272351476405,,0.0,64.92254470295282,6.689433563416593,0.041183281168341634,200,106.45818970185796,368.3337489914206,95.87859218936836,365.6926104370763,0,722.4239485037061,708.8723439378913,455.6724667530742,464.3634517738475,3.1899765947321983,3.1899765947321983,2.909369545783948,2.909369545783948,0.28060704894825017,0.28060704894825017
674,134800,rician,0.2275335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-57.73707555831914,-0.2886853777915957,8.332875216093496,14.579994181051884,1.3823662397952674,,0.0,27.647324795905348,6.694029841945415,0.017828742191195488,200,294.0296540908226,377.5565760864369,277.4572731814815,371.91682234445244,0,619.5554600187278,658.0786366030526,241.09658061868075,573.491970576401,3.209359968767706,3.209359968767706,2.902705665023815,2.902705665023815,0.3066543037438909,0.3066543037438909
675,135000,rician,0.22750016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-114.7425833966058,-0.573712916983029,8.265400779355685,12.455132880436466,1.7360823069857254,,0.0,34.72164613971451,6.492721818562593,0.05023060142993927,200,251.70059528827127,319.06985313694736,246.24230761262044,293.2711110967823,0,644.2108555687643,520.647365224314,148.43582991788404,484.08429693056655,3.0851298965870106,3.0851298965870106,2.8808873894332936,2.8808873894332936,0.20424250715371706,0.20424250715371706
676,135200,rician,0.22746683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,481.5381818364202,2.4076909091821013,7.963321511227779,8.31644982134555,3.46563522335133,,0.0,69.3127044670266,6.689908073297228,0.04014553233981132,200,340.5889240069299,377.4749929473176,331.02907995390416,373.77500467027033,0,963.433723911457,502.69009905549694,957.508927974166,562.9556693483926,3.0130588745967515,3.0130588745967515,2.897796451559576,2.897796451559576,0.11526242303717549,0.11526242303717549
677,135400,rician,0.2274335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,-130.663620232398,-0.65331810116199,9.088529430572862,13.544367914373852,1.0985365292656342,,0.0,21.970730585312687,6.723908199815486,0.008798199743032455,200,345.2011591403791,324.4724527409543,322.0944047449687,300.9183745989429,0,400.87085881277915,697.1675232034414,696.1108184531421,986.4673744623462,2.919147599551813,2.919147599551813,2.8842590154397225,2.8842590154397225,0.03488858411209028,0.03488858411209028
678,135600,rician,0.22740016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,153.15485118570848,0.7657742559285424,7.6892097261535515,9.519057015329212,2.661000758607723,,0.0,53.220015172154454,6.581420026677676,0.03509169295430183,200,276.26968653000307,312.2833250838364,254.40599627137948,295.33222957365973,0,985.9228570954856,708.8723439378913,937.0607283826354,672.9485647029023,2.9036228316911434,2.9036228316911434,2.868535268984504,2.868535268984504,0.035087562706639375,0.035087562706639375
679,135800,rician,0.22736683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,137.2120203442655,0.6860601017213276,8.404302870721256,11.373035984109569,1.8848348661620975,,0.0,37.69669732324195,6.656413124070818,0.04545083194971085,200,376.0910890618397,318.4743625960521,374.2039137777944,293.40567514494353,0,730.9030240861211,326.49257799199296,399.8776888483218,1260.917274052823,2.759302657078046,2.759302657078046,2.842062056613333,2.842062056613333,0.08275939953528688,0.08275939953528688
680,136000,rician,0.2273335,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,234.407827392802,1.17203913696401,7.985787553274137,10.617127831919563,2.559123673157877,,0.0,51.182473463157535,6.6071941740575815,0.028789357244968415,200,272.51143444562183,366.73721145514736,247.0426010185964,362.4317491367274,0,866.5493572238972,708.8723439378913,538.8469987776358,284.8550940347787,2.6167578754292995,2.6167578754292995,2.848133894826905,2.848133894826905,0.23137601939760533,0.23137601939760533
681,136200,rician,0.22730016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,64,562.9126785752014,2.814563392876007,9.007288203830562,7.096680933949914,4.32082783470168,,0.0,86.4165566940336,6.436446549534597,0.054617269113659855,200,366.24048779615634,286.2078443528258,360.73475884300666,263.44932831523255,0,199.3788211497779,374.4415563322534,886.9682856169685,899.3326882264058,2.6091340610357983,2.6091340610357983,2.8486285075672715,2.8486285075672715,0.23949444653147323,0.23949444653147323
