episode,avg_crb,avg_pd,avg_reward,uav_1/actor_grad_norm,uav_1/actor_loss,uav_1/critic_grad_norm,uav_1/critic_loss,uav_1/reward_mean,uav_1/reward_std,uav_2/actor_grad_norm,uav_2/actor_loss,uav_2/critic_grad_norm,uav_2/critic_loss,uav_2/reward_mean,uav_2/reward_std
1,0.07145889394115282,0.645625,0.2595614441751339,,,,,,,,,,,,
2,12.70114972722008,0.9075,0.14082118210955255,0.033783018589019775,-0.06025909632444382,0.6251410245895386,0.4696859121322632,0.1500810980796814,0.6749871969223022,0.041205428540706635,-0.016636375337839127,0.620355486869812,0.4523712396621704,0.13947266340255737,0.6576052904129028
3,68.66099687375922,0.681875,-0.057074451863793174,0.026703547686338425,-0.05212021619081497,0.5470830202102661,0.36064863204956055,0.17437061667442322,0.590069055557251,0.027074754238128662,-0.030331946909427643,0.5264177322387695,0.45138174295425415,0.14077910780906677,0.6683789491653442
4,0.23977307281995844,0.6659375,0.3329749388257591,0.02355576865375042,-0.0745619684457779,0.5367145538330078,0.333621621131897,0.19545955955982208,0.5675976276397705,0.012905758805572987,-0.04352327808737755,0.2749205529689789,0.4454663395881653,0.07868511229753494,0.6753019094467163
5,0.04722237651819727,0.9190624999999999,0.9247745679983673,0.016323210671544075,-0.08671729266643524,0.6809149980545044,0.38529521226882935,0.2811768651008606,0.5931389927864075,0.015139186754822731,-0.05423698201775551,1.0941747426986694,0.4261503219604492,0.3554002642631531,0.6014794111251831
6,0.06781387783838318,0.869375,0.6619913598421385,0.022474272176623344,-0.10174988210201263,1.3375258445739746,0.41426193714141846,0.4971778392791748,0.5271296501159668,0.012479339726269245,-0.08850246667861938,1.0838192701339722,0.4354953169822693,0.4027218222618103,0.6017430424690247
7,3.9098015310325507,0.95,0.45992882514246636,0.02342817932367325,-0.11592584103345871,0.846987247467041,0.4606020152568817,0.33982357382774353,0.6680478453636169,0.00776880094781518,-0.10878513008356094,0.9880824089050293,0.40002554655075073,0.39938002824783325,0.5838425159454346
8,5.282180144893294,0.8890625,0.7440825991749952,0.02801605500280857,-0.1492079645395279,0.485026478767395,0.43165549635887146,0.23365184664726257,0.67637699842453,0.00871931854635477,-0.13386636972427368,1.0160069465637207,0.36953112483024597,0.425906777381897,0.5618813633918762
9,0.6713867844145056,0.8415625,0.28363532478697795,0.02957545779645443,-0.1795659065246582,0.7980115413665771,0.3778272867202759,0.4074711501598358,0.5869354605674744,0.008564547635614872,-0.17629946768283844,0.8055022358894348,0.3308008015155792,0.4072105586528778,0.5480520129203796
10,0.19086473545401686,0.6993750000000001,0.1328981091976802,0.03478066995739937,-0.20562368631362915,0.9217533469200134,0.28890740871429443,0.43957340717315674,0.5204505324363708,0.008864224888384342,-0.19309620559215546,0.42323827743530273,0.3158237338066101,0.324958473443985,0.5636864304542542
11,0.10866011907108634,0.7071875,0.3211493002529905,0.03263276442885399,-0.23817870020866394,0.5725926756858826,0.28780877590179443,0.38138139247894287,0.5305464267730713,0.015894366428256035,-0.21906326711177826,0.6762708425521851,0.2955617308616638,0.4075591564178467,0.5368287563323975
12,0.20177197728169385,0.351875,0.32566734179292484,0.03190905228257179,-0.25794804096221924,0.5921016931533813,0.21862190961837769,0.4067631959915161,0.46641790866851807,0.01050533913075924,-0.25926172733306885,0.4741698205471039,0.33544233441352844,0.3812999427318573,0.5962165594100952
13,0.10441105934196489,0.64875,0.4354382979960548,0.044251177459955215,-0.31483837962150574,0.4558442533016205,0.21619583666324615,0.4050791263580322,0.4827907681465149,0.01714426837861538,-0.2775755524635315,0.2559010684490204,0.3346465826034546,0.34773391485214233,0.5848804116249084
14,26.87676831656352,0.7709374999999999,0.05709603041107405,0.04383997246623039,-0.3338763117790222,0.3759090304374695,0.16985122859477997,0.3928316533565521,0.45173048973083496,0.02356313169002533,-0.295719176530838,0.13658852875232697,0.19631975889205933,0.3153511881828308,0.4770326018333435
15,0.24792852990924605,0.70625,0.12907673675665454,0.05416290462017059,-0.36133795976638794,0.23419421911239624,0.20106616616249084,0.2908262610435486,0.46707549691200256,0.025552459061145782,-0.3182685971260071,0.19805295765399933,0.16562910377979279,0.37255990505218506,0.4298734962940216
16,0.4635790648920679,0.6071875,0.19101198199889632,0.06428292393684387,-0.3853800296783447,0.16599160432815552,0.22696681320667267,0.34128475189208984,0.5167393684387207,0.023555517196655273,-0.3604241907596588,0.17784444987773895,0.2633110284805298,0.3500726819038391,0.5380499958992004
17,0.45105773558262136,0.8556250000000001,0.27670073627527775,0.0646776631474495,-0.38737553358078003,0.2442154437303543,0.20261386036872864,0.3420366048812866,0.5135582089424133,0.021930571645498276,-0.361578106880188,0.34743091464042664,0.33771494030952454,0.259868860244751,0.6035664081573486
18,0.08041887739352829,0.3596875,0.27021969332572493,0.0581466369330883,-0.37819916009902954,0.14974170923233032,0.1483341008424759,0.36548754572868347,0.4225921630859375,0.02601253241300583,-0.3885257840156555,0.1516203135251999,0.20549973845481873,0.36304599046707153,0.46834081411361694
19,2.987086506161461,0.8671875,0.2416352183127899,0.06355848163366318,-0.40280818939208984,0.6974292397499084,0.25160151720046997,0.2118680626153946,0.5060463547706604,0.02328520268201828,-0.3843618333339691,0.16561730206012726,0.20580321550369263,0.39155155420303345,0.48650604486465454
20,0.14581069986188747,0.68875,0.4517978557011242,0.05431556701660156,-0.4141574800014496,0.4051213264465332,0.24337616562843323,0.2991485893726349,0.5254659652709961,0.03804580122232437,-0.3787725269794464,0.15380649268627167,0.20847272872924805,0.3481099605560303,0.4851570129394531
21,0.3867122622173846,0.9068750000000001,0.5098226713909052,0.055887363851070404,-0.3873080909252167,0.3405897617340088,0.22634457051753998,0.29230692982673645,0.5337290167808533,0.03519662842154503,-0.3776834309101105,0.37804022431373596,0.32156598567962646,0.2749979794025421,0.609882652759552
22,2.06880727112134,0.75875,0.24836766367304994,0.054069437086582184,-0.3953816890716553,0.41021841764450073,0.23529952764511108,0.28971606492996216,0.518337070941925,0.029555782675743103,-0.426160991191864,0.19266946613788605,0.19652259349822998,0.4500630795955658,0.4873385429382324
23,0.8862087781462199,0.8003125000000001,0.5733869822614548,0.0466601736843586,-0.40288010239601135,0.16123005747795105,0.1334065943956375,0.37766510248184204,0.3887893855571747,0.050029680132865906,-0.3857175409793854,0.30330532789230347,0.207012340426445,0.3035193383693695,0.4897821843624115
24,0.08185813265262509,0.825,0.5740202682661348,0.04618329927325249,-0.4044169485569,0.16716620326042175,0.14533470571041107,0.3986140191555023,0.43283143639564514,0.04487484320998192,-0.41499143838882446,0.11897861212491989,0.17908428609371185,0.3825374245643616,0.4513493776321411
25,3003.863332957885,0.8090624999999999,0.2242947796093226,0.03926831856369972,-0.3866882920265198,0.1668790578842163,0.17597559094429016,0.3549056053161621,0.5038043260574341,0.0421089269220829,-0.3753419518470764,0.7319799661636353,0.31748390197753906,0.1830301284790039,0.5606239438056946
26,12.574308439497397,0.7690625,0.4260507114658891,0.04559192806482315,-0.3530064821243286,0.14972038567066193,0.23197531700134277,0.34058070182800293,0.5237880945205688,0.045593053102493286,-0.40673828125,0.34128421545028687,0.39022329449653625,0.3079257607460022,0.6659207344055176
27,0.0327269372473194,0.625,0.5997016579404895,0.03857351467013359,-0.381008118391037,0.09827164560556412,0.14783890545368195,0.37102067470550537,0.42361631989479065,0.038463473320007324,-0.38865208625793457,0.4935746490955353,0.15594235062599182,0.23534688353538513,0.4156162738800049
28,0.5796974023650119,0.5903125,0.403232364226897,0.03373870626091957,-0.3842874765396118,0.19811616837978363,0.19444753229618073,0.3354661166667938,0.46054166555404663,0.03854481875896454,-0.3647029399871826,0.3326168954372406,0.1578589677810669,0.28208160400390625,0.43484628200531006
29,0.07242180823044289,0.7340625000000001,0.38308638969527764,0.03282526880502701,-0.3677002489566803,0.45927929878234863,0.2358807772397995,0.49125054478645325,0.4637680649757385,0.039437707513570786,-0.38369396328926086,0.19651788473129272,0.19013871252536774,0.40899959206581116,0.47115692496299744
30,1.2364528656684404,0.73875,0.32855451590737494,0.033347953110933304,-0.3563845753669739,0.18853344023227692,0.25916266441345215,0.37914496660232544,0.5475410223007202,0.027208475396037102,-0.4011405110359192,0.2188049852848053,0.1854739785194397,0.34537801146507263,0.45880433917045593
31,0.20004376140572075,0.49625,0.0727904306788835,0.029004951938986778,-0.362777441740036,0.39447423815727234,0.1565784066915512,0.44400471448898315,0.414862722158432,0.019273750483989716,-0.3875958323478699,0.3435133695602417,0.20443378388881683,0.44553041458129883,0.4883875846862793
32,13.146014794037859,0.8378125000000001,0.23035477240169994,0.033838242292404175,-0.35671132802963257,0.16675017774105072,0.23610705137252808,0.32799309492111206,0.5315653085708618,0.033086538314819336,-0.3679713010787964,0.35671475529670715,0.18082258105278015,0.427243173122406,0.45871779322624207
33,0.08507382639736458,0.6125,0.3302753829990541,0.032607387751340866,-0.32331764698028564,0.2858559787273407,0.1817675232887268,0.2240557074546814,0.5021985769271851,0.03345419466495514,-0.3672841489315033,0.2863997220993042,0.2757347822189331,0.2622869312763214,0.5650216937065125
34,0.03995953386964276,0.9465625,0.739716233588479,0.03544245660305023,-0.36462390422821045,0.16511836647987366,0.2565377652645111,0.35724517703056335,0.5501071810722351,0.032887544482946396,-0.3482145071029663,0.12964338064193726,0.1752941608428955,0.3113076090812683,0.46299490332603455
35,0.22951079768313593,0.7949999999999999,0.48979172979044705,0.041056953370571136,-0.3620362877845764,0.34001588821411133,0.21990755200386047,0.40320926904678345,0.546191930770874,0.03408529981970787,-0.3396811783313751,0.18043841421604156,0.22173260152339935,0.3211536407470703,0.5243346095085144
36,31.302180307029225,0.790625,0.34731399256058004,0.03881320357322693,-0.3908659517765045,0.17134608328342438,0.3559457063674927,0.37096890807151794,0.643822193145752,0.03240448981523514,-0.3501374125480652,0.49166780710220337,0.22081056237220764,0.4213026762008667,0.5043784379959106
37,0.3617379698481054,0.5971875000000001,0.1581193610553438,0.03972184285521507,-0.3378766179084778,0.17161954939365387,0.16529788076877594,0.33892709016799927,0.47464996576309204,0.03834608942270279,-0.3385477364063263,0.3513520359992981,0.17171914875507355,0.386476069688797,0.4239264726638794
38,1059.0619204949123,0.40875000000000006,-0.4948039415569731,0.04273919761180878,-0.3647131621837616,0.25017234683036804,0.20395833253860474,0.2774631977081299,0.5064610838890076,0.031821321696043015,-0.37367159128189087,0.22686363756656647,0.2357548177242279,0.3552563190460205,0.5419450998306274
39,0.06730471040884742,0.7553125,0.5771615466086916,0.05506560951471329,-0.3919290006160736,0.3237055242061615,0.16507598757743835,0.42442452907562256,0.4765440821647644,0.042012881487607956,-0.3780434727668762,0.44123008847236633,0.17622485756874084,0.4407351315021515,0.4432249367237091
40,0.15532067686585455,0.7078125,0.36809549954811477,0.05577576905488968,-0.3058381676673889,0.2755768597126007,0.17077548801898956,0.3274771571159363,0.4835180938243866,0.04087837040424347,-0.33643394708633423,0.3707871735095978,0.25482580065727234,0.33571717143058777,0.5578959584236145
41,0.5571598983361974,0.61875,0.0663208096587338,0.060167692601680756,-0.424381822347641,0.2841607630252838,0.23270046710968018,0.35149723291397095,0.5606161952018738,0.031531237065792084,-0.43491172790527344,0.20930959284305573,0.23039868474006653,0.4114087224006653,0.4912068545818329
42,78.32823410770352,0.764375,0.06899588692284517,0.06300388276576996,-0.3526087701320648,0.3677850067615509,0.28409239649772644,0.23177550733089447,0.5853505730628967,0.03682935610413551,-0.40498822927474976,0.20478858053684235,0.18707400560379028,0.3011658489704132,0.4722609519958496
43,0.681974191477529,0.8665625,0.6660013630870741,0.07592537254095078,-0.3528612554073334,0.17259064316749573,0.22596056759357452,0.3204798102378845,0.49520009756088257,0.03437039256095886,-0.4461482763290405,0.3920241892337799,0.24467521905899048,0.28596222400665283,0.5407722592353821
44,0.814574671609906,0.61375,0.1759569354887594,0.0845889076590538,-0.36900508403778076,0.12923847138881683,0.14602497220039368,0.33897823095321655,0.44867178797721863,0.03901510313153267,-0.39904794096946716,0.3581260144710541,0.42576339840888977,0.27619221806526184,0.6533451080322266
45,261240.7240960699,0.6578125,-0.3976422727383292,0.10055916011333466,-0.352032333612442,0.3925928771495819,0.1836412400007248,0.41040077805519104,0.4752410352230072,0.050162989646196365,-0.42978137731552124,0.19131653010845184,0.162432461977005,0.3915771543979645,0.46302542090415955
46,1001.9518558056179,0.6625,-0.2116348403710377,0.09251463413238525,-0.3225587010383606,0.21006377041339874,0.2844473123550415,0.2996535897254944,0.5889236330986023,0.0587625689804554,-0.41449692845344543,0.21630315482616425,0.1870826780796051,0.37173622846603394,0.4815259277820587
47,0.25991217295733293,0.34375,0.14930391001747692,0.10009252279996872,-0.40993592143058777,0.21338631212711334,0.2495395541191101,0.32099345326423645,0.5569860339164734,0.07022576779127121,-0.37638548016548157,0.45468220114707947,0.35548657178878784,0.18411175906658173,0.6388148069381714
