episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,alpha_lr,batch_size,alpha,target_entropy,auto_entropy_tuning,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,alpha_loss,policy_entropy,replay_size
1,200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.19999998807907104,-5.0,True,velocity,False,True,full,True,731.7932344893869,3.6589661724469345,7.814354544254277,3.1256831877032174,4.722359348700149,22.0,598.8634373117872,1133.924101022812,3.1256831877032174,,,94.44718697400299,2.5392723877833445,0.23144164943747456,200,48.3066390882478,56.23517332110209,10.793240092134152,14.316263698866578,872.0306036305884,522.9347257259349,598.8262061156564,383.62473775744417,4.722359348700149,4.722359348700149,0.0,,,,,200
2,400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.19999998807907104,-5.0,True,velocity,False,True,full,True,1078.9616721150987,5.394808360575493,8.27148034859991,2.1698739241424376,6.101606424457478,20.0,216.28981598022747,764.6911309992191,2.1698739241424376,,,122.03212848914957,2.5593006651677506,0.24132176690065535,200,61.24341939240993,60.15580620600536,13.16775570175324,10.607927096147453,668.1865486399188,515.0660836081847,217.94856665528002,188.2866314025645,5.411982886578814,5.411982886578814,0.0,,,,,400
3,600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.19999998807907104,-5.0,True,velocity,False,True,full,True,1277.7993183039366,6.388996591519683,9.316748157978852,2.1719771109975605,7.144771046981288,17.0,282.82965990205247,706.7845323965694,2.1719771109975605,,,142.89542093962578,2.5508248001150013,0.27103840984211275,200,53.74617166707801,62.65322382828106,23.923880302462912,42.613695050161695,331.3572357444194,252.7133920447199,275.53467375095016,384.78146955089005,5.989578940046305,5.989578940046305,0.0,,,,,600
4,800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.19999998807907104,-5.0,True,velocity,False,True,full,True,1129.3811763966569,5.646905881983284,8.619054951771014,2.6924538455110825,5.928559626727282,22.0,479.85029094519354,950.5606048742919,2.6924538455110825,,,118.57119253454565,2.5840469810031697,0.25896893172568525,200,73.97100632648237,60.03550117544557,39.12467130480517,39.086685910257046,474.5109680133312,321.1455186273132,481.32897858145964,312.82882692331066,5.974324111716549,5.974324111716549,0.0,,,,,800
5,1000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.19999998807907104,-5.0,True,velocity,False,True,full,True,1223.328441747661,6.1166422087383046,9.572739706486885,3.182301733503207,6.390437972983684,23.0,251.49847413826373,774.5522651653151,3.182301733503207,,,127.80875945967371,2.5186412896863164,0.24033587164012715,200,55.296178684799266,46.55001538214413,14.002605969168338,25.71652025962332,246.5248146686254,322.6829074625034,253.6732314852255,174.53044953760985,6.057546883969976,6.057546883969976,0.0,,,,,1000
6,1200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.189647376537323,-5.0,True,velocity,False,True,full,True,1225.307085466244,6.12653542733122,9.049727315860597,2.6441527500550244,6.405574565805568,23.0,420.45327099587746,894.6055377937661,2.6441527500550244,,,128.1114913161114,2.5623577297422497,0.2779618568866863,200,50.04001955532494,67.63771527547057,15.412592461586978,20.880128992895187,390.4766948765481,299.6442619759604,426.3119957610138,355.1620719248506,6.115551497609242,6.115551497609242,0.0,5.666774749755859,-8.922172546386719,-13.687188148498535,3.233912944793701,1200
7,1400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.17934370040893555,-5.0,True,velocity,False,True,full,True,1008.7922226066175,5.043961113033088,8.29000628118711,2.876233988655177,5.423653567060233,27.0,138.86807439849252,519.396687996123,2.876233988655177,,,108.47307134120467,2.7602811118381627,0.4089853795594536,200,113.03387130351932,72.5805795468378,103.88059382576577,40.87120405525802,623.0520438684149,374.68065305294897,138.81870021913664,179.77351324865182,6.016708936102241,6.016708936102241,0.0,3.834961414337158,-13.47778606414795,-12.121034622192383,2.0545742511749268,1400
8,1600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.1700931191444397,-5.0,True,velocity,False,True,full,True,1457.8574949154472,7.289287474577236,9.006060737557565,1.353482058588998,7.652578678968568,23.0,645.82004696744,1053.0331569886237,1.353482058588998,,,153.05157357937136,2.83101963892448,0.4645632789935917,200,121.22488585119171,86.61443933090511,112.36300389627183,69.05580718995154,424.6621012950704,401.57723698421665,643.6702772353675,192.08419198662233,6.221192653960532,6.221192653960532,0.0,5.961459159851074,-19.17117691040039,-11.084127426147461,1.2581506967544556,1600
9,1800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.16127660870552063,-5.0,True,velocity,False,True,full,True,1490.415108100033,7.452075540500164,9.452773099532092,1.6667150051986908,7.7860580943333995,21.0,628.3997347889022,1258.441289804165,1.6667150051986908,,,155.721161886668,2.6566758085066824,0.47515870923176406,200,76.25431590226047,72.90713749571245,40.10466854908057,24.5350896454647,280.1775235379673,286.9371452466151,623.3046281011661,579.7744447262462,6.39506659177974,6.39506659177974,0.0,3.3547701835632324,-25.10515594482422,-11.702451705932617,1.4145336151123047,1800
10,2000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.15289509296417236,-5.0,True,velocity,False,True,full,True,1896.8590845860047,9.484295422930023,10.389972424094879,0.5968981475271503,9.793074276567722,8.0,612.6194105328009,935.0169475347356,0.5968981475271503,,,195.86148553135445,2.811931276300093,0.4726867632754147,200,66.9264727027997,128.0709185523425,29.84785852302378,122.91351272979028,125.1041643098862,197.23869924114052,614.4473684861732,138.53175493124402,6.734867360258538,6.734867360258538,0.0,18.768131256103516,-31.496788024902344,-11.137598037719727,0.9313952922821045,2000
