episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
11,2200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.98259125,0.005,820.7231003827852,4.103615501913926,9.486829038659213,7.975474149702451,4.410158977328272,24.0,393.8305428899968,840.2900818562422,7.975474149702451,,,88.20317954656542,2.5216080008850845,0.2625,200,48.006541501829076,52.423726166415975,21.92781587145615,21.859526806374717,164.1629317652858,265.62117734796965,391.89289687340994,362.901001508797,2.361926348151971,2.361926348151971,2.361926348151971,2.361926348151971,0.0,0.0
12,2400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9810079166666666,0.005,530.754290848931,2.6537714542446547,7.330882374629726,7.323696037246186,3.0420859865802297,15.0,958.0602574358985,1393.8281570218378,7.323696037246186,,,60.841719731604606,2.551897691876198,0.23625,200,61.24341367203899,54.53500611368765,24.801429057892356,30.442621667834757,1018.9510116177502,486.9326422394763,940.769974383931,347.4663683051233,2.4186063180209922,2.4186063180209922,2.4186063180209922,2.4186063180209922,0.0,0.0
13,2600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9794245833333334,0.005,199.6091894037273,0.9980459470186365,7.589691639898708,10.155394709022596,1.6936813903867762,27.0,150.48250067350867,423.69325219430675,10.155394709022596,,,33.873627807735524,2.5537295544727106,0.27875,200,43.91706292455232,64.13990046584874,25.779240512279735,12.592008497426626,847.0607694630578,497.39978053512465,168.77632863762366,378.8219659430329,2.3628428620491295,2.3628428620491295,2.3628428620491295,2.3628428620491295,0.0,0.0
14,2800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.97784125,0.005,505.5000481663795,2.5275002408318974,8.450641536094203,8.453352355481746,2.8012626928452145,17.0,710.4879506933554,980.5065962138069,8.453352355481746,,,56.0252538569043,2.5167269654586204,0.26625,200,39.29837348977934,56.16908259110411,16.162327766984628,30.994967356871175,382.9393777266395,424.97913071567723,711.8749171861017,927.7108482235976,2.39415856424885,2.39415856424885,2.39415856424885,2.39415856424885,0.0,0.0
15,3000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9762579166666667,0.005,304.36320591278104,1.5218160295639052,7.842416581576752,9.610157046290663,1.9110303593523148,17.0,300.1340909774818,706.0003473135295,9.610157046290663,,,38.2206071870463,2.524894283940587,0.27375,200,56.05409233490615,40.5415968516513,12.485118603227823,15.321909815350349,723.6151226062648,472.89121012831527,295.0174307589294,312.7115771838866,2.3619500172557477,2.3619500172557477,2.3619500172557477,2.3619500172557477,0.0,0.0
16,3200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9746745833333333,0.005,580.9902531461164,2.904951265730582,7.704054000968482,8.071441211484746,3.2322662946774385,23.0,440.9949888355183,1022.9617402897954,8.071441211484746,,,64.64532589354877,2.5092254824236786,0.24,200,48.2655953925299,42.623646246148255,10.481526499332327,15.598343402253764,748.3820352200923,435.4165281840635,423.42667820952016,236.28008988998573,2.416344784594603,2.416344784594603,2.416344784594603,2.416344784594603,0.0,0.0
17,3400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.97309125,0.005,469.29891599523154,2.3464945799761576,8.137100350836821,8.516434020654085,2.619503740933753,17.0,560.5680649452761,1137.0526106267916,8.516434020654085,,,52.39007481867507,2.5127360783455304,0.2575,200,47.443159229189895,44.8061469048444,12.78812565816684,16.236405570940306,560.3759104778836,98.49177072141917,549.2141119417452,842.933724471863,2.4282953114380823,2.4282953114380823,2.4282953114380823,2.4282953114380823,0.0,0.0
18,3600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9715079166666667,0.005,572.801453062788,2.86400726531394,8.413138982136957,8.06844980840173,3.929081199305178,16.0,410.94607864902673,953.9723897243313,8.06844980840173,,,78.58162398610357,2.5230730851295164,0.25375,200,37.90859830223881,57.29853290218671,8.810023027632797,27.538987997371436,409.71739418894555,487.9214206169645,398.3015091948223,366.7279518275817,2.5116723052084766,2.5116723052084766,2.5116723052084766,2.5116723052084766,0.0,0.0
19,3800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9699245833333333,0.005,655.8013559527367,3.2790067797636833,8.816198143563643,9.721871913503616,3.5519843552238477,13.0,98.2417387304182,781.7999017016278,9.721871913503616,,,71.03968710447695,2.5128859182856114,0.2475,200,37.689574000529454,52.061827110319605,19.68881730607981,28.224768826111205,299.59906434099423,367.2813962238558,80.82631344263025,44.50556612434374,2.566425570998759,2.566425570998759,2.566425570998759,2.566425570998759,0.0,0.0
20,4000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.96834125,0.005,567.1017151604914,2.8355085758024567,8.144991805330724,7.966291040219243,3.177620347205772,25.0,398.4012104464713,734.0891970560017,7.966291040219243,,,63.55240694411544,2.5559862526395944,0.2825,200,66.26097689986719,47.14073210216562,32.767890163790526,20.07519326751404,606.6617500827175,106.86649049535535,401.3506715160851,224.59649959927083,2.59698530980911,2.59698530980911,2.59698530980911,2.59698530980911,0.0,0.0
21,4200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9667579166666667,0.005,347.7086699798703,1.7385433498993514,8.5946515172074,9.468992097767748,2.213053363256073,19.0,354.7371450039783,739.4006124441271,9.468992097767748,,,44.26106726512146,2.5314508979235715,0.2675,200,59.6833057826233,45.468065223102805,10.247882552709964,16.556689329335658,222.50646520417135,587.4680718148596,338.2148193432546,778.5887195042269,2.59535200893375,2.59535200893375,2.5787028361637274,2.5787028361637274,0.016649172770022425,0.016649172770022425
22,4400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9651745833333334,0.005,537.3163492016644,2.6865817460083217,9.4131704819469,9.33838919161254,3.340941139651384,23.0,413.0893177136548,737.6262976302693,9.33838919161254,,,66.81882279302769,2.505766244453944,0.245,200,42.65625071093255,45.411425816721255,7.6855368695844835,19.62519381712756,198.57222287568658,128.13974148239842,429.2038048139055,216.89795545085943,2.7380123521357342,2.7380123521357342,2.6133500317768026,2.6133500317768026,0.12466232035893166,0.12466232035893166
23,4600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.96359125,0.005,416.52582982559915,2.0826291491279956,7.8765486649243375,8.986955341888773,2.41267080345161,20.0,492.8102916445454,941.5193827973121,8.986955341888773,,,48.25341606903219,2.4891840827711174,0.25125,200,39.01585190505677,41.25720474528818,4.870443523287008,15.033891743750083,620.6257776700064,562.4897666119483,485.81741042946146,625.0290893448529,2.799434276922107,2.799434276922107,2.604624847936577,2.604624847936577,0.19480942898553,0.19480942898553
24,4800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9620079166666666,0.005,650.9768635261574,3.254884317630787,7.711149980765611,7.147376236946915,3.7374230009469334,23.0,465.73572364070804,1020.6213513465148,7.147376236946915,,,74.74846001893867,2.5406955398705353,0.26125,200,61.10592109756245,46.75582218838397,27.061070955367448,17.80044497994589,682.9608936283826,458.17878723293495,461.77070720346495,291.3511116780159,2.7869784110661606,2.7869784110661606,2.6518247709786746,2.6518247709786746,0.13515364008748598,0.13515364008748598
25,5000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9604245833333334,0.005,438.3651423346211,2.1918257116731055,8.132455121468281,8.750917272667419,2.4678494259845642,24.0,644.5390948709631,1025.7526424490718,8.750917272667419,,,49.356988519691285,2.537615152989329,0.25125,200,51.42616244496107,54.861739250406636,24.870283034614257,33.74372020559777,575.107772214321,225.4302731397249,627.4940203203712,668.3643878490308,2.7579479315913447,2.7579479315913447,2.6444657571789105,2.6444657571789105,0.11348217441243413,0.11348217441243413
26,5200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.95884125,0.005,380.23304274843406,1.9011652137421704,8.532341591951118,8.941801941193757,2.6640600358623443,14.0,386.2924196469973,944.392607409897,8.941801941193757,,,53.28120071724689,2.53227887952746,0.2675,200,53.064956508554,48.50019511787326,17.05580222949842,29.236717024228287,323.2554450035409,487.9084218579903,377.5062517548888,763.3007010984596,2.7470076637781533,2.7470076637781533,2.64521938328212,2.64521938328212,0.1017882804960335,0.1017882804960335
27,5400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9572579166666667,0.005,420.2609359300085,2.1013046796500423,7.56754489406989,8.760342008621036,2.405896122653559,26.0,496.2353375061595,1109.6862178640486,8.760342008621036,,,48.11792245307119,2.532026816685418,0.24625,200,47.1494634700434,59.53778690692346,6.013863726805784,31.571584508974368,832.6650566573984,480.895313348707,482.2636379070368,225.1149757408425,2.7303023120362315,2.7303023120362315,2.636355558814395,2.636355558814395,0.09394675322183632,0.09394675322183632
28,5600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9556745833333333,0.005,332.43611173268596,1.6621805586634297,7.41753821284837,9.67916326204158,2.0001138273782764,21.0,258.28613271844665,816.846477873071,9.67916326204158,,,40.002276547565536,2.563250413544073,0.2625,200,37.263799121254266,75.54717247765063,13.623630839172266,46.01762377973652,908.5963334826558,581.130217188112,245.04222180563792,355.72345882237704,2.7238839699205473,2.7238839699205473,2.6136326398345338,2.6136326398345338,0.11025133008601351,0.11025133008601351
29,5800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9540912500000001,0.005,591.3794403858684,2.9568972019293422,8.535648394029659,8.325706635192152,3.2311423655384677,21.0,644.870574862068,1050.5721232416213,8.325706635192152,,,64.62284731076936,2.522515603086288,0.26,200,52.1781899773904,46.955630805704935,25.65447114534888,7.134172570596198,418.98002073541704,231.21019793349947,629.483498446913,235.34808004510086,2.8372409740578926,2.8372409740578926,2.634926078651911,2.634926078651911,0.2023148954059817,0.2023148954059817
30,6000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9525079166666667,0.005,143.49467693512875,0.7174733846756438,7.7212396152735066,11.955454371176721,1.1878441518045144,15.0,152.83096872536325,445.15772614550434,11.955454371176721,,,23.756883036090294,2.509066060179617,0.2475,200,48.29347219293754,43.28857438602341,17.60671593502983,11.210419454283628,776.717687775103,465.87021849252625,138.36196218637977,440.16057328691056,2.8014834790183256,2.8014834790183256,2.5866900144236644,2.5866900144236644,0.2147934645946612,0.2147934645946612
31,6200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9509245833333333,0.005,351.6129202614603,1.7580646013073016,7.7775323105916225,8.627186688196309,2.3957726236018564,14.0,691.4435990963649,1168.6361172629877,8.627186688196309,,,47.91545247203713,2.494755221859675,0.2375,200,40.694920435627715,46.194363833385665,13.147692712916745,15.035479202098282,674.4227749999285,560.2820009324638,673.8452803527157,729.1435250857587,2.7007641613320055,2.7007641613320055,2.5805313889132835,2.5805313889132835,0.12023277241872199,0.12023277241872199
32,6400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.94934125,0.005,104.47342027250941,0.522367101362547,7.9263193949535795,11.208423797987216,1.1367246957147967,27.0,257.9586720124972,781.597170880541,11.208423797987216,,,22.734493914295935,2.5400548759800867,0.235,200,44.05781813060031,66.09665631848439,16.893862773982068,11.50396719638875,630.0325029728285,186.62397025525857,249.41661238301973,966.3258741784537,2.6054960967887335,2.6054960967887335,2.5354124297508305,2.5354124297508305,0.07008366703790303,0.07008366703790303
33,6600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9477579166666666,0.005,381.0092331139986,1.905046165569993,7.635260204247185,9.018724350102453,2.2996732243989273,22.0,385.5325782596912,911.7420339429627,9.018724350102453,,,45.99346448797855,2.5139294915298307,0.265,200,47.23657373615325,49.6835714356666,30.477962210330407,18.20613064321672,802.2604879800657,519.9923673030793,394.8825797364804,338.608881646295,2.6357956884893414,2.6357956884893414,2.5282688174674397,2.5282688174674397,0.10752687102190173,0.10752687102190173
34,6800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9461745833333334,0.005,-52.52932968167908,-0.2626466484083954,7.831921354536913,12.450620619865797,0.5313054439757705,18.0,74.6160538659712,462.95190124059866,12.450620619865797,,,10.626108879515412,2.5220197619262037,0.27875,200,47.535485292061786,52.413422147797,17.58741577452077,29.66566359261167,698.8355183557884,404.5701276619986,61.21311690528419,841.3683165398784,2.522297826045869,2.522297826045869,2.4695346006000376,2.4695346006000376,0.05276322544583145,0.05276322544583145
35,7000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.94459125,0.005,483.4908419054361,2.4174542095271807,8.162371097612894,8.519840163153475,2.6951819981684637,18.0,448.0846547428045,1108.614234474462,8.519840163153475,,,53.90363996336928,2.5521884861253685,0.26,200,60.83454531385779,50.99625369697864,29.362274827078146,35.077217538875196,526.1266801701086,270.98673581745214,432.1310764905526,396.8943035800978,2.561505407986677,2.561505407986677,2.4759816691019925,2.4759816691019925,0.08552373888468434,0.08552373888468434
36,7200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9430079166666667,0.005,403.84792915489646,2.019239645774482,8.057860340624009,9.03644663025491,2.4472465705205364,17.0,426.75582875376494,825.9444854425799,9.03644663025491,,,48.94493141041073,2.555989187353045,0.25,200,57.41342021315127,58.12671239445483,14.56142560449771,36.841144124372704,462.922362922368,570.9520999080512,419.01219486992164,606.5882434058751,2.522254421778831,2.522254421778831,2.4751834719191743,2.4751834719191743,0.047070949859656874,0.047070949859656874
37,7400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9414245833333333,0.005,675.7146486155561,3.378573243077781,8.795265437623032,7.653024354918382,3.885914930674974,21.0,749.0620992936606,1128.6290594354832,7.653024354918382,,,77.71829861349947,2.5701806701898016,0.25,200,69.84386550934903,53.43865930072036,40.84482040516533,38.188940150058166,337.8207611180286,180.78680471462732,731.1725360603614,528.8558331650886,2.585574981265892,2.585574981265892,2.5133113491828443,2.5133113491828443,0.07226363208304765,0.07226363208304765
38,7600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93984125,0.005,390.7564068888804,1.9537820344444021,8.153378179005037,9.299317472357902,3.0475746406667823,24.0,346.61228483132186,872.6935209052572,9.299317472357902,,,60.95149281333565,2.5847528558550272,0.2325,200,41.51634019908303,79.62413046563904,18.465300676491946,45.30420136850133,377.2590348620036,651.5004366469054,329.6606833284291,347.237894169935,2.5414996533339727,2.5414996533339727,2.5273709094850534,2.5273709094850534,0.014128743848919267,0.014128743848919267
39,7800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9382579166666667,0.005,505.43271431661196,2.52716357158306,8.610346611506435,8.549400812227304,2.8956751751039325,13.0,474.91936372444906,1051.6463657126183,8.549400812227304,,,57.913503502078655,2.5697947717908494,0.27375,200,67.25639370557403,50.260521925342886,30.027855437139518,23.53086494345018,377.7500388771035,251.42379634392907,477.67918559454347,870.4566015447081,2.5086841943279765,2.5086841943279765,2.536814608603486,2.536814608603486,0.02813041427550944,0.02813041427550944
40,8000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9366745833333333,0.005,593.3676021091223,2.9668380105456116,8.572317015037221,9.003639802515075,3.2457071587728943,20.0,257.784966836546,860.3789770968588,9.003639802515075,,,64.91414317545788,2.5607629198027695,0.255,200,70.44234958244415,46.32794233718573,55.840444947883036,32.290481220592525,393.89371487319977,309.15445544958834,265.0926159562568,185.3429922155404,2.512088534906333,2.512088534906333,2.5545369223577215,2.5545369223577215,0.04244838745138857,0.04244838745138857
41,8200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93509125,0.005,525.8248677268958,2.629124338634479,8.387633540160707,9.12040726551697,2.911295491079726,24.0,220.16546779755612,690.4726247207883,9.12040726551697,,,58.22590982159453,2.5169434078071786,0.26875,200,48.592167573361024,46.772132593601164,16.584634762427353,15.114285845302268,424.03894861960674,104.8475314886333,215.92831713865505,163.51076536663797,2.5470006412975157,2.5470006412975157,2.563238350863136,2.563238350863136,0.016237709565620317,0.016237709565620317
42,8400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9335079166666667,0.005,272.435854156815,1.3621792707840752,8.237359315949645,9.48973341239413,2.123496960332527,17.0,168.7280529338566,752.8397221314276,9.48973341239413,,,42.46993920665055,2.5476714356748333,0.27625,200,65.01697333370478,40.18140833618981,7.751446160830115,6.5558467591003655,459.36950314832933,474.1773360766228,158.38764443941872,550.5393921003046,2.486128432331573,2.486128432331573,2.5527683177552647,2.5527683177552647,0.06663988542369159,0.06663988542369159
43,8600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9319245833333334,0.005,273.8572876826304,1.369286438413152,7.621982137174278,10.843757358306561,1.650498116385214,14.0,46.42913111660509,548.4378594136289,10.843757358306561,,,33.00996232770428,2.5159184754481596,0.2675,200,44.401882928263184,50.777407865441,23.19115238503889,32.8627727754667,791.6972517457964,515.6313749130335,52.89786449264972,238.95967541240807,2.4480197979782528,2.4480197979782528,2.531785289816426,2.531785289816426,0.08376549183817339,0.08376549183817339
44,8800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.93034125,0.005,327.37010733269926,1.6368505366634962,8.083942352037687,10.001935981188154,1.9214869015171303,23.0,243.97876301346344,661.803230570437,10.001935981188154,,,38.4297380303426,2.5675264549560874,0.2675,200,57.620628246575386,59.41943468186151,24.135238584601414,42.720900138533764,507.81008043780497,415.307853747468,249.0139528258712,282.69679313787987,2.3572229930067627,2.3572229930067627,2.517914871900533,2.517914871900533,0.16069187889377012,0.16069187889377012
45,9000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9287579166666666,0.005,6.993140759053333,0.034965703795266666,7.491089862536145,12.941427182191148,0.3569993363832092,26.0,50.42021781818439,534.414284639202,12.941427182191148,,,7.139986727664184,2.5131225375369093,0.255,200,34.62383798593985,59.31631009551471,7.144271817177341,35.60599223875648,868.9794773684226,531.029121771975,63.311196795817935,880.5882634155106,2.251680488526695,2.251680488526695,2.4698945266668146,2.4698945266668146,0.21821403814011964,0.21821403814011964
46,9200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9271745833333334,0.005,517.5589469407403,2.587794734703701,8.470584067530488,8.239823867207551,2.8876072670705604,20.0,554.5400980899752,944.1992680657577,8.239823867207551,,,57.75214534141121,2.5402239534072777,0.26625,200,52.80603109220855,52.40208290380378,19.800409039502153,30.385253275210463,439.9428564442007,287.1916610983092,556.0847216639667,602.4765381576044,2.262857850087106,2.262857850087106,2.4789752384147223,2.4789752384147223,0.2161173883276164,0.2161173883276164
47,9400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.92559125,0.005,249.87762069259375,1.2493881034629688,9.579080036703592,12.293779153148837,1.7614066448182764,14.0,108.70000076776205,565.5828008244598,12.293779153148837,,,35.22813289636553,2.568716810770117,0.2425,200,41.06706617760646,74.74166484716248,8.611619844681737,31.783836826603615,165.00819879122142,158.74487210460612,116.25733421271569,818.9265882044174,2.2306333761953416,2.2306333761953416,2.4637078215296917,2.4637078215296917,0.23307444533435007,0.23307444533435007
48,9600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9240079166666667,0.005,741.8259365207108,3.709129682603554,8.82684965433176,7.4254675191834725,4.254182712145624,17.0,548.1202495403137,936.2928692988853,7.4254675191834725,,,85.0836542429125,2.539938162805852,0.27,200,50.133105099817996,54.6550114073688,29.153934027815215,27.987172123850627,323.7474636134502,82.58228281182193,536.4767641628396,212.058849049683,2.3433368204337093,2.3433368204337093,2.501009381750857,2.501009381750857,0.15767256131714769,0.15767256131714769
49,9800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9224245833333333,0.005,662.5045062640952,3.312522531320476,9.567904483540556,9.060374938980836,3.587234887593401,22.0,144.77436381286833,789.6973201950294,9.060374938980836,,,71.74469775186803,2.5273765833302146,0.26625,200,50.766536057573056,53.87853256782175,21.925615299546894,29.145837177926715,192.27252182468192,165.73124990957706,127.31799827338251,73.44668915175251,2.3611414465364566,2.3611414465364566,2.523177249217031,2.523177249217031,0.16203580268057438,0.16203580268057438
50,10000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9208412500000001,0.005,282.8985956593593,1.4144929782967963,7.964916225133317,10.122991505342595,1.720209560883206,15.0,117.65145452746263,603.3065862513133,10.122991505342595,3.428018991905037,3.428018991905037,34.40419121766412,2.4916530486888773,0.2725,200,41.25888013005135,40.276754430096105,8.086233074577711,15.891212659175858,589.1047946704381,508.4195229579512,104.91922496356442,519.196138639028,2.3877597169903906,2.3877597169903906,2.507117895450355,2.507117895450355,0.11935817845996421,0.11935817845996421
51,10200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.9192579166666667,0.005,489.44508207043674,2.4472254103521838,9.225384690697675,9.720968258398809,2.722129896599663,20.0,261.0857371530194,612.9948647001273,9.720968258398809,,3.428018991905037,54.44259793199328,2.5282523032377973,0.27625,200,48.37229954532893,53.97522515728965,21.565600445390082,34.465387831665865,296.15392362335274,95.37931621736026,256.02012875970837,382.4607217003363,2.4040775806402808,2.4040775806402808,2.511333817041517,2.511333817041517,0.10725623640123638,0.10725623640123638
