algorithm,fading_model,mean_avg_rsec_mbps,mean_episode_secrecy_mbits,baseline_random_avg_rsec_mbps,baseline_greedy_avg_rsec_mbps,training_log_csv,model_path
dqn,rician,7.768745774062346,155.37491548124694,8.363817364114828,8.553656825370918,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\dqn_rician\dqn_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\dqn_rician\dqn_qnet.pt
dqn,rayleigh,0.0,0.0,7.727766679491939,7.9983526800583356,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\dqn_rayleigh\dqn_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\dqn_rayleigh\dqn_qnet.pt
ddpg,rician,0.0,0.0,8.363817364114828,8.553656825370918,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\ddpg_rician\ddpg_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\ddpg_rician\ddpg_actor.pt
ddpg,rayleigh,7.644336928570516,152.88673857141032,7.727766679491939,7.9983526800583356,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\ddpg_rayleigh\ddpg_training_log.csv,D:\Divyanshu\Summer_Internship_2026\outputs\paper_reproduction_additions_5_8_smoke_final\rl_channel_matrix\ddpg_rayleigh\ddpg_actor.pt
