episode,global_step,fading_model,epsilon,episode_reward_bps_step,avg_reward_mbps,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rayleigh,0.99527375,851296660.9747814,4.256483304873907,9.36652732692872,8.549492330166748,4.281994409652045,85.6398881930409,2.5511104778138516,0.2425,200,53.986741149072294,59.99047063204139,33.09342684389807,37.71208580630208,172.79966101097898,282.3098018405582,235.35173450521737,633.9644662582139,4.281994409652045,4.281994409652045,0.0
