update,agent,pre_tanh_mean,pre_tanh_std,pre_tanh_max,weight_g,weight_v_norm
25,bs_beamformer,0.8189022021656855,1.024568202131193,3.5198874473571777,0.014037835411727428,0.38391953706741333
26,bs_beamformer,0.8322454683331307,1.0352115275124023,3.5124869346618652,0.014124157838523388,0.38780421018600464
27,bs_beamformer,0.8076571844976861,0.9992783212815568,3.1308200359344482,0.014055082574486732,0.39238518476486206
28,bs_beamformer,0.8126620786921122,1.008833148435765,3.4703688621520996,0.014002082869410515,0.3978869616985321
29,bs_beamformer,0.8174685487797833,1.0116714409871903,3.7967283725738525,0.014159818179905415,0.4016866385936737
30,bs_beamformer,0.8063369249601383,1.0174508086549878,3.3919942378997803,0.014301356859505177,0.405164510011673
31,bs_beamformer,0.8084009382235817,1.0094708532127343,4.063158988952637,0.01436511892825365,0.4081559181213379
32,bs_beamformer,0.78978995993454,0.9919367757473333,3.7100512981414795,0.014509704895317554,0.41290441155433655
33,bs_beamformer,0.8299702932448126,1.0378454911381276,4.460325241088867,0.014824179001152515,0.418936550617218
34,bs_beamformer,0.8097838459494524,1.0223470199424414,3.475259780883789,0.015140676870942116,0.4250729978084564
35,bs_beamformer,0.8210220352627803,1.0255496547261438,3.7554681301116943,0.015348951332271099,0.4292987883090973
36,bs_beamformer,0.8276273754867725,1.0352248465423164,3.896376132965088,0.015507003292441368,0.4350278377532959
37,bs_beamformer,0.7918991961451247,0.9932919542857891,3.6351637840270996,0.015635298565030098,0.44189774990081787
38,bs_beamformer,0.7923428835524247,0.9890534471351632,3.509387493133545,0.0156876090914011,0.4458315074443817
39,bs_beamformer,0.8010615941910073,1.007496957185484,3.4427943229675293,0.015619809739291668,0.4489244520664215
40,bs_beamformer,0.816671378615778,1.0287505856243595,4.286426544189453,0.015679342672228813,0.4529958963394165
41,bs_beamformer,0.8174709170793649,1.0168718386630764,4.00473690032959,0.015912597998976707,0.4566546678543091
42,bs_beamformer,0.8201213898528368,1.026316795964582,3.582551956176758,0.016083067283034325,0.461070716381073
43,bs_beamformer,0.7990528658698313,1.0000761845806423,3.908402442932129,0.016119936481118202,0.46706777811050415
44,bs_beamformer,0.8428978703639004,1.0492322027775187,3.4394023418426514,0.016120774671435356,0.4730190634727478
45,bs_beamformer,0.8300539506990463,1.0318008201086168,3.554490804672241,0.016246827319264412,0.4772758483886719
46,bs_beamformer,0.8024471712505911,1.016870862889586,3.4730167388916016,0.0162937194108963,0.48224419355392456
47,bs_beamformer,0.8329922367213294,1.04480098622327,4.198707580566406,0.016267094761133194,0.4874183237552643
48,bs_beamformer,0.80323282797914,1.0151227195026884,3.494837999343872,0.01639981009066105,0.49132195115089417
49,bs_beamformer,0.8177828894540434,1.0250352041695356,3.9021639823913574,0.016524234786629677,0.49493125081062317
50,bs_beamformer,0.8147207388021052,1.0254190073829579,3.756564140319824,0.016688233241438866,0.4991363286972046
51,bs_beamformer,0.8147781510669738,1.0217957704148746,3.842242956161499,0.016815293580293655,0.5029258728027344
52,bs_beamformer,0.8263587094130925,1.0306743374908889,4.044905185699463,0.016872640699148178,0.5057907104492188
53,bs_beamformer,0.8359688157488127,1.0435312343601475,3.4035260677337646,0.016903119161725044,0.5080256462097168
54,bs_beamformer,0.841661757692229,1.0452777604645178,3.369720935821533,0.01700368896126747,0.5097378492355347
55,bs_beamformer,0.8282424691156485,1.0389601879590953,4.326083660125732,0.017159083858132362,0.5111469030380249
56,bs_beamformer,0.8178378408283461,1.0181744408784577,3.5074915885925293,0.017436806112527847,0.5130003690719604
57,bs_beamformer,0.8120018052153755,1.0197836013649393,3.4017481803894043,0.017679395154118538,0.5161086916923523
58,bs_beamformer,0.8373711065046955,1.0385648837637154,3.5812580585479736,0.017966624349355698,0.5181943774223328
59,bs_beamformer,0.8484749913617852,1.0635148103831353,4.1333489418029785,0.018243132159113884,0.5215490460395813
60,bs_beamformer,0.8315521052740514,1.033597787438626,3.8049306869506836,0.018490545451641083,0.5234560966491699
61,bs_beamformer,0.8355367465708404,1.0527146479592615,3.923903226852417,0.018678713589906693,0.5259197354316711
62,bs_beamformer,0.8356152820053976,1.0462409903017784,3.69933819770813,0.01881471648812294,0.5285685062408447
63,bs_beamformer,0.812981059347745,1.0277077329311912,3.989326000213623,0.018975846469402313,0.5313552021980286
64,bs_beamformer,0.8417545840928796,1.0400078062264773,3.6967570781707764,0.019049614667892456,0.5329633355140686
65,bs_beamformer,0.8307607367497403,1.0568020060921306,3.6568596363067627,0.019116763025522232,0.5367129445075989
66,bs_beamformer,0.8442752453692955,1.0601860010583084,3.9229607582092285,0.019298728555440903,0.5412347316741943
67,bs_beamformer,0.8494333919673227,1.0488721018834428,4.033956050872803,0.01949983835220337,0.5450777411460876
68,bs_beamformer,0.8486447396604344,1.074467819203344,3.9302027225494385,0.019601833075284958,0.5487438440322876
69,bs_beamformer,0.8511225695526228,1.059904882233617,4.0590009689331055,0.019679438322782516,0.5519362688064575
70,bs_beamformer,0.8437648832127452,1.0516160377293406,3.7622854709625244,0.01978112943470478,0.5536911487579346
71,bs_beamformer,0.8717791125983931,1.0798434373582069,3.229010820388794,0.019871234893798828,0.5558874011039734
72,bs_beamformer,0.857318044014275,1.0660627773504432,4.470274448394775,0.019953874871134758,0.5572199821472168
73,bs_beamformer,0.8463817503615283,1.052114267313914,4.271103858947754,0.01990645006299019,0.5584895014762878
74,bs_beamformer,0.8371130156381987,1.050495888469198,3.8787214756011963,0.019838234409689903,0.5611751079559326
75,bs_beamformer,0.8483948666175128,1.0720688048407518,3.967061758041382,0.019969623535871506,0.5629405975341797
76,bs_beamformer,0.8301030748728663,1.0375763348738922,3.844743251800537,0.020161140710115433,0.5655252933502197
77,bs_beamformer,0.8461075628689723,1.0456285428949788,3.4449779987335205,0.02029424160718918,0.5681177377700806
78,bs_beamformer,0.8507682833017316,1.0587284878729488,3.669419765472412,0.02039865218102932,0.569782018661499
79,bs_beamformer,0.8410059557195636,1.0568475146614769,3.287123203277588,0.02051645889878273,0.5709446668624878
80,bs_beamformer,0.8512351504872786,1.0664153534700491,5.261552810668945,0.02068275958299637,0.5721853375434875
81,bs_beamformer,0.832072099906858,1.0443830611341676,4.268434524536133,0.020843669772148132,0.5737778544425964
82,bs_beamformer,0.8516811537055764,1.0551035894573717,3.850311279296875,0.020993778482079506,0.5750952363014221
83,bs_beamformer,0.8436587342527928,1.060057784541926,3.647193431854248,0.021095050498843193,0.5763749480247498
84,bs_beamformer,0.8571300698631676,1.0755786433603318,4.117764949798584,0.02118728868663311,0.578217625617981
85,bs_beamformer,0.8546170152504928,1.0618992177147297,3.84553861618042,0.021274594590067863,0.5804888606071472
86,bs_beamformer,0.8594181899621617,1.0727542921062916,3.619199514389038,0.02135293558239937,0.5819801092147827
87,bs_beamformer,0.8302378203200642,1.0394338900287363,3.322673797607422,0.021481433883309364,0.5841439366340637
88,bs_beamformer,0.8707302208114416,1.07350558179619,3.690526247024536,0.021656353026628494,0.5865054726600647
89,bs_beamformer,0.8368564252736979,1.0586830384103176,4.32227087020874,0.02192807011306286,0.5882627367973328
90,bs_beamformer,0.8631136290631257,1.0805745367718613,4.195255279541016,0.02220216765999794,0.5902808904647827
91,bs_beamformer,0.8759043731344863,1.1064577011933179,4.4623565673828125,0.022442897781729698,0.5917893648147583
92,bs_beamformer,0.8504542297101579,1.0647102244333173,4.208989143371582,0.022659434005618095,0.5933278203010559
93,bs_beamformer,0.8503133599348366,1.068898718103407,3.7234139442443848,0.022800330072641373,0.5944672226905823
