episode,avg_crb,avg_pd,avg_reward,eval_avg_crb,eval_avg_pd,eval_avg_reward,eval_std_crb,eval_std_pd,eval_std_reward,uav_1/adv_max,uav_1/adv_mean,uav_1/adv_std,uav_1/approx_kl,uav_1/entropy,uav_1/grad_norm,uav_1/output_bias_norm,uav_1/output_weight_g,uav_1/output_weight_norm,uav_1/output_weight_v_norm,uav_1/policy_loss,uav_1/pre_tanh_max,uav_1/pre_tanh_mean,uav_1/pre_tanh_std,uav_1/reward_mean,uav_1/reward_std,uav_1/value_loss,uav_2/adv_max,uav_2/adv_mean,uav_2/adv_std,uav_2/approx_kl,uav_2/entropy,uav_2/grad_norm,uav_2/output_bias_norm,uav_2/output_weight_g,uav_2/output_weight_norm,uav_2/output_weight_v_norm,uav_2/policy_loss,uav_2/pre_tanh_max,uav_2/pre_tanh_mean,uav_2/pre_tanh_std,uav_2/reward_mean,uav_2/reward_std,uav_2/value_loss
1,0.08320161596108962,0.7167500000000001,0.3829287539520425,0.08091494239657736,0.8066700000000001,0.3080378569477792,0.07436724881340995,0.09754735567917767,0.4499393315379974,1.3834691047668457,2.8610228852699038e-08,1.8547470569610596,0.0029164599254727364,2.8365267515182495,23.26976623535156,0.0,0.009999999776482582,0.014142136089503765,0.014142136089503765,-0.00721725732646874,2.248586893081665,0.7562651587277651,0.9596788733269621,0.3829287588596344,0.45316576957702637,24.116552352905273,1.3983666896820068,-5.960464477539063e-08,1.9181725978851318,0.0,2.8378702640533446,23.931484985351563,0.0,0.009999999776482582,0.014142136089503765,0.014142136089503765,-0.004571893000509419,2.2064568996429443,0.7028098744526505,0.860433519287028,0.3829287588596344,0.45316576957702637,23.425904273986816
2,2.635152657469126,0.9109999999999999,0.3238012402725036,,,,,,,1.8868038654327393,-3.552436851350649e-07,1.2120800018310547,1.23977656585339e-07,2.8335854530334474,22.750468444824218,0.004258485045284033,0.012059854343533516,0.01710132323205471,0.02335464395582676,-0.005283915425184205,3.383578300476074,0.8698607866466045,1.1102095345474958,0.32380127906799316,0.5710663795471191,19.41177291870117,1.6718134880065918,-3.361701885751245e-07,1.3445578813552856,0.0016418838640674949,2.8369434595108034,18.23077735900879,0.0042662122286856174,0.013002048246562481,0.018387682735919952,0.02405756339430809,-0.0032202651506509027,3.4904680252075195,0.7808627523854375,0.9943135128228284,0.32380127906799316,0.5710663795471191,18.5269287109375
3,0.5871774654273385,0.7639999999999999,0.06618261802733101,,,,,,,1.7747267484664917,-2.3841858265427618e-08,1.8775359392166138,0.0,2.8351467847824097,4.3190505027771,0.005805663298815489,0.014864730648696423,0.02106434665620327,0.03282778710126877,-0.0032299795442959577,2.728795289993286,0.8363067320547998,1.0403751461455597,0.06618262082338333,0.5943974852561951,4.225915765762329,2.191404104232788,-4.7683716530855236e-08,1.803849697113037,2.8610228852699038e-08,2.837178182601929,3.2516032695770263,0.0070312595926225185,0.015137758105993271,0.021467428654432297,0.03436628729104996,-0.004930760446470295,2.270270347595215,0.7403760343790055,0.8755144480102677,0.06618262082338333,0.5943974852561951,3.6999099254608154
4,0.43761165003332697,0.8469999999999999,0.4282603434223698,,,,,,,1.5423243045806885,-1.1682510603350238e-07,2.01365065574646,1.8596648487800849e-07,2.84005343914032,22.76847553253174,0.004820847883820534,0.013875490054488182,0.019624849781394005,0.04169776663184166,0.0001942629847476951,3.583550453186035,0.8563908280991018,1.0579993194709933,0.42826035618782043,0.5143290162086487,22.182942581176757,1.6167553663253784,-1.5497207073167374e-07,2.166686534881592,0.0011008668225258589,2.8420921325683595,18.564307403564452,0.0037782115396112204,0.015668027102947235,0.022180024534463882,0.04344828426837921,-0.0009388617142974453,2.7025797367095947,0.8374199379980564,1.0312547120494426,0.42826035618782043,0.5143290162086487,20.973554420471192
5,19.035056257733267,0.8024999999999999,-0.20610323083230003,,,,,,,1.3670731782913208,-6.67572024326546e-08,1.7524274587631226,6.8759918576688506e-06,2.8425129413604737,14.474262237548828,0.004477350506931543,0.013171627186238766,0.018630538135766983,0.05342676863074303,-0.0006170611383531366,2.644313097000122,0.8397920654341579,0.995309979811964,-0.20610320568084717,0.5655433535575867,12.155335998535156,1.6263014078140259,-4.5299529460862686e-08,1.7076164484024048,0.002601232612505555,2.8436155319213867,18.982136154174803,0.0027895071543753147,0.016412556171417236,0.023383062332868576,0.05535184219479561,-0.0009233317488110515,2.577070713043213,0.8394121063314378,1.025798871571241,-0.20610320568084717,0.5655433535575867,14.237601375579834
6,0.05067259855563874,0.961,0.941975600440086,,,,,,,1.2992254495620728,-1.3589858838258806e-07,3.9729056358337402,0.00014670372183900326,2.845828151702881,52.79422225952148,0.0037473973352462053,0.012861678376793861,0.018205108121037483,0.061065491288900375,1.034337286967002e-05,2.1789472103118896,0.7741092704609036,0.9425759937841116,0.9419756531715393,0.25226151943206787,125.62623748779296,1.2936421632766724,1.1920929132713809e-08,4.238001346588135,0.001497731194831431,2.8449254035949707,58.43494148254395,0.004043616354465485,0.0169858206063509,0.024341635406017303,0.06226273253560066,-0.0012068909198276855,2.549758195877075,0.8396923595666885,1.026322411967631,0.9419756531715393,0.25226151943206787,116.30483779907226
7,0.04063166311416985,0.8022499999999999,0.6222512442413047,,,,,,,1.1080292463302612,1.1920928955078125e-07,3.225590705871582,1.4305114426349519e-08,2.847717452049255,34.22968673706055,0.0033691017888486385,0.01260313019156456,0.01784246228635311,0.0655563622713089,-0.00025130379634390464,2.9508724212646484,0.8027519038692117,1.0165220719074433,0.6222512722015381,0.24122047424316406,54.947594833374026,1.139002799987793,7.867813422990366e-08,3.2082107067108154,0.0,2.844948482513428,38.243665313720705,0.005079702939838171,0.017652414739131927,0.025415481999516487,0.06592236459255219,-0.0010962345785809902,2.641633987426758,0.8904838941432536,1.091172426947371,0.6222512722015381,0.24122047424316406,54.85763397216797
8,20.650096667232706,0.7822499999999999,0.6478064420092764,,,,,,,1.3793131113052368,7.390976008991856e-08,4.135708808898926,0.0004293727979529649,2.8495030403137207,31.365211486816406,0.003058723406866193,0.012519688345491886,0.017745422199368477,0.06762033700942993,-0.0009218866866433472,3.1136341094970703,0.7828122952859848,1.006800704485168,0.6478064656257629,0.44268926978111267,53.14612998962402,1.3392548561096191,-7.867813422990366e-08,4.2596025466918945,0.0014265727950260043,2.8443681955337525,32.34021911621094,0.0059451935812830925,0.018334778025746346,0.026444019749760628,0.06785544008016586,-0.0005078069040607147,3.0178046226501465,0.7596763840503991,0.9757140689393995,0.6478064656257629,0.44268926978111267,50.63564186096191
9,0.2295693447938417,0.7775,0.7348322479098147,,,,,,,1.3906264305114746,1.3589858838258806e-07,3.0339269638061523,1.4305114426349519e-08,2.8495176076889037,47.52494430541992,0.002031315816566348,0.012885954231023788,0.018295982852578163,0.06902626156806946,-0.00026390403386926663,2.6271774768829346,0.9135035155434161,1.1088894317327977,0.7348321676254272,0.44359564781188965,78.11017684936523,1.3221889734268188,-4.0531158873591266e-08,3.123553991317749,0.001373851322568953,2.8449662923812866,46.686032104492185,0.006621301174163818,0.01888117380440235,0.027278905734419823,0.0687859058380127,0.00019403231018770838,2.3922512531280518,0.7941611317172647,1.0030149476678627,0.7348321676254272,0.44359564781188965,79.13358535766602
10,0.3711903671840366,0.8445,0.2925354352902201,,,,,,,1.9278191328048706,-8.344650304081824e-09,3.1824817657470703,0.00026431799051351845,2.8482356309890746,8.615105867385864,0.0012129872338846326,0.013583259657025337,0.01931784674525261,0.07030855119228363,-0.0005290306773567011,2.154226541519165,0.8109789411537349,0.9809862885500542,0.2925354242324829,0.43904319405555725,12.255212593078614,1.9165544509887695,-1.7881394143159923e-08,2.966884136199951,4.7683716530855236e-08,2.8459360122680666,8.49012279510498,0.0068038953468203545,0.019101999700069427,0.02761075645685196,0.06915245205163956,-0.0004704455209575853,2.4437663555145264,0.7117359895072878,0.859226882033148,0.2925354242324829,0.43904319405555725,10.613666248321532
11,40.757169615208326,0.8995000000000001,0.5780457937922009,,,,,,,1.6134963035583496,2.3841858265427618e-08,4.607800006866455,1.907348590179936e-08,2.844833731651306,26.252030181884766,0.0025034197606146336,0.013368941843509674,0.018998712301254272,0.07180638611316681,-0.00047610366620940423,2.3652520179748535,0.7887643736833706,0.9868638966887175,0.5780457854270935,0.5358211994171143,42.96813278198242,1.787898063659668,-4.17232506322307e-08,5.458060264587402,0.0,2.8477797985076903,25.41142749786377,0.006966795306652784,0.020060578361153603,0.02899263985455036,0.06982432305812836,-0.0007495832512795175,3.0477757453918457,0.8752258097752929,1.1035237658383785,0.5780457854270935,0.5358211994171143,47.61844329833984
12,23.871040003262866,0.82575,0.6949800906191911,,,,,,,1.2047650814056396,-4.7683716530855236e-08,4.076031684875488,0.0,2.8435956954956056,43.289863967895506,0.003977254964411259,0.013016626238822937,0.018483005464076996,0.07445906102657318,-0.00016411781098568667,2.169159173965454,0.7021556810103357,0.8448670296700175,0.6949800848960876,0.5816160440444946,96.99576034545899,1.0641076564788818,-2.3841858265427618e-08,3.85644268989563,0.00018069981888402253,2.8503568887710573,52.199256896972656,0.006829645950347185,0.021088123321533203,0.030471842736005783,0.07125670462846756,0.00020366501790700653,2.7308669090270996,0.8015897917747498,0.9850926099206079,0.6949800848960876,0.5816160440444946,81.34089889526368
13,0.09606650214812078,0.85725,0.644260859529343,,,,,,,1.1029253005981445,-4.7683716530855236e-08,4.242311000823975,7.1525572131747595e-09,2.8426543474197388,33.22646369934082,0.004814628977328539,0.012966522946953773,0.01839805394411087,0.07635121047496796,-0.0009233062413983361,2.081406831741333,0.6849944107141346,0.8285401539102759,0.6442608833312988,0.37310850620269775,52.49298095703125,1.515032410621643,9.53674295089968e-09,4.168830871582031,0.0008689069654792547,2.851530599594116,33.174217987060544,0.006528947036713362,0.02138722874224186,0.030880730599164963,0.07228634506464005,-0.0003561708901907323,2.5573596954345703,0.8183079213649035,1.0000223027900166,0.6442608833312988,0.37310850620269775,47.742591094970706
14,0.02556489944518965,0.9557499999999999,0.9209240185994425,,,,,,,1.5036461353302002,0.0,5.864656448364258,0.0009570002439431846,2.8410853862762453,48.4047046661377,0.005475651938468218,0.013513919897377491,0.019221007823944092,0.07774262875318527,-0.00038622284401199634,2.6897048950195312,0.7756307756155729,0.9350370835429667,0.9209240078926086,0.37840378284454346,96.61941833496094,1.5643970966339111,1.2516974834397843e-07,5.874301910400391,0.001498146099038422,2.8523785352706907,49.61703605651856,0.006621928419917822,0.021661387756466866,0.03138505294919014,0.07249488681554794,-9.843349485549879e-06,2.5004477500915527,0.7922907800972462,0.967437953539332,0.9209240078926086,0.37840378284454346,92.68607711791992
