episode,agent,critic_loss,actor_loss,critic_grad_norm,actor_grad_norm,reward_mean,reward_std
3,bs_beamformer,74.35459899902344,0.0,1348.1390380859375,0.0,7.265052795410156,0.033095914870500565
3,uav_jammer,337.0310363769531,0.0,11522.03125,0.0,7.265222549438477,0.032728683203458786
4,bs_beamformer,43.13080978393555,0.2620992362499237,1023.7568359375,14.791769027709961,7.264951229095459,0.027769561856985092
4,uav_jammer,108.09075164794922,6.777446269989014,4583.45654296875,22.501665115356445,7.267427444458008,0.028583934530615807
5,bs_beamformer,21.14435577392578,0.0,708.0015258789062,0.0,7.264214992523193,0.027530653402209282
5,uav_jammer,98.87574768066406,0.0,4339.42138671875,0.0,7.265198707580566,0.033206623047590256
6,bs_beamformer,7.129997253417969,-3.03322696685791,410.5776062011719,11.874770164489746,7.264388084411621,0.027979744598269463
6,uav_jammer,90.77879333496094,14.943410873413086,4407.91357421875,23.946460723876953,7.263843536376953,0.02763344533741474
7,bs_beamformer,1.029381513595581,0.0,146.32421875,0.0,7.250898361206055,0.04431033879518509
7,uav_jammer,97.10935974121094,0.0,4623.73046875,0.0,7.253239154815674,0.04135964810848236
8,bs_beamformer,1.4312310218811035,-5.617942810058594,166.71551513671875,5.57461404800415,7.244527339935303,0.04459746927022934
8,uav_jammer,85.68162536621094,20.196794509887695,4630.4755859375,13.861563682556152,7.2440714836120605,0.047337595373392105
9,bs_beamformer,3.4487619400024414,0.0,271.2061462402344,0.0,7.200626850128174,0.17569714784622192
9,uav_jammer,272.6660461425781,0.0,14999.4345703125,0.0,7.208464622497559,0.12510716915130615
10,bs_beamformer,4.861745834350586,-6.22584342956543,324.93060302734375,5.714995861053467,7.18060302734375,0.17906919121742249
10,uav_jammer,182.39186096191406,29.675514221191406,12098.5537109375,14.20949935913086,7.188705921173096,0.14964444935321808
11,bs_beamformer,4.742102146148682,0.0,325.0957336425781,0.0,7.16288948059082,0.22669441998004913
11,uav_jammer,90.2490234375,0.0,7774.078125,0.0,7.15037727355957,0.23149321973323822
12,bs_beamformer,3.990999460220337,-5.746689796447754,295.3564453125,5.1465535163879395,7.1461029052734375,0.19373758137226105
12,uav_jammer,43.396400451660156,27.26225471496582,5055.12353515625,9.6355562210083,7.167463302612305,0.15476591885089874
13,bs_beamformer,2.656200408935547,0.0,235.95175170898438,0.0,7.1421589851379395,0.21167194843292236
13,uav_jammer,61.317405700683594,0.0,8760.9296875,0.0,7.152474403381348,0.21376754343509674
14,bs_beamformer,1.4637190103530884,-4.582444190979004,171.0678253173828,1.3282263278961182,7.148117542266846,0.1496274620294571
14,uav_jammer,71.83486938476562,23.813919067382812,9437.482421875,9.425880432128906,7.145579814910889,0.16648368537425995
15,bs_beamformer,0.6357372999191284,0.0,96.62820434570312,0.0,7.1476521492004395,0.1652630716562271
15,uav_jammer,57.933494567871094,0.0,6925.65625,0.0,7.14776086807251,0.15556170046329498
16,bs_beamformer,0.36641618609428406,-3.4498584270477295,67.65550231933594,1.0512958765029907,7.139410495758057,0.19251008331775665
16,uav_jammer,43.281463623046875,27.987586975097656,3608.029296875,11.617515563964844,7.1501617431640625,0.14153552055358887
17,bs_beamformer,0.7883678674697876,0.0,120.84783935546875,0.0,7.133429050445557,0.21449118852615356
17,uav_jammer,47.80418014526367,0.0,5467.6376953125,0.0,7.139618873596191,0.12981314957141876
18,bs_beamformer,1.3198128938674927,-3.3022313117980957,158.99618530273438,2.1779301166534424,7.1459479331970215,0.12175087630748749
18,uav_jammer,45.41669464111328,29.38791847229004,6380.43115234375,3.258655309677124,7.144807815551758,0.16171112656593323
19,bs_beamformer,1.512683629989624,0.0,171.1985321044922,0.0,7.1499834060668945,0.13590843975543976
19,uav_jammer,27.814748764038086,0.0,4679.78466796875,0.0,7.147919654846191,0.13287252187728882
20,bs_beamformer,1.1747524738311768,-3.8181018829345703,150.55026245117188,4.1568403244018555,7.1426849365234375,0.14167797565460205
20,uav_jammer,12.37898063659668,25.33147430419922,1089.7098388671875,0.9658715128898621,7.136939525604248,0.14485643804073334
21,bs_beamformer,0.5875720977783203,0.0,103.41410827636719,0.0,7.151488304138184,0.13907639682292938
21,uav_jammer,25.917484283447266,0.0,4420.60302734375,0.0,7.131086349487305,0.15704090893268585
22,bs_beamformer,0.11466006189584732,-4.766770362854004,25.34653091430664,4.307531833648682,7.128918647766113,0.13607913255691528
22,uav_jammer,39.971336364746094,22.657257080078125,5716.0859375,9.013907432556152,7.143884658813477,0.13082772493362427
23,bs_beamformer,0.3204960227012634,0.0,72.28357696533203,0.0,7.132842540740967,0.10794489085674286
23,uav_jammer,34.05839920043945,0.0,5212.25537109375,0.0,7.133254528045654,0.10457824170589447
24,bs_beamformer,0.8403452634811401,-5.248388767242432,124.80862426757812,3.690845489501953,7.135165691375732,0.10395678132772446
24,uav_jammer,15.715860366821289,29.2808837890625,1929.020263671875,4.533386707305908,7.133803844451904,0.10989777743816376
25,bs_beamformer,1.0288933515548706,0.0,138.9435272216797,0.0,7.129206657409668,0.17921514809131622
25,uav_jammer,19.357669830322266,0.0,3211.384033203125,0.0,7.137669086456299,0.10167651623487473
26,bs_beamformer,0.8354038000106812,-5.06452751159668,123.89816284179688,2.87650203704834,7.125922203063965,0.13733112812042236
26,uav_jammer,31.20635986328125,30.318662643432617,5425.7412109375,4.0034613609313965,7.116052627563477,0.1755005121231079
27,bs_beamformer,0.4294652044773102,0.0,87.04573059082031,0.0,7.12926721572876,0.10349567979574203
27,uav_jammer,27.128713607788086,0.0,4845.44921875,0.0,7.119157314300537,0.10477738827466965
28,bs_beamformer,0.10213364660739899,-4.345694541931152,31.672847747802734,1.0667250156402588,7.129151344299316,0.1043161153793335
28,uav_jammer,14.443920135498047,27.73175048828125,2687.31494140625,1.8804914951324463,7.1143059730529785,0.0991910845041275
29,bs_beamformer,0.17462843656539917,0.0,50.66343688964844,0.0,7.117629051208496,0.09868744015693665
29,uav_jammer,13.93585205078125,0.0,2303.414794921875,0.0,7.116955280303955,0.10389291495084763
30,bs_beamformer,0.4465356469154358,-3.9748849868774414,90.53494262695312,0.6481772065162659,7.120597839355469,0.09542495757341385
30,uav_jammer,21.440471649169922,30.261417388916016,4576.38720703125,4.173915863037109,7.107722759246826,0.12876132130622864
31,bs_beamformer,0.57045978307724,0.0,105.62286376953125,0.0,7.126230716705322,0.10286004841327667
31,uav_jammer,14.574272155761719,0.0,3762.593994140625,0.0,7.108547210693359,0.09690554440021515
32,bs_beamformer,0.38438335061073303,-4.269549369812012,84.70629119873047,0.9857235550880432,7.115509033203125,0.1000198945403099
32,uav_jammer,7.587672233581543,29.25125503540039,2012.2718505859375,6.579884052276611,7.117814064025879,0.09745044261217117
33,bs_beamformer,0.20843622088432312,0.0,60.18447494506836,0.0,7.120800018310547,0.101058229804039
33,uav_jammer,7.432661056518555,0.0,1886.59912109375,0.0,7.115509986877441,0.09647860378026962
34,bs_beamformer,0.07729575037956238,-4.992137432098389,25.98676872253418,1.7822482585906982,7.105923175811768,0.11019593477249146
34,uav_jammer,9.538702964782715,27.581830978393555,2479.2275390625,6.392763614654541,7.1102142333984375,0.09507089108228683
35,bs_beamformer,0.13007283210754395,0.0,43.678531646728516,0.0,7.111579895019531,0.09765630215406418
