episode,secrecy
1,2.5908620846477883
2,2.6590816771078596
3,2.258051953670285
4,3.302376025612587
5,2.5845663904603025
6,2.182602761811155
7,2.6069665691049213
8,2.317981280296626
9,2.5768597911676956
10,1.9362679436157904
11,2.092273750582552
12,2.3552677870113636
13,2.6481414720417393
14,1.3879478695878924
15,2.755349151849318
16,1.9163070335351824
17,2.2799042872296256
18,2.1981746056588656
19,2.2731555965952897
20,2.361641016878936
21,1.4697438643409562
22,2.2563700459586187
23,2.230390354213788
24,2.279274758953844
25,1.7243523549721942
26,2.1630565467250658
27,2.6969424723158695
28,2.2015903855022234
29,2.951988430484336
30,2.265621729186704
31,1.9382190185560288
32,2.4230162544757285
33,2.1811598932419325
34,2.27432767216759
35,2.238251925231115
36,3.012292671960883
37,2.30070853598468
38,1.992770227752137
39,2.0614464305157045
40,2.027602689617901
41,2.5083137588537663
42,2.1747741724559186
43,1.6228489633731022
44,2.9143380077194196
45,2.70292200772657
46,2.6292974212578297
47,2.8648977793796724
48,1.9520068312509047
49,2.2583270703678453
50,2.1707804483424935
51,2.4657395912003177
52,2.3626626081329167
53,2.4388731835106863
54,2.667374163462977
55,2.156745808596853
56,2.1712557486282873
57,1.8947472668370875
58,2.104874288368185
59,2.9915582104515788
60,3.1906751953988515
61,2.774606104358388
62,2.662054707220806
63,2.638312596319838
64,2.663021319767098
65,2.6287518298521437
66,2.8062565430787654
67,2.206511818322269
68,2.728584478322044
69,3.1257352657904436
70,2.658568732043791
71,2.681916070510955
72,2.6887785483302786
73,2.367446869123315
74,2.72065424124173
75,3.048651572063722
76,2.1957806431110294
77,3.061000062650152
78,2.630534064766422
79,2.82042242109276
80,2.9184631338108993
81,2.4243075431737555
82,3.2653017818536707
83,3.1810158689954102
84,2.4786817416091287
85,3.176028988723083
86,3.531968871755012
87,2.740193047859797
88,3.1582945645803644
89,3.8616372945644453
90,2.6550112979047134
91,2.807993265858803
92,3.559231230820198
93,3.1207314106404116
94,2.675130086401328
95,3.1361202353299196
96,3.2308228153741343
97,2.323019918831039
98,3.8255354265708217
99,3.358299412055031
100,3.430484408260371
