episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,reward_scale_divisor,use_double_dqn,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
1473,294600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1322.9542437063676,6.614771218531838,8.959077355465253,2.3226638538238467,7.6585193617835134,,7.931843888281344,153.1703872356703,3.7643239225337397,0.31875,200,205.37188031088706,154.37026785371688,151.79441327706675,30.004268851089776,337.19311137120894,605.613698423062,338.01316628685873,223.1748841610953,19.731571197509766,5.742819786071777,2.916432294667991,6.259879959595495,6.259879959595495,6.554572131899606,6.554572131899606,0.29469217230411093,0.29469217230411093
1474,294800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,985.3947119260154,4.926973559630077,8.857885833914107,4.550365123337176,5.7522078361771705,,7.931843888281344,115.04415672354341,4.136283415124,0.3275,200,152.55842883624902,248.22629297226547,102.38656322034046,74.58633430071093,363.64840841878197,463.95946505003735,283.12708700929426,694.7132207967943,19.93658447265625,5.701080799102783,2.925960527833377,6.352832812974247,6.352832812974247,6.528220369001572,6.528220369001572,0.17538755602732437,0.17538755602732437
1475,295000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1102.8516238209693,5.514258119104847,7.447223373171462,2.655607465157433,6.003095690641084,,7.931843888281344,120.06191381282169,4.038236457550368,0.33625,200,186.5664654119061,214.31368234236018,130.85718260225866,181.68735027341023,1214.369772820127,576.5546083073081,762.8366804196882,478.9621442240296,19.880970001220703,5.743504524230957,2.853658852823076,6.190498361802719,6.190498361802719,6.539063498873265,6.539063498873265,0.3485651370705458,0.3485651370705458
1476,295200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1480.0859977165646,7.4004299885828235,9.234130555351205,1.9224963942948423,7.8505603987230055,,7.931843888281344,157.0112079744601,3.9953744995291434,0.36625,200,192.1092815581586,206.3723164134925,44.04464031371689,128.22713597177994,270.553591872596,389.0965777779997,702.8232451606675,685.6298969978111,19.81134605407715,5.548488140106201,2.897839020459446,6.3905382201682395,6.3905382201682395,6.549776617683497,6.549776617683497,0.15923839751525737,0.15923839751525737
1477,295400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1559.9250396429413,7.799625198214707,9.173457157558955,0.9712281490738601,8.402949497461517,,7.931843888281344,168.05898994923035,4.243449263285565,0.39625,200,243.9049786852914,203.0666596149954,180.76127266506103,106.89402019776546,350.0286661347408,425.85832715299256,749.2022003748166,595.1351599648133,20.060897827148438,0.038131508976221085,2.964051424435888,6.411716809365588,6.411716809365588,6.582646792448977,6.582646792448977,0.17092998308338903,0.17092998308338903
1478,295600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,358.5380414907491,1.7926902074537454,7.969073765097672,5.371812150194366,2.68678753762757,,7.931843888281344,53.735750752551404,3.9532834529670104,0.36375,200,207.94055097802408,180.69485940991146,106.44201267850246,148.39473258270243,775.3708985136981,282.9813870286913,115.89530456844386,855.9167966489234,19.923473358154297,0.018889758735895157,3.257222268739289,6.248938442258976,6.248938442258976,6.532245925042392,6.532245925042392,0.28330748278341567,0.28330748278341567
1479,295800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1444.3517085502513,7.221758542751257,9.047997320967403,0.8538708750924762,8.237482900169889,,7.931843888281344,164.7496580033978,3.43794197558194,0.30125,200,124.69728125086753,163.44406715327648,30.04173820013018,112.31007934699923,246.13317861667943,570.7084182081273,381.64736625918493,394.013648527496,19.89379119873047,0.03185679391026497,3.2811183171697773,6.391451170614627,6.391451170614627,6.558832642722189,6.558832642722189,0.1673814721075617,0.1673814721075617
1480,296000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,849.4824773135821,4.247412386567911,8.90374768392265,7.200838707604942,5.2049402814840136,,7.931843888281344,104.09880562968027,4.014450361639066,0.3275,200,230.00565587419146,166.2048217943634,180.62580883389958,107.87651578831658,466.9004992501895,506.0572026964185,165.55939977071088,323.5967785637097,19.906112670898438,5.993432998657227,3.3256983631807064,6.309234604621738,6.309234604621738,6.538892473610455,6.538892473610455,0.22965786898871698,0.22965786898871698
1481,296200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1195.9811183592703,5.979905591796352,8.619850680894489,3.404252588186998,6.48194087476018,,7.931843888281344,129.6388174952036,4.441022219731521,0.37875,200,266.1865884040635,210.73795258780413,188.20826553336792,109.68716906740597,474.36894214666955,262.2415201543545,641.6383040782042,667.450395426026,19.70597267150879,0.10091400146484375,3.326462017087319,6.348434243153232,6.348434243153232,6.533877342436756,6.533877342436756,0.18544309928352387,0.18544309928352387
1482,296400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1019.8836282723206,5.099418141361603,8.955075417524746,4.408084214350199,6.011347311295484,,7.931843888281344,120.2269462259097,3.936827856866019,0.29875,200,216.89749094150824,186.33359206486773,48.32585354166359,46.35232319742637,387.8734368823064,433.59024331209207,341.87683557070403,681.607880273677,19.89607810974121,0.013068974018096924,3.3164531588863504,6.312083681578136,6.312083681578136,6.524040655597106,6.524040655597106,0.21195697401897018,0.21195697401897018
1483,296600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1767.7539528704235,8.838769764352117,10.888193395881233,1.5267026005411921,9.400147289427412,,7.931843888281344,188.00294578854826,4.637696806831944,0.40375,200,267.27696431959106,230.46296384271963,179.18369870365117,37.47010961876125,165.90949811916417,158.5931428685143,441.91993865058475,792.4932619565685,19.862886428833008,0.021403156220912933,3.4731950744969553,6.55944463658741,6.55944463658741,6.549689656276577,6.549689656276577,0.009754980310833439,0.009754980310833439
1484,296800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,405.97529977406265,2.0298764988703133,8.345118356174456,6.038345032694108,3.4485615341051243,,7.931843888281344,68.97123068210249,3.8529202220676395,0.35125,200,190.12401475175878,115.32726429110735,123.07362187552788,112.16079735653835,676.76144273821,219.11253318458455,202.9481551924157,1272.4970707449902,19.968475341796875,0.03313133493065834,3.5922209167472037,6.3887794888754925,6.3887794888754925,6.509571914736333,6.509571914736333,0.1207924258608406,0.1207924258608406
1485,297000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1248.9225696682474,6.244612848341237,8.085015584606909,2.2765229341250834,6.611442846741882,,7.931843888281344,132.22885693483767,3.326539244274271,0.34125,200,179.7178958912871,122.77848532738967,59.77149021318624,55.73863505303826,764.1668086152857,245.1755983507026,812.8114927615186,758.699673815234,19.86834716796875,5.650541305541992,3.368662753631747,6.3397661373805265,6.3397661373805265,6.538767387901242,6.538767387901242,0.19900125052071527,0.19900125052071527
1486,297200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1813.2631554578522,9.066315777289262,9.971008429281351,0.4683711599492825,9.538864710211351,,7.931843888281344,190.77729420422705,4.212674644429261,0.40625,200,249.84025532381074,188.06823775213712,25.08201382318558,70.44663315667054,138.56315511498622,305.0976057565347,606.081135176957,411.69202223298777,19.908876419067383,0.008697432465851307,3.5713151405517944,6.564557886734979,6.564557886734979,6.576311735290626,6.576311735290626,0.011753848555646762,0.011753848555646762
1487,297400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1295.344447692323,6.476722238461615,8.211561981963225,2.335583948042439,6.909791908559718,,7.931843888281344,138.19583817119437,3.871767686002321,0.30125,200,166.7501066166934,233.06121756385073,50.73274826239933,33.810087830021565,694.8587029588035,393.92655554387,772.5364337663261,310.66897835173864,19.902708053588867,0.015220649540424347,3.5812741103724055,6.501866990621046,6.501866990621046,6.590920821674209,6.590920821674209,0.089053831053163,0.089053831053163
1488,297600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,751.7387815867767,3.7586939079338832,9.415336164798715,6.260695401782022,4.944876856541687,,7.931843888281344,98.89753713083375,3.9522721775280543,0.28125,200,210.31134980997663,183.84557249186895,153.53978302813113,123.85575392734,264.7899693855018,511.5962241840039,180.04211970109844,726.4083839932339,19.983779907226562,0.03958630561828613,3.262060777841885,6.509485206602095,6.509485206602095,6.568615865968984,6.568615865968984,0.05913065936688877,0.05913065936688877
1489,297800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1460.8608382858647,7.304304191429323,9.482897574880138,2.094022940434424,7.7585083985021255,,7.931843888281344,155.1701679700425,4.017435746132865,0.40375,200,183.7460462641321,218.75239765934265,42.90070513688904,143.27013597168545,248.8240493131499,91.04493890562117,539.8910253634994,908.9223373187218,19.92188262939453,5.643230438232422,3.266841717007606,6.597274385686414,6.597274385686414,6.565644581194646,6.565644581194646,0.031629804491768,0.031629804491768
1490,298000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1332.5965275198741,6.662982637599371,8.12150054279232,1.1522378017770658,7.199862519181662,,7.931843888281344,143.99725038363323,4.391693017050455,0.425,200,204.19068509181125,260.2537872652592,92.0336639127393,115.44671845934005,726.0838720791579,422.252728530817,270.73774757987877,194.02034824885897,19.91918182373047,0.029078911989927292,3.27447791175233,6.5614250369064395,6.5614250369064395,6.572324003335214,6.572324003335214,0.010898966428774415,0.010898966428774415
1491,298200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1432.0294362910793,7.160147181455397,9.814963208011902,3.261282710641124,7.586861331652801,,7.931843888281344,151.73722663305603,3.7687925299231693,0.40125,200,211.89611550945298,186.36460377495467,108.36679654260016,144.67142282907355,118.46818795691247,284.3574012504469,332.3202312822714,529.9565458826252,20.106990814208984,0.0692172572016716,3.3073676353264996,6.681331915593458,6.681331915593458,6.565717805545777,6.565717805545777,0.11561411004768107,0.11561411004768107
1492,298400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1707.034573730553,8.535172868652765,9.539048049864547,0.5959338368255982,9.003544044272447,,7.931843888281344,180.07088088544893,3.8142683916908133,0.385,200,201.20188476461266,190.77705212084993,52.86264654313266,90.5290082099162,133.23529077969005,470.2423375890187,865.5740031533327,575.3455524847919,20.00514793395996,5.746578693389893,3.4103384870237874,6.834614656465982,6.834614656465982,6.583994987808803,6.583994987808803,0.2506196686571789,0.2506196686571789
1493,298600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,934.3059117868365,4.671529558934183,7.885224669727811,4.377944171059302,5.676733861947873,,7.931843888281344,113.53467723895747,5.616869406970061,0.34375,200,278.6706544538981,297.94167742797384,211.41675024257674,272.79204777283536,921.1565483559225,564.4991455470752,708.283957607582,217.98042805379487,19.873794555664062,6.194076061248779,3.4374847891732383,6.7355253814742,6.7355253814742,6.576107212464845,6.576107212464845,0.15941816900935457,0.15941816900935457
1494,298800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,743.2081665069644,3.716040832534822,8.61013347203878,3.7575729807661413,4.9051835569635,,7.931843888281344,98.10367113927,4.683105851844807,0.40125,200,275.42030545285684,216.98419214615,252.65112372676438,46.09755438135786,588.0437044874773,510.77237676682137,146.51956431432387,647.6094214747371,19.88031578063965,0.021588854491710663,3.5146338223525904,6.693174167513516,6.693174167513516,6.580135589667067,6.580135589667067,0.11303857784644933,0.11303857784644933
1495,299000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1567.7909844196208,7.838954922098104,9.342793370941955,1.3144024650056636,8.509784386147171,,7.931843888281344,170.19568772294343,3.632328348117955,0.3625,200,176.20126186208375,174.70263595290615,84.12465689371754,49.20540596266731,196.90045162030202,440.0717292076297,977.3627889788659,250.9567650179623,19.916580200195312,0.05097411200404167,3.5793594719590955,6.81850860228882,6.81850860228882,6.59462298609385,6.59462298609385,0.22388561619496983,0.22388561619496983
1496,299200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1419.3354190494172,7.0966770952470855,7.940179650914856,0.4717147492265606,7.573213425693702,,7.931843888281344,151.46426851387403,4.00448349324458,0.36625,200,208.4822498155629,195.06581632797014,44.717947767866875,68.66097389596273,820.3976593704342,415.1140112696324,454.52464772963117,215.41107924394566,19.96631622314453,0.010036572813987732,3.4937982357360635,6.804641253637355,6.804641253637355,6.58684434295767,6.58684434295767,0.21779691067968443,0.21779691067968443
1497,299400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,805.9092460050423,4.029546230025211,9.91806792697252,6.64921355769847,5.368339158196178,,7.931843888281344,107.36678316392354,4.263943517567301,0.25625,200,184.46734025726,174.79602540947482,12.37673225424535,12.463456142836872,141.09875027089092,342.4701056566247,129.2712317579378,426.578908682302,19.824525833129883,0.04879000037908554,3.5453070394786232,6.652910736674087,6.652910736674087,6.570196200142626,6.570196200142626,0.08271453653146121,0.08271453653146121
1498,299600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1262.3822527483296,6.311911263741648,8.706205407900402,2.7465036938981426,7.183652098522131,,7.931843888281344,143.67304197044263,4.296828672903322,0.28375,200,234.93901426192576,218.4501617159539,172.82326436720533,137.75816275401567,411.93345236457395,610.9522632194511,554.6198023592893,228.95548985205173,19.887760162353516,6.075521469116211,3.538034534321355,6.877753964718815,6.877753964718815,6.574188730744117,6.574188730744117,0.30356523397469815,0.30356523397469815
1499,299800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1055.469172866045,5.277345864330226,8.12763144223275,3.280529510592456,5.9364498512694155,,7.931843888281344,118.72899702538831,4.108953389842029,0.2325,200,210.68593233343182,223.7191992469391,61.4225878366511,25.533250958059398,656.1615375456904,224.50132734860122,669.6757500897784,819.6236994791813,19.980295181274414,0.022364696487784386,3.526435070417335,6.7627023122737935,6.7627023122737935,6.554180939483006,6.554180939483006,0.20852137279078775,0.20852137279078775
1500,300000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1199.8858831217647,5.999429415608823,7.8839490422598555,2.0228046740432952,6.59061451083154,7.196430984527723,7.196430984527723,131.81229021663083,3.782716585642752,0.35125,200,209.97487623528485,169.8264128755044,123.55244405801403,88.18732545045103,916.9521136354263,499.8539501067094,656.1267131204196,576.0595529368394,19.908069610595703,5.6585845947265625,3.5198208062946317,6.831986023741169,6.831986023741169,6.551285690597114,6.551285690597114,0.28070033314405496,0.28070033314405496
1501,300200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1490.2243513305696,7.451121756652848,8.778061244790033,1.1465473816959855,8.061421912479085,,7.196430984527723,161.2284382495817,4.141756635067382,0.42625,200,220.57867455426305,205.74510499209387,118.88142962162725,120.40419448058519,547.3558577684057,279.5677378172648,473.0745298510586,216.21017232050437,19.970008850097656,0.012000825256109238,3.567315448360605,6.910960075627115,6.910960075627115,6.555121321089531,6.555121321089531,0.35583875453758385,0.35583875453758385
1502,300400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1289.779646802338,6.44889823401169,8.623392896035888,1.6412122403092,6.9821806557266894,,7.196430984527723,139.64361311453382,4.408297186540661,0.375,200,249.3442363595935,203.6578998950464,132.0507612297861,87.10313370318731,655.608469522751,474.35920346716114,437.15161481816267,743.7865526035606,19.924602508544922,0.02062377706170082,3.374269682175101,6.959501742848675,6.959501742848675,6.562323864146566,6.562323864146566,0.3971778787021094,0.3971778787021094
1503,300600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,931.9314610411209,4.659657305205604,8.0747724309493,2.9530800354783477,5.361197619665225,,7.196430984527723,107.22395239330451,3.847071083149215,0.37875,200,220.7662848563205,159.225862507369,174.26634037431,114.15940895701945,758.7254071903157,541.1740614333678,185.28227144985678,615.8479613237446,20.008007049560547,0.011407815851271152,2.953301282919784,6.757554259360566,6.757554259360566,6.536729535232871,6.536729535232871,0.22082472412769505,0.22082472412769505
1504,300800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1262.674121701984,6.31337060850992,8.458434573115564,2.5099633181107466,6.7676248867397435,,7.196430984527723,135.3524977347949,3.8552450898239514,0.2975,200,198.17666039378483,186.89048698963265,56.34845016584141,159.7279436064612,590.2753081841123,462.0995794133873,702.0715250133912,728.2985251846882,19.951993942260742,0.02308082766830921,2.824711332894645,6.923507426992297,6.923507426992297,6.529190131090732,6.529190131090732,0.3943172959015655,0.3943172959015655
1505,301000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1296.5002579191344,6.482501289595672,9.455560288152569,4.63954636989662,6.969335395456994,,7.196430984527723,139.38670790913986,4.298675111276835,0.35625,200,223.04166810709006,237.75655159828293,116.96794161872059,181.61792485803156,292.52820585927685,491.765312388706,146.53418503668064,233.955586235003,19.95050811767578,5.76075553894043,2.6551004362582735,6.9414020544280515,6.9414020544280515,6.51955074061405,6.51955074061405,0.42185131381400165,0.42185131381400165
1506,301200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,790.1405148566942,3.9507025742834707,9.7947645085413,8.29530469613816,4.705344979631481,,7.196430984527723,94.10689959262963,3.8232493486859807,0.2275,200,164.49825730324548,195.3605411363495,81.3740396436742,66.04338688732008,239.51278859818368,360.3063473925115,339.9207736896105,772.3935498922749,19.817607879638672,0.043983496725559235,2.569290860512837,6.699726067899059,6.699726067899059,6.501270674785269,6.501270674785269,0.19845539311378957,0.19845539311378957
1507,301400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,807.9991983723988,4.0399959918619945,7.553317540686757,2.7665033089462763,5.268900915230466,,7.196430984527723,105.37801830460933,4.286869901772997,0.42125,200,241.37931388757397,194.2941013317835,40.44404539392086,29.379610889040418,1113.1242905583426,585.9396874743173,238.41554411965498,575.232270660214,19.979656219482422,0.017928598448634148,2.5709099380254496,6.617681518232596,6.617681518232596,6.479499634526499,6.479499634526499,0.13818188370609708,0.13818188370609708
1508,301600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,925.8149541832321,4.62907477091616,7.806853514830708,3.410700572317764,5.708151583235328,,7.196430984527723,114.16303166470654,3.660498092906292,0.29125,200,195.0718136616845,148.70149345715322,51.2281831277694,86.0594036781888,898.8732930410061,563.0087847977742,544.1989996911561,739.7393596655055,19.87842559814453,0.030705779790878296,2.588157489687887,6.655845254567278,6.655845254567278,6.454394257894125,6.454394257894125,0.20145099667315236,0.20145099667315236
1509,301800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,906.5971835956234,4.532985917978117,8.720032973793687,4.786145888217511,5.8372917302977925,,7.196430984527723,116.74583460595586,3.806115035783391,0.3325,200,154.60065274367633,193.87392840087907,59.068978282453116,84.14691513158542,460.96110079447993,503.6635684388232,309.00985792756904,515.5041138176119,19.882112503051758,0.031085897237062454,2.60610077029181,6.559784421157062,6.559784421157062,6.428603263141412,6.428603263141412,0.1311811580156501,0.1311811580156501
1510,302000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1538.0917752174373,7.690458876087186,8.756804271225873,0.6166584446080414,8.140145826617829,,7.196430984527723,162.80291653235662,3.8698714894995185,0.375,200,192.05749862713117,195.16811206661518,99.40599016195895,72.048729426631,529.5310784550513,445.5152759892529,812.5388735815063,715.186646309897,19.937633514404297,0.009486477822065353,2.675592202017841,6.606798586528869,6.606798586528869,6.468763445109123,6.468763445109123,0.1380351414197465,0.1380351414197465
1511,302200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,502.8654007864234,2.514327003932117,7.779872675113818,7.165181001222693,3.1353868421172435,,7.196430984527723,62.70773684234487,4.56653014586302,0.27125,200,235.6436634780285,249.2357248614062,92.94585340138558,58.93838407066617,869.757597048271,461.4698372063513,169.21728978226508,822.5642242588856,19.827028274536133,5.623301029205322,2.883557436642359,6.384224862052091,6.384224862052091,6.435699865798409,6.435699865798409,0.05147500374631786,0.05147500374631786
1512,302400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1457.9244086011267,7.289622043005633,8.536128612051955,1.422207193905489,7.703550112422789,,7.196430984527723,154.07100224845578,3.6882618930428364,0.37625,200,208.76140855687734,163.1615791098153,54.734587124261544,107.71301519322422,558.4781915923438,313.83095284194053,965.0426959250613,176.31996851949816,19.858867645263672,0.07038912922143936,2.9266915945559187,6.319225165459608,6.319225165459608,6.4362497432056545,6.4362497432056545,0.11702457774604635,0.11702457774604635
1513,302600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,995.0435507112899,4.975217753556449,7.85697009535855,3.8197102093510846,5.724541978201173,,7.196430984527723,114.49083956402347,4.227592926997656,0.33125,200,190.02227789782427,245.7862792757838,65.57648155309042,90.33035064382764,834.3087207302926,533.6847679314424,822.8559734031425,777.1653894186846,19.953685760498047,0.02610509842634201,2.8161526792631655,6.3216155712722735,6.3216155712722735,6.464448507666662,6.464448507666662,0.1428329363943881,0.1428329363943881
1514,302800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,707.3694450154902,3.536847225077451,7.643100035387144,6.052875896962443,4.574561922250514,,7.196430984527723,91.4912384450103,4.355836416743463,0.2225,200,187.59965643707721,246.14459143897153,65.7127229142199,155.52761173462707,1075.601103590814,552.0621438576648,730.6092892946415,714.4477746844914,19.912843704223633,0.05955611914396286,2.9097602295736,6.305084489536624,6.305084489536624,6.431522083494895,6.431522083494895,0.12643759395827114,0.12643759395827114
1515,303000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1239.5134266185755,6.197567133092877,8.395197448944405,2.4367764255059057,6.9068144251828665,,7.196430984527723,138.13628850365734,4.066831976977276,0.3375,200,240.99671400303222,185.8929091936242,189.80853720975227,151.90893796071836,662.2150539951066,495.4169007423277,861.086076798593,668.8299832120266,19.904296875,0.03686412423849106,2.8837967672627354,6.224935991488409,6.224935991488409,6.428541363000733,6.428541363000733,0.2036053715123236,0.2036053715123236
1516,303200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1596.78972207475,7.98394861037375,9.402402669134652,0.8168224963039873,8.776136361514856,,7.196430984527723,175.52272723029714,4.002637517995746,0.39875,200,202.4540117521567,210.55207371004695,68.1753877199117,93.27857009765533,304.9376531600476,330.86542784258376,826.6201757891187,499.90101087891867,19.988000869750977,0.019399914890527725,2.9206692973165658,6.285082138279467,6.285082138279467,6.432268511508821,6.432268511508821,0.14718637322935368,0.14718637322935368
1517,303400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,372.8252740408723,1.8641263702043613,8.744518000522495,6.321868675942107,3.274774724798871,,7.196430984527723,65.49549449597743,4.598729058917022,0.35875,200,262.318295514701,209.4840021017332,170.78406944039654,138.79640090462985,423.7968074641073,549.6866460864225,106.75241964127113,774.9133753802928,19.87443733215332,5.6501312255859375,3.1424754937847768,6.180403916609602,6.180403916609602,6.38732949376359,6.38732949376359,0.20692557715398863,0.20692557715398863
1518,303600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1479.84126635967,7.39920633179835,8.900720173901556,1.1591581231333576,7.893957848054528,,7.196430984527723,157.87915696109056,4.278974362064474,0.365,200,290.7969023438068,139.2970335795143,126.261444971257,72.46207911457101,432.6863939482119,467.85709448883557,768.2802522126261,754.8591988336865,19.911453247070312,0.020946523174643517,3.1450847745306527,6.215919204086221,6.215919204086221,6.410389965713786,6.410389965713786,0.1944707616275645,0.1944707616275645
1519,303800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1535.8667100495252,7.679333550247626,8.522637663919042,0.6247880512799594,8.057866751592014,,7.196430984527723,161.15733503184032,3.4282763739186985,0.38375,200,196.1330988026381,123.61451236813315,159.91169200166044,33.4109262826525,623.3909504063108,312.00141143972735,370.50584088799354,216.61861867290105,19.962364196777344,0.031026817858219147,3.216329295388633,6.321990049102352,6.321990049102352,6.4499873500184774,6.4499873500184774,0.1279973009161255,0.1279973009161255
1520,304000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1622.3578410524458,8.111789205262228,9.874223754802884,2.003118609145286,8.514527485746571,,7.196430984527723,170.29054971493144,3.615276807383736,0.3425,200,177.10308304439445,155.60404120745773,65.81505466744125,98.87489169941425,215.18512390572766,135.70747640841628,793.9045611058178,449.2552902366996,19.927364349365234,5.578591823577881,3.310471661769656,6.418185697848104,6.418185697848104,6.455925802412904,6.455925802412904,0.037740104564799815,0.037740104564799815
1521,304200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,815.874426642622,4.07937213321311,8.334427626312175,7.092083093736824,4.794207203725342,,7.196430984527723,95.88414407450685,3.4594474095382117,0.21875,200,153.32143619976168,171.32863403951487,42.26576994533335,126.62816897054869,617.5484040244404,514.643143408503,362.4909978299674,349.47882220838505,19.887943267822266,5.76043701171875,3.3503701391421323,6.2548249624104155,6.2548249624104155,6.472846384599583,6.472846384599583,0.21802142218916742,0.21802142218916742
1522,304400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,852.4814450985032,4.262407225492516,7.982815012541759,4.081361752823446,5.273481121322454,,7.196430984527723,105.46962242644908,5.002850068511826,0.36875,200,264.5160204065346,255.88829394219368,136.23541977924617,155.14957593339415,809.07556524688,292.69023591669185,334.9545641023727,864.5501537872576,19.924209594726562,0.03180947154760361,3.3952195744733014,6.169389985690204,6.169389985690204,6.464306944600419,6.464306944600419,0.29491695891021497,0.29491695891021497
1523,304600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1203.9538345581748,6.019769172790874,7.822271078388187,1.6840546925094044,6.975617788202392,,7.196430984527723,139.51235576404784,4.516533584499978,0.31,200,210.8644104682634,236.78022259678542,95.26940710262258,158.58272398933156,915.9462889715988,640.1017067595452,540.1747384164821,207.6020964974586,19.940162658691406,5.601961612701416,3.3826282826277505,6.250110994117063,6.250110994117063,6.446322124180665,6.446322124180665,0.19621113006360247,0.19621113006360247
1524,304800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,5.0,True,1484.999125475335,7.424995627376675,8.575461391537509,1.286465248509231,7.856501334446997,,7.196430984527723,157.13002668893995,3.864930507547212,0.34,200,205.12300983534382,188.68922410066628,163.27790909501866,36.62220078683806,606.4785805796598,370.08457272958617,417.86157410317935,217.83560536536365,19.905689239501953,0.025485919788479805,3.419471935299009,6.304554816502425,6.304554816502425,6.463521129323831,6.463521129323831,0.1589663128214056,0.1589663128214056
