episode,global_step,fading_model,noise_std,episode_reward_bps_step,avg_reward_mbps,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rician,0.249204,411261971.00413406,2.0563098550206704,9.767219361816453,12.26915475811381,2.1202075949392793,42.40415189878559,6.38977399186092,0.028048669188462896,200,380.3468063127127,305.93310338604476,379.97738793932405,233.6454866446034,368.4666590369265,154.65053519259914,235.35173450521737,864.3235244778905,2.1202075949392793,2.1202075949392793,0.0
