episode,bs_beamformer,uav_trajectory,jammer_beamformer
1,-0.641061865887845,-0.641061865887845,-0.641061865887845
2,-0.160623349119207,-0.160623349119207,-0.160623349119207
3,0.03685171162778235,0.03685171162778235,0.03685171162778235
4,0.11077346568848695,0.11077346568848695,0.11077346568848695
5,-0.11167038031885522,-0.11167038031885522,-0.11167038031885522
6,0.2285196634581762,0.2285196634581762,0.2285196634581762
7,0.7714213116246154,0.7714213116246154,0.7714213116246154
8,0.7391894821841948,0.7391894821841948,0.7391894821841948
9,0.27331404922894814,0.27331404922894814,0.27331404922894814
10,0.7388191878118896,0.7388191878118896,0.7388191878118896
11,0.9059742587965812,0.9059742587965812,0.9059742587965812
12,1.641520463385845,1.641520463385845,1.641520463385845
13,1.1230795538545943,1.1230795538545943,1.1230795538545943
14,1.0289171836923676,1.0289171836923676,1.0289171836923676
15,0.905400058181896,0.905400058181896,0.905400058181896
16,0.6801313922831942,0.6801313922831942,0.6801313922831942
17,0.8030743700768752,0.8030743700768752,0.8030743700768752
18,0.740471341758964,0.740471341758964,0.740471341758964
19,0.635007809737132,0.635007809737132,0.635007809737132
20,0.2013855180481324,0.2013855180481324,0.2013855180481324
21,0.5603551477224905,0.5603551477224905,0.5603551477224905
22,1.0068429893872128,1.0068429893872128,1.0068429893872128
23,1.0928980893437896,1.0928980893437896,1.0928980893437896
24,0.5368444442957885,0.5368444442957885,0.5368444442957885
25,0.743007693793292,0.743007693793292,0.743007693793292
26,0.8002462855297976,0.8002462855297976,0.8002462855297976
27,0.8858395836387883,0.8858395836387883,0.8858395836387883
28,1.1157676623854333,1.1157676623854333,1.1157676623854333
29,0.6687273774496915,0.6687273774496915,0.6687273774496915
30,0.6293829008135763,0.6293829008135763,0.6293829008135763
31,0.548634866237499,0.548634866237499,0.548634866237499
32,0.7111474453999314,0.7111474453999314,0.7111474453999314
33,0.5616932686571667,0.5616932686571667,0.5616932686571667
34,0.6921711378504046,0.6921711378504046,0.6921711378504046
35,0.3629420003879217,0.3629420003879217,0.3629420003879217
36,0.3554912125922813,0.3554912125922813,0.3554912125922813
37,0.8134023563842809,0.8134023563842809,0.8134023563842809
38,0.7045474455128072,0.7045474455128072,0.7045474455128072
39,0.7275229835164352,0.7275229835164352,0.7275229835164352
40,0.3636508837383621,0.3636508837383621,0.3636508837383621
41,0.24648035553399233,0.24648035553399233,0.24648035553399233
42,0.41600627775792565,0.41600627775792565,0.41600627775792565
43,0.6477531546118557,0.6477531546118557,0.6477531546118557
44,0.4137751590398813,0.4137751590398813,0.4137751590398813
45,0.6385305667926061,0.6385305667926061,0.6385305667926061
46,0.5438598001865118,0.5438598001865118,0.5438598001865118
