episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,alpha_lr,batch_size,alpha,target_entropy,auto_entropy_tuning,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,alpha_loss,policy_entropy,replay_size
16,3200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.10876572132110596,-5.0,True,velocity,False,True,full,True,1121.3330264142323,5.606665132071162,7.265510148225945,0.3968213524242769,6.868688795801665,,,137.3737759160333,3.0985764548742134,0.47297733906656503,200,85.60096382397487,112.88698853225102,26.51884010953524,102.84518700402472,1069.5093068171966,681.5324850852636,921.7481050140378,461.8437122911794,7.32494456096619,7.32494456096619,0.0,120.13121032714844,-72.11297607421875,-14.51078987121582,1.541475534439087,3200
17,3400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.10290300101041794,-5.0,True,velocity,False,True,full,True,1003.2134497587456,5.016067248793728,7.597775122247156,1.1439157402954918,6.453930420286801,,,129.07860840573602,3.430341225113216,0.4693862826377153,200,79.0672639275725,157.35871867448373,46.1070493513272,138.03995534205805,821.2993581653097,554.6653678104485,324.71786252933055,471.1757136350854,7.273708435043873,7.273708435043873,0.0,6.17414665222168,-78.48564147949219,-13.21268081665039,0.811111330986023,3400
18,3600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.09716837108135223,-5.0,True,velocity,False,True,full,True,1033.5929087211816,5.167964543605908,8.034335597728731,1.5936634882256844,6.440672109503048,,,128.81344219006095,3.587030406614997,0.47892840385437013,200,130.7923262143559,201.00293245831747,105.13375447741693,179.98393275774472,563.1183913270459,583.8990376736756,550.282455403843,977.1364055263303,7.227428639180494,7.227428639180494,0.0,8.216837882995605,-81.77375793457031,-13.910673141479492,0.9676447510719299,3600
19,3800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.09165796637535095,-5.0,True,velocity,False,True,full,True,1447.2762947710007,7.236381473855004,8.20399292511647,0.40207533504504,7.80191759007143,,,156.0383518014286,3.0769750053648477,0.47156935939681716,200,123.13941172027593,144.2736336185766,94.2663913706185,136.76025880739843,529.5467309270919,505.65695804701454,309.1440755198284,126.35733685033944,7.257664899753702,7.257664899753702,0.0,8.290103912353516,-89.53721618652344,-14.559473037719727,1.0933631658554077,3800
20,4000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.08645394444465637,-5.0,True,velocity,False,True,full,True,1627.3294931916405,8.136647465958202,9.497252976766948,0.946545607225002,8.55070736954195,,,171.01414739083904,3.4340111472926576,0.47913189347833396,200,163.81820289792026,184.5420120816401,155.75795214048165,178.25927686147025,214.40231668426492,322.5541559704885,811.2948808470705,842.6808364892114,7.322317023243114,7.322317023243114,0.0,232.04258728027344,-93.89328002929688,-12.499776840209961,0.10640529543161392,4000
21,4200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.08201490342617035,-5.0,True,velocity,False,True,full,True,1544.773399804605,7.723866999023025,9.208692525202217,0.1146635490412892,9.094028976160923,,,181.88057952321847,3.9080043067969052,0.47150568533688786,200,222.48698035012615,115.46117101562976,216.74092705400093,101.14159938122789,302.5868491320507,271.17725153597735,657.9971634842691,146.9169456245523,7.478237998786635,7.406684259096344,0.071553739690291,271.2525329589844,-99.58816528320312,-13.97359561920166,0.588146448135376,4200
22,4400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.07786743342876434,-5.0,True,velocity,False,True,full,True,1357.71335067252,6.788566753362599,8.364094694474613,1.0590263080541729,7.305068386420444,,,146.10136772840892,4.5245895580017255,0.4756182199716568,200,196.58648636013274,299.90325712942507,185.74374950903706,295.3979119377159,480.8307762803606,250.59358563155817,572.7964841136275,599.9347445572222,7.535428132677919,7.402065355792894,0.13336277688502474,11.666149139404297,-105.23311614990234,-12.35189437866211,-0.16082808375358582,4400
23,4600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.07397527247667313,-5.0,True,velocity,False,True,full,True,1247.3509207946186,6.236754603973093,8.266783713691574,1.4534509036152146,6.813332810076352,,,136.26665620152704,4.934005895782425,0.48173518255352976,200,266.5837179569815,285.59043685322337,252.17731037995193,280.4491401394955,390.0314507461675,232.1933714763445,329.8830834426949,603.429824211185,7.4708694225979,7.376468288587827,0.09440113401007277,11.586723327636719,-110.36720275878906,-12.625630378723145,-0.1510610729455948,4600
24,4800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.0701499804854393,-5.0,True,velocity,False,True,full,True,1037.966272416645,5.1898313620832255,7.4883730384836324,1.150845640733542,6.370512572725237,,,127.41025145450473,4.258903463518393,0.47984677262604236,200,171.63032795049892,257.78164403792647,102.45709534703755,244.92146145831154,859.4628734395679,657.8526851995414,533.73972045628,446.7527290099339,7.406283953236435,7.33455346709355,0.07173048614288469,12.582904815673828,-114.35841369628906,-15.495630264282227,0.832435131072998,4800
25,5000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.06600245088338852,-5.0,True,velocity,False,True,full,True,1843.4678942014132,9.217339471007065,9.757144143904188,0.09148764488121701,9.665656499022969,,,193.3131299804594,3.966568413322024,0.4687945245578885,200,277.26808440198903,132.08514927620163,274.83715200184395,101.9959258819445,62.4203186176093,308.20704575523735,529.4535641460794,121.7379673677273,7.5704669493603545,7.427797588370726,0.14266936098962812,353.3988037109375,-123.43476104736328,-14.070356369018555,0.17717108130455017,5000
26,5200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.06270984560251236,-5.0,True,velocity,False,True,full,True,1321.0933614809774,6.605466807404887,8.2160942637743,0.2338500300632826,7.982244233711012,,,159.64488467422024,5.226555889120218,0.4807451531663537,200,238.82956083138993,235.55425069742847,204.1295165952084,229.1813664416078,394.4171003515211,580.5410127054121,430.99479695354546,80.23923264445834,7.675225857833745,7.449122459345353,0.22610339848839178,10.54738998413086,-126.51116943359375,-15.325553894042969,0.5347575545310974,5200
27,5400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.059330686926841736,-5.0,True,velocity,False,True,full,True,1214.083099426837,6.070415497134185,7.8976396771673985,1.0934085372453715,6.804231139922027,,,136.08462279844053,4.0322099363976625,0.4849847064167261,200,190.8679885579099,218.01282571987574,179.75432834272627,205.38000732967333,668.4461903104657,546.8397402246023,559.5353469946323,647.9722877313163,7.590085586367205,7.425237595663008,0.16484799070419687,6.927788734436035,-133.04959106445312,-11.309751510620117,-0.9956547617912292,5400
28,5600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.056282222270965576,-5.0,True,velocity,False,True,full,True,1297.635714268137,6.488178571340685,8.259211495669348,1.2129168621559012,7.057257797927599,,,141.14515595855198,3.954401534363335,0.4884653013199568,200,112.12774839071959,279.2612828967829,92.31445308095192,274.98770131303854,561.015666698089,363.75967211695075,898.6363551553308,1267.0543609825618,7.561199134811727,7.4120954600296,0.14910367478212727,13.143451690673828,-137.38449096679688,-14.928105354309082,0.18862062692642212,5600
29,5800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.05356818065047264,-5.0,True,velocity,False,True,full,True,1269.752618259365,6.348763091296824,8.016803776859573,1.1102352816602228,6.906568495199343,,,138.13136990398687,4.826472563001998,0.48110035897698256,200,243.93697798309802,281.6028385852337,198.91446836182962,230.21685868410887,622.0188887910191,391.9069077432989,655.6633216956981,719.14817478226,7.521543761049799,7.3946634957251085,0.1268802653246901,13.009597778320312,-141.78614807128906,-12.796183586120605,-0.627519428730011,5800
30,6000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.050922244787216187,-5.0,True,velocity,False,True,full,True,1313.2332300127061,6.56616615006353,7.737776211178433,0.70869994547086,7.029076265707574,,,140.5815253141515,4.087760452613207,0.47503902919590474,200,220.01772949931635,215.56797915914493,215.6452693877552,168.2111010334928,804.4247399474299,254.07957445306553,384.3473861291253,346.7317121096994,7.47824897667571,7.382477254724524,0.095771721951186,10.099864959716797,-149.1510009765625,-10.401069641113281,-1.506446361541748,6000
31,6200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.04827652499079704,-5.0,True,velocity,False,True,full,True,1180.2785862091337,5.9013929310456685,8.406844068533138,1.230512532132416,7.180168225822848,,,143.60336451645694,3.9931533847226564,0.48701278075575827,200,182.08620052690213,210.61939953926182,33.09377018089622,187.625626447843,440.31504816570003,322.99202832913903,482.3532903620876,643.985826468021,7.486174874368653,7.375951157018019,0.11022371735063441,12.533387184143066,-154.58609008789062,-11.793501853942871,-1.108466386795044,6200
32,6400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.04581821337342262,-5.0,True,velocity,False,True,full,True,1266.0471165753056,6.330235582876528,7.9102839377836585,0.5176843405087463,7.392599597274914,,,147.8519919454983,4.440687883689417,0.4849246658757329,200,215.29471823143453,180.3637796849111,193.20545130350212,141.74466289525935,743.6521529013853,504.415055917203,679.1815675079403,490.1784712702738,7.4468471279278035,7.376471420776047,0.07037570715175612,10.649700164794922,-158.4655303955078,-13.319719314575195,-0.6793098449707031,6400
33,6600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.04350879043340683,-5.0,True,velocity,False,True,full,True,1237.152578041552,6.18576289020776,7.6978355381098575,0.09438663439141895,7.603448903718444,,,152.06897807436889,4.591243466292305,0.4836213893815875,200,270.00326102972036,214.22263513334812,260.8454791656221,187.5324212623308,855.2902082551936,555.0591689179016,654.0531193316036,203.71411629578347,7.472142946026201,7.383349526319757,0.08879341970644461,8.914620399475098,-161.89212036132812,-13.516416549682617,-0.687897264957428,6600
34,6800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.04154707118868828,-5.0,True,velocity,False,True,full,True,1093.53295996708,5.4676647998354,7.982747717003578,1.472598417028692,6.510149299974885,,,130.2029859994977,4.952406648824129,0.47911071348935363,200,248.0242217718135,230.97679266954117,236.6047270514828,207.52635925472666,631.805851589772,560.5973607596144,367.0793609598648,788.5584698938986,7.421343703128957,7.357667166721378,0.06367653640757887,12.800235748291016,-167.3134765625,-9.747411727905273,-1.9354896545410156,6800
35,7000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.03968672826886177,-5.0,True,velocity,False,True,full,True,1328.0219698535661,6.640109849267831,8.767796111721845,1.5117134184896182,7.262937364448787,,,145.25874728897574,4.93808701620456,0.4815980452299118,200,274.1777335122132,272.0257957341939,248.79898234707207,265.6091776702174,261.9231636760674,567.341678200565,404.1770812312399,549.0292239124307,7.354659842665913,7.354960600942161,0.00030075827624820306,13.386484146118164,-169.1624298095703,-9.739660263061523,-1.9813148975372314,7000
36,7200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.03781365603208542,-5.0,True,velocity,False,True,full,True,1282.3309534008695,6.4116547670043476,8.261893909752674,0.9705679262541091,7.29369344099535,,,145.87386881990702,4.480324521027669,0.4803680410981178,200,252.21106477301282,225.52800891582396,150.0312203768019,170.4652012616617,430.04760649328404,100.99884725719556,653.0852212577631,843.0101353144819,7.375910074925597,7.353258735388083,0.022651339537513415,10.125677108764648,-176.21731567382812,-10.221647262573242,-1.878772258758545,7200
37,7400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.035999104380607605,-5.0,True,velocity,False,True,full,True,1430.2255226587154,7.151127613293577,7.964851257974286,0.07419974510938471,7.890651512864905,,,157.81303025729812,5.971902432075913,0.48122775841504334,200,342.7474427403225,328.75431824059694,318.06059577960883,303.88030236550514,820.6401135471282,418.87970879250304,912.6926164319872,80.56499815583729,7.447746129554501,7.367782864509079,0.07996326504542228,8.173046112060547,-181.07696533203125,-8.820429801940918,-2.3464958667755127,7400
38,7600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.034820012748241425,-5.0,True,velocity,False,True,full,True,849.3442195320586,4.246721097660293,8.574830030537974,2.5912664501988134,5.992927973998005,,,119.85855947996008,4.054717909491888,0.4866328540444374,200,162.4783965584735,202.79590497634268,67.1210636724571,90.27086043422118,291.56420959320985,512.4904207307786,244.7465803999938,763.723207863288,7.4253589227792505,7.331602472653524,0.09375645012572686,7.430472373962402,-182.94107055664062,-11.295759201049805,-1.6354917287826538,7600
39,7800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.03316160663962364,-5.0,True,velocity,False,True,full,True,925.8086437095957,4.629043218547978,7.3849119426522085,1.5153885062993362,5.872347611418516,,,117.44695222837034,4.735354183052304,0.49360204800963403,200,226.63301203397305,272.5977927985604,221.90693876820404,230.6878008072964,893.3972097289934,519.3364874153552,249.91726116605724,312.0585133828745,7.328880423846604,7.294185681339805,0.03469474250679916,2235.79248046875,-186.9212188720703,-10.32081127166748,-1.969881296157837,7800
40,8000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.03125622868537903,-5.0,True,velocity,False,True,full,True,1013.406769957824,5.06703384978912,7.685431314989282,1.8196561434397114,5.866284922917846,,,117.32569845835692,4.523833611753662,0.4826930718868971,200,252.50888849320904,242.97845447798755,229.38378130127896,224.19487686562803,777.1448291489538,502.49677563892794,291.2609782543464,555.6036134258455,7.194659301515399,7.258488162379256,0.06382886086385664,1282.5396728515625,-191.86749267578125,-13.732200622558594,-1.0371630191802979,8000
41,8200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.029486034065485,-5.0,True,velocity,False,True,full,True,1379.0990711285774,6.895495355642887,8.11581586315205,0.7172825437856236,7.398533319366431,,,147.97066638732863,4.159727007561598,0.4716536914743483,200,220.22174158014704,202.50203327120735,156.18104417367454,133.40109114649778,471.3009838325578,549.2525962010676,488.77205761540534,367.8995347904266,7.109884518675675,7.261903897915528,0.15201937923985298,12.235567092895508,-198.80966186523438,-10.024514198303223,-2.1550471782684326,8200
42,8400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.027911599725484848,-5.0,True,velocity,False,True,full,True,428.84200866012054,2.144210043300603,7.95093586137966,4.884077905636482,3.2469396913134916,,,64.93879382626983,4.998252551828141,0.4937661236524582,200,317.3667093831493,174.9750296883449,282.2880984209501,98.88843865723244,670.942696260251,537.9326230745276,74.5282229458774,552.8954593079833,6.906978083920326,7.166309512044052,0.25933142812372534,12.90638542175293,-197.43313598632812,-11.354711532592773,-1.8269318342208862,8400
43,8600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.026824690401554108,-5.0,True,velocity,False,True,full,True,993.9988749135226,4.969994374567613,7.836994318487665,1.3068972439910722,6.5300970744965925,,,130.60194148993185,5.033452717358029,0.46316230688244103,200,131.99760895359168,305.00299636207285,112.35209400183149,126.37503337804156,629.9344471910691,511.5175884471078,547.8606886689503,896.9957143823334,6.892816297141337,7.151513873961553,0.2586975768202162,12.755197525024414,-203.06353759765625,-5.068986892700195,-3.5990631580352783,8600
44,8800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.02542714588344097,-5.0,True,velocity,False,True,full,True,1074.127340493429,5.370636702467145,8.019977490938574,2.1313855146638288,5.911016166185569,,,118.22032332371138,4.6527328544314415,0.4769514606706798,200,234.87468367243798,274.53396057407895,211.61019805923578,256.66851908749226,669.5648960815057,561.8874434140234,444.20566526627726,1053.7718330333848,6.869841476814355,7.123320744239371,0.2534792674250159,15.07217788696289,-205.49298095703125,-12.236348152160645,-1.667344570159912,8800
45,9000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.024164922535419464,-5.0,True,velocity,False,True,full,True,1448.4741667576332,7.242370833788166,8.86278886965998,0.9987797697489769,7.864009099910997,,,157.28018199821994,5.405026726502622,0.492178368344903,200,293.49592684303866,316.0423430389144,270.6191841939798,269.15575532465783,304.0090447744375,146.9262830863575,557.5187581194482,543.5899353759272,6.779759106858757,7.1397804854765194,0.3600213786177626,11.097856521606445,-208.89540100097656,-10.700529098510742,-2.1255619525909424,9000
46,9200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.022992510348558426,-5.0,True,velocity,False,True,full,True,1303.7574315255329,6.518787157627664,7.736784378452334,0.6195269415960214,7.117257436856308,,,142.34514873712618,4.92417078981293,0.436044614771381,200,271.0330106909817,283.75583717249384,242.5449327228152,271.00723818687965,589.4736231071253,208.66399884320407,907.1358125902212,685.8711658741869,6.736509767016022,7.139290853984776,0.40278108696875403,9.053845405578613,-215.1482391357422,-7.841479301452637,-2.921360492706299,9200
47,9400,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.022169306874275208,-5.0,True,velocity,False,True,full,True,1066.0959056147956,5.330479528073978,8.28413232955075,1.7377507209671519,6.551412332933878,,,131.02824665867757,5.868058176543998,0.48300903394818306,200,281.2831218176175,361.68396032402063,264.22015865320117,354.2290061799241,392.8197774467419,418.5264261210753,220.25766148696482,425.41111624261146,6.723868826666615,7.126782800345395,0.4029139736787801,11.076215744018555,-217.03543090820312,-1.0241994857788086,-4.731105804443359,9400
48,9600,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.022010639309883118,-5.0,True,velocity,False,True,full,True,36.7979972885547,0.18398998644277348,9.143972943032981,8.342296680977224,1.4742201932759658,,,29.484403865519315,5.145892727659101,0.44348439186345784,200,203.69698892644067,204.62819282463624,158.3697537653833,180.02398150286808,330.46775168239134,94.00809479833433,38.32369304235505,1041.7370137260657,6.444716946434032,7.009021079364781,0.564304132930749,2950.466552734375,-221.01235961914062,-4.180789947509766,-3.9044265747070312,9600
49,9800,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.021246492862701416,-5.0,True,velocity,False,True,full,True,1171.1507729057005,5.855753864528502,7.942487037357365,1.4150920427536433,6.531130624413438,,,130.62261248826877,5.8569442816820985,0.473134128395468,200,356.2646977872793,298.7495967562184,351.7900282913057,278.8782142537967,621.4236278424681,182.62389244541055,389.3884035544608,615.4859027523939,6.425945052894737,6.999268212937203,0.5733231600424658,1302.888671875,-222.3305206298828,-2.2107467651367188,-4.426003456115723,9800
50,10000,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.02054361253976822,-5.0,True,velocity,False,True,full,True,670.9283757310229,3.3546418786551144,8.116874051383425,3.8470723355299365,4.352306353200971,7.062718879431119,7.062718879431119,87.04612706401943,6.2954462892023,0.4892779115587473,200,334.0934480066148,309.522889597547,316.30247217248814,259.7025910582886,446.32692489488966,173.03811427443847,126.17151266018782,748.5491774218116,6.292106557269407,6.946328975742477,0.6542224184730703,16.234962463378906,-227.42996215820312,-2.144399881362915,-4.448038578033447,10000
51,10200,SAC,rayleigh,64,0.0003,0.0003,0.0003,64,0.020392201840877533,-5.0,True,velocity,False,True,full,True,1530.6028259891243,7.653014129945621,8.978147899138687,0.18593522515535676,8.792212673983327,,7.062718879431119,175.84425347966652,6.4804698967516945,0.36481558623490856,200,350.67012485868236,320.33852369971027,336.82888622895183,280.5260834080781,485.21994882731747,216.69387048983344,801.9618780656377,135.29473505470048,6.372708779677431,6.9825227737472,0.6098139940697687,13.222183227539062,-231.08584594726562,-3.5234994888305664,-4.09476900100708,10200
