episode,avg_crb,avg_pd,avg_reward,eval_avg_crb,eval_avg_pd,eval_avg_reward,eval_std_crb,eval_std_pd,eval_std_reward,uav_1/actor_grad_norm,uav_1/actor_loss,uav_1/critic_grad_norm,uav_1/critic_loss,uav_1/reward_mean,uav_1/reward_std,uav_2/actor_grad_norm,uav_2/actor_loss,uav_2/critic_grad_norm,uav_2/critic_loss,uav_2/reward_mean,uav_2/reward_std
1,0.12510185773281296,0.51425,0.23065843459223104,5115.301435889091,0.80617,0.16348270939793424,10098.880958608592,0.14601639154560697,0.5437424134719101,,,,,,,,,,,,
2,0.36523733138898623,0.9642499999999999,0.9043337052443974,,,,,,,0.055312272161245346,-0.15734675526618958,1.5734714269638062,0.7135818004608154,0.5321872234344482,0.6678123474121094,0.042483191937208176,0.1066090315580368,1.8869802951812744,0.7647188901901245,0.5476344227790833,0.6854548454284668
3,0.2560842370024217,0.705,0.3286168543000851,,,,,,,0.03498806431889534,-0.16129150986671448,1.3142329454421997,0.5319331288337708,0.48587116599082947,0.5760172009468079,0.03644246235489845,0.10016687214374542,1.4791285991668701,0.5127041339874268,0.47130513191223145,0.5639637112617493
4,0.20829652418600594,0.7605,0.7234590425526338,,,,,,,0.04060250520706177,-0.19238033890724182,1.2740219831466675,0.5451183319091797,0.48536011576652527,0.6107842326164246,0.031084541231393814,0.08702611923217773,1.3955843448638916,0.4471930265426636,0.4513939917087555,0.5374675393104553
5,376.5398517337666,0.7617499999999999,0.01896889251957861,,,,,,,0.04677692800760269,-0.21959076821804047,1.2860167026519775,0.5153599381446838,0.5118046998977661,0.5880782008171082,0.039567600935697556,0.05247865244746208,1.1873723268508911,0.403599351644516,0.426882803440094,0.5301433801651001
6,125.87084139201046,0.7825,0.140464200414093,,,,,,,0.049902405589818954,-0.23964253067970276,1.1095399856567383,0.5178203582763672,0.4462987780570984,0.6501367092132568,0.03928222134709358,0.029619250446558,1.3557617664337158,0.5314538478851318,0.5025866627693176,0.6161604523658752
7,0.13905935283724666,0.613,0.6210313916585112,,,,,,,0.06374933570623398,-0.27155065536499023,0.895622968673706,0.3690059781074524,0.41511136293411255,0.5572844743728638,0.05366656929254532,-0.009299326688051224,1.5002508163452148,0.39594006538391113,0.5835074186325073,0.44095441699028015
8,1754.0153901368164,0.7034999999999999,0.325870884679751,,,,,,,0.06392465531826019,-0.3057945966720581,0.6390209794044495,0.3287106156349182,0.3626247048377991,0.5480378866195679,0.059400785714387894,-0.028301741927862167,1.0225619077682495,0.42311999201774597,0.4477686285972595,0.5917627215385437
9,1.0619591881600399,0.5565000000000001,-0.050789570727745516,,,,,,,0.07642143964767456,-0.31865525245666504,0.701455295085907,0.406603068113327,0.3626644015312195,0.6337074637413025,0.05719773843884468,-0.05098249018192291,0.7603813409805298,0.262363076210022,0.4094504117965698,0.4652285873889923
10,1.6218908292437018,0.8277500000000001,0.039751728835069895,,,,,,,0.07482881844043732,-0.3494856059551239,0.4708137810230255,0.508866548538208,0.305607408285141,0.7238582372665405,0.06790988147258759,-0.08940848708152771,0.6499693393707275,0.5479865074157715,0.36278247833251953,0.731855571269989
11,0.13942799577344153,0.8865000000000001,0.7408072834538549,,,,,,,0.08909398317337036,-0.36967968940734863,0.735539972782135,0.2988840937614441,0.4438193440437317,0.5216467380523682,0.07525061815977097,-0.11026021093130112,0.43064263463020325,0.32343360781669617,0.29788485169410706,0.5999894142150879
12,4.104746224327055,0.73675,0.31497155928057047,,,,,,,0.09403476864099503,-0.39744335412979126,0.5345043540000916,0.4420785903930664,0.3773857653141022,0.675953209400177,0.0785582959651947,-0.11645551025867462,0.6536692380905151,0.23661291599273682,0.3936683237552643,0.5002663731575012
13,0.19499539176688682,0.6452500000000001,0.35514599484496334,,,,,,,0.10194254666566849,-0.43609899282455444,0.5548246502876282,0.3117220401763916,0.4017360210418701,0.5818033814430237,0.0877184197306633,-0.15407951176166534,0.4544747769832611,0.27718019485473633,0.39278000593185425,0.5237395167350769
