episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
1,200,rician,0.24996683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1331.8185061664565,6.659092530832282,9.664782295210887,2.5868424125651295,7.077939882645761,,,141.55879765291522,3.722401314639842,0.3647755298018456,200,178.46868278387282,196.10177825703937,152.51033793139985,135.76611902721265,0,313.93688662202993,275.158842620347,221.45147784555988,645.6193396304087,7.077939882645761,7.077939882645761,7.077939882645761,7.077939882645761,0.0,0.0
2,400,rician,0.2499335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1478.5659002854377,7.3928295014271885,9.357428970203587,0.8494048354383233,8.508024134765254,,,170.16048269530512,3.0985431436923982,0.38818253356963395,200,108.11278302083866,143.6720529445229,82.93550168910338,97.3421453471646,0,163.92831468705123,520.824217016517,876.7825486213294,924.6445157118699,7.792982008705508,7.792982008705508,7.792982008705508,7.792982008705508,0.0,0.0
3,600,rician,0.24990016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1387.147665470088,6.93573832735044,8.49729184868874,0.14301427040758163,8.354277578281161,,,167.08555156562326,4.8941694712981425,0.45652856018394233,200,199.34925962793,275.67238742281745,100.34051121379176,238.45012294085,0,583.3644944136807,704.936650691008,285.85968339022054,220.66735552563904,7.980080531897393,7.980080531897393,7.980080531897393,7.980080531897393,0.0,0.0
4,800,rician,0.24986683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,796.9045195644874,3.984522597822437,8.474117019183149,3.572052372544432,4.9136287853192675,,,98.27257570638537,6.830126159891625,0.4485547862946987,200,372.67374815341384,370.1206747620254,370.7982265330671,365.74141841476643,0,763.379713017776,447.95927835089054,168.01599921494153,951.9378293521037,7.213467595252862,7.213467595252862,7.213467595252862,7.213467595252862,0.0,0.0
5,1000,rician,0.2498335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1798.5267663284558,8.992633831642278,10.048884123412535,0.2751267046623479,9.77375741875019,,,195.47514837500378,6.780767986604339,0.46900876484811305,200,377.22700249465373,370.4170537019187,372.55589870899564,367.13930181341004,0,236.24292740771867,154.75340159414048,614.7002481629668,164.15264422890291,7.725525559952328,7.725525559952328,7.725525559952328,7.725525559952328,0.0,0.0
6,1200,rician,0.24980016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1387.4724086419774,6.937362043209887,8.345439803527206,0.62647567718362,7.7189641263435895,,,154.37928252687178,6.783690214320524,0.4685960305482149,200,371.2342491473653,374.9740656312895,367.4354812105893,367.11599007902913,0,676.5486462724697,389.66357274071936,418.2388334161173,572.1700012072384,7.724431987684206,7.724431987684206,7.724431987684206,7.724431987684206,0.0,0.0
7,1400,rician,0.24976683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1426.0988435970437,7.130494217985219,9.26737622968731,1.23246079625119,8.034915433436113,,,160.69830866872226,6.587935987115223,0.4391755557060242,200,371.43395593581363,357.5160620354452,366.96621328346004,352.6853141994448,0,174.07617582261219,272.87129267173475,248.59024700966086,243.5822407140447,7.7687867656487635,7.7687867656487635,7.7687867656487635,7.7687867656487635,0.0,0.0
8,1600,rician,0.2497335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1247.1545597164954,6.235772798582477,8.042316836679252,0.20734504800360717,7.834971788675642,,,156.69943577351285,6.445847334302869,0.4387298559397459,200,298.90149731666463,355.48664994025677,282.0398836544654,350.28005307440264,0,891.9401048347955,518.8018926152344,603.5984018977385,168.0092658755357,7.777059893527122,7.777059893527122,7.777059893527122,7.777059893527122,0.0,0.0
9,1800,rician,0.24970016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1772.074413005438,8.860372065027189,10.099250646648189,0.472348993715877,9.626901652932318,,,192.53803305864636,6.661565442661096,0.4687527561932802,200,369.98378874817365,366.21280649005513,366.35113720110274,364.0807432442021,0,311.48958222654886,260.0415984954646,601.6630086435418,330.48863343243744,7.982597866794366,7.982597866794366,7.982597866794366,7.982597866794366,0.0,0.0
10,2000,rician,0.24966683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1063.271959015802,5.31635979507901,7.660720768167147,0.7698796117132798,6.8908411564538685,,,137.81682312907736,6.750267774830485,0.43529747121036055,200,297.8848410775347,377.08544756858237,279.0347043572373,373.555474726533,0,1077.1063827539197,705.4444308514517,422.99059170964875,659.7125068354759,7.873422195760317,7.873422195760317,7.873422195760317,7.873422195760317,0.0,0.0
11,2200,rician,0.2496335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1225.73419345796,6.1286709672898,8.442356389298428,0.6781315344588905,7.7642248548395365,,,155.28449709679074,6.614391920922762,0.46598715022206305,200,310.8828827555126,357.6797469611075,295.08999102657475,335.75222264814226,0,483.50096586477366,517.6730342498249,693.6286102386468,752.4333886123185,7.863495164767519,7.863495164767519,7.863495164767519,7.863495164767519,0.0,0.0
12,2400,rician,0.24960016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,43.51668721232966,0.2175834360616483,8.723888013973845,8.182584286447694,0.9839491979538098,,,19.678983959076195,6.648180150476414,0.47004880763590334,200,366.5433862274218,368.7260202336953,361.63582189660303,366.9689282359423,0,498.67389534789066,320.6641238262738,25.87017014499912,402.35906259407517,7.2901996675330425,7.2901996675330425,7.2901996675330425,7.2901996675330425,0.0,0.0
13,2600,rician,0.24956683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1458.7966552758799,7.293983276379399,9.314350802964626,1.235418209178957,8.078932593785671,,,161.57865187571343,6.813836375427562,0.43513483099639416,200,378.4094308686013,372.37622884842335,374.1319441339029,365.80995580883604,0,529.0157254698986,261.0563529823148,361.85118218542334,664.9295478354004,7.350871431090937,7.350871431090937,7.350871431090937,7.350871431090937,0.0,0.0
14,2800,rician,0.2495335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1643.9939261547938,8.219969630773969,9.046860384996284,0.05675572905393971,8.990104655942345,,,179.80209311884693,6.662512378433692,0.45056568168103694,200,373.24171597967927,363.38230375029286,367.5217288723427,348.47316640685784,0,380.3575937463548,500.96251966632207,721.8299835659542,90.37211193978746,7.467959518580323,7.467959518580323,7.467959518580323,7.467959518580323,0.0,0.0
15,3000,rician,0.24950016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1414.5278861610425,7.0726394308052125,10.089913227475112,1.8581484822590926,8.231764745216017,,,164.63529490432035,6.759053878257176,0.45676487788558007,200,374.61147880488016,333.69762104989314,370.5214259340049,307.34803126464334,0,209.15949987245182,363.2842045316906,173.44374643878393,359.6907532583141,7.518879867022703,7.518879867022703,7.518879867022703,7.518879867022703,0.0,0.0
