episode,agent,policy_loss,value_loss,entropy,approx_kl,grad_norm,reward_mean,reward_std,pre_tanh_mean,pre_tanh_std,pre_tanh_max,adv_mean,adv_std,adv_max
11,uav_trajectory,-6.984919309616089e-09,3.289776921272278,21.207784843444824,0.0,9.2336501121521,-0.006856968626379967,0.7725352644920349,1.1631665753374496,1.448238744629366,3.8928890228271484,6.51925802230835e-09,1.8670865297317505,2.247720241546631
11,jammer_beamformer,2.3283064365386963e-10,3.6827971220016478,56.78006553649902,0.0,6.135429620742798,0.017287209630012512,0.7423872351646423,1.0686996651720255,1.3534453436858016,5.22899866104126,2.7939677238464355e-09,1.9391494989395142,2.1883254051208496
12,bs_beamformer,-5.2712857723236085e-08,4.123271012306214,56.793648147583006,0.0,12.882201910018921,0.06352639198303223,0.7712137699127197,1.0096062061423436,1.2580045537041376,5.039640426635742,4.936009645462036e-08,1.9598205089569092,2.4144365787506104
12,uav_trajectory,-1.0291114449501038e-08,4.234561920166016,21.176197814941407,0.0,15.363500022888184,0.04604073986411095,0.8118119239807129,1.3566445997953416,1.6931929537276298,5.011955738067627,1.1408701539039612e-08,2.1120445728302,2.5220675468444824
12,jammer_beamformer,-2.0442530512809753e-08,2.189593696594238,56.78843536376953,0.0,6.037300968170166,0.01788179576396942,0.7511325478553772,1.1247671386906877,1.4218618448359894,5.526364326477051,1.3969838619232178e-08,1.5051865577697754,2.642258405685425
13,bs_beamformer,1.6950070858001708e-08,4.4985926151275635,56.79874725341797,0.0,5.935618925094604,0.08354241400957108,0.7712844014167786,1.0341055677924305,1.280119163929665,4.012732982635498,-1.4901161193847656e-08,2.127703905105591,2.6671977043151855
13,uav_trajectory,-2.2817403078079225e-09,3.3502466917037963,21.13776741027832,0.0,33.36183414459229,-0.007503882050514221,0.8036568760871887,1.1866868478705486,1.5117353624479357,5.012624740600586,-3.725290298461914e-09,1.646773338317871,2.289862632751465
13,jammer_beamformer,-1.9092112779617308e-09,6.860949373245239,56.77374458312988,0.0,16.55780973434448,0.06413938850164413,0.7875204086303711,1.2720507417321205,1.6180727384511147,6.279214382171631,3.725290298461914e-09,2.5904738903045654,2.2780985832214355
14,bs_beamformer,3.2596290111541746e-10,5.44694242477417,56.80291404724121,0.0,6.846070289611816,0.06106240674853325,0.7761504650115967,1.020614300733432,1.262049969933514,4.139407157897949,-2.3283064365386963e-09,2.3851001262664795,2.6936638355255127
14,uav_trajectory,-1.287553459405899e-08,4.02729594707489,21.089906883239745,0.0,37.30860443115235,0.01279307808727026,0.7776147723197937,2.541809915482998,3.004159906137309,7.173059940338135,1.257285475730896e-08,2.060763359069824,2.244692087173462
14,jammer_beamformer,-1.1455267667770386e-08,8.679459476470948,56.76491241455078,0.0,24.033559799194336,-0.022412925958633423,0.7983395457267761,1.2812632214208133,1.6189491750883402,5.425804138183594,1.3387762010097504e-08,2.6354007720947266,2.1853182315826416
15,bs_beamformer,3.217719495296478e-08,2.7808926582336424,56.79070510864258,0.0,6.568265628814697,0.04664042592048645,0.7636629939079285,1.0039735750239343,1.2460022277462137,4.94627571105957,-2.9802322387695312e-08,1.6885991096496582,2.6536242961883545
15,uav_trajectory,7.916241884231567e-08,4.3008466243743895,21.037688636779784,0.0,46.159019470214844,0.09682658314704895,0.7614991664886475,2.5265581697324913,3.02027720566096,7.496546745300293,-8.242204785346985e-08,1.7507290840148926,2.0544381141662598
15,jammer_beamformer,-1.5040859580039977e-08,6.50601897239685,56.75563087463379,0.0,34.95901317596436,0.06407690048217773,0.7990126609802246,1.0909493768932297,1.3648149820303255,4.523060321807861,1.3969838619232178e-08,1.7718755006790161,2.603207588195801
16,bs_beamformer,-1.1548399925231934e-08,3.692721152305603,56.761770248413086,0.0,11.655679559707641,-0.002542482689023018,0.7743766903877258,1.1080532498434186,1.3960393391311459,4.811283588409424,1.0710209608078003e-08,1.8861435651779175,2.3076565265655518
16,uav_trajectory,-2.207234501838684e-08,4.6974632263183596,20.988480949401854,0.0,72.72986297607422,0.02265116199851036,0.7304928302764893,3.7814038005284965,4.374828009489704,8.907037734985352,1.862645149230957e-08,2.1073458194732666,2.4073352813720703
16,jammer_beamformer,-1.8626451492309571e-10,3.491084122657776,56.74705619812012,0.0,21.444299602508544,-0.06224621832370758,0.7341907024383545,1.1541067608976736,1.4383269838443984,4.912840843200684,-9.313225746154785e-10,1.4738402366638184,2.233201026916504
17,bs_beamformer,-1.2619420886039735e-08,5.578769969940185,56.74452590942383,0.0,6.254882717132569,-0.017122987657785416,0.7686734795570374,1.205515100831166,1.518613569795136,5.344958782196045,9.778887033462524e-09,2.395935297012329,2.332951068878174
17,uav_trajectory,3.599561750888824e-08,5.442259883880615,20.942333984375,0.0,78.59617462158204,-0.018074963241815567,0.748717188835144,3.059247453674674,4.011095236824518,9.232157707214355,-4.0046870708465576e-08,1.9106357097625732,2.7180593013763428
17,jammer_beamformer,1.6763806343078613e-08,9.171831226348877,56.74261474609375,0.0,21.786709022521972,-0.024901937693357468,0.7848822474479675,1.123386614209041,1.403702527563213,4.711452484130859,-1.7695128917694092e-08,3.005312442779541,2.4023239612579346
18,bs_beamformer,1.0617077350616455e-08,4.871153831481934,56.728165817260745,0.0,12.367565202713013,0.020684996619820595,0.771354615688324,1.2438229119703175,1.584204740628617,5.660788536071777,-1.1175870895385742e-08,2.165030002593994,2.342916488647461
18,uav_trajectory,9.59262251853943e-09,5.551427412033081,20.894102096557617,0.0,67.06230316162109,-0.044733431190252304,0.7566986083984375,3.224585727661848,4.218787582633348,10.470756530761719,-1.0710209608078003e-08,2.285473585128784,2.0064306259155273
18,jammer_beamformer,6.509944796562195e-08,3.0802263498306273,56.707329177856444,0.0,13.233576583862305,-0.07815887033939362,0.7196968197822571,1.3867479116246104,1.7192004015598987,5.460831642150879,-6.472691893577576e-08,1.789526104927063,2.192728281021118
19,bs_beamformer,8.940696716308593e-09,7.428436374664306,56.70360641479492,0.0,9.112969875335693,0.047421038150787354,0.7605899572372437,1.1731423562224954,1.5020487825465545,5.3055572509765625,-8.847564458847046e-09,2.770296096801758,2.596925735473633
19,uav_trajectory,5.820766091346741e-09,5.91601595878601,20.84361171722412,0.0,93.22628784179688,0.03539774939417839,0.7511001825332642,2.677485127595874,3.4959309147442648,10.032914161682129,-9.313225746154785e-09,2.2380378246307373,2.2704598903656006
19,jammer_beamformer,-7.310882210731506e-09,4.671924161911011,56.6363410949707,0.0,20.33327865600586,-0.03109687566757202,0.7319997549057007,1.8243061894886197,2.2267359642062514,6.1916985511779785,4.190951585769653e-09,2.1314077377319336,2.1876742839813232
20,bs_beamformer,4.936009645462036e-09,3.0706911087036133,56.66138458251953,0.0,18.729588317871094,0.09455729275941849,0.7775453329086304,1.2557685134373606,1.5917073540799378,5.502504825592041,-3.026798367500305e-09,1.7872012853622437,2.445305824279785
20,uav_trajectory,5.634501576423645e-09,4.393959331512451,20.788025283813475,0.0,101.48287963867188,0.04077274724841118,0.7428798675537109,0.9501941899483403,1.2025120954102222,3.9758973121643066,-9.313225746154785e-09,2.064401388168335,2.469573974609375
20,jammer_beamformer,-7.578637450933456e-09,4.721137356758118,56.53487892150879,0.0,35.592441177368165,0.05993150174617767,0.7839358448982239,2.341708530554548,2.8414198741656262,8.362774848937988,1.210719347000122e-08,1.9714510440826416,2.694841146469116
21,bs_beamformer,-1.539010554552078e-08,6.28079195022583,56.61226234436035,0.0,19.119023323059082,0.01777173951268196,0.8409317135810852,1.4504740827735514,1.848427545046035,6.086733341217041,1.7695128917694092e-08,2.4840168952941895,2.2026121616363525
21,uav_trajectory,-3.078021109104156e-08,3.2726677656173706,20.724952507019044,0.0,126.48226623535156,0.0654711127281189,0.7691125869750977,0.8517914206311107,1.0735327794774066,4.2302751541137695,2.9569491744041443e-08,1.8277125358581543,2.7690091133117676
21,jammer_beamformer,-4.470348358154297e-09,6.067806100845337,56.425439071655276,0.0,56.5475357055664,-0.04416729509830475,0.8153794407844543,2.53967124601081,3.058054781695821,8.353721618652344,3.725290298461914e-09,1.8970906734466553,2.2991673946380615
22,bs_beamformer,1.1757947504520416e-08,3.801266837120056,56.56499557495117,0.0,18.229369735717775,0.03287480026483536,0.8487622737884521,1.7299092760039494,2.213501615213138,8.19758415222168,-1.210719347000122e-08,1.9627488851547241,2.6908676624298096
22,uav_trajectory,4.563480615615845e-09,4.893055963516235,20.661073303222658,0.0,160.39830017089844,0.010749842040240765,0.7653068900108337,0.8786525881042083,1.0842286539380692,3.247370481491089,-2.7939677238464355e-09,2.263097047805786,2.907618522644043
22,jammer_beamformer,-2.3050233721733094e-09,7.095865774154663,56.35226974487305,0.0,42.207743072509764,-0.04968991503119469,0.8085659146308899,2.6014761936711146,3.144407372030514,9.48133373260498,-3.958120942115784e-09,2.303098201751709,2.333768129348755
23,bs_beamformer,9.406358003616333e-09,4.426341581344604,56.5088996887207,0.0,35.66505813598633,0.06596381962299347,0.7883197665214539,1.8307269868492149,2.3085861409182886,7.436222553253174,-7.450580596923828e-09,2.0516326427459717,2.201216697692871
23,uav_trajectory,-5.587935447692871e-10,3.6507105112075804,20.60334243774414,0.0,187.40568084716796,0.08416572958230972,0.8330475687980652,2.0369655886714657,2.8086189643340123,9.922558784484863,4.656612873077393e-10,1.8638218641281128,3.107422113418579
23,jammer_beamformer,2.146698534488678e-08,7.504915571212768,56.279476928710935,0.0,20.38363037109375,-0.08128367364406586,0.8337739109992981,1.6196776263671928,2.0205390266494145,7.723982810974121,-2.1420419216156006e-08,2.7372777462005615,1.984174370765686
24,bs_beamformer,-8.847564458847045e-10,4.091049647331237,56.47947654724121,0.0,82.8316520690918,0.04421479254961014,0.7851634621620178,1.5959455083124339,2.0558938972136778,8.518866539001465,-1.862645149230957e-09,2.0045053958892822,2.142239809036255
24,uav_trajectory,4.0931627154350283e-08,3.462111568450928,20.55213146209717,0.0,258.70637969970704,0.08768053352832794,0.8341519832611084,2.445970585172375,3.1828643950764666,9.671915054321289,-4.470348358154297e-08,1.64534330368042,2.2496893405914307
24,jammer_beamformer,2.0070001482963563e-08,10.655870819091797,56.18899154663086,0.0,220.2466064453125,0.05676634609699249,0.7907293438911438,1.606910726523027,2.035153429501784,6.991876602172852,-1.885928213596344e-08,2.259770154953003,2.2854197025299072
25,bs_beamformer,2.528540790081024e-08,4.234348583221435,56.44517517089844,0.0,38.69831142425537,0.07104300707578659,0.7403150200843811,1.850470561336726,2.3587803835527383,7.814154148101807,-2.3748725652694702e-08,2.1063857078552246,2.7136096954345703
25,uav_trajectory,2.3283064365386963e-10,4.174602890014649,20.512377166748045,0.0,294.4067886352539,0.08400246500968933,0.7844946384429932,4.473359170436859,5.465371822727186,13.1683349609375,-2.3283064365386963e-09,2.082815170288086,2.4422178268432617
25,jammer_beamformer,-3.641471266746521e-08,9.853496837615968,56.11630096435547,0.0,113.35981674194336,0.07940857857465744,0.7744622826576233,2.207232120245695,2.762089962201715,8.292680740356445,3.67872416973114e-08,2.331169366836548,2.2107832431793213
26,bs_beamformer,-7.941853255033494e-08,5.301493501663208,56.388353729248045,0.0,46.86347579956055,0.11374083161354065,0.7469284534454346,2.4130752912368627,3.0470292957654608,10.603521347045898,8.381903171539307e-08,2.113417625427246,2.504291534423828
26,uav_trajectory,-1.1781230568885804e-08,3.6546924829483034,20.469758224487304,0.0,241.13788146972655,0.07871092110872269,0.7665972113609314,2.5657145389368137,3.4590677136692456,13.031804084777832,1.3737007975578308e-08,1.8922480344772339,2.1689040660858154
26,jammer_beamformer,-3.0017690733075145e-08,8.644525575637818,56.02381935119629,0.0,81.62341346740723,0.10165435075759888,0.7120503783226013,3.151713333327323,3.8813711965192215,10.923648834228516,2.9336661100387573e-08,2.3389809131622314,1.8581857681274414
27,bs_beamformer,1.0943040251731873e-07,3.380094051361084,56.33109817504883,0.0,47.1952579498291,0.17345309257507324,0.7751638293266296,2.6352503132000566,3.370216027006392,11.227458000183105,-1.0523945093154907e-07,1.6412386894226074,2.591352939605713
27,uav_trajectory,1.0523945093154908e-08,3.9713631868362427,20.425752449035645,0.0,222.31268005371095,0.09805445373058319,0.7922637462615967,1.7227377943197886,2.341067771197303,8.917609214782715,-3.725290298461914e-09,1.9546023607254028,2.3989169597625732
27,jammer_beamformer,8.800998330116271e-09,3.5281638860702516,55.90286712646484,0.0,388.0307952880859,0.0456065759062767,0.7292349338531494,4.416663115665316,5.340140955865342,12.293791770935059,-1.1641532182693481e-08,1.843311071395874,2.6882481575012207
28,bs_beamformer,-1.0547228157520294e-08,4.457275080680847,56.25407104492187,0.0,101.71630401611328,0.0675995945930481,0.7194859385490417,2.35168536614906,2.9993989726362056,9.752354621887207,8.381903171539307e-09,1.7839149236679077,2.8207321166992188
28,uav_trajectory,-3.052409738302231e-08,3.4769021034240724,20.38166332244873,0.0,272.9006317138672,0.07355183362960815,0.7386552095413208,1.6213585506975652,2.3599248228072183,11.464465141296387,2.9802322387695312e-08,1.8477421998977661,2.3706459999084473
28,jammer_beamformer,1.0174699127674103e-07,2.05170156955719,55.824022674560545,0.0,142.26928520202637,0.09206593036651611,0.739229679107666,2.757331731880084,3.4584821459230075,10.743254661560059,-9.685754776000977e-08,1.3257895708084106,2.860123872756958
29,bs_beamformer,-1.41095370054245e-08,4.690195560455322,56.1680290222168,0.0,170.33088073730468,0.059660714119672775,0.7730712890625,3.350519420411438,4.193017416741377,12.786107063293457,1.6763806343078613e-08,2.147139549255371,2.4622292518615723
29,uav_trajectory,-2.6077032089233397e-09,5.966492557525635,20.338035011291502,0.0,268.5005157470703,-0.020456526428461075,0.7134731411933899,2.8099286543950437,3.939160412978436,14.862201690673828,-9.313225746154785e-10,1.9210283756256104,2.053088903427124
29,jammer_beamformer,-3.406312316656113e-08,2.8276387453079224,55.74161224365234,0.0,481.52483825683595,0.0754895880818367,0.683440089225769,1.860858268013224,2.446163026151346,8.412837982177734,3.259629011154175e-08,1.6590971946716309,2.253612995147705
30,bs_beamformer,5.0989910960197445e-09,3.6162588596343994,56.11159172058105,0.0,124.516015625,0.044461093842983246,0.7293843626976013,3.780242264315486,4.707076895164642,12.16328239440918,-1.0244548320770264e-08,1.8981178998947144,2.0774173736572266
30,uav_trajectory,-5.685724318027496e-08,1.8597306609153748,20.287012672424318,0.0,303.3731918334961,0.05627403408288956,0.7626548409461975,1.8746027194360892,2.1712181035625733,6.523380279541016,5.681067705154419e-08,1.487326741218567,2.5825130939483643
30,jammer_beamformer,-8.987262845039368e-09,4.3036352634429935,55.66754302978516,0.0,101.0236888885498,0.04394238814711571,0.7692580819129944,5.34130226466991,6.37090354726456,14.434305191040039,3.259629011154175e-09,2.0644075870513916,2.524085283279419
31,bs_beamformer,-4.475004971027374e-08,2.6714796304702757,56.06837501525879,0.0,204.4124298095703,0.06381765007972717,0.72102952003479,1.9399770110920072,2.562701546320686,10.530191421508789,4.0279701352119446e-08,1.6230777502059937,2.4185521602630615
31,uav_trajectory,9.313225746154786e-11,4.044025611877442,20.22245388031006,0.0,382.3339080810547,0.06302884221076965,0.7455822825431824,1.6543506458004316,2.130176585962616,7.165557861328125,1.3969838619232178e-09,2.089060068130493,2.2194762229919434
31,jammer_beamformer,-1.0090880095958709e-07,9.31770486831665,55.57515907287598,0.0,429.52943115234376,0.1352580189704895,0.7738332152366638,2.7298998707216233,3.744575382042756,12.169219970703125,9.872019290924072e-08,2.6031272411346436,2.0799529552459717
32,bs_beamformer,9.778887033462524e-09,1.8106154084205628,56.01219635009765,0.0,77.11253967285157,0.08729767054319382,0.7164688110351562,1.660630938636139,2.1554194452453377,9.227580070495605,-6.51925802230835e-09,1.3612743616104126,2.9983134269714355
32,uav_trajectory,-1.0442454367876053e-08,3.6728697299957274,20.16626682281494,0.0,476.0576629638672,0.05740710347890854,0.7519729733467102,1.8892008473873139,2.395928210185877,8.286877632141113,1.0244548320770264e-08,1.9784828424453735,2.8299922943115234
32,jammer_beamformer,-7.902272045612335e-08,4.719524383544922,55.47653579711914,0.0,81.27834281921386,0.14409677684307098,0.7661677598953247,3.0357399793369697,3.990163700054605,13.586248397827148,7.869675755500793e-08,1.486539602279663,2.719346761703491
33,bs_beamformer,-8.242204785346985e-08,3.765967106819153,55.920101165771484,0.0,127.40413131713868,0.12762948870658875,0.6870088577270508,1.7718611124511807,2.355076232594779,11.573421478271484,8.475035429000854e-08,1.8109394311904907,2.3504090309143066
33,uav_trajectory,-7.445923984050751e-08,4.1404715299606325,20.11376667022705,0.0,322.75083618164064,0.12901529669761658,0.7633536458015442,1.7718176832199097,2.663203841381677,14.03266716003418,7.171183824539185e-08,1.5069576501846313,3.2192304134368896
33,jammer_beamformer,-2.209562808275223e-08,3.5280759572982787,55.356970977783206,0.0,180.37571868896484,0.09037613123655319,0.7181714177131653,3.7071726404749787,4.692478531035033,15.092405319213867,2.1420419216156006e-08,1.7864861488342285,1.9769021272659302
34,bs_beamformer,2.2584572434425352e-09,5.988624382019043,55.83390884399414,0.0,138.52745819091797,0.06994834542274475,0.7037962675094604,2.124504142511636,2.7425322315081453,9.80810832977295,-2.7939677238464355e-09,2.420804738998413,2.214632749557495
34,uav_trajectory,-1.3248063623905182e-08,3.9127712726593016,20.0625337600708,0.0,384.0906951904297,0.0602346695959568,0.7652621865272522,3.1017765029867492,3.626107683570991,8.553023338317871,1.3969838619232178e-08,2.026160478591919,2.2640016078948975
34,jammer_beamformer,-2.2584572434425352e-09,3.6033358573913574,55.24888687133789,0.0,138.88662567138672,0.11280554533004761,0.7301137447357178,7.06121520666033,8.267135444036597,17.23713493347168,-7.450580596923828e-09,1.8748186826705933,2.755382537841797
35,bs_beamformer,1.580920070409775e-08,4.443964147567749,55.74956283569336,0.0,121.8476058959961,0.1471289098262787,0.7247012853622437,1.3527612104737199,1.7851931111229873,8.64385986328125,-7.450580596923828e-09,2.0028069019317627,2.140587091445923
35,uav_trajectory,7.869675755500793e-09,5.293791961669922,20.014414024353027,0.0,397.38251037597655,0.006398221477866173,0.7507349848747253,2.7404380412002403,3.8640051447690764,14.000450134277344,-1.0710209608078003e-08,2.2875659465789795,2.0728182792663574
35,jammer_beamformer,-5.820766091346741e-09,4.65562891960144,55.13061752319336,0.0,160.99550247192383,0.14429883658885956,0.7376981377601624,2.713121767582372,3.67012874904576,12.029531478881836,3.725290298461914e-09,1.9295061826705933,2.253361940383911
36,bs_beamformer,5.606561899185181e-08,5.670230436325073,55.645504760742185,0.0,82.76891403198242,0.12339743971824646,0.7327003479003906,1.625164472879842,2.2811017804764733,10.643068313598633,-5.2386894822120667e-08,2.3411388397216797,1.9929152727127075
36,uav_trajectory,2.7939677238464355e-08,3.725365138053894,19.96383628845215,0.0,442.81004638671874,0.08588150888681412,0.7569704651832581,3.0712278775079174,4.094988802726484,13.746893882751465,-2.421438694000244e-08,1.9830034971237183,2.6920197010040283
36,jammer_beamformer,1.0523945093154908e-08,6.3364921569824215,54.99435539245606,0.0,141.85702819824218,0.04035802185535431,0.7534762024879456,2.676100495419465,3.8369499416211266,16.339458465576172,-1.30385160446167e-08,2.4533956050872803,2.0843586921691895
37,bs_beamformer,6.132759153842925e-08,3.3759841680526734,55.58277282714844,0.0,207.33672943115235,0.12113647907972336,0.7105174660682678,3.77427532212995,5.115009542724366,16.22471046447754,-5.448237061500549e-08,1.809718370437622,2.5189321041107178
37,uav_trajectory,7.033813744783402e-08,2.940557289123535,19.916097831726074,0.0,612.6344207763672,0.06326965987682343,0.770763099193573,2.4950592606713373,3.3837683317848604,10.458134651184082,-6.891787052154541e-08,1.8021427392959595,2.056746482849121
37,jammer_beamformer,2.3562461137771607e-08,3.853884053230286,54.85080795288086,0.0,150.51706085205078,0.04203902930021286,0.8005083799362183,5.900616727309301,7.609744605212133,20.056156158447266,-2.2351741790771484e-08,1.9180631637573242,2.4486546516418457
38,bs_beamformer,6.39352947473526e-08,2.6157957553863525,55.53505516052246,0.0,301.2685211181641,0.12526057660579681,0.7229418754577637,2.3466694073826075,3.1263538986137047,11.996667861938477,-6.891787052154541e-08,1.5962629318237305,2.645132064819336
38,uav_trajectory,3.91155481338501e-09,4.919588994979859,19.872965621948243,0.0,791.0381225585937,0.04500509053468704,0.7396935820579529,1.9393000463346641,2.721804668522282,11.78934097290039,-8.381903171539307e-09,2.203512668609619,1.7602403163909912
38,jammer_beamformer,7.799826562404633e-09,4.17486572265625,54.732534408569336,0.0,508.07036743164065,0.07113701105117798,0.7234117984771729,1.6174451755243353,2.290119838883861,13.479851722717285,-7.916241884231567e-09,2.0471010208129883,2.4255247116088867
39,bs_beamformer,-1.6577541828155518e-08,5.402594137191772,55.482398986816406,0.0,457.2062072753906,0.06462866067886353,0.7120388150215149,4.566776599429548,6.036078501500527,17.170513153076172,1.3969838619232178e-08,2.2254533767700195,2.8104312419891357
39,uav_trajectory,5.960464477539063e-09,4.3898241996765135,19.838430404663086,0.0,795.712109375,0.06422995775938034,0.7241532802581787,4.843142021824916,5.836969954441623,13.169891357421875,-7.916241884231567e-09,2.136711359024048,1.8261545896530151
39,jammer_beamformer,2.4097971618175507e-08,8.234219837188721,54.64670104980469,0.0,343.27502288818357,0.1332179605960846,0.7212421298027039,6.263072774342262,8.107374917532184,21.852413177490234,-2.7008354663848877e-08,2.6567111015319824,1.8875133991241455
40,bs_beamformer,1.5813857316970826e-07,4.6049463748931885,55.44750480651855,0.0,182.92676315307617,0.1049586683511734,0.6961536407470703,3.189490021125879,4.327983767227317,15.704269409179688,-1.601874828338623e-07,2.1387951374053955,2.372753620147705
40,uav_trajectory,-9.89530235528946e-09,4.053242444992065,19.801702117919923,0.0,767.8878662109375,0.06963343173265457,0.7247906923294067,2.3239550684591133,3.1687527144829772,13.29079818725586,5.122274160385132e-09,2.036273717880249,2.2209784984588623
40,jammer_beamformer,2.48197466135025e-08,6.646991539001465,54.50297508239746,0.0,173.59381713867188,0.10072346776723862,0.7922201156616211,2.6185111924894153,3.787544036601432,17.83603286743164,-2.468004822731018e-08,2.5388901233673096,1.7875560522079468
41,bs_beamformer,7.264316082000732e-09,3.113463306427002,55.40823097229004,0.0,282.1518249511719,0.10554904490709305,0.6945252418518066,1.6413505991827697,2.224211298770398,9.231155395507812,-6.51925802230835e-09,1.7953722476959229,2.2872278690338135
41,uav_trajectory,1.909211277961731e-08,3.770487141609192,19.76099510192871,0.0,852.9652954101563,0.014183443039655685,0.7428098320960999,2.443471225624283,3.497928585220642,12.578832626342773,-1.6763806343078613e-08,1.8798795938491821,1.8374619483947754
41,jammer_beamformer,-6.931368261575699e-08,2.6905858516693115,54.34029769897461,0.0,655.3244537353515,0.10194814205169678,0.743846595287323,3.640304414037615,5.427828027608955,25.019105911254883,7.171183824539185e-08,1.633304476737976,2.22247314453125
42,bs_beamformer,-5.024485290050507e-08,2.6133506059646607,55.35258522033691,0.0,143.6410804748535,0.08454270660877228,0.6779018640518188,5.338582752959803,6.959851326046213,17.364858627319336,4.7497451305389404e-08,1.552094578742981,2.349252939224243
42,uav_trajectory,-2.3515895009040833e-08,4.491598510742188,19.721926307678224,0.0,1087.9880249023438,0.10597307980060577,0.7470890283584595,3.175526042878628,4.107312260166685,12.78488826751709,2.0954757928848267e-08,1.8687664270401,2.065861225128174
42,jammer_beamformer,8.847564458847046e-09,3.125591778755188,54.193566131591794,0.0,1290.1665588378905,0.05271810665726662,0.6833175420761108,9.84231006855145,11.759491628301648,26.00703239440918,-9.313225746154785e-09,1.7250117063522339,2.066983938217163
43,bs_beamformer,-4.097819328308106e-09,5.396604681015015,55.26618003845215,0.0,277.6158920288086,0.13062965869903564,0.6819661855697632,3.1800438944194465,4.2268182066364455,17.138248443603516,4.6566128730773926e-09,2.1693804264068604,2.259728193283081
