episode,global_step_relay,global_step_jammer,fading_model,control_mode,user_mobile,use_los_model,observation_mode,agent_obs_mode,normalize_observations,enable_ntn,satellite_altitude_km,relay_epsilon,jammer_epsilon,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,relay_q_entropy,jammer_q_entropy,relay_loss,jammer_loss
11,2200,2200,rician,velocity,False,False,full,split,True,False,500.0,0.94777375,0.94777375,971.7649993958175,4.858824996979088,9.67997758697416,6.524652449423501,5.568234016052322,111.36468032104642,2.5227380081734805,0.23,200,50.152430360346415,50.766794626415034,12.012778378811216,22.285179414782892,103.99413495398252,397.02827418805924,660.5414214449028,941.4257653674067,4.550552124118853,4.550552124118853,0.0,1.8916702580451965,2.777654238343239,21.30001516819,10.238769370913506
12,2400,2400,rician,velocity,False,False,full,split,True,False,500.0,0.94302375,0.94302375,768.0704682036272,3.840352341018136,8.004708609285458,7.834757199750285,4.113900625818356,82.27801251636714,2.5170702402545277,0.25,200,49.26679662164686,45.4958676216247,39.23510060688143,31.320318006260166,806.8628050300563,340.0778612249634,247.4367686627252,410.11273756808436,4.514164499260478,4.514164499260478,0.0,2.136191529929638,2.524069958329201,17.573671040534972,14.107024763226509
13,2600,2600,rician,velocity,False,False,full,split,True,False,500.0,0.93827375,0.93827375,1053.8317290459756,5.269158645229878,9.006690938712591,5.651662342696095,5.69195815725415,113.839163145083,2.53518152285262,0.26,200,54.69971253742969,52.21406049058031,32.84972566444069,13.727650926669988,399.12428808630625,84.63708433867899,568.3316211062125,618.3743976013197,4.604764011413838,4.604764011413838,0.0,2.349915337562561,2.61274363681674,20.69642405986786,22.081897386312484
14,2800,2800,rician,velocity,False,False,full,split,True,False,500.0,0.93352375,0.93352375,709.7469314769838,3.548734657384919,8.261917503653294,6.894832546139039,4.448235120655888,88.96470241311778,2.6125794633107855,0.2575,200,65.68985718270773,72.24759402429454,17.053748380163867,46.58941306144902,655.4215377433005,512.3651105956886,424.5085588867973,769.8300605461837,4.593583376359699,4.593583376359699,0.0,2.156426890492439,2.216871382333338,27.233639917373658,24.890169230699538
15,3000,3000,rician,velocity,False,False,full,split,True,False,500.0,0.92877375,0.92877375,786.6613213964206,3.9333066069821028,7.730557180621887,5.121622829051139,5.2283475985519425,104.56695197103888,2.4976157089819906,0.27,200,40.936894101394174,44.68002293353997,5.039182551680542,25.846153228302036,951.9200892433695,493.3447077407635,685.3305616904294,389.9696317208419,4.635900991172516,4.635900991172516,0.0,2.32925847530365,2.6702264779806137,25.204566450119017,31.876839370727538
16,3200,3200,rician,velocity,False,False,full,split,True,False,500.0,0.92402375,0.92402375,839.6371539325809,4.198185769662905,7.695136515695752,6.5340685481889595,4.770682310625867,95.41364621251735,2.491330505858544,0.2525,200,39.73576337974874,39.52108267659809,24.837297165565946,9.609938710355001,1001.3483910963162,492.5864637993329,387.6014212622834,230.83232243645608,4.64432482363835,4.64432482363835,0.0,2.4703913986682893,2.8203101816773413,27.43576870203018,32.41466753602028
17,3400,3400,rician,velocity,False,False,full,split,True,False,500.0,0.91927375,0.91927375,1237.5656981006036,6.187828490503018,9.509887233976867,5.634747153523279,6.529521978607937,130.59043957215874,2.5225914474511977,0.27375,200,62.319322900289215,37.43092458330501,31.810269528552194,8.525797129403914,53.2779250524211,436.0680156011921,423.2245589822137,120.1209793762324,4.755218773930678,4.755218773930678,0.0,2.2580460250377654,2.466155518591404,31.24672536611557,50.96248457670212
18,3600,3600,rician,velocity,False,False,full,split,True,False,500.0,0.91452375,0.91452375,1180.3101270877833,5.901550635438916,9.59917203799705,5.822379600908363,6.207452461494177,124.14904922988353,2.5252269880099454,0.30375,200,43.36306729416562,55.457072112189564,14.065014804401278,2.244489892947295,253.7822286235165,163.8804033593522,236.4292138272916,351.70402421890395,4.835898423239761,4.835898423239761,0.0,2.1925397968292235,2.4389135056734084,38.051382431983946,60.235805203914644
19,3800,3800,rician,velocity,False,False,full,split,True,False,500.0,0.90977375,0.90977375,900.7919342869044,4.503959671434522,8.86367015937419,6.742467917736132,4.97625636446202,99.5251272892404,2.565789807081379,0.25,200,64.63660202171555,59.05609495434725,50.22528484651098,22.49251931225596,367.13239860789514,525.0694545469008,564.4976269505365,744.8741718209606,4.8432856833040905,4.8432856833040905,0.0,2.077297379374504,2.036580324396491,47.10783010005951,71.87592623710633
20,4000,4000,rician,velocity,False,False,full,split,True,False,500.0,0.90502375,0.90502375,551.6933298813452,2.758466649406726,8.884609411037934,9.176857250453933,3.1714465770735614,63.428931541471236,2.5277300548043584,0.28,200,50.894527764132135,48.45878637911327,22.89068439033601,21.19229737161827,391.4684760160317,397.50876950859487,167.3811424080863,1039.0469007382071,4.759693727992564,4.759693727992564,0.0,2.3110032325983045,2.3348057614266873,42.43300782680512,82.93402788162231
21,4200,4200,rician,velocity,False,False,full,split,True,False,500.0,0.90027375,0.90027375,213.6637679625163,1.0683188398125814,7.7145040745505975,9.215590462265945,2.617546368217865,52.3509273643573,2.501853751431247,0.26875,200,32.40665917446392,53.60351746080568,6.5382512848838665,22.866578368405406,1016.4580718157565,610.6453954367216,154.16309377803125,719.4772078646,4.649763156588957,4.657686710860435,0.007923554271478395,2.198650630712509,2.3040111517906188,40.92104351520538,77.13267266273499
22,4400,4400,rician,velocity,False,False,full,split,True,False,500.0,0.89552375,0.89552375,984.3583489276713,4.921791744638356,8.684970535356284,6.691264394875203,5.27941412433198,105.5882824866396,2.524890397342324,0.2675,200,46.18690053917446,51.54714320776832,4.590165739331275,23.595728874628136,417.1736045119876,612.0419532707782,217.09908626508386,280.13626814706345,4.70660847226865,4.6859470478364145,0.02066142443223562,2.274700431227684,2.3798836040496827,52.451173939704894,119.41699900150299
23,4600,4600,rician,velocity,False,False,full,split,True,False,500.0,0.89077375,0.89077375,1151.1943777874153,5.755971888937077,8.480534626496299,4.677147600471413,6.03515739104836,120.7031478209672,2.563928433364723,0.26125,200,63.72065830248209,58.103560337224,24.775205708847572,10.768271409823901,584.3014884261412,286.0010402045268,650.8943813651629,177.20432122462705,4.793056856745109,4.744608367106499,0.04844848963860926,1.8719187279045582,1.9774953059945255,55.52416647195816,75.68170333623885
24,4800,4800,rician,velocity,False,False,full,split,True,False,500.0,0.88602375,0.88602375,833.3730827251675,4.166865413625837,9.135515648341922,7.633923776221724,4.464392138491343,89.28784276982685,2.532582962182512,0.295,200,42.53962615763007,58.22609974832049,12.36725278012886,31.21454921300266,338.8849858089118,277.0876874727777,139.55980389001263,539.6907694327056,4.89922724330654,4.732932690914201,0.1662945523923387,2.1817068958282473,1.950056652543135,50.670032587051395,132.22266875982285
25,5000,5000,rician,velocity,False,False,full,split,True,False,500.0,0.88127375,0.88127375,882.7233267646277,4.413616633823138,9.16869524279877,7.125216414773065,4.748674073751508,94.97348147503018,2.5220056965342037,0.26875,200,45.05628196279618,48.296811073340145,16.35254330501227,4.578308163274376,386.7847164123861,126.65600686903194,264.2163981756015,746.9658687151912,4.906919055630827,4.733562346227694,0.17335670940313364,2.190115679502487,2.259254981279373,57.28384387969971,125.60809505462646
26,5200,5200,rician,velocity,False,False,full,split,True,False,500.0,0.87652375,0.87652375,1036.829926548105,5.184149632740525,8.94271636497207,6.548565962402974,5.495837522195871,109.91675044391742,2.534978148291332,0.2675,200,65.43348271783783,35.59506225539027,41.082301000638545,2.7110895455592803,384.5396682867337,286.30011589124746,286.4006209043005,351.4042424122516,5.045872883626679,4.7628806222264695,0.28299226140020917,1.9849434652924538,1.9973798306286334,71.98557002067565,148.57524540424347
27,5400,5400,rician,velocity,False,False,full,split,True,False,500.0,0.87177375,0.87177375,847.9121833775022,4.239560916887511,7.997116819537312,5.478424500669778,5.033310231994895,100.66620463989788,2.57820571421957,0.28125,200,76.38519314190036,47.06228956365608,42.78169815533124,13.18861888166201,838.4948353479557,341.1097219513611,424.6218229120981,676.3816251472654,5.043029929261733,4.772896533699374,0.27013339556235927,2.0335032024979594,2.024298321530223,82.88353793144226,197.1413041114807
28,5600,5600,rician,velocity,False,False,full,split,True,False,500.0,0.86702375,0.86702375,1056.0898879585768,5.280449439792884,8.163716823035116,5.033704419744325,5.585633887710713,111.71267775421427,2.524068996618456,0.28375,200,46.7648962302512,44.79102374283315,21.465011645089696,7.335422163311215,712.2917454370443,317.94250574300935,819.9615891153135,206.46176506049923,5.069812339495357,4.801922867771208,0.2678894717241489,2.26974493175745,2.33214362680912,85.74561722278595,179.52927215576173
29,5800,5800,rician,velocity,False,False,full,split,True,False,500.0,0.86227375,0.86227375,1241.2536752743288,6.206268376371644,9.472383083248861,4.59424816638723,6.7209496574667575,134.41899314933514,2.5163417723616863,0.28,200,43.05065461588273,50.30228692994103,19.212465961485083,11.393689052208284,283.0111420521684,279.6570629274817,757.1948959508737,241.43801642855928,5.103754999071311,4.868096205346916,0.23565879372439547,1.944833723306656,1.641143940957263,104.51922057151795,193.15160486221313
30,6000,6000,rician,velocity,False,False,full,split,True,False,500.0,0.85752375,0.85752375,1244.2939787275427,6.221469893637714,9.650830105423399,4.3177353660853095,6.992597443507268,139.85194887014538,2.5380193839479457,0.27,200,50.05085901857148,56.648396124737594,30.91011424172763,32.341473684394934,128.79797198672088,392.75137608245973,699.1725094419456,284.3420000535265,5.183977402465638,4.938912913285594,0.2450644891800442,1.932844648361206,1.4185109631717205,92.24560621738433,200.3009594297409
31,6200,6200,rician,velocity,False,False,full,split,True,False,500.0,0.85277375,0.85277375,1094.3823403269341,5.471911701634671,8.96371197508874,5.3856746281547885,5.752099786096246,115.04199572192493,2.5568221371297972,0.25625,200,57.50432886313966,55.19797103699011,43.98862581343954,34.54698462795157,393.3149730677295,116.13320604571976,835.7460553075573,732.3575000167123,5.193170690967835,4.965144747892389,0.22802594307544588,2.0667226260900495,1.582440512003377,115.0318558216095,256.9020929431915
32,6400,6400,rician,velocity,False,False,full,split,True,False,500.0,0.84802375,0.84802375,485.26426810549617,2.426321340527481,8.824491197202855,12.501193633903922,2.7110360627512735,54.220721255025474,2.609071238185614,0.23,200,78.3723668326332,59.42488027452062,48.15332998042927,10.32293290982997,433.22563689259124,197.55714006339858,42.14766322903994,231.61725460329995,5.123027462814481,4.89470385148173,0.22832361133275114,2.120244538187981,2.265614352077246,127.61796150207519,303.41260122299195
33,6600,6600,rician,velocity,False,False,full,split,True,False,500.0,0.84327375,0.84327375,1115.5506130553038,5.577753065276519,8.161969047715463,4.202880627718856,6.11662729099028,122.3325458198056,2.565325952645689,0.2875,200,45.51788264141546,67.91927933937079,17.34508423654725,50.61933709022092,713.0871100513614,362.6698599604674,655.7284099431612,109.75363251888778,5.144260919501288,4.931731834497142,0.2125290850041459,1.7993965188413859,1.5166612012684346,135.77758591651917,280.74214158535005
34,6800,6800,rician,velocity,False,False,full,split,True,False,500.0,0.83852375,0.83852375,656.0685304482097,3.2803426522410484,9.028714716157122,9.586415610703764,3.7912970637142047,75.8259412742841,2.5658538796911885,0.245,200,54.82565345043147,64.0761074356258,36.90117427387757,29.000730431221683,407.9802148482004,161.10353161557896,167.11491625042635,530.2148554226845,5.111414016654204,4.8981896353564665,0.2132243812977377,1.9107883912324906,2.036042187511921,120.04701357841492,325.0540412330627
35,7000,7000,rician,velocity,False,False,full,split,True,False,500.0,0.83377375,0.83377375,1033.5459326667085,5.167729663333542,9.494522911379713,6.822598538165775,5.444196179602516,108.88392359205031,2.537451158065864,0.29375,200,53.38683510439347,53.20674073780947,6.752871126751291,12.307563798663786,271.85952018606133,176.8613550137572,209.35129805140724,499.527344773437,5.122206445706732,4.913789822334926,0.20841662337180633,1.7756408366560936,1.513014130294323,141.34439477920532,306.442815618515
36,7200,7200,rician,velocity,False,False,full,split,True,False,500.0,0.82902375,0.82902375,1063.326722240819,5.316633611204095,9.144428413875275,5.617258892834243,5.67211508042497,113.4423016084994,2.560441518263584,0.28375,200,54.82575502344837,62.541471647591734,24.505946726870338,42.73347244449137,342.4255481655404,305.8837349463635,521.5847908576698,796.4717706644515,5.167278084196687,4.934854412837427,0.23242367135926045,1.687571035325527,1.6908280452201143,145.89193851947783,369.65845125198365
37,7400,7400,rician,velocity,False,False,full,split,True,False,500.0,0.82427375,0.82427375,1297.6787165386304,6.488393582693152,9.565794417331984,5.228624217591304,6.795660511193308,135.91321022386617,2.556387130703937,0.2725,200,59.84823549767018,58.7395252132508,25.041924026879997,25.28818646769102,144.20787727478134,419.3352278288392,409.0898121083757,129.79996306187243,5.180585010825956,4.985146469549748,0.19543854127620808,1.7078145027160645,1.1848030788754114,196.9147721529007,410.51454999923703
38,7600,7600,rician,velocity,False,False,full,split,True,False,500.0,0.81952375,0.81952375,1309.189826531517,6.545949132657585,9.448876240788778,5.0968086965421096,6.823611051044806,136.47222102089614,2.550979269917392,0.27375,200,52.62364556403489,61.42300353245514,35.676646802642935,29.563994914142295,286.89558415622685,144.2444664335978,347.62080515323663,132.59665518551517,5.2113929403034875,5.0335271164311965,0.177865823872291,1.6198812846839428,1.4893770501762629,159.6501157951355,372.2398972463608
39,7800,7800,rician,velocity,False,False,full,split,True,False,500.0,0.81477375,0.81477375,1058.6325573061015,5.293162786530507,8.619626739018383,5.220031156553316,5.573231823163586,111.46463646327172,2.5719088312104166,0.26125,200,62.75239112049478,51.87642965156008,38.44514756845165,11.959358125706354,512.8183672650897,361.32515786580933,815.3699331767336,724.7642646393906,5.241241713238566,5.047365698655104,0.19387601458346193,1.8869996604323387,1.375962797478698,159.51816586971282,455.35519616127016
40,8000,8000,rician,velocity,False,False,full,split,True,False,500.0,0.81002375,0.81002375,1221.9947269505474,6.109973634752737,8.38901451703934,3.8464084810453767,6.418932000788853,128.37864001577708,2.563362805207386,0.2925,200,52.048470337594146,60.45437320046988,27.921966297282058,24.188373850637284,613.4520904930735,202.7442351567629,672.3477999740714,92.51490078988076,5.40361598442433,5.081654856208447,0.3219611282158832,1.8281553196907043,1.284805023521185,201.45949505329133,364.7822512435913
41,8200,8200,rician,velocity,False,False,full,split,True,False,500.0,0.80527375,0.80527375,725.2939699761948,3.626469849880974,8.51357249929715,8.269224763446427,3.9210299766963184,78.42059953392636,2.5709915958853857,0.28875,200,49.53407910064104,65.85036971159607,30.81140285428619,21.19615647566161,550.5439703002936,323.5746428517829,139.3457595833478,483.5391174598591,5.468790164848253,5.053346932317908,0.415443232530345,1.640556693971157,1.4447766607999801,212.30496301651002,428.14348298072815
42,8400,8400,rician,velocity,False,False,full,split,True,False,500.0,0.80052375,0.80052375,974.866612406549,4.874333062032745,8.209969533728676,5.477884660571083,5.166206232090115,103.3241246418023,2.551184632540844,0.2875,200,56.00169918499064,55.33679824441499,12.901957821873435,17.06015655753089,692.3670884713098,533.630942218644,559.506606053982,724.5076008259749,5.46312977023616,5.05603405850296,0.4070957117331995,1.9563379985094072,1.5939493206888438,185.95211495399474,453.0534742355347
43,8600,8600,rician,velocity,False,False,full,split,True,False,500.0,0.79577375,0.79577375,1126.7806657254503,5.633903328627252,8.681574697916574,5.321896240494851,5.9124836894045485,118.24967378809097,2.558722491987486,0.28,200,47.42270275612486,66.05559358584875,10.285516585396955,41.832011663893375,501.1929574135467,331.185328031627,490.83567218836816,332.3434532089812,5.456996085153969,5.075951491779741,0.38104459337422814,1.6173781080543994,1.2395900047756732,273.79387239933016,536.3482370567322
44,8800,8800,rician,velocity,False,False,full,split,True,False,500.0,0.79102375,0.79102375,1209.9790446226016,6.049895223113008,9.286287674634812,4.76401871626595,6.35537803844518,127.10756076890361,2.5482618488960878,0.26875,200,56.51379520576564,59.126848564653116,7.000044317719155,30.552523178394356,131.5290546809611,494.5266568544952,781.5318027640337,549.9601609662001,5.551545380151661,5.105029367840319,0.4465160123113421,1.697655912488699,1.2508867129310965,209.41919485092163,561.0806780529023
45,9000,9000,rician,velocity,False,False,full,split,True,False,500.0,0.78627375,0.78627375,1162.0224648973492,5.810112324486746,8.551310527983157,4.615145571695645,6.0857251964990065,121.71450392998014,2.5259505384957133,0.2975,200,51.47596774356592,51.39727776140598,22.08524826180147,21.795837722624405,517.9547451648926,409.0266617956717,438.14411155483396,370.3942142154319,5.618397936289036,5.126822608477179,0.49157532781185775,1.6738429659605025,1.376589138545096,254.71970650672912,626.3166962718964
46,9200,9200,rician,velocity,False,False,full,split,True,False,500.0,0.78152375,0.78152375,834.2962644746037,4.171481322373019,9.094876268605095,6.687364325453859,5.183778605292802,103.67557210585605,2.573144958371454,0.27625,200,52.60879148881655,66.56099017343683,12.82361603764354,21.946387350120872,344.845641176597,494.9457272827205,196.91563137450316,463.7323297956907,5.602794990443884,5.128060782320997,0.4747342081228867,1.61109400190413,1.626117959395051,284.6229665327072,649.0267097187042
47,9400,9400,rician,velocity,False,False,full,split,True,False,500.0,0.77677375,0.77677375,821.9353610605741,4.109676805302871,8.157305406162543,4.404976586144596,5.308882185158217,106.17764370316434,2.710086255615982,0.295,200,91.0484512040035,70.6884390353088,57.30801937104148,57.42683391092874,716.7649867620402,621.2176187976006,719.0624139982073,1228.8454097676047,5.616573588102049,5.131908046211151,0.48466554189089806,1.2625201743096113,1.5659446692466736,271.4642962026596,728.394544057846
48,9600,9600,rician,velocity,False,False,full,split,True,False,500.0,0.77202375,0.77202375,857.8233598309314,4.289116799154657,9.012856152794653,6.352252456088253,5.214991655705269,104.2998331141054,2.568620793398239,0.27125,200,58.41348039137054,64.58582586035092,24.55835078792418,20.905404402027315,376.6360918307214,231.34890075143213,324.25677522744763,730.0273244824185,5.598041476501777,5.133638954742278,0.46440252175949936,1.5162806881032884,1.2179530405532568,305.97232414245605,691.7696644115448
49,9800,9800,rician,velocity,False,False,full,split,True,False,500.0,0.76727375,0.76727375,1023.6067810418714,5.118033905209357,8.110143826062712,3.9939641713051817,6.078821961602048,121.57643923204095,2.5344263204569253,0.2925,200,52.5248134896352,49.27096671731784,26.439742489230547,19.64513115520799,693.5635054038482,618.667402943998,743.4633540510476,106.61673057249733,5.565935091708541,5.152928403861865,0.4130066878466758,1.811886192858219,1.1199383353069425,315.4665152645111,526.6549125385285
50,10000,10000,rician,velocity,False,False,full,split,True,False,500.0,0.76252375,0.76252375,931.7622624416693,4.658811312208346,8.122297567082805,5.652549243537828,4.981167601986956,99.62335203973913,2.5113642218726326,0.245,200,49.05427008605659,46.06610586699051,15.375552247558826,17.392112048030906,717.8878849026664,316.26896249648934,1026.9429488093122,577.2802370435062,5.465363599632525,5.149493187824366,0.31587041180815856,1.7394198712706566,1.465191117748618,314.86443735599516,812.4722122573853
51,10200,10200,rician,velocity,False,False,full,split,True,False,500.0,0.75777375,0.75777375,919.3880147922355,4.596940073961178,9.044281600573122,7.063602347069162,5.043055016172324,100.86110032344646,2.56813660452889,0.26,200,75.2181439532035,44.87224659747801,18.412907773809433,24.029677082263216,350.83033650804816,450.9440033691472,266.66446720618325,512.9242536694603,5.429911361136328,5.147406164850797,0.2825051962855305,1.7474343933165073,1.5578728231863352,327.07576302528383,812.4275863456726
52,10400,10400,rician,velocity,False,False,full,split,True,False,500.0,0.75302375,0.75302375,996.9549532630106,4.984774766315053,8.089160030411204,5.349299009970351,5.277663388047042,105.55326776094086,2.672864589486042,0.2975,200,98.31558388796572,62.05175975336843,79.91383371698238,26.42360424563612,793.1120521511906,490.8539557942621,510.48178374931547,563.5131071611183,5.558242727401117,5.1499111114507246,0.40833161595039247,1.7945705902576448,1.2221248894860037,263.11901584625247,737.7299617290497
53,10600,10600,rician,velocity,False,False,full,split,True,False,500.0,0.7482737500000001,0.7482737500000001,1336.9812024925627,6.684906012462814,9.409258879011272,4.56647560983123,6.96097685800337,139.2195371600674,2.538574586544831,0.28375,200,50.16959314518954,56.099352554410586,12.632127616440844,32.48860401263866,307.7033456613086,202.92857114977252,367.06518851455286,143.00315104099192,5.600460205751771,5.184082163272473,0.4163780424792982,1.6825295670330525,1.1665731295454316,367.93759704113006,974.5681226348877
54,10800,10800,rician,velocity,False,False,full,split,True,False,500.0,0.74352375,0.74352375,882.2360660988805,4.411180330494402,7.970100759097021,4.710886217629502,5.342600102259514,106.85200204519029,2.526068975773848,0.295,200,54.953261063446575,41.43639267227167,23.3318575773657,18.51060257777246,781.3978360248832,582.8264748125805,483.41445770193803,600.3605572442975,5.6780253576790365,5.187017680661121,0.49100767701791526,1.8847796343266965,1.3223798968270422,310.4388844656944,797.7284417915345
55,11000,11000,rician,velocity,False,False,full,split,True,False,500.0,0.73877375,0.73877375,872.1934143446499,4.360967071723249,7.742872628373591,3.9784012658560197,5.502133930550459,110.04267861100918,2.6551075777114774,0.29,200,67.86855562743004,76.54519586162027,29.310559798141774,58.86775394167197,964.3362990816461,522.704227812298,676.7797362920487,766.5541510640111,5.6809222452264345,5.192747067022746,0.4881751782036883,1.9908985480666161,1.1522336838569027,342.3068183326721,842.0275477313995
56,11200,11200,rician,velocity,False,False,full,split,True,False,500.0,0.73402375,0.73402375,900.8706424938697,4.504353212469349,7.974074687326031,5.940003953565237,4.816600352279186,96.33200704558372,2.551822362189083,0.225,200,64.24184256646284,54.80208006381023,46.52704016259184,34.40364953509485,789.7611756314805,355.01099297117383,853.920039928127,599.3455923253957,5.638146508819146,5.186030161402326,0.45211634741681994,1.4784321568906307,1.141516662123613,372.4690077829361,815.9671688747407
57,11400,11400,rician,velocity,False,False,full,split,True,False,500.0,0.72927375,0.72927375,897.7912906872017,4.488956453436009,8.62863897587168,6.99020377554865,4.791800758839488,95.83601517678976,2.619230791518083,0.26375,200,72.13826320091069,70.38852910715535,50.14264118580166,21.479049818674458,536.73017289757,461.78130392925414,346.0149716936826,625.0327263637282,5.5379535212014535,5.179113856094205,0.3588396651072481,1.700497545748949,1.612044774084352,358.1573111438751,894.8516794013977
58,11600,11600,rician,velocity,False,False,full,split,True,False,500.0,0.72452375,0.72452375,1045.1591940104445,5.225795970052222,8.14967416145971,4.565849015559534,5.537477926252204,110.74955852504408,2.756749684302881,0.28,200,115.4397629473315,53.46585922434722,98.74562395982255,3.730874861785468,693.7887635435379,356.3980371964009,937.7936301824893,884.7732269245703,5.4736468649618235,5.1852925469589985,0.28835431800282496,1.766537228524685,1.686129483655095,318.3038277816772,1000.7672380256653
