episode,reward,secrecy_total,secrecy_target,secrecy_user,pd_target,pd_eaves,crb_target,p_bs_tx,p_jam_tx,noma_a_far,constraint_satisfaction,assr,pd_combined,combined_utility,crb_feasible
27,6.0130433718477745,33.438423005292094,10.978858843658328,22.459564161633764,0.7288969690497443,0.44685449634166935,2.854338989304554,0.7270617790502806,0.9683140692944903,0.56054512220472,1.0,0.15245604541835228,0.5878757326957068,0.3701658890570295,1.0
28,6.513631314731142,10.961185758482959,6.27598999366091,4.685195764822048,0.8453405743245754,0.44858183873563384,0.4757449532923165,0.5598312918915609,0.9830487402939887,0.5629004256277306,1.0,0.049975414019070206,0.6469612065301047,0.34846831027458747,1.0
29,6.464898885228041,58.74642941204877,31.849967799881995,26.896461612166785,0.7731243351435075,0.47267124511179937,0.6660091705857832,0.6286049812545157,0.9568251829318987,0.5588926289109375,1.0,0.26784302325477144,0.6228977901276535,0.4453704066912124,1.0
30,6.491720196633139,16.12926258555785,8.790483629207834,7.338778956350017,0.7901552658563682,0.4952340065587012,0.5098577652526346,0.6384096200406304,0.9721322101177409,0.5588109455849614,1.0,0.07353826431704528,0.6426946362075348,0.35811645026229,1.0
31,6.711382368726042,13.71560334320371,5.471305431410221,8.24429791179349,0.831489559968079,0.49977075954068634,0.46876387623210636,0.6454599150114578,0.9655593753981183,0.5680586787867277,1.0,0.06253365016348515,0.6656301597543827,0.3640819049589339,1.0
32,7.37622012339542,14.099008927179828,7.923145489134143,6.175863438045683,0.7451950920037682,0.7187248331780987,1.2474279708856015,0.6438124870665348,0.9567853784667211,0.563298480916844,1.0,0.06428171403345478,0.7319599625909334,0.39812083831219414,1.0
33,6.627226136473815,12.709220188289311,11.89660100345544,0.8126191848338692,0.5938736641964388,0.7213637197890843,1.11338553578285,0.6546528111926163,0.9776276283565078,0.5588755271495527,1.0,0.05794524011945849,0.6576186919927616,0.35778196605611,1.0
34,6.786352755504097,13.093075474051181,10.486221805044456,2.6068536690067257,0.6302846488814028,0.716469752456088,0.5375188479628458,0.6630293588079879,0.9518991159794707,0.5589763295697752,1.0,0.05969535431805346,0.6733772006687454,0.36653627749339945,1.0
35,6.751954557955548,4.567904255955133,3.2280682605736155,1.339835995381518,0.6637883927643586,0.6829336508548702,0.7073413872553334,0.6642170412948354,0.9768265726791687,0.5653798690973817,1.0,0.02082647912559647,0.6733610218096144,0.34709375046760543,1.0
36,7.225455383938561,5.260651601186,4.144767809469742,1.1158837917162583,0.7953422861007642,0.6455235190767442,1.0198891916608368,0.6642836034996612,0.9680365762430905,0.5595292145892627,1.0,0.02398492713946498,0.7204329025887541,0.37220891486410956,1.0
37,6.925384584405205,10.042847140726227,9.255189843173113,0.7876572975531132,0.7290654491977124,0.6479452127540419,0.6085961206481721,0.5597411519565816,0.9707403592853344,0.5602814866288621,1.0,0.0457884260742144,0.6885053309758772,0.3671468785250458,1.0
38,7.286030213458275,8.494525255055729,8.007578943749008,0.4869463113067204,0.7287006698347256,0.7216827054150758,0.3804927326043749,0.5956156526670853,0.9583647156314283,0.5647764461618415,1.0,0.038729150830084255,0.7251916876249007,0.38196041922749246,1.0
39,6.398456515937803,9.12760619778214,7.28211322591825,1.8454929718638886,0.6485978194066161,0.6237623358052997,0.8545013447919155,0.66567256522769,0.9584684174758115,0.5673064543593711,1.0,0.04161556138068097,0.6361800776059578,0.33889781949331943,1.0
40,6.717050246981289,3.074656932346815,2.7629467770607588,0.31171015528605617,0.6454257369601573,0.695514796940257,0.5481107557601909,0.7483715375527074,0.9788462550682444,0.5543341962065369,1.0,0.014018305733183994,0.6704702669502072,0.34224428634169557,1.0
41,7.2571934002014,3.891100007172527,3.4016812625387645,0.4894187446337626,0.7444828983509244,0.7038305121145629,0.3830769775309214,0.6211327472554414,0.9800428468809301,0.5629342953530607,1.0,0.01774072058742005,0.7241567052327437,0.37094871291008186,1.0
42,7.0102542269383115,9.012388547074936,7.790008536387155,1.2223800106877805,0.7097191007972186,0.6850931375974437,0.466302167490094,0.610599114355826,0.9696521822248249,0.5582254676866122,1.0,0.04109024870710084,0.6974061191973311,0.369248183952216,1.0
43,6.924302736633503,6.647688967567282,4.646758606089094,2.000930361478188,0.7311598238971391,0.6483614054899748,0.745562362410222,0.6163348640455679,0.9766050132463737,0.5610101306286787,1.0,0.0303088567007517,0.6897606146935569,0.3600347356971543,1.0
44,7.409169643198679,7.79912232204655,6.304113464442528,1.4950088576040215,0.7818063362345621,0.6937634615274664,0.36256674231728403,0.7102326675687077,0.9556557363730585,0.5579592658580851,1.0,0.035558595175527105,0.7377848988810143,0.3866717470282707,1.0
45,6.875401789576654,9.862017891583333,9.042381949513501,0.8196359420698318,0.7052737015994955,0.661885640560442,0.5620739885822619,0.6573712137145001,0.9649474212787614,0.5587147758911055,1.0,0.044963969962275974,0.6835796710799688,0.3642718205211224,1.0
46,6.722304355122044,5.714000433401286,4.892905469515223,0.8210949638860632,0.6615360602339568,0.6783354166160684,0.802033342514138,0.6221495271173576,0.9659989269799739,0.5589237019521415,1.0,0.02605188377027356,0.6699357384250126,0.3479938110976431,1.0
47,6.819776300993708,10.423860955081341,7.980338578391165,2.443522376690176,0.7387323248097512,0.6168506562302093,0.5387552064755157,0.6020203834075402,0.966013524911064,0.5599317695421564,1.0,0.047525585131540454,0.6777914905199802,0.36265853782576035,1.0
48,7.0888783612083985,11.432958245243523,10.709626156385005,0.7233320888585194,0.7674950324015907,0.6410978698038858,0.4642602571480884,0.6664650342614271,0.9767103857130396,0.560574741547867,1.0,0.052126369752159486,0.7042964511027383,0.3782114104274489,1.0
49,7.393249821671461,10.517827426054605,9.310999447604337,1.2068279784502682,0.7940248995024266,0.6761773132996572,0.40140626901025966,0.6289314169378397,0.98090847735692,0.5569374387602624,1.0,0.04795400714666464,0.735101106401042,0.3915275567738533,1.0
50,7.012104749982597,7.1977343828222,5.486517868019909,1.711216514802291,0.7715434851617525,0.6250963591750287,0.3398966799562639,0.7035301351152248,0.9686463777186963,0.5666878061735937,1.0,0.032816682766502125,0.6983199221683907,0.3655683024674464,1.0
