episode,reward,secrecy_total,secrecy_target,secrecy_user,pd_target,pd_eaves,crb_target,p_bs_tx,p_jam_tx,noma_a_far,constraint_satisfaction
28,-168.1000328418489,0.0058335968904584855,0.0058335968904584855,0.0,9.09470249052738e-09,8.070611985056746e-07,170791.02817501785,3.475375798097878,0.45359373824623994,0.7383135106151065,1.0
29,-150.8967113412887,0.006189906313314687,0.006189906313314687,0.0,2.5445481998514554e-09,1.384221508205361e-06,223339.29703663383,3.918610703518341,0.39537778385522326,0.7519417044180993,1.0
30,-168.43533415089192,0.05334805897608508,0.05334805897608508,0.0,2.558977527730439e-09,1.013031328908274e-06,275396.4681605693,3.972905637343138,0.3422993059367716,0.7672225176466353,1.0
31,-171.52303743212144,0.09545020712640945,0.09545020712640945,0.0,1.1042452487299365e-09,4.350375231150695e-07,178353.30167992885,4.1518272726719525,0.31378350350086753,0.7871265367139872,1.0
32,-154.67588035662905,0.008038573169529356,0.008038573169529356,0.0,3.152866708076436e-09,3.4511399884999634e-07,240920.61729539084,4.266614728514304,0.21963705192898614,0.8245712693285085,1.0
33,-153.89291867872885,0.017060910125463614,0.017060910125463614,0.0,4.4198599324483977e-10,1.2171244414921906e-07,570283.4722994805,4.399037461096173,0.17381739724501777,0.8149995458481838,1.0
34,-143.39035994444575,0.14846464554160013,0.14846464554160013,0.0,7.391911268683751e-10,5.927715440176875e-07,14243880.891768187,4.778306526930068,0.18443027190702294,0.8621476656109112,0.9
35,-145.62869643517772,0.21101411079219873,0.21101411079219873,0.0,1.4603327325415159e-10,5.436610122089529e-08,2513947.837004763,4.731489136601199,0.09746230727029663,0.8603293576967761,1.0
36,-152.11311016717787,0.2019636137759897,0.2019636137759897,0.0,6.174261752703655e-11,5.253490543551019e-08,1502423.45981631,4.680223384056592,0.11135162158977871,0.8945129935449101,1.0
37,-142.61311335633076,0.014845679876868809,0.014845679876868809,0.0,3.8853649179891924e-11,6.949177651022127e-08,2740956.4392991504,4.742400114916988,0.090814441304847,0.870222278661189,1.0
38,-138.17581638653337,0.3234136367020063,0.3234136367020063,0.0,3.1064612686109354e-11,1.0637067162821908e-07,3175097.0890593156,4.860387365325327,0.08718279123567745,0.8973948533514478,1.0
39,-153.44469722324249,0.17965409645818314,0.17965409645818314,0.0,1.228254827408099e-10,1.9530845180929732e-07,712197.0494906923,4.906322081887675,0.10472557042971005,0.9244788817011214,1.0
40,-138.92386791869666,0.06600107584713058,0.06600107584713058,0.0,1.2793994610220567e-10,5.150760687719254e-08,2747569.87160783,4.870125399220287,0.07356061893001792,0.9283395568872962,1.0
41,-140.23393448700526,0.399677569969987,0.399677569969987,0.0,2.3472399840289195e-11,7.296696356726477e-08,5497025.970843536,4.82998358315062,0.08019058948280319,0.9172698604743232,1.0
42,-138.27167627775543,0.2939563779467976,0.2939563779467976,0.0,5.869049710653342e-11,8.822957083589378e-08,3167371.922885685,4.8745028774814605,0.08903683125750386,0.9290536512726435,1.0
43,-150.79178675953412,0.5249386763214835,0.5249386763214835,0.0,7.223701263462691e-11,4.99346522161652e-08,2417207.6534400093,4.8562264509123185,0.08168573529886716,0.9333002144034592,1.0
44,-137.2518761523429,1.6688955065415105,1.6688955065415105,0.0,4.751494085103809e-11,9.265991393935817e-08,8541002.168057868,4.843996232023121,0.09085080437331014,0.9284288748597213,1.0
45,-139.47430785775052,4.15524373723119,4.15524373723119,0.0,3.545061142208443e-10,3.5843260615082724e-08,4949785.680634956,4.659019426575976,0.0909974338722015,0.9286319067929579,1.0
46,-137.6772036240405,1.219525018289811,1.1357516277290924,0.08377339056071861,1.3506284571894165e-11,1.6111340441550063e-08,9727410.838089745,4.908290080751594,0.06482549495268802,0.9306662834755818,1.0
47,-140.5608359003288,2.202224584585135,2.202224584585135,0.0,9.9950404756395e-12,7.517076912238599e-08,22752442.66312938,4.829170867851924,0.07961388436441232,0.9338094602787159,0.9
48,-125.17070799309877,26.142324355786393,26.142324355786393,0.0,3.5855296740639586e-11,6.449388290813122e-08,47451541.0584451,4.8374189678883805,0.06650876872730269,0.9362522737008234,0.9
49,-103.28895713557482,1628.7475519982095,1628.7475519982095,0.0,2.8378591233321802e-12,1.2023204580605187e-07,231256219.61481515,4.914066155957985,0.06180306305550574,0.9350862230970918,0.6
50,-122.92661764384972,12.545580298031261,12.545580298031261,0.0,1.6238709273443999e-12,1.0540465392103567e-07,785651964.4382687,4.7776818003743795,0.06447327025130994,0.9366673047864982,0.6
51,-109.34335682745456,102.71685774718154,102.71685774718154,0.0,2.464308266481362e-12,1.4297303725393722e-07,3875177688.9973516,4.7856603838371194,0.06835759357563401,0.928249407703305,0.4
52,-122.30131131062821,13.58102104008601,13.58102104008601,0.0,1.1482359439304003e-11,2.030606512267367e-07,935128623.7907375,4.8484787309644855,0.07952765585145771,0.9374569979686391,0.6
53,-122.20448895454291,13.943403433372907,13.943403433372907,0.0,3.057229600364213e-13,1.660354467302573e-07,10698049728.88551,4.802609089784073,0.06962128956716358,0.9353956174052096,0.4
54,-105.54945450681032,174.00088147064656,174.00088147064656,0.0,4.028066334401367e-12,2.7376567773396166e-07,286575188.84898365,4.869620662015296,0.09114203034115213,0.9383947029259396,0.6
55,-111.37521326271622,58.01324959031609,58.01324959031609,0.0,4.196945896955893e-12,2.2276538840700492e-07,4005155846.8044405,4.87918450491406,0.06687309230279188,0.9429590679996893,0.4
56,-110.64319721362205,101.93855488575029,101.93855488575029,0.0,2.8507528265956804e-12,1.7026452036355022e-07,392344690.3243292,4.8646362675860955,0.060378107595991694,0.9315703465647804,0.5
57,-115.09651728900977,1.169052901474268,1.169052901474268,0.0,1.3094588920273822e-12,3.6401191297287297e-07,79493658.64577907,4.923962793455293,0.09101256102499751,0.9350306136510433,0.9
58,-119.39337812030718,143.73406231083567,143.73406231083567,0.0,3.0207327473714e-12,2.775200020063117e-07,556987179.6863871,4.802424793540513,0.07887293769993896,0.9262617316788744,0.4
59,-96.08434242249673,12.714898343952502,12.714898343952502,0.0,9.66041216029561e-12,3.0481646382827237e-07,288422071.80376613,4.880134021412383,0.06217100404345334,0.9204993666601695,0.5
60,-109.64212305487065,49.46444033170623,49.46444033170623,0.0,3.7514906863249655e-12,3.1469641820419615e-07,100420993590.08873,4.800097739870861,0.07091767365067281,0.9445236315152764,0.4
61,-118.46232757363343,22.56730857163941,22.56730857163941,0.0,1.721560733247249e-12,2.9564637669365753e-07,318906547.4417251,4.797204858876756,0.08138433488610466,0.9396441931163455,0.4
62,-118.5926882403111,4.265207661306084,4.265207661306084,0.0,5.885646469982113e-12,5.636205280772817e-07,406181066.34331703,4.867003035111721,0.09641405725629414,0.9390130060922225,0.3
63,-111.57711976525466,164.47039200448677,164.47039200448677,0.0,6.030948407835561e-12,1.1086986590562358e-07,8161216479.816022,4.834622015151714,0.08754713133393423,0.938604852142286,0.6
64,-118.92223755631993,49.016547528278565,49.016547528278565,0.0,3.768510107227637e-12,4.666676250122096e-07,1063898042.7713413,4.798140417617303,0.07977061893530811,0.9420401571779589,0.4
65,-110.79965990469881,34.37707233557194,34.37707233557194,0.0,1.1708252207737667e-11,5.715513711660316e-07,832291259.2828655,4.882082772254191,0.07750132249086074,0.9400029464907373,0.7
66,-101.09577672672262,158.51574634580533,158.51574634580533,0.0,6.176514067810993e-12,1.888495840448595e-07,539542529.2460423,4.8805151216564155,0.08836426417364239,0.9361904971090066,0.3
67,-108.0119642277834,19.358560905643294,19.358560905643294,0.0,2.8483908083579858e-12,8.489640697944134e-07,849882855.9310081,4.869925097403309,0.0952303085875549,0.9444476410427496,0.5
68,-114.04580346141314,163.34315965856885,163.34315965856885,0.0,1.5750732555457429e-12,2.2384968930044345e-07,240662802.89828092,4.919929091982672,0.07230187569342769,0.9299543989821272,0.5
69,-113.9108262734023,442.57774046383037,442.57774046383037,0.0,1.4513192833954674e-11,3.5384786156974827e-07,338414834.89590406,4.932674236569747,0.09726678777865372,0.9422382365707229,0.6
70,-108.7125356085706,99.18411361938135,99.18411361938135,0.0,6.943764742115869e-12,1.4327795675117286e-06,2230091890.042815,4.90178293612634,0.07727331317943578,0.9398254412662436,0.6
71,-91.41468668981753,21.543856053860885,21.543856053860885,0.0,1.1789924535507655e-12,2.2830107178840963e-07,603173737.2019132,4.9401058351910265,0.08421742682296382,0.9328837581992092,0.7
72,-106.95257068775197,45.80076056784229,45.80076056784229,0.0,2.4399252491101836e-12,3.121949354475028e-07,930271892.8537223,4.9449382225180525,0.07207512989227234,0.9363876579235173,0.4
73,-111.54108397726763,44.279603837182265,44.279603837182265,0.0,1.457531582230272e-12,9.513966694037686e-07,314987061.574037,4.858820284208813,0.08948630075062511,0.9318026361128338,0.4
74,-109.25414613682027,135.2937444490757,135.2937444490757,0.0,1.561585982639375e-13,3.7584534847092716e-07,1834447845.9407868,4.877821475179601,0.09038318441278471,0.9243491112767266,0.5
75,-105.91728908590528,36.901613171780255,36.901613171780255,0.0,1.134662960689458e-12,3.124350334710689e-07,1179704083.9257839,4.912512179412379,0.08030206400966215,0.9373306526685583,0.6
76,-111.4544119240901,74.59484594118263,74.59484594118263,0.0,3.768978949864089e-13,6.537069451055121e-07,262857278.5774707,4.911533672293838,0.07459457467698,0.9459961946720872,0.5
77,-103.52338874470017,68.84830563691176,68.84830563691176,0.0,9.294584066916743e-14,1.6445357962096862e-07,1896828519.4135487,4.945819740644357,0.06660926780349988,0.9389978142792822,0.5
78,-105.51840717778944,57.6792291352373,57.6792291352373,0.0,1.0846154494434618e-12,3.1964275062255253e-07,430173541.13643134,4.816392794101864,0.05478628722700886,0.943260648822779,0.4
79,-110.76217735594129,9.692632913853583,9.692632913853583,0.0,1.1823970324254705e-12,4.799197677901219e-07,300423538.1727089,4.9266235327502255,0.09660680155384319,0.9442844339336421,0.4
80,-123.70181826100662,80.39178516791247,80.39178516791247,0.0,5.344579972907942e-14,1.1022295494020077e-07,1854540998.6405506,4.901226367345326,0.07606200817192121,0.9375220326213981,0.5
81,-110.16979780615202,157.21635258363946,157.21635258363946,0.0,2.5817760537936596e-12,2.0814252457329737e-07,197757896.02450895,4.967665257362139,0.07916363825370487,0.9256402214256356,0.6
82,-112.79560390726272,125.43952055170715,125.43952055170715,0.0,2.0659734314786396e-12,1.127165241882614e-06,750414755.5809724,4.871327265361876,0.07622929281197317,0.9450515720947434,0.6
83,-122.08892938759676,74.78754506381814,74.78754506381814,0.0,1.638679552991796e-11,8.621608998715124e-07,275251808.0096079,4.836873071767461,0.0938018917004585,0.9392946990619826,0.3
84,-101.55656114057027,16.159116993320517,16.159116993320517,0.0,4.812128482726974e-13,1.1627965380190858e-07,4404700963.559411,4.925927812992691,0.056588734185399656,0.9366319961059947,0.3
85,-107.74308029833662,5.668297411515186,5.668297411515186,0.0,2.0373105237420273e-12,1.585267444857525e-07,634897023.3259196,4.990873574100863,0.08407618014999993,0.918712943574589,0.4
86,-106.50257590702059,3.5142154957680325,3.5142154957680325,0.0,2.716275142328802e-12,3.558374586186688e-07,253192772.44945756,4.921811601161201,0.08437058136754366,0.944815875509779,0.5
87,-112.73319969234676,32.51853386320688,32.51853386320688,0.0,1.3629883255170571e-11,5.522919547151198e-07,214340455.48122978,4.931810786638539,0.08612040898863879,0.9247472181719341,0.4
88,-106.5724980377645,24.291552112222522,24.291552112222522,0.0,2.1885150259158154e-12,3.2952427318404437e-07,514444222.8085613,4.7165544890473905,0.07104554447816792,0.9456553344544842,0.5
89,-110.35318354438246,36.55055608271157,36.55055608271157,0.0,1.1206753978541564e-12,9.411824545877526e-07,162780411.7783166,4.775058590213397,0.08413058269134213,0.9319171773266544,0.8
90,-119.48500816497264,111.94318215873031,111.94318215873031,0.0,9.559904218617754e-13,2.6408773682367e-07,5646597890.236253,4.896115645996174,0.06308285984240006,0.9401762706199994,0.5
91,-116.20004096458239,100.78894065054003,100.78894065054003,0.0,3.74459588422793e-11,4.986586475259247e-07,2076065178.1441174,4.94940039149716,0.10273836910622194,0.9250956150337821,0.6
92,-117.5717833868149,39.90555003655285,39.90555003655285,0.0,1.115622256218975e-12,1.5295230304799126e-07,443777722.17950475,4.8667389525981095,0.06185776740918997,0.9334249342622881,0.5
93,-111.81073442882511,25.889552837732953,25.889552837732953,0.0,1.298851046034964e-12,1.1944250871363673e-07,486941133.7385685,4.845625425064107,0.06346791562309344,0.9363547751913327,0.5
94,-122.33675635593016,21.961826624749396,21.961826624749396,0.0,7.857961507808832e-12,2.651195685535807e-07,1741816994.4014583,4.904375006020606,0.08462261057017832,0.9383172667250503,0.6
95,-101.75067338788307,49.43250048989283,49.43250048989283,0.0,2.6121965977490204e-12,2.61985869808537e-07,511985624.4072377,4.947434013571372,0.05670096869820087,0.9427227375237305,0.4
96,-108.75927635467961,226.6226993022595,226.6226993022595,0.0,2.815884763187054e-14,2.1669596668921436e-07,257188763.82078046,4.9143214353991,0.09639510027256917,0.9414898382936036,0.7
97,-113.57591940988296,342.9487641459994,342.9487641459994,0.0,5.042183136355893e-12,4.2170968373781853e-07,2161125624.630595,4.944042553890279,0.0644738668526584,0.9399599078648275,0.5
98,-103.63707887372497,88.83320842176195,88.83320842176195,0.0,5.28015318536605e-12,9.993401256031227e-07,895461863.2566833,4.863429965607601,0.07442860763218162,0.9456329620013703,0.6
99,-105.29402269105258,15.453956631689772,15.453956631689772,0.0,1.6610794885610846e-12,6.377938280636158e-07,359290805.4562404,4.853145956120147,0.09977625050765074,0.9303955454243908,0.5
100,-103.53637626395316,178.54903351788226,178.54903351788226,0.0,1.3084780961303154e-12,2.623624453077146e-07,204367259.171241,4.845183955051657,0.0724581370528597,0.9344361935167294,0.5
101,-112.47839357531134,29.897835215141594,29.897835215141594,0.0,2.0315106415578876e-12,3.74893166626735e-07,20110000815.132656,4.888952840013085,0.062265982221738916,0.9351814296672565,0.7
102,-111.4116745267459,35.90936637442632,35.90936637442632,0.0,1.16867175022164e-12,8.259279103441086e-07,4800034456.6871395,4.934328707849866,0.07619491539675412,0.9454582056823913,0.4
103,-113.48664704424601,80.07208083861974,80.07208083861974,0.0,2.3553449773422192e-12,3.4358042823914824e-07,223898603.3654154,4.780883173286802,0.07731978850823458,0.9325378526800092,0.6
104,-107.11510824717786,14.076868774680793,14.076868774680793,0.0,1.2289351793931568e-11,1.7883943233193144e-07,7241566232.832804,4.88233569974697,0.07127637695324639,0.9350387247452717,0.6
105,-116.6004726690231,448.08434048611923,448.08434048611923,0.0,8.420137460416629e-13,4.030654403240042e-07,248612134.75503477,4.872192758343999,0.07461513404844945,0.9312476482323717,0.7
106,-110.19404332520885,525.5440887250217,525.5440887250217,0.0,1.1938932482094914e-12,2.3918727516450817e-07,928071503.0221128,4.937076361578621,0.0797692970533451,0.9360320108692928,0.5
107,-96.39130237033606,511.85986369380987,511.85986369380987,0.0,5.907833875910379e-13,3.966439639237896e-07,233044347.5184551,4.762191111208475,0.0899488096169174,0.9341535625579189,0.6
108,-113.80230946093478,22.67760602626318,22.67760602626318,0.0,1.7538230473858744e-12,1.9380172505780983e-07,590792622.3562076,4.9187024267454555,0.06235047957849327,0.9300766101011447,0.6
109,-100.74042072461023,149.16802642455065,149.16802642455065,0.0,9.859390780080997e-13,2.9369017219855937e-07,984257934.954744,4.8411737554122505,0.05744755144749479,0.9319890063125074,0.5
110,-111.68187215511203,105.69820012830118,105.69820012830118,0.0,3.817193720678203e-12,2.657223326157008e-07,583032180.8634202,4.793567725290862,0.07892336443054529,0.9371750333798406,0.6
111,-102.77658205483579,292.2128174095222,292.2128174095222,0.0,4.034729325121605e-12,3.0923807040810346e-07,30139714225.20986,4.867868162577598,0.08006284122847282,0.9401461974415779,0.4
112,-113.11016386080155,24.366048533321752,24.366048533321752,0.0,2.687272573580734e-13,3.526703220665359e-07,512411404.3730192,4.876359006136061,0.08626607579602585,0.935525572887029,0.3
113,-98.2331260464255,601.485920756021,601.485920756021,0.0,8.421970975749264e-12,5.583157210297975e-07,12358891001.640266,4.79588225167164,0.0715103960450555,0.9407358398105243,0.5
114,-109.76476520602829,121.92840742507249,121.92840742507249,0.0,7.341852110202486e-12,1.7652350557994414e-07,291673588.76529235,4.781366842626458,0.09001022377914233,0.9432024556112774,0.6
115,-108.09144486909797,315.9572936658769,315.9572936658769,0.0,2.0484457684754435e-12,2.021144402072329e-07,1627768926.257744,4.8676924901080785,0.0632912481012258,0.9360356268874781,0.5
116,-113.09601990946496,57.193916970242256,57.193916970242256,0.0,1.0526743786441728e-12,1.5997895318135666e-07,1188678124.0387511,4.862877072832129,0.0744715704396357,0.9412245334092242,0.4
117,-108.20050516481669,56.974937756013844,56.974937756013844,0.0,1.0705060700878005e-12,1.58229889026718e-07,126743191.65623765,4.869109464603269,0.07637925227713452,0.9432241471598859,0.6
118,-104.30181021405912,127.78104464818136,127.78104464818136,0.0,2.71493406151891e-12,2.6997069873927915e-07,1026860706.9188251,4.807231560970895,0.06793059994291645,0.9433504458988707,0.4
119,-109.73397471994578,28.1402036069796,28.1402036069796,0.0,2.23216808896358e-12,1.8690062015017856e-07,1272209344.5251443,4.8640836711906745,0.058177772337762966,0.945002632738422,0.6
120,-107.83532942794048,15.809103233313232,15.809103233313232,0.0,2.959447158310602e-11,2.0757022615741268e-07,728884858.8294075,4.917054372302026,0.06747561140952896,0.9321603785916567,0.2
121,-100.67246080671993,818.5416514402955,818.5416514402955,0.0,1.5686820178324006e-11,2.3787532510675706e-07,1085529857.4910994,4.805447687518489,0.09519543239262843,0.9349929143082159,0.4
122,-111.52963330727015,23.060476554885263,23.060476554885263,0.0,5.850857574223732e-11,1.2795456995356427e-06,360600309.6611384,4.944005352234267,0.09916109615373787,0.9460886519047206,0.5
123,-117.22240929707593,64.95244852924017,64.95244852924017,0.0,1.757214209591577e-12,1.7592763010776842e-07,116457506.82983306,4.806409446334719,0.05909942044012499,0.9395020298909135,0.7
124,-100.14748024194397,188.31042503556858,188.31042503556858,0.0,4.128102117354887e-12,1.3137864375584535e-07,586749968.6589019,4.905701933343535,0.06333790588146235,0.9317367693458962,0.4
125,-115.04596960269146,16.204977962039823,16.204977962039823,0.0,9.643924514342991e-12,2.421907376291496e-07,322518495.9628349,4.870934038808724,0.07253201900170513,0.9435886273333873,0.4
126,-107.18658121726082,60.25557709475778,60.25557709475778,0.0,2.6285044209892165e-11,3.3128343853180716e-07,628406525.1939844,4.904387258174216,0.07260728799783396,0.9435522723100664,0.6
127,-112.32176940676052,250.8981417416171,250.8981417416171,0.0,8.866122792495889e-12,1.2790117834113059e-06,519412526.55108726,4.910857883904595,0.07689700836262764,0.9457361712084043,0.6
128,-122.44813838529916,6.6911099084872045,6.6911099084872045,0.0,4.837175513977026e-13,6.006352460946965e-07,550533961.6480677,4.8885647164657655,0.10196188598506757,0.930393207609594,0.5
129,-120.87289917014056,163.25908187941525,163.25908187941525,0.0,7.809776233961235e-12,7.820652771095751e-07,9352371152.910162,4.8745319206310125,0.08305396808637668,0.9422621557752084,0.6
130,-99.75274683193668,400.4489912396473,400.4489912396473,0.0,1.034417141006274e-12,4.4784889706931413e-07,1979349779.336558,4.935185760989072,0.05869249566087207,0.9384190504192942,0.5
131,-112.33218603818852,24.26868149037433,24.26868149037433,0.0,6.224898207707592e-14,4.63829076914158e-07,1821831240.9240756,4.830183890129669,0.07071937021854678,0.9394422954513436,0.6
132,-105.15092800950801,55.80467136893051,55.80467136893051,0.0,1.7970476402949023e-13,3.7738255769752953e-07,327398626.3415381,4.847054030961417,0.07391318011617574,0.9387063402902592,0.5
133,-112.42317348901865,79.59393629621191,79.59393629621191,0.0,5.68411163543247e-12,2.710403347185092e-07,200847769.71027878,4.965653102880832,0.08545135927213096,0.9276629514622383,0.5
134,-107.92525761778347,85.69529553920857,85.69529553920857,0.0,1.8656585981737788e-11,2.280292208671978e-07,95324785.74802306,4.905435338857676,0.0908060035024326,0.9258269042042372,0.5
135,-109.86116959916544,433.036628928704,433.036628928704,0.0,3.972149397954162e-12,4.1583835493709617e-07,168198352.82999548,4.947956668652314,0.07838879821734637,0.9402550780510612,0.5
136,-113.19791581658089,58.35582877065548,58.35582877065548,0.0,1.7864419890652855e-11,4.3087793874618403e-07,187426254.2452345,4.866995699717167,0.061118457295883076,0.9406797777720092,0.7
137,-119.03264831783392,51.28472490000165,51.28472490000165,0.0,2.104865088281732e-11,3.226536163322285e-07,151647176.84915656,4.757372995009222,0.07115023924986098,0.9319404134331946,0.5
138,-109.24234488875508,124.9819112219988,124.9819112219988,0.0,1.277242027397593e-12,5.225693878442466e-07,1217637206.1623812,4.839758727069958,0.07872372639103438,0.9376492912244115,0.4
139,-108.38911145900639,178.79990468233422,178.79990468233422,0.0,1.6874382291469915e-11,1.721398009068896e-07,444224862.1087452,4.95029173646832,0.08184932617575391,0.9360242798622936,0.4
140,-97.95231048997555,197.8990937831352,197.8990937831352,0.0,2.9210144472623065e-12,1.7853133242707744e-07,13638847599.789175,4.658494073182913,0.06183829751980369,0.9372838961036521,0.6
141,-107.06735403173512,9.990517757777155,9.990517757777155,0.0,8.685802836277969e-13,2.726431946389576e-07,3054519467.53959,4.856124513810007,0.07120918666796179,0.940933409320364,0.5
142,-93.75128445476503,1429.3222578299208,1429.3222578299208,0.0,5.668073686290544e-12,2.4943901856626786e-07,39209295697.161194,4.9379304267370845,0.0693469371055524,0.9377365831711737,0.6
143,-100.9657209545157,174.44258316485366,174.44258316485366,0.0,4.505949178082093e-10,4.354481543306041e-07,3127892031.2258997,4.8510865745700675,0.07411664756108931,0.9430964889785767,0.5
144,-112.84271877451238,232.73110060161966,232.73110060161966,0.0,2.9642853148652745e-14,6.07099843451014e-07,711364270.0576245,4.935598092704394,0.07079360736364139,0.9354348450587111,0.2
145,-113.96997558093312,63.7614633115146,63.7614633115146,0.0,4.214915994688097e-12,1.3612198200691152e-07,520295953.3963847,4.960501860788609,0.061072798658341,0.9433586581777622,0.4
146,-104.26948377051609,113.4669198086518,113.4669198086518,0.0,2.042601027541376e-12,6.15270230123863e-07,193510105.48315558,4.922997883619166,0.07974854365719854,0.9374029650258704,0.6
147,-108.37804892981141,43.01756268440751,43.01756268440751,0.0,1.2448859896850746e-12,2.3894323467207636e-07,426446352.33071584,4.835242104251414,0.07789102332609739,0.9401618063182205,0.4
148,-114.97588214495497,250.4272815766949,250.4272815766949,0.0,1.462151208360026e-11,1.0418607782793438e-06,2312793766.25858,4.893782923574912,0.09257929650321818,0.9318315636056138,0.6
