episode,reward,secrecy_total,secrecy_target,secrecy_user,pd_target,pd_eaves,crb_target,p_bs_tx,p_jam_tx,noma_a_far,constraint_satisfaction,assr,pd_combined,combined_utility,crb_feasible
1,15.536692134633569,149.67306065921863,124.45839165861088,25.21466900060776,0.023355958651073504,0.6495241818194163,738.3677423730186,2.6232728111743926,0.5118598635494709,0.7754981219768524,1.0,0.34633105726777946,0.3364400702352449,0.3413855637515122,1.0
2,13.804817577120145,47.95889799160747,47.95889799160747,0.0,0.24737045148572234,0.717278359440732,10.419478669063906,3.145633566379547,0.5192442516237498,0.7297436928749085,1.0,0.11097291505682845,0.4823244054632272,0.29664866026002784,1.0
3,15.50651075244162,17.572280286135484,17.166494606679695,0.40578567945578536,0.4064753915887485,0.7828455720144473,4.353952503115229,2.4209583723545074,0.5123954264074564,0.7492713034152985,1.0,0.040660800168705734,0.5946604818015979,0.31766064098515184,1.0
4,8.863459174864735,67.57869098931884,67.57869098931884,0.0,0.03323893032503632,0.4789355272296562,12325.30185609005,2.546861466169357,0.5144503574818373,0.7429036545753479,1.0,0.1563714899396081,0.25608722877734624,0.20622935935847717,1.0
5,17.62323865665374,183.96927205496922,182.53732443129712,1.4319476236721373,0.13789120345801448,0.8096183108158729,17.48907619935446,2.6236986339092256,0.5529231716692448,0.7793572354316711,1.0,0.4256896479230043,0.4737547571369437,0.44972220252997397,1.0
6,6.7416110080702945,98.28292244357988,98.28292244357988,0.0,0.03997941038944629,0.320275989549594,7898.432697715388,2.752199672460556,0.5288961983472109,0.709365850687027,1.0,0.22741853671818865,0.18012769996952016,0.20377311834385442,1.0
7,11.665775025253756,56.796748668129446,56.796748668129446,0.0,0.19536816905158286,0.6344090034180138,7.172658772894344,2.581387150287628,0.5255074760317803,0.7752842891216278,1.0,0.13142296902975822,0.4148885862347983,0.2731557776322783,1.0
8,7.400650744259193,39.840032697319984,39.840032697319984,0.0,0.03000566594128487,0.48945704491917846,130.5623768362927,2.4091917622089385,0.48571404613554475,0.7616833996772766,1.0,0.092186533667947,0.2597313554302317,0.17595894454908934,1.0
9,14.070427802336694,186.26383619729376,183.91797421434586,2.3458619829478904,0.08392514303737648,0.7454575031211454,108.21287331437026,2.6948420786857605,0.4822302083671093,0.7488303685188293,1.0,0.4309990791718871,0.414691323079261,0.42284520112557406,1.0
10,18.085309509848898,8.391446407077018,8.391446407077018,0.0,0.6558100452937728,0.7793489806482227,1.1940237372053206,2.595416346788406,0.5840461999922991,0.7651001214981079,1.0,0.019417111491999768,0.7175795129709978,0.36849831223149876,1.0
11,14.880591784564407,24.21253968720004,24.21253968720004,0.0,0.4287874530380489,0.7279997727180865,16.590672169854333,2.7440613198280333,0.5860894794762135,0.7756227040290833,1.0,0.05602581006944604,0.5783936128780677,0.3172097114737569,1.0
