episode,reward,secrecy_total,secrecy_target,secrecy_user,pd_target,pd_eaves,crb_target,p_bs_tx,p_jam_tx,noma_a_far,constraint_satisfaction,assr,pd_combined,combined_utility,crb_feasible
1,7.544470185735579,221.2382326640061,221.2382326640061,0.0,0.0016279772925931527,0.5579333462470285,110111.92707375034,2.62353530228138,0.4196340199559927,0.7603115260601043,1.0,0.6655435651193866,0.2797806617698108,0.47266211344459874,1.0
2,4.7522038587650375,84.46734819554065,84.46734819554065,0.0,0.154305514116069,0.6326395486585585,5.180183326087677,2.591910648345947,0.42656197436153886,0.814511626958847,1.0,0.25410029440805043,0.39347253138731375,0.32378641289768206,1.0
3,4.729835504810203,32.775147085549925,32.775147085549925,0.0,0.13865224614334054,0.7468357788751179,3.663707300392166,2.4178388833999636,0.5444838639348746,0.8292706429958343,1.0,0.09859637719922014,0.44274401250922923,0.27067019485422467,1.0
4,5.147259077447061,30.26527277598567,30.26527277598567,0.0,0.2245474693152975,0.7490566721455494,5.111816189903782,2.9600900292396544,0.4671808730810881,0.7649533808231354,1.0,0.09104600638005964,0.4868020707304235,0.28892403855524157,1.0
5,3.919856645626493,155.78056617874532,155.78056617874532,0.0,0.011012342754411599,0.48550139944178455,68.2040655914423,2.6367528557777407,0.3455042248591781,0.7724765598773956,1.0,0.4686294594857632,0.24825687109809808,0.35844316529193065,1.0
6,4.771064162836997,40.288314060609494,40.288314060609494,0.0,0.1410211828494924,0.738848733747142,108.09337791396474,2.8833004236221313,0.4426393907517195,0.7436677008867264,1.0,0.12119798576256635,0.4399349582983172,0.28056647203044177,1.0
7,4.446454579382482,30.96261949539225,30.96261949539225,0.0,0.08500261916857593,0.747153827990321,13.546653082323568,2.1833906054496763,0.5010349404066801,0.7850617438554763,1.0,0.09314381115896063,0.41607822357944846,0.25461101736920455,1.0
8,4.973803722640344,5.442617454484372,5.442617454484372,0.0,0.1566485607092095,0.8280690717772128,699.6317645336144,2.9622710198163986,0.5762545753270387,0.773030024766922,1.0,0.01637284379205698,0.49235881624321115,0.2543658300176341,1.0
9,6.166017175338494,29.84999017014755,29.84999017014755,0.0,0.34621007442206264,0.8319119961683594,8.574705564720613,2.454121670126915,0.47893187645822766,0.7722934871912003,1.0,0.08979672562648698,0.589061035295211,0.339428880460849,1.0
10,5.7137716209174325,218.89721646715512,218.89721646715512,0.0,0.019202418512981177,0.7232914471101219,34.62252982454873,2.3830064654350283,0.5149739257991314,0.7550657451152801,1.0,0.6585011645049293,0.3712469328115516,0.5148740486582405,1.0
11,6.388001344516674,164.43458063495953,164.43458063495953,0.0,0.20743209510216584,0.7743749293560189,12.884485886078082,2.378697267174721,0.4720780048519373,0.7691133260726929,1.0,0.4946630413148616,0.4909035122290924,0.492783276771977,1.0
12,5.551115723144505,102.42330642699946,102.42330642699946,0.0,0.10056029225476952,0.8254186258990535,11.5735711420315,2.1537213295698168,0.5461708836257457,0.7450999796390534,1.0,0.30811660213479425,0.46298945907691147,0.3855530306058529,1.0
13,4.795577255505039,65.56069268926869,65.56069268926869,0.0,0.09990256932072099,0.7412789902366286,44.21612979894958,3.0771762490272523,0.4353304885327816,0.7792581796646119,1.0,0.19722403591235727,0.42059077977867476,0.308907407845516,1.0
14,5.814008495086842,40.92934592272073,40.92934592272073,0.0,0.23369479642965613,0.8554811240151636,68.43865468923022,2.3008425891399384,0.5788071811199188,0.7237340658903122,1.0,0.12312638044248841,0.5445879602224099,0.3338571703324491,1.0
15,6.957612323424207,270.9385405674702,270.9385405674702,0.0,0.04351704931975824,0.8606274584279191,49.48322599565165,2.358572694659233,0.5832718465477228,0.7093697249889374,1.0,0.8150553367119475,0.45207225387383865,0.6335637952928931,1.0
16,5.296285784032673,92.70752187393606,92.70752187393606,0.0,0.11966033529406121,0.7728298399343226,11.501535689220738,2.4781249701976775,0.5802278257906437,0.7189992785453796,1.0,0.2788889328865138,0.4462450876141919,0.3625670102503529,1.0
17,4.80560761834596,153.87473035884463,153.87473035884463,0.0,0.048455026199925706,0.6358688460554944,74.41419559026647,2.8116127043962478,0.5021364144980908,0.7584691792726517,1.0,0.4628961974232549,0.34216193612771006,0.4025290667754825,1.0
18,6.033209720958103,92.72460074390236,92.72460074390236,0.0,0.11607810179484217,0.923766138483099,10.968184360397181,2.762905168533325,0.6811698630452157,0.7385392874479294,1.0,0.27894031067898983,0.5199221201389705,0.3994312154089802,1.0
