episode,reward,secrecy_total,secrecy_target,secrecy_user,pd_target,pd_eaves,crb_target,p_bs_tx,p_jam_tx,noma_a_far,constraint_satisfaction,assr,pd_combined,combined_utility,crb_feasible
27,8.7872337905095,73.70628985356193,63.892575413384954,9.813714440176977,0.8561537598785632,0.7819830113877104,0.49268399215224357,4.474378956489103,0.929332479190512,0.5945091784476266,1.0,0.3258055954511482,0.8190683856331369,0.5724369905421425,1.0
28,8.604673054226911,122.71580176158129,122.71580176158129,0.0,0.769255218766938,0.7530366341566103,0.3319500700975616,4.394714283954847,0.8877989487164127,0.5915285156863294,1.0,0.5424434596237502,0.7611459264617741,0.6517946930427622,1.0
29,8.281212170857271,129.15388043772964,129.15388043772964,0.0,0.7286347541239298,0.718543463066714,0.39971528248662763,4.428854891947333,0.876735466433144,0.5824700703909459,1.0,0.5709018457507856,0.7235891085953219,0.6472454771730538,1.0
30,7.959940498003595,157.4837282975415,157.4837282975415,0.0,0.6699761471779603,0.6670895897948828,0.602422762667977,4.330735520041938,0.8448339889876328,0.5753297189506592,1.0,0.6961289188994197,0.6685328684864216,0.6823308936929207,1.0
31,7.270146535109727,161.7556663395187,161.7556663395187,0.0,0.530913269000052,0.6612785956557269,0.8237945820246683,4.497029296613945,0.8325496796254003,0.5777883119244434,1.0,0.715012264137147,0.5960959323278894,0.6555540982325182,1.0
32,7.571781809221161,134.34458944101695,134.34458944101695,0.0,0.6175866353938826,0.6793031950391129,0.7191031299343885,4.335056525867972,0.8257180255843428,0.5752310307114972,1.0,0.593846455240554,0.6484449152164977,0.6211456852285259,1.0
33,7.901104954600866,205.1526500075942,205.1526500075942,0.0,0.6218271048611291,0.6263087950806511,1.0038452679952494,4.3120211292167685,0.8343095156565367,0.566432394132006,1.0,0.9068409416197893,0.6240679499708901,0.7654544457953397,1.0
34,8.366046964648405,194.08212561547967,194.08212561547967,0.0,0.6844714471343881,0.7077221375191668,0.9605411767684613,4.134215618823845,0.8004929000109609,0.5680145245063678,1.0,0.857905649954786,0.6960967923267775,0.7770012211407817,1.0
35,8.259603275535174,127.66923589474206,127.66923589474206,0.0,0.7662260977779705,0.7199467079199622,0.8543272386070996,3.9055356428803827,0.8278299436620353,0.5679924307689933,1.0,0.5643392375890889,0.7430864028489663,0.6537128202190277,1.0
36,7.817108783434587,190.6809803138379,190.6809803138379,0.0,0.6472930659191373,0.6685752203585501,1.547316704731116,3.8587640497468323,0.8729003159268794,0.5679707153883259,1.0,0.8428714897437802,0.6579341431388437,0.7504028164413119,1.0
37,6.5523003129363016,161.7667416692487,160.79955822121332,0.9671834480353183,0.5032937087308225,0.5971510800147306,1.2322822290464999,3.650656668176692,0.8272762410719908,0.5643164763463987,1.0,0.7150612206699567,0.5502223943727765,0.6326418075213667,1.0
38,7.211728870188122,85.31425652068519,83.89121956648293,1.4230369542022603,0.6764394319027549,0.655146264006898,0.713237505074777,3.4063659133354944,0.8702638487208423,0.5671883815416551,1.0,0.3771165554719694,0.6657928479548265,0.5214547017133979,1.0
39,8.461138406457875,146.4388346452109,145.45626137585379,0.9825732693571076,0.7209252090749306,0.7811868054131703,0.6006087046418511,3.3945308195866843,0.8769772679884985,0.5680928555252557,1.0,0.6473069233785277,0.7510560072440504,0.6991814653112891,1.0
40,8.054887032333594,91.46364445746465,91.46364445746465,0.0,0.7645087693992585,0.7277250551724278,1.120007504639641,3.5154842987957644,0.8755384021240223,0.5702322176404493,1.0,0.40429883533415023,0.7461169122858431,0.5752078738099966,1.0
41,9.229905855269221,182.75430418279677,182.75430418279677,0.0,0.8263523526535487,0.782366233751248,0.2541180372058517,3.6634225047180093,0.8793602058270718,0.5648369760389762,1.0,0.807833022308325,0.8043592932023984,0.8060961577553617,1.0
42,8.989742448342389,192.20257215655536,183.99449951323763,8.208072643317724,0.6787869713324717,0.8696326262534073,0.8810202107272429,3.8590450916762142,0.9352041233860493,0.5707815472301686,1.0,0.8495974168978279,0.7742097987929395,0.8119036078453836,1.0
43,8.083020627423041,90.79358530113029,81.55306000685252,9.240525294277775,0.6678299908622931,0.8309004636604918,0.5316550011556926,3.996630119896248,0.9130114018643798,0.5759933469721081,1.0,0.4013369575507108,0.7493652272613924,0.5753510924060516,1.0
44,7.671901745444806,77.03976403861977,77.03976403861977,0.0,0.6649718254483638,0.7693908872938617,1.1221927092649897,4.048223278603161,0.9137949657327764,0.6142716980556793,1.0,0.3405406274808646,0.7171813563711127,0.5288609919259887,1.0
45,9.042601543559858,155.93932238730213,155.55025472323473,0.3890676640674247,0.796963639882017,0.8091068997617237,0.7735570148456008,4.08041675973399,0.953941334727188,0.6501301180391905,1.0,0.6893021462019538,0.8030352698218703,0.7461687080119122,1.0
46,9.088095987353649,136.85561187206608,136.85561187206608,0.0,0.794505879163931,0.8454391653412132,0.29121410863408825,4.349299482058031,0.94029461142243,0.7237448390311496,1.0,0.6049459850088349,0.8199725222525721,0.7124592536307035,1.0
47,8.319334246842907,166.3399622744434,166.3399622744434,0.0,0.6011123340915229,0.8468020125103702,0.9424209690815575,4.62158967164226,0.9522321866924892,0.7891081017698883,1.0,0.7352763320989159,0.7239571733009466,0.7296167526999312,1.0
48,8.51890278057863,130.1064075833223,130.1064075833223,0.0,0.6761387929316752,0.8587298315025678,1.16481272471183,4.736324627580674,0.968255618634925,0.8458798650376004,1.0,0.5751123232347258,0.7674343122171214,0.6712733177259236,1.0
49,8.820703831291942,226.22782076992772,226.22782076992772,0.0,0.6054253317728491,0.8650129265451145,0.9902982228132998,4.776631617224486,0.9826057396465524,0.8510657172411106,1.0,1.0,0.7352191291589818,0.8676095645794909,1.0
50,8.815984104217694,84.77781844277737,84.77781844277737,0.0,0.7504101007096626,0.9027230780512154,0.47438256097208564,4.6824164633763425,0.9718484965758126,0.8499076370896586,1.0,0.37474532599151844,0.826566589380439,0.6006559576859787,1.0
