episode,avg_crb,avg_pd,avg_reward
1,0.032905061108653766,0.5275000000000001,-0.05073944846232011
2,0.04435193255351247,1.0,0.9692137279109078
3,48.30541072914556,0.7225,-0.46822033471553803
