algorithm,episode,global_step,fading_model,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_sec_mbps,episode_secrecy_mbits,steps,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
TD3,1,200,rician,waypoint,False,410951289.64005417,2.054756448200271,2.114230650747617,42.28461301495235,200,2.114230650747617,2.114230650747617,0.0
TD3,2,400,rician,waypoint,False,54990028.05699624,0.2749501402849812,0.34065344089009936,6.8130688178019865,200,1.2274420458188582,1.2274420458188582,0.0
TD3,3,600,rician,waypoint,False,451023568.7434141,2.2551178437170702,2.309553880767076,46.19107761534152,200,1.5881459908015974,1.5881459908015974,0.0
TD3,4,800,rician,waypoint,False,632887341.4793773,3.164436707396886,3.224184744915754,64.4836948983151,200,1.9971556793301366,1.9971556793301366,0.0
TD3,5,1000,rician,waypoint,False,516055058.7456302,2.580275293728151,2.644379735255578,52.88759470511156,200,2.126600490515225,2.126600490515225,0.0
