episode,global_step_relay,global_step_jammer,fading_model,control_mode,user_mobile,use_los_model,observation_mode,agent_obs_mode,normalize_observations,enable_ntn,satellite_altitude_km,relay_epsilon,jammer_epsilon,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,relay_q_entropy,jammer_q_entropy,relay_loss,jammer_loss
11,2200,2200,rician,velocity,False,False,full,shared,True,False,500.0,0.94777375,0.94777375,988.0511497334666,4.940255748667333,9.677411842514859,6.513648965547331,5.577625747982957,111.55251495965913,2.515075219066358,0.23125,200,53.93525800690364,43.364417046237755,16.226457998091963,6.9565675874264095,100.13378890400686,395.898849066919,660.5414214449028,925.7397390567157,4.568566890337148,4.568566890337148,0.0,1.988789005279541,2.5410558138787747,19.706866970062254,11.884979693889617
12,2400,2400,rician,velocity,False,False,full,shared,True,False,500.0,0.94302375,0.94302375,766.4287729217126,3.832143864608563,8.006743823535986,7.84386958670952,4.105888990361662,82.11777980723325,2.5187764989081662,0.2525,200,48.157090070853165,46.91923877324667,37.66166755622776,28.02269843084464,803.388496644263,336.16415078391344,247.4367686627252,419.6177963802844,4.530010398672524,4.530010398672524,0.0,2.101253983974457,2.43442841142416,18.331393914222716,15.543312730789184
13,2600,2600,rician,velocity,False,False,full,shared,True,False,500.0,0.93827375,0.93827375,1043.268647653001,5.216343238265004,9.014170121744856,5.659051913691413,5.690156005611206,113.80312011222411,2.523831454556263,0.26,200,44.73727172862772,57.193660994292976,21.514371597862525,2.6939310840821054,389.4672379243851,78.18267718356535,568.3316211062125,627.3015962117615,4.619252368437038,4.619252368437038,0.0,2.375148131251335,2.426240188330412,19.025523555278777,24.581817165613174
14,2800,2800,rician,velocity,False,False,full,shared,True,False,500.0,0.93352375,0.93352375,730.012077073657,3.650060385368285,8.275367114898538,6.913172658844704,4.439345763044731,88.78691526089462,2.627479228407651,0.2525,200,68.98330143379134,74.35904209580721,21.38045375969634,46.53387364118,647.1483033831512,504.2877615480275,424.5085588867973,771.2944443251454,4.606401896623302,4.606401896623302,0.0,2.098103473484516,2.091232345411554,27.169718828201294,26.726489412784577
15,3000,3000,rician,velocity,False,False,full,shared,True,False,500.0,0.92877375,0.92877375,767.5485695053605,3.837742847526803,7.72687234401335,5.124696652819835,5.222515637556121,104.45031275112244,2.5111096443389176,0.27,200,45.61320856250778,49.96675616955774,9.681500889918693,31.863978849600276,955.6590006240502,495.0936371165968,685.3305616904294,397.62396366951043,4.647476146018823,4.647476146018823,0.0,2.31637172460556,2.4825007352232933,23.350909790992738,34.06526906967163
16,3200,3200,rician,velocity,False,False,full,shared,True,False,500.0,0.92402375,0.92402375,838.1053235850346,4.1905266179251734,7.69429727422739,6.531760474317727,4.772343995555479,95.44687991110959,2.4874152364292796,0.255,200,39.2505403172377,38.93198191611055,15.947731195602794,6.171266397510912,1007.5266965431946,499.31993777171465,387.6014212622834,232.45523908704413,4.655280386614864,4.655280386614864,0.0,2.4224295097589494,2.6844264781475067,29.46056064605713,34.6463441491127
17,3400,3400,rician,velocity,False,False,full,shared,True,False,500.0,0.91927375,0.91927375,1242.602607251976,6.21301303625988,9.523109611348533,5.63017536633458,6.543480860384163,130.86961720768326,2.5257943763685304,0.28,200,58.33312685368718,44.31735108091378,31.926403087268277,8.126001916851392,52.07623243217903,431.84995659263234,423.2245589822137,116.49897277403868,4.766351002718941,4.766351002718941,0.0,2.1780151927471163,2.1569264176487923,35.08997111320495,56.04813836097717
18,3600,3600,rician,velocity,False,False,full,shared,True,False,500.0,0.91452375,0.91452375,1180.8767297934705,5.904383648967353,9.57718835685659,5.80657139802977,6.20621574946496,124.12431498929921,2.5307773315315636,0.3025,200,47.536443328751105,54.50265901400546,18.758144901305563,15.869359313598137,259.15785761990213,165.67017086999667,236.4292138272916,341.91670118671806,4.846343488649275,4.846343488649275,0.0,2.162120635509491,2.1933361162245273,40.01869623184204,65.42071605682374
19,3800,3800,rician,velocity,False,False,full,shared,True,False,500.0,0.90977375,0.90977375,901.4905659548609,4.507452829774305,8.86892506270201,6.750787223713853,4.970612148819978,99.41224297639955,2.5730520597428326,0.24875,200,64.86427149145514,60.05905927802708,54.143560172489856,33.38307275167014,358.70566137796914,515.4131115605087,564.4976269505365,755.0534167688756,4.852883944447733,4.852883944447733,0.0,2.0460077673196793,2.0885707315802575,50.751384425163266,74.08507919073105
20,4000,4000,rician,velocity,False,False,full,shared,True,False,500.0,0.90502375,0.90502375,556.8808303293099,2.7844041516465494,8.891695930178859,9.184580449148482,3.1694358261329634,63.38871652265927,2.5283141708587977,0.2775,200,55.99237765317043,43.548394594529505,33.42484781380146,14.842818727922742,379.61624616398456,388.4168686626451,167.3811424080863,1042.1813284553086,4.768711538531995,4.768711538531995,0.0,2.272644827365875,2.3821306978166104,42.761638073921205,85.41017530679703
21,4200,4200,rician,velocity,False,False,full,shared,True,False,500.0,0.90027375,0.90027375,214.6339590148094,1.0731697950740469,7.7162647465554235,9.226897600118873,2.607435276393048,52.14870552786096,2.5060968699604977,0.26875,200,38.36592614398563,50.17258135958254,5.0780048689353245,21.656537536776252,1016.9602447059609,611.393917816358,154.16309377803125,720.8841510615631,4.658275412537147,4.665793621287283,0.0075182087501355355,2.197521495744586,2.5229859718680383,43.95040588378906,78.05623889684676
22,4400,4400,rician,velocity,False,False,full,shared,True,False,500.0,0.89552375,0.89552375,985.833442116209,4.929167210581045,8.696236878535442,6.699861442356726,5.278770941557542,105.57541883115083,2.5297488662669445,0.26625,200,47.36591274241245,50.180863792496616,11.21449104081279,20.75556685933629,410.03316837108565,605.1020480211515,217.09908626508386,285.38620770412655,4.711049378033305,4.693656226754113,0.017393151279192054,2.2529493790864943,2.294188714027405,56.82185039520264,122.98268213748932
23,4600,4600,rician,velocity,False,False,full,shared,True,False,500.0,0.89077375,0.89077375,1152.974862501851,5.764874312509255,8.486074235243898,4.675745202684559,6.040715461303484,120.81430922606967,2.5365127451112954,0.26625,200,56.600104292339715,53.501648248367296,26.521772253645075,6.396622447796894,585.1218717125668,285.64279737081114,650.8943813651629,177.39971941412372,4.794145986350584,4.752224019560607,0.041921966789976395,1.782512557655573,1.6333669659122825,58.30971471309662,74.74442231178284
24,4800,4800,rician,velocity,False,False,full,shared,True,False,500.0,0.88602375,0.88602375,850.4716824047888,4.252358412023944,9.158128983172666,7.4464363301205125,4.548089676303293,90.96179352606589,2.529812331923128,0.29875,200,38.44291136392791,59.54857481646065,21.798205635772437,32.332595634824365,329.5539730054495,270.1662477882442,139.55980389001263,542.9965498588383,4.902594431974077,4.743718421924886,0.15887601004919105,2.0161368277668954,2.013366489857435,56.72664346694946,130.48724121570586
25,5000,5000,rician,velocity,False,False,full,shared,True,False,500.0,0.88127375,0.88127375,886.3874511492442,4.431937255746221,9.185566543606347,7.120616969781118,4.765173556426748,95.30347112853497,2.515703356057795,0.27,200,44.49291872455257,48.793026996194754,14.529757025624619,11.218142936154619,382.96887410739976,133.47753817842775,264.2163981756015,745.9363856592503,4.910647924732116,4.74457662730496,0.16607129742715543,2.1083468729257584,2.409913146197796,62.095814967155455,123.691726603508
26,5200,5200,rician,velocity,False,False,full,shared,True,False,500.0,0.87652375,0.87652375,1031.3702018482616,5.156851009241308,8.915423106485393,6.557224973627498,5.466980610627655,109.33961221255309,2.527347622817822,0.26625,200,54.09754887557472,44.58299452532345,31.96824864838949,8.109294019392863,401.50667211476906,279.64379188971236,286.4006209043005,353.951463828914,5.047835399643865,4.772361395894294,0.27547400374957043,1.8026530328392982,1.9380695748329162,77.39233760356903,147.79547999382018
27,5400,5400,rician,velocity,False,False,full,shared,True,False,500.0,0.87177375,0.87177375,833.4669536238379,4.167334768119189,7.989848504115764,5.454995652041198,5.051399016223511,101.02798032447024,2.629538759001321,0.29,200,84.53145575092928,59.60336464316111,58.09300335334085,33.331247808570836,853.1623595710386,354.42682266966875,424.6218229120981,677.937137650794,5.046068542824051,4.782696122573155,0.2633724202508958,1.888355567753315,1.8688801837433129,87.59830730438233,190.7155811023712
28,5600,5600,rician,velocity,False,False,full,shared,True,False,500.0,0.86702375,0.86702375,1058.6274441108114,5.293137220554057,8.176538957937607,5.032720936893286,5.595038907491703,111.90077814983407,2.5405528145159675,0.28125,200,55.10895214169359,52.736676551049015,21.095034564679473,11.276065561400888,699.9295610643375,311.7532956751842,819.9615891153135,204.94439801605162,5.073332257223979,4.811708364891674,0.2616238923323051,2.03829643368721,2.061784202605486,94.0539334154129,176.8490799999237
29,5800,5800,rician,velocity,False,False,full,shared,True,False,500.0,0.86227375,0.86227375,1246.482418188694,6.232412090943471,9.487680896797663,4.593214997749144,6.733154830251944,134.66309660503887,2.508481409478643,0.27875,200,42.07810737132002,47.724452360847636,11.957127456610088,14.80384997765846,276.1277685579363,286.3153819862704,757.1948959508737,243.30842043947226,5.108230881354069,4.87796513955927,0.23026574179479908,1.8832817244529725,1.6020116480765865,113.41567953109741,193.28348031520844
30,6000,6000,rician,velocity,False,False,full,shared,True,False,500.0,0.85752375,0.85752375,1218.8495203501159,6.094247601750579,9.6774221877593,4.318598968977989,7.010787224576537,140.21574449153076,2.5757046855053574,0.2675,200,45.745314108757235,74.90269141293282,23.78037018025808,53.709447158991445,123.01476615060552,379.4885119105303,699.1725094419456,276.4860132898187,5.189758311303484,4.949059209059845,0.24069910224363866,1.6632194586098195,1.309981476184912,101.47420745372773,196.19806449890137
31,6200,6200,rician,velocity,False,False,full,shared,True,False,500.0,0.85277375,0.85277375,1092.0023936929526,5.460011968464763,8.953453406680241,5.388352317019152,5.742411794321367,114.84823588642735,2.5597811123932477,0.26125,200,57.45715737305963,56.30122458260529,40.18893852385779,35.52497030746594,395.47547155722526,112.09669394515797,835.7460553075573,755.6354522685568,5.197997613620404,4.974651227939249,0.22334638568115484,1.9797621896862985,1.498075914576184,126.73050374507903,253.86457399368285
32,6400,6400,rician,velocity,False,False,full,shared,True,False,500.0,0.84802375,0.84802375,519.3284604998506,2.5966423024992533,8.838206850252071,11.72054582749441,2.886755752709478,57.735115054189556,2.6540967433908866,0.24875,200,90.77834787380449,64.55158435302887,75.18345593797918,15.538378015966803,407.19989205858866,223.69591229812912,42.14766322903994,239.63584020831394,5.137040951737796,4.909404494338318,0.2276364573994778,1.9225345964729785,2.207042334377766,136.27830169200897,302.2452146244049
33,6600,6600,rician,velocity,False,False,full,shared,True,False,500.0,0.84327375,0.84327375,1104.880017912116,5.52440008956058,8.174829801326563,4.203035042387855,6.126026365207579,122.5205273041516,2.6322568087604243,0.30625,200,50.80618408385293,79.02959220173032,14.98099581308067,56.14490361112715,709.072098190767,359.8858785327453,655.7284099431612,119.4263398064705,5.158834469717614,4.9462718237585985,0.2125626459590153,1.690533037185669,1.2491317795962096,145.7293544626236,285.9294172859192
34,6800,6800,rician,velocity,False,False,full,shared,True,False,500.0,0.83852375,0.83852375,653.9329226304482,3.2696646131522407,9.037686654665714,9.67701461889214,3.7743922939227392,75.48784587845479,2.5700669723439598,0.24,200,53.091028667386695,68.75744731630284,34.59034341075561,31.474582573666005,406.2070765378107,155.99944153769744,167.11491625042635,523.5168410778628,5.125586796261515,4.911804778763426,0.21378201749808845,1.8513437324762345,1.7021104467706756,129.39335260391235,341.07888060569763
35,7000,7000,rician,velocity,False,False,full,shared,True,False,500.0,0.83377375,0.83377375,1047.25283171244,5.2362641585622,9.488645027340727,6.58995725568952,5.515603327922854,110.31206655845708,2.538550844903691,0.29875,200,47.81307422438803,56.606033932819614,1.6973478628442518,30.635844230084814,278.3018584099766,177.90399241707087,209.35129805140724,514.4338180352273,5.140241180779851,4.929056165882267,0.211185014897584,1.5319122198224067,1.129495541602373,153.6305354976654,316.3603281497955
36,7200,7200,rician,velocity,False,False,full,shared,True,False,500.0,0.82902375,0.82902375,1062.4251233514678,5.312125616757339,9.11644754459486,5.607924121964617,5.661033674076536,113.22067348153072,2.562396505169164,0.28875,200,56.67955292955463,63.25206928734913,32.30165949436639,40.45671804231232,363.9450555675767,284.81574589278324,521.5847908576698,797.5235522850883,5.184675664705905,4.949388874443219,0.23528679026268584,1.8762255505472423,1.7335238907206802,161.8266944885254,385.10084460258486
37,7400,7400,rician,velocity,False,False,full,shared,True,False,500.0,0.82427375,0.82427375,1300.1512278804767,6.500756139402383,9.570615814029775,5.224158542517092,6.80399564547365,136.079912909473,2.574318615366783,0.2775,200,66.48055827201976,58.80401914078147,57.07913057648804,13.233298021375926,168.32480682248075,403.9739367840929,409.0898121083757,120.1576172779482,5.197701403960378,4.999513381768367,0.19818802219201181,1.5195298972725868,1.1274401506967842,213.0399533843994,417.3216520118713
38,7600,7600,rician,velocity,False,False,full,shared,True,False,500.0,0.81952375,0.81952375,1305.1017140143651,6.525508570071826,9.469358590455002,5.17937010359737,6.802774803047848,136.05549606095695,2.5476302403840454,0.2675,200,47.85471902409291,64.67801240112192,23.48187436306106,18.747441312755907,282.7007399797816,123.26242390242898,347.62080515323663,107.85162194600484,5.227529356639523,5.046967629696773,0.18056172694274952,1.5905641989409924,1.444730642118957,175.79217039108278,373.88274040222166
39,7800,7800,rician,velocity,False,False,full,shared,True,False,500.0,0.81477375,0.81477375,1088.4530090840135,5.442265045420068,8.601049486905328,4.9114880576511135,5.720923991559683,114.41847983119366,2.5601115148511155,0.27125,200,62.21204342467953,48.890928629148725,46.60054296459542,18.20316743606512,526.1337199692764,368.2566626378669,815.3699331767336,719.1228298534921,5.265044948776508,5.064248562052233,0.20079638672427436,1.7991787159442902,1.3245819115839044,169.55343656539918,452.60526879310606
40,8000,8000,rician,velocity,False,False,full,shared,True,False,500.0,0.81002375,0.81002375,1224.5662366919237,6.122831183459619,8.38326800115428,3.8378779845878945,6.422736508662129,128.45473017324258,2.62315588138789,0.3175,200,61.261665126394576,75.01024298060084,44.846247356296004,40.45601572388628,620.3841929757895,220.15929001208755,672.3477999740714,60.356611625879374,5.427709982902966,5.098210760717481,0.32949922218548533,1.5664039628952742,1.6947419085283764,220.19769295692444,363.6196129846573
41,8200,8200,rician,velocity,False,False,full,shared,True,False,500.0,0.80527375,0.80527375,727.054741239279,3.635273706196395,8.505002106760443,8.257667395003828,3.926752168352699,78.53504336705397,2.571979394640739,0.28,200,52.08119177523199,65.83679186388088,39.56602398245398,43.09899381514533,555.7780806435823,333.1216995096586,139.3457595833478,443.4028551423355,5.493675827500949,5.069638599928096,0.4240372275728532,1.6107757610082627,1.4533322954922914,232.55055078983307,436.2201173496246
42,8400,8400,rician,velocity,False,False,full,shared,True,False,500.0,0.80052375,0.80052375,966.8937987818249,4.834468993909124,8.20150994956767,5.551215965744176,5.127113831235574,102.5422766247115,2.5453336325383296,0.28375,200,54.56540891385126,53.16951178608512,21.94845862941109,17.450748312997366,683.2951513600647,524.6937356759342,559.506606053982,719.4042195197226,5.486092971984851,5.071007057816369,0.41508591416848173,1.800372293293476,1.8360841199010611,199.3218392086029,449.6367465686798
43,8600,8600,rician,velocity,False,False,full,shared,True,False,500.0,0.79577375,0.79577375,1133.3568576266568,5.666784288133284,8.731485696910797,5.323591017995847,5.945491399693863,118.90982799387727,2.5602743810206205,0.28375,200,57.23407120904734,59.61826225454997,33.230809821112416,36.12596103085655,477.4857043739133,314.18773785893376,490.83567218836816,338.0753136229213,5.4813317689043695,5.091343902976311,0.3899878659280587,1.4634019042551518,1.304683873001486,297.0325511360168,542.8803538131714
44,8800,8800,rician,velocity,False,False,full,shared,True,False,500.0,0.79102375,0.79102375,1204.589302790245,6.022946513951225,9.246273171713558,4.689568028113772,6.368967690065768,127.37935380131536,2.574607473659447,0.2725,200,63.29856214951838,60.29340553834548,34.5582985478952,21.780078442364307,153.46956849537924,522.1999683545099,781.5318027640337,557.1764704040459,5.5723756695924935,5.120380807228344,0.4519948623641499,1.7061775445193053,1.191800997937098,227.8354711818695,558.9083090400695
45,9000,9000,rician,velocity,False,False,full,shared,True,False,500.0,0.78627375,0.78627375,1173.6908579562637,5.868454289781319,8.569275983649996,4.52313989960761,6.149338546181176,122.98677092362352,2.5660042548131643,0.29875,200,56.225239757035084,62.00491856220078,39.20916082464749,35.322072998601506,512.3408604356174,407.19461126922783,438.14411155483396,374.5095008491594,5.641583919080214,5.143246534760629,0.4983373843195853,1.671549578756094,1.32528527835384,278.7584197330475,619.2431733608246
46,9200,9200,rician,velocity,False,False,full,shared,True,False,500.0,0.78152375,0.78152375,897.9346506553192,4.489673253276596,9.133074606895125,6.573826517642749,5.277707210465353,105.55414420930707,2.5545992698675466,0.28,200,57.49063598896892,52.049713568208816,30.523601125045744,19.6799246485641,328.05772365306274,474.9836386583881,196.91563137450316,462.858518626737,5.6321202490721,5.146169592928123,0.48595065614397726,1.427173073887825,1.6117150575481356,297.59753918647766,616.9098697376252
47,9400,9400,rician,velocity,False,False,full,shared,True,False,500.0,0.77677375,0.77677375,837.0265398060318,4.185132699030159,8.194664836004423,4.3512011557791395,5.392642447489697,107.85284894979397,2.668813914943261,0.31,200,64.86333933053626,73.03392582986106,8.718439069124642,24.179511541786223,668.5215114406104,573.6243638901971,719.0624139982073,1187.0037749108637,5.649182420635409,5.151413696216667,0.49776872441874165,1.649204338490963,1.4654746256582438,285.9919448232651,707.5206006622315
48,9600,9600,rician,velocity,False,False,full,shared,True,False,500.0,0.77202375,0.77202375,842.9614438324114,4.214807219162057,9.043159398156003,6.183713472315701,5.308378948381141,106.16757896762282,2.584084930976388,0.28125,200,59.4464068544783,49.52724781843922,35.29404146790786,27.04868324938197,360.9184778940941,220.57083146406026,324.25677522744763,748.9217787939984,5.63484942267988,5.15468380563676,0.4801656170431201,1.1336620244942606,1.1175847536975925,319.44108043670656,655.5099629592895
49,9800,9800,rician,velocity,False,False,full,shared,True,False,500.0,0.76727375,0.76727375,1045.1840388120017,5.225920194060008,8.129291958229913,4.165493982344716,6.005735036352451,120.11470072704903,2.5563718653468563,0.285,200,50.62476556687264,65.57192215091092,17.985236170037197,18.382846066896544,677.7768142450265,611.5996038626014,743.4633540510476,135.03452054824055,5.598478432984906,5.172052198100346,0.42642623488456,1.4710172963142396,1.06618293187581,330.51131214141844,523.8504828739166
50,10000,10000,rician,velocity,False,False,full,shared,True,False,500.0,0.76252375,0.76252375,931.3916725075135,4.6569583625375675,8.149812159539126,5.7666546523064675,4.966665658359094,99.33331316718191,2.5427282012296035,0.2475,200,52.94736932713643,55.21314707758465,28.298152440275487,15.963493548598109,690.5074409297174,315.84100631945483,1026.9429488093122,588.8915327920446,5.496272354674034,5.167944467305521,0.3283278873685136,1.4182826706767082,1.2832547699776478,326.6131547021866,815.3547476005555
51,10200,10200,rician,velocity,False,False,full,shared,True,False,500.0,0.75777375,0.75777375,1020.9115509678306,5.104557754839153,9.063570709180826,6.060739383420727,5.511025263322965,110.2205052664593,2.5598642854391556,0.29375,200,76.22126184397338,36.99232969620949,32.76420908595605,9.251539427578788,336.9508410349387,436.3996868602028,266.66446720618325,497.2507667172122,5.484703028124114,5.174671541737235,0.3100314863868796,1.5502465322613717,1.5048198212124406,337.62450075149536,856.8171408939362
52,10400,10400,rician,velocity,False,False,full,shared,True,False,500.0,0.75302375,0.75302375,1005.0195341353116,5.0250976706765575,8.083154815984326,5.202810240479971,5.321335642226817,106.42671284453635,2.697561272907766,0.30125,200,96.40067252764464,71.73264294313894,78.45381823524997,38.56447321703084,793.2687038325369,493.36872019503016,510.48178374931547,585.5552562238696,5.60643202259998,5.1774920052081885,0.4289400173917919,1.4157474325224757,1.1241647088574245,281.2028860569,768.236910610199
53,10600,10600,rician,velocity,False,False,full,shared,True,False,500.0,0.7482737500000001,0.7482737500000001,1348.0648855505258,6.740324427752629,9.498825122470057,4.575745095221967,7.021816097319543,140.43632194639088,2.582905196424091,0.2925,200,64.69668501823465,64.97260266405756,44.72129130257428,42.9762453120476,265.6947678757139,167.08507602877023,367.06518851455286,154.1982620465102,5.651221509205579,5.212290572983874,0.43893093622170465,1.6053559262678028,1.4206487683579325,386.4688618326187,1013.0338221931457
54,10800,10800,rician,velocity,False,False,full,shared,True,False,500.0,0.74352375,0.74352375,770.2241277300412,3.8511206386502064,8.003891041665543,5.61251827613458,4.983772055471651,99.67544110943302,2.549734289913748,0.27,200,54.75875624946487,45.6621026957059,27.806181492231556,8.927107598935013,740.3912821189759,548.956155432698,483.41445770193803,586.9167662472208,5.7116904972830245,5.2080587485855,0.5036317486975248,1.6935435044765472,1.3667490992322564,332.5697270822525,838.5598163414002
55,11000,11000,rician,velocity,False,False,full,shared,True,False,500.0,0.73877375,0.73877375,872.2911275600887,4.361455637800444,7.743078071878247,3.9600130800226077,5.520729880009864,110.4145976001973,2.6459735185461706,0.30625,200,58.33256563433352,80.69688721970778,22.291931655519996,59.11361153859354,963.0644719902629,521.1335181422738,676.7797362920487,771.8193052452652,5.7119468248873755,5.213743678247761,0.4982031466396144,1.6535112576186657,1.2105516379887558,369.84970196723935,876.3379211807251
56,11200,11200,rician,velocity,False,False,full,shared,True,False,500.0,0.73402375,0.73402375,931.3838753144446,4.6569193765722225,7.978631906177594,5.697248654364181,4.9631846763357075,99.26369352671415,2.546957917249667,0.24,200,65.96266369430167,44.03256624337428,47.45914755100625,7.830298476813692,788.8985949982075,355.9001589495416,853.920039928127,580.52061020181,5.677054375000334,5.209269410356476,0.4677849646438581,1.4667300842702389,1.2679077624902129,397.3365581035614,822.8305915069581
57,11400,11400,rician,velocity,False,False,full,shared,True,False,500.0,0.72927375,0.72927375,1011.0784375950606,5.055392187975303,8.58072208116058,5.486676580072538,5.399157286725601,107.98314573451204,2.7135957101729544,0.30875,200,108.08316010102172,68.85853150701573,94.47475945302162,35.31084389192585,572.1077504394799,514.3470185335548,346.0149716936826,644.686271603342,5.606812457062931,5.212600776608565,0.39421168045436605,1.4719005431234837,1.484035463151522,383.4560503101349,909.8297891235352
58,11600,11600,rician,velocity,False,False,full,shared,True,False,500.0,0.72452375,0.72452375,1044.5550024013417,5.222775012006708,8.173077037031263,4.638435642360033,5.520332570892993,110.40665141785986,2.6466930082152773,0.28875,200,99.25380492164658,42.21417798985466,56.836558196113856,9.643046597688091,655.6950306787854,352.3841465896822,937.7936301824893,888.4136459718251,5.542690345455188,5.217906497199676,0.3247838482555121,1.8152347174286843,1.358966829739511,344.6955845546722,1023.4285602855682
