episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
12,2400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9993669305555556,0.005,813.4742079067468,4.067371039533734,8.50492332491312,8.487448338840085,4.354920514533095,,,87.0984102906619,2.550032186777022,0.2325,200,59.35575106054988,56.838308205475805,27.145437520612333,32.72829568938221,556.2482788904563,402.002622519592,127.52024106100234,286.87769615414845,5.161428589028788,5.161428589028788,5.161428589028788,5.161428589028788,0.0,0.0
13,2600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9993141527777778,0.005,990.761043075883,4.953805215379415,8.576929081965002,5.157135424220924,5.8137830579585525,,,116.27566115917107,2.574630851217358,0.27375,200,45.084530607953724,70.17773853800851,21.099546591131414,14.84093207496995,481.87391074465353,626.3582235499526,680.970772287897,392.8794859265889,5.211609702023386,5.211609702023386,5.211609702023386,5.211609702023386,0.0,0.0
14,2800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.999261375,0.005,1015.8458248417212,5.079229124208606,8.766020721399926,4.690571740149053,6.1190915605368605,,,122.38183121073722,2.527886207582173,0.265,200,41.04794396040855,52.913014489376565,12.746706567301842,28.258432604881193,470.4301302538262,341.4205273615127,865.6100333387055,300.27789628375405,5.276429834774349,5.276429834774349,5.276429834774349,5.276429834774349,0.0,0.0
15,3000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9992085972222222,0.005,1001.7602028061025,5.008801014030513,9.55153454994058,6.748380776360886,5.414440016682267,,,108.28880033364534,2.523176953553666,0.24625,200,59.88025340335923,38.5215323901781,41.548830644384495,25.866819555291734,134.27483370880168,402.26685114187103,583.4604475812188,718.0040548713574,5.28563051356821,5.28563051356821,5.28563051356821,5.28563051356821,0.0,0.0
16,3200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9991558194444444,0.005,1132.540446386837,5.662702231934185,9.346456911744447,6.100436594673462,5.9448785029319735,,,118.89757005863949,2.5319040335242073,0.2375,200,58.70534618425236,45.64044644315628,8.87405315759851,7.233218238587513,260.793559545501,403.7554437689583,539.0710454937831,272.98064467330363,5.326833512903445,5.326833512903445,5.326833512903445,5.326833512903445,0.0,0.0
17,3400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9991030416666666,0.005,984.1425676690562,4.920712838345281,9.560442760482008,7.677652036979569,5.2144798578143625,,,104.28959715628726,2.516122432650194,0.26375,200,46.521680413087914,46.58192657473307,10.244991063735204,21.456239956675095,110.93027502824272,425.01712726107314,175.1174778647853,385.7780359238843,5.320224474368793,5.320224474368793,5.320224474368793,5.320224474368793,0.0,0.0
18,3600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9990502638888888,0.005,1213.8884460955408,6.069442230477704,9.772622770948738,5.815947723480656,6.347570073263361,,,126.95140146526724,2.5487664178147638,0.25875,200,61.32029752749801,52.43166669709492,19.951990853792278,33.0635117148,233.1416226013404,220.07395157339286,640.9206854237708,198.9362222648328,5.377299229862936,5.377299229862936,5.377299229862936,5.377299229862936,0.0,0.0
19,3800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9989974861111112,0.005,771.4414176568065,3.8572070882840324,8.963272337874091,6.390674583290991,5.094575102378619,,,101.89150204757239,2.511287080713528,0.23875,200,53.23422104975044,37.376808968930916,36.755356883462184,10.194543391912163,346.75626264562175,548.9478884834267,711.0604468224134,937.0054042552359,5.362419012626918,5.362419012626918,5.362419012626918,5.362419012626918,0.0,0.0
20,4000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9989447083333334,0.005,1029.2133486466782,5.1460667432333915,10.086361995687026,6.1529118619260155,6.294919846799603,,,125.89839693599207,2.625752814934909,0.24625,200,73.66806767497108,42.25732914510912,40.6325498701157,8.912625710923848,142.7798536079069,236.93534127332953,496.2772130363701,454.74802966946356,5.409044054335553,5.409044054335553,5.409044054335553,5.409044054335553,0.0,0.0
21,4200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9988919305555556,0.005,697.8502975906638,3.489251487953319,7.80692193210654,7.39129861408655,3.9501360645826877,,,79.00272129165376,2.5321728221145126,0.23,200,56.405167299922304,53.43256867711441,23.049240610625116,34.863434430660824,934.9146077742665,589.0423771069362,605.9495736344455,833.2864732097377,5.365057341128898,5.365057341128898,5.339572245299702,5.339572245299702,0.025485095829195892,0.025485095829195892
22,4400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9988391527777778,0.005,811.2403684747272,4.056201842373636,9.419137230321914,8.188474028492179,4.704128227376235,,,94.08256454752471,2.568325118282578,0.2375,200,58.81164548933096,58.31185101334225,34.23050337649108,42.55404206241935,77.48456167102219,503.40378677117246,288.60617336205894,687.2307699605458,5.366499567913725,5.366499567913725,5.310688426303181,5.310688426303181,0.05581114161054401,0.05581114161054401
23,4600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.998786375,0.005,1089.362224788242,5.44681112394121,9.687995038620567,8.667425529564058,5.740235154385717,,,114.80470308771434,2.518707134908051,0.24125,200,48.66145039266796,51.411272266520875,23.53672003542696,26.776390839564606,228.63923016083393,317.55603104744563,69.25264319849198,69.63133906736931,5.387402187058533,5.387402187058533,5.329364371002422,5.329364371002422,0.05803781605611125,0.05803781605611125
24,4800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9987335972222222,0.005,781.4719938959507,3.907359969479754,9.23870687921881,7.901103788602707,4.494706093802535,,,89.8941218760507,2.5123885538854025,0.24125,200,49.92675316236314,42.70089650617289,17.825249031924496,13.453715256880477,348.8966442782232,193.1226473869901,458.9883057488905,959.8653780601088,5.355770088109757,5.355770088109757,5.29458694278576,5.29458694278576,0.061183145323997046,0.061183145323997046
25,5000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9986808194444444,0.005,881.07437549478,4.4053718774739,8.46889709202508,6.746050437837087,4.678411051268886,,,93.56822102537772,2.509864063675407,0.25625,200,48.67071139825248,44.01910670943715,32.11974783081414,16.232000470671263,552.3221326050041,382.6855467848275,564.6167976603404,857.4002954288416,5.254984948502937,5.254984948502937,5.269939907125085,5.269939907125085,0.01495495862214824,0.01495495862214824
26,5200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9986280416666666,0.005,866.9423149813359,4.33471157490668,8.087809376645895,6.105033527859452,4.694808346256689,,,93.8961669251338,2.495797136219489,0.235,200,42.988938044476384,43.15042928637795,15.994051627742385,22.355581815505648,760.5734283656599,468.55446780606246,918.565646791322,922.6324431629464,5.253413920523831,5.253413920523831,5.247819462476301,5.247819462476301,0.005594458047530004,0.005594458047530004
27,5400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9985752638888888,0.005,497.58069914492347,2.4879034957246176,8.722915335655491,11.566437410104514,2.7590810083777684,,,55.18162016755537,2.4972039282301477,0.2425,200,43.96680676224072,44.361349587787416,22.245028616877807,17.70651776073873,487.65180156653554,146.7286420179831,38.72577402612943,244.39321822407544,5.12104349735442,5.12104349735442,5.155643964176355,5.155643964176355,0.03460046682193507,0.03460046682193507
28,5600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9985224861111112,0.005,937.6743521574225,4.6883717607871125,7.94240507159486,5.753948530491956,4.965996191115578,,,99.31992382231157,2.5504351193933457,0.24375,200,41.4186669315588,71.2781413164524,2.8837328019696162,35.40814414693374,851.1864071899963,363.0312204022484,893.6928007601789,389.28365746051725,5.12664678775204,5.12664678775204,5.148870829424184,5.148870829424184,0.022224041672144423,0.022224041672144423
29,5800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9984697083333334,0.005,1089.4021106820774,5.4470105534103865,8.523442870853767,4.964690955343678,5.72466375823662,,,114.4932751647324,2.551270311445146,0.25625,200,60.24484054742087,55.485439471346275,42.008793613050095,19.92502565194155,567.0470501350902,104.89405948309653,1040.8456420722189,342.20142943102024,5.147781482276057,5.147781482276057,5.168725758003924,5.168725758003924,0.02094427572786728,0.02094427572786728
30,6000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9984169305555556,0.005,939.472342259625,4.697361711298125,8.038738040906772,6.141918129709568,5.040598724206849,,,100.81197448413698,2.547653720010286,0.26375,200,59.98995214726983,52.30288500851973,30.591732516670856,19.919717297955394,735.2394257029872,265.32436516214955,425.6021701679731,373.3522419129717,5.1296013371188804,5.1296013371188804,5.164454856877355,5.164454856877355,0.034853519758474505,0.034853519758474505
31,6200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9983641527777778,0.005,970.977017825947,4.854885089129735,8.168771197220767,5.673108788730848,5.124698626014117,,,102.49397252028236,2.4861289269837674,0.2525,200,38.42069425811352,40.936028755824765,14.35148692470761,7.3071584933983305,726.5002846533648,189.54349855896479,684.4098997551552,588.9472416444256,5.123806088926119,5.123806088926119,5.163172397817251,5.163172397817251,0.039366308891131574,0.039366308891131574
32,6400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.998311375,0.005,891.8029899283813,4.459014949641906,8.683572027672904,7.436288182037714,4.767304471809411,,,95.34608943618824,2.6163930228494574,0.2225,200,58.587584929307376,83.33591119269079,39.53240121170457,43.9531035320446,509.15972372886347,176.615572902391,413.11842034417384,429.56095682637226,5.144425286789934,5.144425286789934,5.150801525129505,5.150801525129505,0.006376238339570683,0.006376238339570683
33,6600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9982585972222222,0.005,895.5149557845591,4.477574778922795,8.757286384284459,6.587408837624218,4.765403851916205,,,95.3080770383241,2.5377287447318078,0.27375,200,52.22181712842827,51.430804408130946,28.61239037689943,5.99993300567486,496.667215353496,252.90775410708127,335.6984787076165,806.8581922211555,5.092006326487818,5.092006326487818,5.139122807759405,5.139122807759405,0.04711648127158696,0.04711648127158696
34,6800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9982058194444444,0.005,616.5466856684922,3.082733428342461,7.328180057938474,7.2131715494165425,4.034551270099785,,,80.69102540199572,2.53870667679126,0.25,200,48.75196148227107,58.21896901303813,19.717855229308423,26.723623629523924,1257.9199257689936,695.1055584925572,392.94430866848205,462.78431019713895,4.987779311965964,4.987779311965964,5.106635409592946,5.106635409592946,0.11885609762698213,0.11885609762698213
35,7000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9981530416666666,0.005,726.088411236145,3.630442056180725,7.942704978051087,6.636536413907189,4.666915176836968,,,93.33830353673935,2.5205596362721328,0.2425,200,65.24524680383428,31.44609596507861,25.54572737537266,9.412127231421655,788.9117871529293,660.1058413043014,544.2501080930829,419.64251948359504,4.950403069973698,4.950403069973698,5.094071974371346,5.094071974371346,0.14366890439764823,0.14366890439764823
36,7200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9981002638888888,0.005,860.9325899577647,4.304662949788823,9.534560085892348,8.406149630729711,4.756034787481878,,,95.12069574963756,2.5051685978782006,0.23875,200,50.24820235206932,41.44443263675433,18.20632464062624,19.754152116650324,178.46954544689737,418.21522750318144,252.1440386191753,602.2189450118473,4.890960884201194,4.890960884201194,5.084682052513305,5.084682052513305,0.19372116831211095,0.19372116831211095
37,7400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9980474861111112,0.005,620.6485736994143,3.1032428684970714,7.973701720453244,6.916238667216062,4.3554889527423795,,,87.10977905484758,2.5528351773986766,0.23375,200,52.87085929310057,39.22886494765228,22.364407718569783,14.461059055288121,819.998376052835,366.2985788754581,589.8273690403981,661.9521900507187,4.848011338947595,4.848011338947595,5.064974130897875,5.064974130897875,0.21696279195028012,0.21696279195028012
38,7600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9979947083333334,0.005,1028.9746207724993,5.144873103862497,8.37696934712317,5.775625668720637,5.443501574818729,,,108.8700314963746,2.5178020217209682,0.2625,200,45.899171654373966,50.85286305350376,12.629403977326158,5.936368519459346,595.4529577162747,464.18761955294957,388.77768708260487,362.1842652862444,4.8028079140253634,4.8028079140253634,5.074935379422108,5.074935379422108,0.2721274653967445,0.2721274653967445
39,7800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9979419305555556,0.005,941.4309133115098,4.707154566557549,7.889229607164003,5.2903916820498464,4.9837312509442295,,,99.6746250188846,2.524744543231529,0.24875,200,47.49298202095857,54.79640679299296,13.331407589514242,38.608888588177976,904.9764939146664,381.4892851745358,1196.8617929191573,835.3196391965998,4.797265721453643,4.797265721453643,5.072596812025239,5.072596812025239,0.275331090571596,0.275331090571596
40,8000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9978891527777778,0.005,1107.7212422580233,5.538606211290117,9.183602202886286,5.7173094219547735,5.912651175956193,,,118.25302351912387,2.5562394322517403,0.26625,200,62.55162089294571,51.90199467961324,30.29401855099329,28.417641307625654,286.50849493159313,474.32068444066897,563.415404893069,483.9976481265344,4.778152287911473,4.778152287911473,5.093598171123513,5.093598171123513,0.3154458832120399,0.3154458832120399
41,8200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.997836375,0.005,954.5952956842978,4.772976478421489,9.401755953614652,6.81159603249392,5.084457386960891,,,101.68914773921783,2.5235031223041706,0.22625,200,43.938496425742606,52.23740143063454,19.92042590894404,34.478445738374724,300.27735650888764,251.38729235571873,888.9444163046674,976.1170032595688,4.834868354030384,4.834868354030384,5.093375225168327,5.093375225168327,0.2585068711379428,0.2585068711379428
42,8400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9977835972222222,0.005,1107.1668225703502,5.5358341128517505,9.292180343482912,6.333331541641981,5.813170050277105,,,116.2634010055421,2.5474552507327632,0.22625,200,47.88795106926159,66.45653967342852,18.1202484760263,32.205980722186155,305.67047651257064,188.30765391022544,502.06001281049106,222.55662434509566,4.890320445175427,4.890320445175427,5.110513197194726,5.110513197194726,0.22019275201929922,0.22019275201929922
43,8600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9977308194444444,0.005,1160.4757487971162,5.802378743985582,9.471205796878234,6.614076553132333,6.073751547801283,,,121.47503095602568,2.4992777800733146,0.25,200,45.36367581594894,40.585346229326326,17.64736546747782,5.12186045436835,283.76151790923757,153.96328916600675,234.55631399225473,167.42909546815747,4.906996264846205,4.906996264846205,5.132914089069297,5.132914089069297,0.22591782422309237,0.22591782422309237
44,8800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9976780416666666,0.005,718.3453998373823,3.5917269991869114,8.820729392552257,7.011407913550837,4.850127409888197,,,97.00254819776393,2.530605292474047,0.24625,200,36.48847394660608,51.40824455492626,12.39303143697997,15.851299430199715,373.701451823902,561.577118727126,429.82833915636286,692.703366027347,4.924767330650488,4.924767330650488,5.126487119087908,5.126487119087908,0.20171978843742,0.20171978843742
45,9000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9976252638888888,0.005,1048.321752282301,5.241608761411506,8.71998950841238,5.4937842934100285,5.711419797332207,,,114.22839594664414,2.5305411992003637,0.265,200,48.746429932141716,54.44317582151431,12.264143492532398,16.746004767498615,482.084924630596,130.0663069828924,559.657286784006,493.2530094627027,4.976417767953654,4.976417767953654,5.139485623048893,5.139485623048893,0.1630678550952389,0.1630678550952389
46,9200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9975724861111112,0.005,1020.4809131125502,5.102404565562751,9.453555971776138,5.584450117952371,6.158410554943706,,,123.16821109887412,2.5318615980806505,0.2575,200,53.04145311651669,39.1844395097096,16.17251011085674,20.600829831141194,281.70473907045607,367.51791271380336,539.1857137479407,487.72595573357705,5.0495978783880044,5.0495978783880044,5.161636165046607,5.161636165046607,0.11203828665860271,0.11203828665860271
47,9400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9975197083333334,0.005,778.0564252853887,3.8902821264269436,8.606565987720908,8.648740949202947,4.229456608577607,,,84.58913217155215,2.534817741533913,0.23125,200,51.52582479544247,56.36459691440206,18.399524439095586,10.174871321688785,512.5820979127134,556.6134307136397,222.97561960740904,433.92348397295274,5.123116658397997,5.123116658397997,5.14180255746216,5.14180255746216,0.01868589906416318,0.01868589906416318
48,9600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9974669305555556,0.005,756.5585374553516,3.782792687276758,8.455271717869085,7.368749154286402,4.5950141765141135,,,91.90028353028227,2.5376419483578085,0.2475,200,41.98183610144154,67.45963048395244,16.938685251558386,19.715334526207542,581.0910422862304,340.6278500712984,271.6947784949671,470.30353924376635,5.104567557667924,5.104567557667924,5.130411132859076,5.130411132859076,0.025843575191152546,0.025843575191152546
49,9800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9974141527777778,0.005,1008.8229536445583,5.044114768222792,8.457761766684975,5.730358676615268,5.323410112775731,,,106.46820225551463,2.5641000714271547,0.24625,200,72.76362189194907,44.08800395942617,30.16211501574103,10.90369688783402,623.7947588411477,263.98706422764263,810.0578235552956,510.9652463164204,5.084504875394879,5.084504875394879,5.134349887551252,5.134349887551252,0.04984501215637316,0.04984501215637316
50,10000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.997361375,0.005,722.4858083532192,3.612429041766096,7.711857059257102,7.130786765869575,4.473131438267165,2.3948724951270273,2.3948724951270273,89.46262876534331,2.5656607996572802,0.2575,200,57.7056308455545,64.263687553209,19.574530838580724,4.6430037224311365,986.8660233771609,533.7762771630407,298.585033199874,320.63240869686524,5.056131511097895,5.056131511097895,5.12112551856557,5.12112551856557,0.06499400746767492,0.06499400746767492
51,10200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9973085972222222,0.005,1203.5781464832867,6.017890732416434,9.762745385496157,5.470016560632413,6.304958002691222,,2.3948724951270273,126.09916005382445,2.59088262941558,0.2375,200,51.37747398413952,75.1872438972166,8.96420596339015,46.93873383029749,185.09769698962592,327.41207371320445,999.9160435641944,268.33014737467613,5.11514447993175,5.11514447993175,5.144337920215094,5.144337920215094,0.029193440283343364,0.029193440283343364
52,10400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9972558194444444,0.005,1245.6988937344836,6.228494468672418,10.982166607594326,6.654552032072016,6.514028228225563,,2.3948724951270273,130.28056456451125,2.514044302939624,0.2525,200,40.70973566356593,51.34066879612058,9.256512286011633,9.510556581257191,95.01775359434848,121.40509229875029,459.0717528028243,720.9805959952183,5.202480667752558,5.202480667752558,5.170678118446064,5.170678118446064,0.03180254930649351,0.03180254930649351
53,10600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9972030416666666,0.005,976.4891281567436,4.882445640783718,8.861520623019237,5.208641991920716,5.908142419702167,,2.3948724951270273,118.16284839404332,2.5292308248413624,0.27625,200,43.4887531084042,58.082550622222925,13.800473335861101,31.779085469338362,143.5113225502675,674.4354279673773,622.5797569035946,515.9447153723357,5.259617596141856,5.259617596141856,5.184592539224482,5.184592539224482,0.07502505691737404,0.07502505691737404
54,10800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9971502638888889,0.005,1007.2514550318363,5.036257275159182,8.239986300903478,5.152481492046691,5.310958334616803,,2.3948724951270273,106.21916669233607,2.526059637574516,0.23875,200,52.65345237734968,52.03076737145683,12.04103978887098,20.21510844542535,677.905427218815,174.37476570512848,1105.8412287104197,583.1023185078577,5.323437949367707,5.323437949367707,5.186932646546563,5.186932646546563,0.1365053028211447,0.1365053028211447
55,11000,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9970974861111112,0.005,1017.1896950269883,5.085948475134941,8.287119416940905,5.181233048219635,5.379578284532397,,2.3948724951270273,107.59156569064794,2.612736898310974,0.25625,200,64.82012261269848,74.69294358861795,34.66818811169616,45.59384220359784,654.1479744422047,388.55168143051105,906.521749934482,662.8825766531025,5.359071104752479,5.359071104752479,5.190435294509941,5.190435294509941,0.16863581024253804,0.16863581024253804
56,11200,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9970447083333334,0.005,1087.5961253912033,5.4379806269560165,10.195220939797215,6.800832501891125,5.793681258332397,,2.3948724951270273,115.87362516664794,2.556999704035885,0.25875,200,57.97732289557291,58.02147573982839,14.248669840691752,21.89400771525642,164.85054533510026,144.38791925776016,530.6098681428812,939.1673894345588,5.410953428295004,5.410953428295004,5.201207543863911,5.201207543863911,0.20974588443109266,0.20974588443109266
57,11400,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9969919305555556,0.005,977.4350486316229,4.887175243158114,8.057568131216991,5.821861571122528,5.173634519440641,,2.3948724951270273,103.47269038881282,2.58174687462181,0.24125,200,64.17678575596959,63.916038770799815,45.53277986484317,33.28373209116194,750.3436283660683,447.858935684157,667.8646333553693,280.5529777440858,5.451860706629917,5.451860706629917,5.200723806593328,5.200723806593328,0.25113690003658906,0.25113690003658906
58,11600,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.9969391527777778,0.005,936.9573086408957,4.684786543204479,8.598592928016627,6.56158679501124,4.964872046532553,,2.3948724951270273,99.29744093065105,2.5546007001424904,0.24875,200,60.30211759021095,56.93460394154807,23.101594489211365,28.968375218299006,485.39248335535063,382.09580617182917,474.13107439233517,734.3933173778411,5.427929230215609,5.427929230215609,5.196657396937108,5.196657396937108,0.23127183327850087,0.23127183327850087
59,11800,rician,velocity,True,False,full,True,False,False,False,500.0,64,0.996886375,0.005,846.7242909700003,4.2336214548500015,7.956448943335277,6.452074478592809,4.789849885712961,,2.3948724951270273,95.79699771425922,2.528532676935891,0.24875,200,41.81716122995774,59.95680980621133,17.487898098933897,16.04584596412281,858.6879823951823,593.735553295038,492.74058527693154,414.1609583835358,5.418235161954046,5.418235161954046,5.189762354373987,5.189762354373987,0.22847280758005883,0.22847280758005883
