episode,epsilon,episode_reward_bps_step,avg_R_sec_mbps,episode_secrecy_mbits,rolling100_avg_R_sec_mbps
1,0.99527375,869406420.2544311,4.347032101272156,86.94064202544313,4.347032101272156
