episode,avg_crb,avg_pd,avg_reward,eval_avg_crb,eval_avg_pd,eval_avg_reward,eval_std_crb,eval_std_pd,eval_std_reward
39,1.644828685870726,0.75225,0.41377531395445755,,,,,,
40,0.08541887193690703,0.5915,0.3481189952989531,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
41,19.306703966985893,0.7480000000000001,-0.14006738592217466,,,,,,
42,10.767231040469394,0.7454999999999999,-0.2393113986600857,,,,,,
43,0.062342725386006846,0.8672500000000001,0.7710661940362447,,,,,,
44,1666.9066258530775,0.8700000000000001,0.5483161136122652,,,,,,
45,5.327051083789063,0.6174999999999999,0.0548562002739864,,,,,,
46,18.711945996840537,0.8882499999999999,-0.38300012865035266,,,,,,
47,0.08518499048357636,0.9327500000000001,0.9753258421187165,,,,,,
48,0.02788233860367229,0.30625,0.46456100550333645,,,,,,
49,2.4444272910600726,0.6499999999999999,0.30507041762388076,,,,,,
50,4.29477410570238,0.742,0.2444258513959006,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
51,24.909113150448384,0.4362500000000001,-0.13118781709223268,,,,,,
52,0.09870875830169584,0.8280000000000001,0.5470589650955229,,,,,,
53,0.5153236709205811,0.8219999999999998,0.32509067763353217,,,,,,
54,357.6028580414725,0.77625,0.17813433301778386,,,,,,
55,0.1160342167911065,0.6794999999999999,0.4590928486151196,,,,,,
56,4.622273297300136,0.60875,0.6701391105887986,,,,,,
57,15.55557587302506,0.85725,0.6443203290333124,,,,,,
58,0.20606682917764352,0.82875,0.5956427386760663,,,,,,
59,0.48174725495756027,0.9145000000000002,0.5340091540878459,,,,,,
60,0.04166658527354981,0.7352500000000001,0.8367425255450364,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
61,0.05587189497861961,0.90825,0.5652691819914345,,,,,,
62,0.2127879182717389,0.7515000000000001,0.6151758990622059,,,,,,
63,0.5664000044441431,0.74075,0.19277170371725927,,,,,,
64,0.04045853269503467,0.902,0.6117025077030127,,,,,,
65,0.3597864491899114,0.6677500000000001,0.4285497762171307,,,,,,
66,0.2525372341341876,0.8430000000000001,0.4047211306027006,,,,,,
67,70.07191524703879,0.6742500000000001,0.015816397532177322,,,,,,
68,1.7782775509252478,0.77875,0.5354832384243396,,,,,,
69,26.45769199020745,0.91875,0.2677945509116939,,,,,,
70,0.026920755369872817,0.9622499999999999,0.8593703701538423,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
71,465.5717904523861,0.6920000000000001,0.14815789525496015,,,,,,
72,10.794371099987895,0.703,-0.04504136713699042,,,,,,
73,3.1207514017912796,0.8405000000000001,0.3700891335421039,,,,,,
74,0.612046275040134,0.5397500000000001,0.3772089267928847,,,,,,
75,0.052381807397058174,0.726,0.5796300835948973,,,,,,
76,65.27092508885973,0.7885,0.6058906940152009,,,,,,
77,4.16225064518174,0.9425,1.0410346224032354,,,,,,
78,48.84487934924004,0.7230000000000001,0.33521881504683443,,,,,,
79,0.0295210770602523,0.9714999999999999,0.7637954591616363,,,,,,
80,0.05415511859410138,0.8897499999999999,0.773839412993597,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
81,0.5848837407489946,0.9075,0.7686148800405722,,,,,,
82,1.4924928748930797,0.89825,0.5931240667622842,,,,,,
83,4770.222423346464,0.7142499999999999,0.09541255834627846,,,,,,
84,0.5018891667919404,0.87575,0.6429625422671101,,,,,,
85,0.06683676402625487,0.6759999999999999,0.43473990407640906,,,,,,
86,11.212321837792405,0.8415000000000002,0.6149767757881747,,,,,,
87,0.10023783489876723,0.8022500000000001,0.45627396607349807,,,,,,
88,0.5403851931994699,0.8007500000000001,0.11281864803809222,,,,,,
89,0.04291035094423239,0.88725,0.5963389104607628,,,,,,
90,0.9871367765492878,0.91525,0.4571481175847639,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
91,0.15824376659835448,0.8059999999999998,0.5520698904645022,,,,,,
92,3.3203852057600822,0.7729999999999998,0.1277092522402322,,,,,,
93,1.161923479494205,0.7922500000000001,0.08354722071965646,,,,,,
94,1.8487238807431217,0.61625,0.06572602640104529,,,,,,
95,0.012787461306826196,0.9670000000000002,1.1737435668208736,,,,,,
96,0.022750364883435414,0.9519999999999998,0.7715560191427921,,,,,,
97,0.29034950762683986,0.6795000000000002,0.27290436592506795,,,,,,
98,5.980862717913064,0.8125,0.33070594467981246,,,,,,
99,54.372973876699305,0.5205,0.1615074505627799,,,,,,
100,0.055978831494155654,0.35325,0.2033967034566283,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
101,13.419537904518833,0.439,-0.7649949381967502,,,,,,
102,0.35135673629887465,0.9329999999999999,0.26359817983246037,,,,,,
103,86.1109173247956,0.85,-0.07597251005970314,,,,,,
104,12.429317427017105,0.8985,0.14740478845431804,,,,,,
105,0.4356111916049011,0.71375,0.5483111450554436,,,,,,
106,370.53480684107274,0.6639999999999999,-0.6818740633473772,,,,,,
107,0.5384732063195886,0.8465,0.4037454416730879,,,,,,
108,1.8863818751928898,0.7375,0.06580494481051387,,,,,,
109,162.9759376495903,0.49800000000000005,-0.01668047148108719,,,,,,
110,2.17031904344825,0.56525,0.14809704537261928,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
111,38.33909705105738,0.8497499999999999,0.6787063681132974,,,,,,
112,0.20030729326917104,0.6870000000000002,0.38211526737364,,,,,,
113,0.052325590457783455,0.8947499999999998,0.8065931822053726,,,,,,
114,14.144342317267244,0.9632499999999999,0.4688001453036983,,,,,,
115,4.246929552390203,0.6022500000000001,0.34637886720872385,,,,,,
116,31926.81146860287,0.61925,0.2423579426724028,,,,,,
117,0.036029431753646333,0.70125,0.6841143730881676,,,,,,
118,1.1360341421230686,0.58475,0.07089369882261659,,,,,,
119,0.08827620979610035,0.4782500000000001,0.16692860709468815,,,,,,
120,12.875327946628593,0.693,0.476365647618915,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
121,0.18832553569463467,0.78625,0.5119931592905713,,,,,,
122,0.09959145478150004,0.8009999999999999,0.5499818174507677,,,,,,
123,1.0092931498775328,0.8352499999999999,0.2023483041603061,,,,,,
124,3.595626850892139,0.8234999999999999,-0.028357797276146655,,,,,,
125,0.15312566862814264,0.5435,0.3455159514215037,,,,,,
126,25.983446103584097,0.77775,0.3471150003608635,,,,,,
127,0.08503310659744462,0.96175,0.8299945948205405,,,,,,
128,136.73272683913282,0.92975,0.8982439072102616,,,,,,
129,100.12418892753134,0.604,0.5942251648766281,,,,,,
130,0.0480254605738603,0.5415,0.4803509294063211,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
131,0.3655779703263417,0.8994999999999999,0.9576708758959407,,,,,,
132,0.5766442589707947,0.726,0.39523930817364034,,,,,,
133,0.10414932666200206,0.64325,0.39658447431525995,,,,,,
134,0.03610486332535372,0.78,0.6646666706063639,,,,,,
135,0.03601218577598229,0.6722500000000001,0.7433820741907244,,,,,,
136,2273.8156145318894,0.76225,0.06630064046974243,,,,,,
137,0.6484687240411621,0.9407499999999999,0.8380037433783875,,,,,,
138,1.022596904704221,0.985,0.254643121605511,,,,,,
139,0.7803785753563314,0.9619999999999999,0.47639393865144924,,,,,,
140,0.036979972066151695,0.74675,0.7107121595590571,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
141,11.860349611746022,0.8390000000000001,0.2802891111408742,,,,,,
142,0.3743125698169613,0.94375,0.5819283070388763,,,,,,
143,0.37461670422460913,0.87225,0.45053460089019737,,,,,,
144,0.08449853269565626,0.92775,0.5830420831871923,,,,,,
145,0.21316806256508536,0.5692499999999999,0.14770815874636206,,,,,,
146,0.20654835542987537,0.5755,0.1953241858982459,,,,,,
147,65.16999233170783,0.8752499999999999,0.6473211944455366,,,,,,
148,0.2144951140512622,0.644,0.29112139201785586,,,,,,
149,0.03954258107553834,0.7887499999999998,0.7414786276644836,,,,,,
150,0.09754246814859942,0.94675,0.6348812509605539,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
151,0.704132325394631,0.9589999999999997,0.7100543878320825,,,,,,
152,19.453415659727465,0.8444999999999999,-0.29742988405536425,,,,,,
153,0.12694155655007244,0.36575,0.17455191919492086,,,,,,
154,223.89853201886902,0.86675,0.3683374434932572,,,,,,
155,0.37131561398590407,0.7332500000000001,0.3390187231628684,,,,,,
156,138.11260822176337,0.93675,-0.3076875445906469,,,,,,
157,7.549380982351753,0.7765000000000001,0.5051854806171235,,,,,,
158,0.16354238112480413,0.95825,1.0252103343731702,,,,,,
159,47.03551546772872,0.51775,-0.19977052914762441,,,,,,
160,0.06428859614864686,0.7042499999999999,0.6206937909435917,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
161,4.534355859345456,0.8644999999999999,0.17925668141683646,,,,,,
162,1.2614034653916175,0.7454999999999998,0.2936803481474981,,,,,,
163,0.7975664718626244,0.8740000000000001,0.6520310927998739,,,,,,
164,6.6816718581952,0.7457499999999999,0.38187283183541076,,,,,,
165,3.2422101548499516,0.716,0.16900723270100199,,,,,,
166,0.05684967641767104,0.6395,0.4781312216082844,,,,,,
167,5.67625314989842,0.8392500000000002,-0.07867345478606097,,,,,,
168,0.1165505999777819,0.7124999999999999,0.568731007544216,,,,,,
169,2.934077816169525,0.77125,0.21789488012015923,,,,,,
170,0.3586868812620325,0.61075,0.17223547789813118,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
171,0.4946268757250932,0.70625,0.1626826869367908,,,,,,
172,1.8949343385225856,0.83975,0.2270192110433231,,,,,,
173,0.06738535982456838,0.4445,0.2424989633452742,,,,,,
174,0.029223049787282632,0.6225,0.5874512115631512,,,,,,
175,0.7041689691687703,0.66925,0.06691220725652797,,,,,,
176,1.175436316920737,0.7324999999999998,0.2220573844283232,,,,,,
177,3.325478586526234,0.895,0.3753042469070618,,,,,,
178,10465.982279002708,0.7659999999999999,-0.4489138716123584,,,,,,
179,1.8460014845958252,0.7055,-0.009792686403049535,,,,,,
180,0.1936419412395228,0.84725,0.2509362649486981,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
181,182.66380490491758,0.60125,-0.059417621931677225,,,,,,
182,0.4035020157819729,0.5992500000000001,0.49368452021391696,,,,,,
183,0.09937536705210132,0.836,0.7913918705360552,,,,,,
184,0.9137839796944802,0.55575,0.4551808281000163,,,,,,
185,61.311714674801706,0.45799999999999996,-0.2726188894647427,,,,,,
186,0.5639354220784137,0.7445,0.2984942128554487,,,,,,
187,1.939536196445571,0.89425,0.9388204308282754,,,,,,
188,1355.8246518992905,0.7587499999999998,0.023258213452475793,,,,,,
189,1.217197013391946,0.9567499999999999,1.1309675157906482,,,,,,
190,0.8268846911971568,0.7935000000000001,0.526457867459069,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
191,3.5864073979627302,0.73425,0.46429296811608495,,,,,,
192,4079.519479159923,0.84675,0.39328372855545973,,,,,,
193,0.2856800046243344,0.8192499999999998,0.40921440378397017,,,,,,
194,1.1949454615903377,0.89,0.3246087618994462,,,,,,
195,0.22243779657889853,0.7384999999999999,0.35242991928635964,,,,,,
196,4.341802481696227,0.6877500000000001,0.3442348302506019,,,,,,
197,0.16025112842357508,0.8735,0.3744033639648907,,,,,,
198,22.884052296966242,0.8125,0.37931991820429545,,,,,,
199,0.6986743729720305,0.7717499999999999,0.4545626374935534,,,,,,
200,0.07215214219067952,0.888,0.6696880877396225,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
201,37.87001063720024,0.7427499999999998,-0.45162166348007354,,,,,,
202,0.16950908433038558,0.9627500000000001,0.47104416303400226,,,,,,
203,0.6216552881130948,0.6785000000000001,0.425228764680541,,,,,,
204,0.11694842512855512,0.8465,0.6915989690798867,,,,,,
205,0.3605607081883291,0.7914999999999999,0.46261130923345134,,,,,,
206,0.04499392386689241,0.6259999999999999,0.5692735809809885,,,,,,
207,0.16565283395024127,0.71475,0.2067251342949873,,,,,,
208,0.6580333790867107,0.82875,0.2322275834447362,,,,,,
209,7.986967131217734,0.8015000000000001,0.18553834246569334,,,,,,
210,1.433441773486373,0.7917500000000001,0.5462329069712046,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
211,0.020995511253081908,0.5675,0.6929372596755357,,,,,,
212,4.238062909061084,0.6435,0.24270550475672614,,,,,,
213,7.23262878230849,0.88775,0.33536258865257623,,,,,,
214,0.03915934883957229,0.65625,0.7730827989069323,,,,,,
215,15.696029546501181,0.8392499999999999,-0.5527892089311814,,,,,,
216,0.23308023083140614,0.8852500000000001,0.6494558185017354,,,,,,
217,0.7645651664115239,0.694,0.1945432866009563,,,,,,
218,0.02614972944080523,0.92025,0.9274403119296859,,,,,,
219,4.95421943143512,0.865,0.2985393081330622,,,,,,
220,6.91050363658921,0.7765000000000001,0.38099265414064315,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
221,0.13380446863562445,0.7785000000000001,0.5204389399249726,,,,,,
222,1.3857440331888755,0.61675,0.19742102716574575,,,,,,
223,1.498453508507663,0.83825,0.44183489065136816,,,,,,
224,0.07062084382357764,0.8542499999999998,0.7486205400595881,,,,,,
225,13.873662398687966,0.47800000000000004,-0.03819228062906269,,,,,,
226,124.01661137983575,0.6970000000000001,-0.20844086533454692,,,,,,
227,4.403423498159914,0.6565000000000001,-0.007118156714405395,,,,,,
228,115.64359297774335,0.74675,0.3131857166760945,,,,,,
229,0.03948571892958296,0.86675,0.9054394050201505,,,,,,
230,116.51704048686796,0.521,-0.20326113866741763,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
231,0.2517279054714637,0.6007500000000001,0.35684110581598305,,,,,,
232,0.11555258662287277,0.65475,0.4532282106585734,,,,,,
233,0.2845422690315405,0.84325,0.5241757470603067,,,,,,
234,0.3307716033751858,0.96575,0.9675518052630362,,,,,,
235,0.13312426356737256,0.5427500000000001,0.20520016858037324,,,,,,
236,0.8389251849307923,0.62475,-0.02086039646286916,,,,,,
237,0.32581966592850037,0.8132499999999999,0.37393478701769767,,,,,,
238,113.5944502200618,0.5927500000000001,-0.3705040655016713,,,,,,
239,0.6698106332985365,0.6885000000000001,0.32600374456986997,,,,,,
240,0.36824722394843157,0.6607499999999998,0.3235556700027503,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
241,0.27900656991311357,0.92375,0.2944146244720814,,,,,,
242,0.15451551967349936,0.87225,0.7741827201735495,,,,,,
243,0.09334059266565368,0.7482500000000001,0.565673714802692,,,,,,
244,1.4119252120669339,0.7210000000000001,0.5945002210605673,,,,,,
245,0.36202891279906146,0.8342500000000002,0.3998371756868551,,,,,,
246,0.457537193791239,0.69625,0.465441530406147,,,,,,
247,0.20138069675214382,0.8292499999999999,0.6366318908390374,,,,,,
248,1.1787317048060835,0.7785000000000002,0.05641981281553643,,,,,,
249,3.9441504673322334,0.9490000000000001,0.5787834367083075,,,,,,
250,5.9984544473216825,0.44975000000000004,0.09754290299419469,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
251,0.6151243611233073,0.424,0.22725086893859153,,,,,,
252,1.5234429755994925,0.49949999999999994,0.07615486416537279,,,,,,
253,0.7774398536195004,0.39074999999999993,-0.009772031963041113,,,,,,
254,0.9830681501290125,0.9079999999999999,0.7336233900222904,,,,,,
255,0.23818252898241699,0.68125,0.34492200259157735,,,,,,
256,0.0685804301509126,0.6417499999999999,0.521801412224312,,,,,,
257,0.10305752102742068,0.8155,0.5753169442528316,,,,,,
258,0.15642554536462835,0.764,0.4543587924247809,,,,,,
259,1888.1065893236164,0.91125,0.13032678159335837,,,,,,
260,0.032553574297407406,0.6809999999999999,0.8660602997221482,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
261,2276.095953501959,0.75275,-0.030501968531816404,,,,,,
262,0.041892364254265776,0.82475,0.8601535103747884,,,,,,
263,0.06171486738705498,0.88875,1.0457415500828804,,,,,,
264,141.94170573955864,0.8652500000000001,0.25392745539830724,,,,,,
265,0.0475181136383235,0.91325,0.6733696953081253,,,,,,
266,1.6698122547873493,0.9257500000000001,0.33789490753668966,,,,,,
267,0.7730094253811766,0.75375,0.39851578806192534,,,,,,
268,0.11385029626905369,0.78775,0.6364730560720964,,,,,,
269,0.10108091700284622,0.7402500000000001,0.43022335685848007,,,,,,
270,0.07953676428997936,0.65575,0.4887055791040803,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
271,0.06895836322485475,0.9355,0.814760119117956,,,,,,
272,0.1285522718659791,0.5579999999999999,0.5561177407640315,,,,,,
273,0.31758267436105553,0.6679999999999999,0.24247824274606597,,,,,,
274,1.0648111147382622,0.7130000000000001,0.1972734438977209,,,,,,
275,0.09676284569515069,0.8077500000000001,0.8087577087073287,,,,,,
276,0.18512245088359439,0.41974999999999996,0.22088153122698642,,,,,,
277,103.20892591724355,0.81475,-0.16212970496727405,,,,,,
278,3411.150991771308,0.95175,-1.0462115960735607,,,,,,
279,0.04561369448693335,0.88875,1.0757101793637838,,,,,,
280,3.5161723224041213,0.72375,0.4647980793140983,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
281,0.37670393473975017,0.826,0.2623467923763757,,,,,,
282,0.04788955131283856,0.7794999999999999,0.7779113043595537,,,,,,
283,12.293423088948982,0.6762500000000001,-0.04132057163538118,,,,,,
284,0.05970765787307639,0.69975,0.6540278599767585,,,,,,
285,0.019172330294013763,0.7532500000000002,0.789035569852387,,,,,,
286,1.0981616328498456,0.815,0.6237310917869276,,,,,,
287,5.132627944035216,0.97525,0.5440776050922529,,,,,,
288,355.6962988765757,0.9109999999999999,0.07984918725061334,,,,,,
289,0.05038774345296382,0.7732500000000002,0.656491429962257,,,,,,
290,57.02466158071136,0.8810000000000001,0.3689875406247198,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
291,59.94315975162092,0.7580000000000001,-0.09889110129634453,,,,,,
292,0.044937567805193444,0.59625,0.5034304703807991,,,,,,
293,0.6306508260815427,0.8467500000000001,0.3861142984344878,,,,,,
294,703.1907712177538,0.8077500000000001,0.00989052875455036,,,,,,
295,602338.4423175165,0.87025,-0.32777547970547927,,,,,,
296,0.4229419683749025,0.5485,0.47045203364808436,,,,,,
297,0.3565786390367743,0.6149999999999999,0.01193976611694692,,,,,,
298,129.06225374401458,0.57,-0.641810974637348,,,,,,
299,1.9848536475774403,0.6225,0.5057621192254447,,,,,,
300,2.578929251693579,0.7254999999999998,0.12585679363901903,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
301,0.034455344145862925,0.6292500000000001,0.5696128204841311,,,,,,
302,0.45387284471930966,0.6775000000000001,0.15744914126107715,,,,,,
303,0.7966444526301347,0.8530000000000001,0.2659490189334534,,,,,,
304,0.13825157865988186,0.6627500000000001,0.32901679404999007,,,,,,
305,26.913728964051028,0.7535,0.30275269167979235,,,,,,
306,15.705530699175627,0.8265000000000002,0.5343516702857447,,,,,,
307,0.11305767184724086,0.88875,0.751470042302898,,,,,,
308,3.736728468497457,0.54975,0.47374903306484184,,,,,,
309,114.24052511090734,0.8025,-0.2794490800298081,,,,,,
310,12.539820684814647,0.564,0.06879823964299686,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
311,0.9486446075343664,0.7605000000000001,0.0434422039437887,,,,,,
312,0.11143183319117414,0.8809999999999999,0.3380490230292862,,,,,,
313,8.764513751042015,0.829,0.15724107335551046,,,,,,
314,20.766743892260898,0.8292500000000002,0.31487997660025824,,,,,,
315,0.08253426182690735,0.8547500000000001,0.6636684421358403,,,,,,
316,0.045568357352296564,0.9415,0.752213167906892,,,,,,
317,2.0011718640483456,0.8574999999999998,0.25153485093000644,,,,,,
318,0.5858876317907489,0.9300000000000002,0.5704820473645832,,,,,,
319,5.914900423884836,0.6199999999999999,0.2189235774943763,,,,,,
320,17.46879272561512,0.8377499999999999,0.5573867528598708,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
321,0.03342193165665907,0.7857500000000001,0.7502423224148705,,,,,,
322,3.0053311481356193,0.7745000000000001,0.38888416580414314,,,,,,
323,57.050267112065114,0.6395000000000001,-0.47074666676707216,,,,,,
324,0.5273413644605153,0.60925,0.19499669554666127,,,,,,
325,0.27502258657134815,0.809,0.5513029588786096,,,,,,
326,0.08353710926518625,0.4330000000000001,0.4032476849181697,,,,,,
327,0.11423282366585054,0.6530000000000001,0.4115901996019975,,,,,,
328,0.5401947808538275,0.8510000000000001,0.24995200817019053,,,,,,
329,320752.0569916943,0.59925,-0.04886639293072187,,,,,,
330,0.9579211392438292,0.61775,-0.005719911619218059,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
331,0.024414358863677696,0.87575,0.8603043821057986,,,,,,
332,3.5686821749188296,0.9690000000000001,0.39283222483851415,,,,,,
333,6.069459672934329,0.62925,0.2275049668567988,,,,,,
334,0.3072089390959026,0.8072499999999999,0.5385084593528965,,,,,,
335,1.2364831635950282,0.8072500000000001,0.09912209116087264,,,,,,
336,34.66577686113109,0.9279999999999999,-0.6294167073716056,,,,,,
337,0.7681166522883704,0.7575,0.20996427099522666,,,,,,
338,67.74807428599226,0.6759999999999999,0.2519784057608905,,,,,,
339,0.2739956204442419,0.6657499999999998,0.7038903467793614,,,,,,
340,1.865266073206263,0.5675,0.1140501635967009,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
341,0.012899499524181086,0.9275,1.2082662309763106,,,,,,
342,14.984944374782149,0.8805,0.13180810724750575,,,,,,
343,0.0363053515751008,0.70975,0.7339210989160899,,,,,,
344,0.8622899208292342,0.8022499999999999,0.6624708575196077,,,,,,
345,17.937787941346198,0.50175,-0.4965626580037097,,,,,,
346,0.8210697649329177,0.9704999999999999,0.684200865849192,,,,,,
347,0.14245469947083816,0.88,0.61252781986641,,,,,,
348,812.2173937576428,0.786,0.4496259063420039,,,,,,
349,0.4514289360634988,0.72725,0.2812304677766099,,,,,,
350,1.8220691882094493,0.63575,0.13918744128883528,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
351,0.03516142772984233,0.6689999999999999,0.5612350084922914,,,,,,
352,0.06785896181741717,0.72,0.6767121354752483,,,,,,
353,9.94073996508065,0.7120000000000001,0.2993794685418118,,,,,,
354,0.2110604260778352,0.5920000000000001,0.3542755653002142,,,,,,
355,0.04552022027702967,0.79525,0.7979711339673351,,,,,,
356,0.4239795645062383,0.6784999999999998,0.3504001271406096,,,,,,
357,2.261172832949721,0.703,0.39055283378247974,,,,,,
358,0.10699918421025624,0.6635000000000001,0.6034746506858221,,,,,,
359,0.8436745169091062,0.92925,0.6098599629225773,,,,,,
360,1.3418814990850516,0.7240000000000001,0.32115583979611206,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
361,1.7528700232220904,0.701,0.5450103842191126,,,,,,
362,0.0452673073527156,0.6774999999999999,0.5702382896723237,,,,,,
363,0.047501575863957465,0.71475,0.6781012664071894,,,,,,
364,0.05383312188546332,0.7979999999999999,0.6722090239698422,,,,,,
365,0.17157050365877477,0.40075000000000005,0.5016136232890593,,,,,,
366,0.0872799422414277,0.8919999999999999,0.6765618287685132,,,,,,
367,0.2762786470153428,0.7979999999999999,0.4831915921594853,,,,,,
368,8.24310841000731,0.7782500000000002,0.5399462467134772,,,,,,
369,2.5664904960341715,0.70675,0.17805797313486327,,,,,,
370,1.4677667945738093,0.6495000000000001,-0.11619516780055861,725.0070354799328,0.64866,0.1411913397376885,1422.2615145221787,0.1249983775894711,0.22653742915046987
371,0.5360662917939392,0.8000000000000002,0.579752017274897,,,,,,
372,0.08256112921576722,0.4675000000000001,0.3540103797594502,,,,,,
373,0.06468968684967008,0.6564999999999999,0.3174640515567953,,,,,,
374,362.8188751729054,0.5589999999999999,0.39330970693727024,,,,,,
