episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
19,3800,rician,0.234804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1483.6515234671676,7.418257617335838,8.928776751753421,0.6632917265925713,8.265485025160853,165.3097005032171,6.7737794893783345,0.45177919045090675,200,370.91471603502777,375.53890548816037,366.249672394148,373.8383238421365,0,269.68982518872593,176.92256096187756,598.3587189740349,458.90464169914827,7.0944257013044085,7.0944257013044085,0.0
20,4000,rician,0.234004,ou,velocity,False,False,False,full,True,False,False,False,500.0,931.1301867165885,4.655650933582942,7.921972855378384,1.3992161390592457,6.522756716319141,130.45513432638282,6.723103516291856,0.45314188085496426,200,270.4842582725791,368.0048243441305,251.00011785291912,347.8324366970667,0,809.162164052079,512.0353920488058,477.8541354619322,995.93300780462,7.065842252055146,7.065842252055146,0.0
21,4200,rician,0.233204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1131.4732294560824,5.657366147280412,7.676904763633312,0.23261759488467007,7.444287168748636,148.88574337497272,6.847609173513371,0.4667994451522827,200,111.3704962308532,375.9486034645574,107.24151170961798,373.41389676422995,0,1004.4196930993903,708.8723439378913,764.7771184040137,488.7635846061248,7.140693180168107,7.08386343856436,0.056829741603746875
22,4400,rician,0.232404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1136.6898059551338,5.6834490297756695,8.26283579947289,0.9253719092795755,7.340194648159099,146.80389296318197,6.734754103938412,0.45243962995707987,200,262.92248658671076,373.0949941792508,254.91372671222913,367.9630493547397,0,699.1778276798063,507.94526202635967,369.5882963936816,604.8609670120817,7.360244277614527,7.095514857182303,0.26472942043222414
23,4600,rician,0.231604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1026.0500268076596,5.130250134038298,8.832960029884095,2.2311719474052145,6.601788082478885,132.0357616495777,6.720217733417293,0.4414063300192356,200,355.79791681170946,331.06727247018455,343.78255988169343,308.09433311639003,0,562.7376831602105,634.2743625187873,256.26250678363994,778.8858340819787,7.39866027611985,7.074048475673458,0.3246118004463918
24,4800,rician,0.230804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1158.4168485856073,5.792084242928037,7.922871220348928,0.799347219208052,7.123524001140878,142.47048002281758,6.503392378177503,0.4779641168564558,200,294.44889574244434,365.1078770849148,263.5330540023372,362.2193139477333,0,893.686272891306,656.8723559966622,625.319657062979,893.8587613448797,7.390246613950325,7.076109955901266,0.3141366580490583
25,5000,rician,0.230004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1061.236235850017,5.3061811792500855,7.51622521063555,0.11162009425042996,7.404605116385121,148.09210232770243,6.843390807352035,0.4454634355008602,200,342.0571839248913,294.5914196864217,322.14919292081584,287.27588631145676,0,1296.9054797168894,664.8050760176989,967.4159277088207,399.5855375953127,7.384308007448434,7.0892497623206205,0.2950582451278132
26,5200,rician,0.229204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1458.19707687672,7.2909853843836006,9.058460169759954,0.7680084718980803,8.290451697861872,165.80903395723746,6.796934054228483,0.4654094886779785,200,380.21944203374125,356.2405440300541,378.5829895051343,344.82636768910686,0,358.37911892727186,493.34920685410987,762.3361080466098,976.1672859698867,7.535145475095135,7.135449836764514,0.3996956383306207
27,5400,rician,0.228404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1153.806303461547,5.769031517307735,9.220951915782399,2.6726137408181905,6.548338174964215,130.9667634992843,6.7283739786114065,0.4623445188254118,200,375.65583494363057,365.02739251266456,370.9096384100547,360.238247288191,0,346.6637203384667,53.37167016421516,166.19139428018062,764.8294060716095,7.451984623228422,7.113704960401541,0.3382796628268814
28,5600,rician,0.227604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1126.8143405724868,5.634071702862434,9.26190604868734,0.9797050126168446,8.282201036070504,165.6440207214101,6.614009046674414,0.4647352357953787,200,270.0584088854982,288.7697573685058,269.214469246598,267.02697121871523,0,290.59892937526735,549.3355814629858,863.4517797469582,1059.6659529885073,7.507709289877548,7.155436963104003,0.35227232677354525
29,5800,rician,0.226804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1321.419997078907,6.607099985394536,8.534758000823846,0.3024033374386483,8.232354663385195,164.6470932677039,6.697599246904471,0.4168847943097353,200,135.44360945829652,368.18360568963163,126.32500825449243,364.9114003090332,0,544.8151787238011,708.8723439378913,644.5774978894934,267.7763346844651,7.48458274422579,7.192572056217148,0.2920106880086424
30,6000,rician,0.22600399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1575.9106276974273,7.879553138487137,9.047920650844674,0.392803958794751,8.655116692049925,173.1023338409985,6.745659660511668,0.4727421447634697,200,376.05533953889073,368.3070171691106,374.5605503658096,366.5395672833052,0,207.6811935146143,283.4408798545472,509.9231834253594,230.5585130277264,7.495639309822745,7.24132354407824,0.2543157657445052
31,6200,rician,0.225204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1434.3252723047476,7.171626361523738,9.001022587302703,0.6115728624641821,8.38944972483852,167.78899449677044,6.675633291497684,0.4491633017361164,200,362.42158377747813,344.8923647539062,354.4079581433738,321.42755039462656,0,549.8286947851112,571.7880453431079,737.6401186992364,796.6733997281939,7.538756870567925,7.278359872489862,0.26039699807806294
32,6400,rician,0.224404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1457.7016353464876,7.288508176732438,8.889771150043638,0.9266453440598296,8.051392715564015,161.02785431128032,6.04813852688074,0.39524406839162113,200,303.2023778796715,365.79602712947957,175.00067265348187,297.1521183307288,0,425.0199177846137,263.326517928556,568.0899575294942,658.0696956993694,7.576894788970352,7.302517148835929,0.2743776401344231
33,6600,rician,0.223604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1244.6545715130321,6.223272857565161,8.434677321629806,1.1551165351127426,7.358222485601228,147.16444971202455,6.219084207771893,0.28802535552531483,200,333.7220458584722,293.19471845769925,257.53731281564023,234.60574979625045,0,581.4697314447297,289.30848292793655,640.421500255061,725.5658999346762,7.62647684650337,7.304205189343969,0.3222716571594013
34,6800,rician,0.222804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1213.19652037792,6.0659826018896,8.54912421071972,1.0180248422972682,7.531099368422452,150.62198736844903,5.344286975692109,0.31606078417564276,200,248.69056514424022,131.75846022502637,203.3459504659604,108.11331783115583,0,440.21754115595024,161.4104860639046,334.1822897389637,364.76706099632304,7.60400473352895,7.310878547552159,0.2931261859767913
35,7000,rician,0.222004,ou,velocity,False,False,False,full,True,False,False,False,500.0,620.6024320602517,3.103012160301258,8.184739807030287,4.768119312555457,3.6953700328862777,73.90740065772556,4.963265523325564,0.3647823494626209,200,212.69342438362506,324.61163358898995,98.0949508369976,310.3773279611138,0,721.2653032696298,474.82991049417336,127.87483123978974,870.8027621596311,7.506131106344251,7.207578304275991,0.29855280206825974
36,7200,rician,0.221204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1721.8938195774379,8.609469097887189,9.572761121267476,0.36566143197962997,9.301888426391395,186.0377685278279,5.8961539016212114,0.32127335706027227,200,313.46560903975444,344.19386533537914,224.90658417147668,337.266464580927,0,191.49622338293528,451.56593839414495,667.6590433463779,203.8576354029895,7.559048097613653,7.265753585445863,0.29329451216779034
37,7400,rician,0.220404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1324.1708676317721,6.6208543381588605,7.995044353245577,0.13778154229942238,7.857262810946153,157.14525621892307,6.056429665380031,0.3688809842057526,200,311.85301938962084,232.28627358197235,287.31111258829924,203.78719994163058,0,956.5401283663617,591.4289183237998,1064.4121877904602,320.9911060362195,7.5132163873522675,7.281740321270195,0.23147606608207205
38,7600,rician,0.219604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1094.153979169677,5.4707698958483855,8.39351287031142,1.7736481667266601,6.619864703584757,132.39729407169517,4.860620343624329,0.44257835697382686,200,202.56480418111332,184.34789901226523,147.6851747029446,146.04259890689806,0,663.6742833566934,269.5594909808286,380.0150082760414,857.1836286494686,7.475782664547955,7.264322541857421,0.21146012269053394
39,7800,rician,0.218804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1631.9809202193546,8.159904601096773,9.5988427562607,0.635268489980468,8.963574266280235,179.2714853256047,6.6352503007281305,0.3710354085545987,200,358.4859940631922,376.1366102240086,335.5318574337387,372.3474493202635,0,299.6195301228459,234.55246397266743,395.11202057763813,300.9558531557439,7.510687126603925,7.307893098893904,0.20279402771002086
40,8000,rician,0.218004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1479.1791599582411,7.395895799791206,8.595724040141306,0.7308475194838095,8.01521160883599,160.3042321767198,5.3750768976233925,0.30065669876988976,200,242.85440253419063,348.5476378468964,121.86068771878045,338.98520500795456,0,459.22255337690274,286.5971932972059,490.9585736613092,222.4596661598708,7.585309871229768,7.3255760616424554,0.2597338095873125
41,8200,rician,0.217204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1460.5769138250769,7.302884569125385,8.25059902112595,0.28257246073354897,8.016310416738492,160.3262083347698,6.194304986151042,0.30516553157474846,200,335.77870972006895,347.95051967638904,299.9253658370489,327.8346860950647,0,514.6528198720197,137.75626672849822,415.65888490716463,175.86109427804962,7.61391103362926,7.342423241035041,0.2714877925942192
42,8400,rician,0.21640399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1358.3175080819137,6.7915875404095685,8.229678280867176,0.64368750806199,7.656116412277405,153.1223282455481,6.836422546418042,0.3446780606545508,200,376.5705602126833,377.502980003017,371.32248118181536,372.2198504292774,0,755.6164553187999,252.7515482096262,969.4707754498369,506.4187008962312,7.629707121835176,7.3498921260646215,0.2798149957705549
43,8600,rician,0.215604,ou,velocity,False,False,False,full,True,False,False,False,500.0,869.8482243168784,4.349241121584392,8.167179713230494,3.080967364237523,5.369069767527927,107.38139535055855,5.695880514458107,0.24934557359199971,200,254.17807451623793,365.5570627934543,124.79107401444402,355.8034910869764,0,749.9762109770854,478.16152140766366,237.983625419114,729.0077219915554,7.568071206087628,7.303826489819582,0.26424471626804547
44,8800,rician,0.214804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1011.7105214796217,5.058552607398108,8.5056401153674,2.7508952631999404,5.754744852167466,115.09489704334932,6.0177638325642056,0.29137520227814095,200,336.0987496334501,339.1379226241937,283.6379557694383,332.01923445917913,0,575.2456680893401,349.24352430697405,291.9247085489536,888.4922054167399,7.4996322486389575,7.268620088963852,0.2310121596751058
45,9000,rician,0.214004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1744.9912199711687,8.724956099855843,10.410079361735866,1.1580715692511028,9.409522393417838,188.19044786835673,5.945405900336547,0.1900869336538017,200,347.86923107081486,318.590669745439,345.0247699004077,309.38518639979003,0,165.20262137661192,205.75783158323614,479.0155460264611,492.635846498046,7.599878112490593,7.316195695729496,0.2836824167610974
46,9200,rician,0.213204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1200.1882551563006,6.000941275781503,7.9678995711048195,1.3278323375090388,6.734376327627159,134.6875265525432,6.151891340124832,0.3198732395889238,200,356.02601730316485,328.40047691598596,351.52149788800216,315.2387868463057,0,689.9825580785028,212.62233455502624,596.9631209004824,532.7230909762952,7.522074343978858,7.303547448596836,0.21852689538202164
47,9400,rician,0.21240399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1345.3154593295428,6.726577296647714,8.692947752072714,0.38801037186376885,8.304937380208955,166.09874760417912,5.97265593380512,0.44514714343473316,200,244.72184287342833,330.9544991999288,223.96108344919506,301.7750486806465,0,379.6791209181616,503.2599661890984,450.1791462924711,274.15931208132497,7.609904304241096,7.324853617354541,0.28505068688655477
48,9600,rician,0.211604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1208.4791829299263,6.0423959146496315,8.736745037211424,1.1653885492847755,7.787496704528029,155.74993409056057,6.647899555053282,0.2705198293039575,200,266.7087970487664,358.1363542922259,262.21260489957905,334.1215269232337,0,597.2558559518242,591.6315065965321,810.5537959161427,759.8086219935124,7.585169087663969,7.334492015003991,0.2506770726599781
49,9800,rician,0.210804,ou,velocity,False,False,False,full,True,False,False,False,500.0,855.6049313970012,4.278024656985006,8.42366038062758,3.722417157867435,5.143386005212598,102.86772010425197,6.66656241531375,0.1779408924235031,200,373.1296378556191,366.98926259729717,370.3355381787623,362.90718896147285,0,403.2488181559299,243.48921318648516,251.47165253068954,415.92343683472814,7.430720654755339,7.289775565824575,0.14094508893076352
50,10000,rician,0.210004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1208.1395385504202,6.040697692752101,8.257904022259202,1.2974451771493152,6.960458845109892,139.20917690219784,5.89911622903804,0.2965394030604511,200,311.83040606451414,324.25739371490425,264.41204933828726,285.11752861947525,0,685.1389757277184,543.93193036892,488.8555581909143,782.6067811381829,7.345987762408339,7.283189231410281,0.06279853099805788
51,10200,rician,0.209204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1676.5844608711154,8.382922304355578,9.91913971607532,0.8857280115400586,9.03341170453526,180.6682340907052,5.654917515784172,0.30149602867197245,200,281.881790270206,343.2078203088789,181.65196286318098,328.6694759967758,0,142.76204220525483,170.79969977184487,215.10437586747713,81.25213366431227,7.378185861393176,7.317507319118613,0.060678542274562375
52,10400,rician,0.208404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1784.5286049814342,8.92264302490717,10.264423635236616,0.6425444370798739,9.621879198156742,192.43758396313484,6.06458446526069,0.24744358231895602,200,362.2044297858358,316.9497132849976,359.24345698521404,296.73031985128017,0,105.53605392212039,116.4623192856669,367.85683182204843,331.30383427368696,7.4567101855228115,7.36182216294627,0.09488802257654161
53,10600,rician,0.207604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1190.4204503238027,5.952102251619014,8.067793632789433,2.577282014361037,6.623016096334731,132.46032192669463,5.839889360790172,0.23610967863351107,200,258.33067020157097,375.5073119479566,213.11806913341263,371.2728917185931,0,761.6719290907613,386.5246422383943,410.3399295857297,376.38771992640744,7.419949866059487,7.347882425840392,0.0720674402190955
54,10800,rician,0.206804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1238.3335801562982,6.191667900781491,7.78043374580345,0.5624461410733883,7.4593283623744275,149.18656724748857,6.3138406825785385,0.3612390870787203,200,272.79923495424265,362.26716545208285,212.15100264865598,327.81840367629326,0,962.5520582824478,571.6605167604805,578.5394164304519,272.5839731695285,7.4163613157570865,7.3499462394799115,0.06641507627717491
55,11000,rician,0.206004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1079.4544038243098,5.397272019121549,8.69333233940666,3.2053023214035465,6.262190247021772,125.24380494043544,6.67977867388545,0.1568279605731368,200,363.8872706718179,375.1139754089546,362.6641642243772,365.5880637603252,0,589.7049248238833,516.1250477293103,447.3083093030018,722.1736874694554,7.544702326463861,7.330168857798854,0.21453346866500755
56,11200,rician,0.205204,ou,velocity,False,False,False,full,True,False,False,False,500.0,435.46047426319547,2.177302371315977,8.229626027554929,4.301733090116845,3.9297132225754536,78.59426445150908,6.380639650028031,0.33471025081118566,200,356.7115238317623,223.08198286519755,285.1835545867651,177.98297032751935,0,663.8686568563302,370.66250742300366,162.6551101672951,863.0486657816567,7.276093566273066,7.269446435741293,0.006647130531773016
57,11400,rician,0.204404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1339.8307077754928,6.699153538877464,8.601527928886657,1.0460833088608206,7.555444620025837,151.10889240051674,6.202526397537915,0.40306047469377515,200,349.68691487498796,323.9549262172432,325.63694245411017,288.81932775950656,0,681.7756478859319,377.405350472693,421.6332424679294,645.9134094783702,7.261002656727048,7.274463947746285,0.013461291019236654
58,11600,rician,0.203604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1151.7445355848604,5.758722677924302,8.01618458700463,0.6642426834337931,7.351941903570839,147.03883807141676,6.7639262237744076,0.4616669894754887,200,372.33762153779725,255.8746456290911,366.93917273218557,242.21720793022936,0,993.696882469929,431.1689878759735,814.2092714004048,898.3545720701568,7.297606516726352,7.275799774570846,0.021806742155506598
59,11800,rician,0.20280399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1159.068201011819,5.795341005059095,8.294477827294353,1.7828679151416253,6.511609912152728,130.23219824305457,6.215517112498542,0.3918725652107969,200,338.3759507729956,353.59773169369475,189.28767713239483,328.6667955910523,0,670.3514820051374,408.9191413987013,166.77195394081033,255.29798723240253,7.175008299019976,7.262847404021386,0.08783910500141001
60,12000,rician,0.202004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1305.8077115697718,6.529038557848859,8.684012279734656,0.6176604117479542,8.0663518679867,161.32703735973402,6.690049769995743,0.44470520097762345,200,328.5553172583525,336.3333508326117,302.6100059304117,330.49126400960637,0,389.82959403092656,502.71277723061905,776.8939484938858,659.4418135611538,7.177565311977512,7.276239145087475,0.09867383310996303
61,12200,rician,0.201204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1371.2892266149856,6.856446133074928,9.248808382849328,1.34608851195177,8.252515041280803,165.0503008256161,6.348730178269473,0.26146922012092544,200,269.99771315877655,330.8555803631827,189.40942005383732,317.68625110813474,0,210.65477252988285,547.9012847041097,282.55403040346516,133.3653097989391,7.189375543204628,7.29224366797589,0.10286812477126173
62,12400,rician,0.200404,ou,velocity,False,False,False,full,True,False,False,False,500.0,867.4186358492434,4.337093179246217,8.310812150364686,2.491787738096955,6.067036182148988,121.34072364297977,6.05325013323945,0.278679600849282,200,280.6712172500148,290.03874486413946,270.9388551327818,204.7654393210548,0,486.9997154762146,533.6501947025531,215.76528012421525,500.0706719403535,7.109921531698208,7.272482256914166,0.16256072521595755
63,12600,rician,0.199604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1342.9456060995858,6.714728030497929,7.76778535700915,0.2758091654775532,7.4919761915315926,149.83952383063186,6.702210988105377,0.3820667157508433,200,372.3005406467474,366.57075666165895,369.4408229148503,357.7954146433004,0,968.4538649196475,413.8437364560616,803.8241151360861,419.3774593847,7.216066852898392,7.275966287622379,0.05989943472398718
64,12800,rician,0.198804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1163.9161668271768,5.819580834135884,8.076670294280683,1.9150729049108361,6.683149491473973,133.66298982947944,6.686976441708951,0.1767531341686845,200,371.0337011222383,370.8402511007047,366.75736662625116,363.43254391721115,0,682.6628827158297,277.6282672374683,450.0225457101292,396.8010503107817,7.262487084863716,7.26670352518256,0.00421644031884405
65,13000,rician,0.198004,ou,velocity,False,False,False,full,True,False,False,False,500.0,605.2594032479947,3.0262970162399734,8.358155632952045,7.925739645004369,3.804902809698925,76.09805619397851,6.606921125802325,0.05996981732547283,200,374.69502017751205,359.7626694624141,369.7583624570905,331.65479286707614,0,434.70132034549954,198.91463461089506,664.2227723941755,360.0573533469652,6.982256105677772,7.213445052636659,0.2311889469588868
66,13200,rician,0.197204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1406.8227100802876,7.034113550401438,8.641424919030777,1.5874516167273767,7.7589291102022475,155.17858220404494,5.833513421078854,0.29807317402912303,200,320.45793100116987,322.00458347541013,247.73520887337162,213.10677568590134,0,672.8503529399693,434.3030471622517,685.024534408123,174.21719316452376,7.033483744806524,7.221709962599774,0.18822621779324944
67,13400,rician,0.196404,ou,velocity,False,False,False,full,True,False,False,False,500.0,766.6057538936253,3.8330287694681267,7.985011141212711,4.811728591055551,4.477265417174589,89.54530834349178,5.1870755793167005,0.2062515905383043,200,229.40794017141928,325.01252509278527,71.98669960516618,280.95783345039035,0,775.921826292014,438.97778301907186,217.70904702638106,547.3159999550284,6.842100146654806,7.18074810371283,0.33864795705802386
