episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
121,24200,rician,0.153204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1400.1189832119837,7.000594916059919,10.189994738355846,2.3905240508338,7.799470687522055,155.98941375044112,6.549366975371491,0.4303575456701219,200,378.18678042479337,348.43842746247327,374.2118497752095,329.86622017420115,0,317.06248532523676,337.5120956529144,163.30124941244839,354.6374118889081,7.878167541010461,7.373734725322201,0.5044328156882596
122,24400,rician,0.15240399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1641.7449925196654,8.208724962598327,9.472044597644182,0.6440312612041327,8.933584488473864,178.67168976947727,5.81987343663668,0.3260098105436191,200,309.75497668213046,339.20537451759975,243.9646380902304,308.18479311030137,0,364.22045116639106,297.98359844039305,588.3854737684571,115.94020732585112,7.912342681474594,7.389668623725349,0.5226740577492448
123,24600,rician,0.15160400000000002,ou,velocity,False,False,False,full,True,False,False,False,500.0,1406.4834746655356,7.032417373327678,8.290460443042173,0.5889733259861903,7.701487117055987,154.02974234111974,5.808204299391641,0.30648450609762223,200,327.03598079092967,324.8372317491763,245.51556595075786,288.509092374188,0,551.4892076994295,225.2449812217492,653.5985584787132,370.28349256659413,8.065515449532587,7.400665614071122,0.6648498354614647
124,24800,rician,0.150804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1519.0310213421535,7.595155106710767,9.190749703804359,0.9817959170717544,8.208953786732605,164.17907573465214,4.714267873821174,0.2685850126086734,200,224.10775067806466,278.6792351395583,183.82811231739927,260.57356847333494,0,299.93295186239504,225.32114119677868,490.37258646507547,599.8109977489236,8.053062109260763,7.411519911927039,0.6415421973337239
125,25000,rician,0.150004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1406.2382136198269,7.031191068099134,9.587907387229038,1.5278674399431944,8.060039947285842,161.20079894571685,6.308103213970923,0.2584174416726455,200,368.50886305225,316.66758167249026,363.0243719027885,293.07981191690686,0,300.6280720024783,438.2608116040007,518.4088388441825,683.4731499520899,8.06770818427529,7.418074260236047,0.649633924039243
126,25200,rician,0.149204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1514.3899425556162,7.571949712778081,8.290146464471391,0.13921745292861976,8.150929011542772,163.01858023085543,5.081764287350908,0.2706598313443828,200,361.80721706678605,185.77742035425248,357.15178727060527,55.15702959393293,0,753.7429947964719,475.37191244380125,850.9714211370701,235.60788133173867,8.070008586666344,7.416679033372855,0.6533295532934886
127,25400,rician,0.14840399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1234.8130085509813,6.174065042754907,7.9755935384326575,1.1354916167766864,6.840101921655972,136.80203843311944,4.715629475461733,0.3589128425717354,200,280.22507191118854,220.36137080572297,240.24381670649888,150.5780982706658,0,722.1440129327871,386.02521676146296,852.4669472528927,1169.543542045082,7.985183247123208,7.419596670839773,0.5655865762834349
128,25600,rician,0.147604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1277.4440202357537,6.387220101178769,8.673122907876598,1.5432460838657738,7.16183100091317,143.23662001826344,5.963846046473249,0.28954053805675356,200,377.1577786457196,282.17993978752804,370.38580255406765,244.98547459939877,0,373.4801457235574,303.7390949716071,767.9735838871628,977.3720679294503,7.874915228391113,7.408392970488198,0.46652225790291446
129,25800,rician,0.146804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1450.3998227894724,7.251999113947362,8.701032535111624,0.9990541546343239,7.847361506422953,156.94723012845907,5.1721211773414995,0.22287873605266215,200,257.5202464629589,307.39018280999306,123.09078420999624,250.54077309981994,0,543.7389579287957,370.55256238140873,790.2727216778363,574.9421804297277,7.882850833939473,7.404543038918576,0.47830779502089715
130,26000,rician,0.146004,ou,velocity,False,False,False,full,True,False,False,False,500.0,769.6631541204638,3.8483157706023188,9.305636296848498,3.908772229054966,5.524212520469337,110.48425040938676,5.902791744549681,0.3339368475344963,200,364.9048761050014,152.11030847927574,354.94086340452543,66.67267713802687,0,167.55372847837683,117.3620750005345,86.58213517868249,353.20966306333173,7.779554195479305,7.373233997202769,0.40632019827653565
131,26200,rician,0.145204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1363.1633079464743,6.815816539732372,9.766114755684315,1.264289004803075,8.501825750881236,170.03651501762474,6.718404552751106,0.4701249777153134,200,375.09615258881183,230.50782060984568,373.4320695081722,209.26763664112875,0,292.2404375236258,240.55454378316875,592.8163718564573,957.3104916398337,7.811492960241955,7.374357757463198,0.43713520277875695
132,26400,rician,0.14440399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1363.7020265735766,6.818510132867883,8.60101852761929,1.2629344178236195,7.424609257532492,148.49218515064985,5.264423334030262,0.2621728443261236,200,318.1176793098517,259.8271080415904,223.0308753638271,223.39438128889407,0,417.9272601617539,337.98311566357074,669.6357603975877,637.2591576775229,7.7196465444642515,7.3680899228828824,0.351556621581369
133,26600,rician,0.143604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1196.5744237598049,5.982872118799024,8.201587063734644,1.1723879961572043,7.029199067577441,140.58398135154883,5.782434171871607,0.28204141519963744,200,306.5527032739202,315.79675600993687,202.34658246949417,293.0687406766933,0,731.2821004778441,449.73996780365985,784.3956168407068,904.461265066716,7.661403532298347,7.364799688702643,0.2966038435957037
134,26800,rician,0.142804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1058.743800595697,5.293719002978484,8.367750608517316,3.8925139089051872,5.955974257790685,119.11948515581369,5.611811398650844,0.18338249485474079,200,338.14042860005213,292.2724639164753,288.36730962917517,206.4653311944948,0,485.0963896855846,219.57147975803045,870.6173091556819,647.1306678002372,7.520051060321904,7.349048437596326,0.1710026227255783
135,27000,rician,0.142004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1323.545133318606,6.617725666593031,8.680516912262982,1.7039761025313767,7.310841478440118,146.21682956880235,5.722057826557801,0.1853676335606724,200,342.4297830518537,293.19411240969373,91.40377637217073,250.4447961934496,0,481.59575917777005,268.9627958058324,241.48423382346135,182.04453696974605,7.628390080217919,7.385203152051864,0.2431869281660548
136,27200,rician,0.141204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1384.5679967891317,6.922839983945659,8.644475677642259,1.0938690449954738,7.5506066326467804,151.0121326529356,4.741956750820304,0.25529326546005904,200,301.16546973821056,226.06158015483382,138.77494366058693,181.54478482128422,0,471.6608785378657,347.74398451545176,477.4776153768593,455.91433633325465,7.545113909687378,7.367690334114419,0.1774235755729583
137,27400,rician,0.14040399999999997,ou,velocity,False,False,False,full,True,False,False,False,500.0,1483.2334454413171,7.416167227206586,8.74799593050367,1.0622261196878289,8.03206529112195,160.64130582243902,5.357747785518511,0.14297696178080513,200,301.96592149215655,287.51133937259385,113.8405059605066,241.68661137125827,0,378.5493533966272,155.7627853246836,677.8519685857391,305.469345812825,7.633843928074261,7.369438358916177,0.26440556915808333
138,27600,rician,0.139604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1463.6921537212863,7.318460768606432,8.532786151211699,0.6185499244603381,7.914236226751358,158.28472453502718,5.183196644667698,0.2816363353212364,200,360.29789219009047,202.96413606433993,337.4332149360448,180.39839945226566,0,374.53585133302136,66.8525427384893,367.04343375545557,346.27721577908227,7.658098192066977,7.382382074147842,0.275716117919135
139,27800,rician,0.13880399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1336.0426181862038,6.6802130909310184,8.568148224222435,0.4993278188105933,8.06882040541184,161.3764081082368,5.067885414210258,0.36020833243150263,200,265.1208663673164,245.25825735213428,221.7778774662154,225.1963862638711,0,443.15848335362006,204.43682257270598,571.9089933532838,464.47540177516413,7.627709482439263,7.373434535539158,0.25427494690010466
140,28000,rician,0.138004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1303.6774648000767,6.518387324000384,7.9135396349425005,1.0706194881363704,7.065060205852929,141.3012041170586,4.75745216355861,0.1735113514540717,200,284.327642545231,236.30013496167953,274.7222612868504,176.0367045489536,0,879.0640269140339,399.7495060624141,1178.3812479824182,632.335272175758,7.554060528104069,7.363933021509328,0.19012750659474076
141,28200,rician,0.137204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1360.89996487611,6.80449982438055,8.894333262651505,1.9921685811184546,7.504061150860089,150.08122301720178,6.074165021546236,0.16828033726429567,200,334.23733021023617,339.05039007838116,314.42926448554516,310.60203261836705,0,522.5616351545893,107.28104225994078,792.972142834815,211.85426869689536,7.53929005127097,7.358810528850544,0.1804795224204261
142,28400,rician,0.13640399999999997,ou,velocity,False,False,False,full,True,False,False,False,500.0,1649.1491324573608,8.245745662286804,9.134217907302716,0.1375323451245336,9.026371379749701,180.527427594994,6.299858193597805,0.39240305015817284,200,336.18192656168037,359.88271191665723,268.5301519191565,355.41786387498036,0,212.9896603878766,161.82161176569224,535.2497435448134,211.43047415573625,7.543929395834762,7.372513078525267,0.17141631730949491
143,28600,rician,0.135604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1774.534660697055,8.872673303485275,9.931224181210508,0.4566768908550064,9.54880890866338,190.9761781732676,5.864696186771969,0.27617509990930555,200,303.35311800034555,354.7297527606349,139.5275451583716,345.84723629905284,0,132.88551590238217,302.55877472524395,432.9848269088644,198.25223642528562,7.636295485415131,7.414310469936621,0.22198501547851013
144,28800,rician,0.13480399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1351.7384182186402,6.7586920910932005,8.76847079404327,0.7628050070022322,8.005665787041035,160.11331574082072,5.42518559727115,0.3018648342322558,200,222.11092236727544,262.8755071851927,182.65015810210366,147.74052032736236,0,435.4288777166441,617.0096288396537,865.9844063708485,701.932534267655,7.626131085430553,7.436819679285358,0.1893114061451957
145,29000,rician,0.13400399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1166.982797360005,5.834913986800025,8.956310018678364,2.4110209215522973,6.596575010756636,131.9315002151327,6.596425776313937,0.3164009371749125,200,377.03152803208195,355.83714070926385,373.17129935897907,337.9120001111859,0,388.710420283621,223.25918769779523,284.83059375490717,500.4833358301994,7.552957838604094,7.408690205458746,0.14426763314534785
146,29200,rician,0.133204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1179.1902065568675,5.895951032784337,8.794716420639187,3.13440174406393,6.570369383260745,131.4073876652149,5.846053676337281,0.08289441383909434,200,307.2798636468092,344.15350719656425,240.67986571778354,339.2312431282687,0,373.4043359439182,302.480846497504,730.3383501031735,431.88035911720834,7.473929857189992,7.407050136015082,0.06687972117491015
147,29400,rician,0.13240400000000002,ou,velocity,False,False,False,full,True,False,False,False,500.0,653.2979592903914,3.2664897964519573,8.36512819605469,5.717324390976731,4.448394560803316,88.96789121606635,4.741643570685561,0.16016007370548324,200,223.3777023782001,257.2257338889489,189.7745802103858,224.1298282096943,0,513.4661373625936,520.5905851552176,269.7031322411827,446.61381128576176,7.354344489147358,7.3684847078210245,0.014140218673666105
148,29600,rician,0.131604,ou,velocity,False,False,False,full,True,False,False,False,500.0,938.2918754214434,4.691459377107217,8.570672647014643,3.2024075262939267,5.443986705408145,108.8797341081629,5.435903446629149,0.28845173318288286,200,297.91218855112163,296.87680217962713,258.4379141408381,278.46184289619225,0,481.6236056206203,190.37316352338297,142.38404596651105,394.163246400178,7.268452274372109,7.345049607829826,0.07659733345771702
149,29800,rician,0.130804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1233.7995760493507,6.168997880246753,8.028702366718957,0.8302344401948902,7.1984679265240725,143.96935853048146,5.807401514840587,0.3793356598960236,200,334.8782840774186,270.19930599949987,319.2146099218268,122.36451094343087,0,770.0047918392368,514.3850913966487,469.87598217917645,408.69420485178983,7.236007595377164,7.365600427042941,0.12959283166577684
150,30000,rician,0.130004,ou,velocity,False,False,False,full,True,False,False,False,500.0,889.194742993027,4.4459737149651355,9.386770395510379,3.605409226489833,5.781361169020552,115.62722338041105,6.526866887359947,0.44919094258919356,200,365.33297792235203,315.8829624751341,362.71394757519806,293.8336114881135,0,424.6086105221966,340.1027721020165,186.99280767923625,998.9446046183062,7.248865027804726,7.353809450282046,0.10494442247732039
151,30200,rician,0.12920399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1634.7807864542647,8.173903932271323,9.092772930023896,0.30208271441842355,8.917037842845152,178.34075685690308,4.715484035593902,0.19686014936305582,200,277.64487509672057,240.8061120243613,200.3439273445798,144.8573988521893,0,146.9912546455245,633.7581039229839,534.1447878768583,101.86809113132435,7.2696256324029225,7.352645711665146,0.08302007926222377
152,30400,rician,0.12840400000000002,ou,velocity,False,False,False,full,True,False,False,False,500.0,1038.599763013326,5.19299881506663,8.851252917337794,4.049869743772856,5.893058941268963,117.86117882537926,5.83987076814157,0.16256276303902267,200,286.3925372437981,359.0280436652449,256.34656214944664,313.9724254028731,0,589.2798575179195,217.23679834291647,784.8394093383879,669.6032600066234,7.193048116589746,7.315357509096268,0.12230939250652195
153,30600,rician,0.127604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1623.9094245690603,8.119547122845301,9.558013595676275,0.6361265137104373,8.921887081965824,178.4377416393165,5.909903723904927,0.3899933027755469,200,340.39503688410963,306.5229907443611,208.52143612523884,226.8125368401917,0,343.081996614915,345.50530549894535,586.0233974337505,606.4078401027637,7.287682517309165,7.338346218952579,0.050663701643414605
154,30800,rician,0.126804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1498.3198228491194,7.491599114245597,9.330761132508117,1.0861545431343451,8.244606589373767,164.89213178747534,6.264879817911236,0.43734821209684016,200,348.9367896078346,344.1228469012771,292.1169136583356,311.7786633944298,0,114.05044047979028,263.6088865047962,311.0439630598849,448.38300775609014,7.402114133888318,7.346199001222573,0.05591513266574566
155,31000,rician,0.126004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1393.1029097262683,6.965514548631342,9.722391789881447,2.421186344826163,7.5997825180605485,151.99565036121098,5.481622153915595,0.09627563338726759,200,279.8560501817519,334.4181559279928,172.36605908634053,310.5629976608544,0,330.9387537445612,133.71005906805598,625.9046495418193,408.77484627925907,7.416561185869339,7.359574923932961,0.05698626193637857
156,31200,rician,0.12520399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1289.883637102747,6.449418185513735,8.385499972107752,1.256715012679067,7.128784959428691,142.57569918857382,5.179202133763053,0.37451560992747546,200,293.449097409231,276.0812089696222,180.50095092777778,245.9178737132332,0,557.3952598394884,279.23979364213403,462.42140866995425,706.5796057117872,7.395470102208435,7.391565641301494,0.0039044609069414093
157,31400,rician,0.12440399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,994.2561299242197,4.971280649621098,8.818081190943708,5.087736973819679,5.923089413673238,118.46178827346475,5.989187728326928,0.1556933798082173,200,318.93465625641375,345.67038504747427,156.34033665499393,334.3628465678779,0,306.78531818122855,317.56153671164134,377.3634870663162,177.97701475548544,7.290021308335999,7.375242089237966,0.08522078090196761
158,31600,rician,0.12360399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1177.371840600731,5.886859203003655,8.973032716058341,2.196046431534155,7.269962352122634,145.39924704245266,6.498345537959323,0.3782483161240816,200,357.4505730043584,344.6858353320144,341.873078217081,309.7533783644665,0,257.35854494727863,134.80483935477045,654.714256535475,753.0441540253076,7.257807614604563,7.374422293723485,0.11661467911892132
159,31800,rician,0.122804,ou,velocity,False,False,False,full,True,False,False,False,500.0,1535.0004371750165,7.6750021858750825,8.627841655526554,0.1798346684803368,8.448006987046213,168.96013974092426,6.645261427902787,0.4552856273576617,200,369.79245958917744,366.1747488890663,287.61087532843544,318.0203125589011,0,443.91233395545464,221.9519775638088,302.9156313742106,95.27833450663063,7.2767669436862805,7.3937862644724195,0.11701932078613897
160,32000,rician,0.122004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1345.034162519752,6.72517081259876,8.294754421616185,0.9855493852038633,7.418311057800192,148.36622115600386,5.955088857742765,0.3293330055847764,200,321.7944184629983,337.4266677199179,286.24087707731877,336.43961753670635,0,534.5111757665794,116.85857435220007,933.131810533645,700.2859446226557,7.294429486283645,7.3873058563705545,0.09287637008690908
161,32200,rician,0.121204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1496.016719275596,7.4800835963779795,8.606704240105204,0.297029155808488,8.309675084296721,166.19350168593442,6.489803660429938,0.45209287110716107,200,368.56969457161154,350.88582344721823,346.5133745607782,330.97234330727235,0,330.25824542773984,279.804936443532,478.98144916946137,110.83059188487158,7.334710182955476,7.387877456800714,0.05316727384523823
162,32400,rician,0.12040399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1482.1658861759686,7.410829430879843,8.926507758334761,1.0336422815176878,8.18465061874565,163.69301237491297,6.063901954199524,0.32166314859874545,200,315.48806725140656,352.385210372408,187.31379662489087,323.48813001099523,0,330.46707858836777,286.61545447628373,350.15448412880926,179.8369914067333,7.292624144905273,7.409053601166681,0.11642945626140833
163,32600,rician,0.11960399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1593.9822791696652,7.969911395848325,9.074090779820155,0.3871570658851645,8.73092321018314,174.61846420366285,6.459294150497189,0.3536040552938357,200,373.21753282746886,344.3149285365787,350.60679752070257,286.09375494570537,0,284.34433887734315,157.7309821594521,308.16535120753184,300.7191353415887,7.251729859981262,7.421443071353196,0.16971321137193396
164,32800,rician,0.11880399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1415.6885644444212,7.078442822222106,8.479419580209067,0.5530328779740646,7.926386702235,158.5277340447,6.387460856058497,0.482015443071723,200,358.7180387025597,346.81104290338794,345.9296694877308,332.64574174484363,0,675.6988020518169,272.04180648478916,907.5271611993846,793.2326124099459,7.24776590574096,7.433875443460807,0.1861095377198474
165,33000,rician,0.118004,ou,velocity,False,False,False,full,True,False,False,False,500.0,1327.5453331552146,6.637726665776073,8.218033814248157,0.174778062617218,8.043255751630944,160.86511503261892,5.797460931780263,0.4789301075786352,200,328.9987121497445,194.03811614592794,312.1046366484097,150.63510526654298,0,726.679988777312,227.18784864587224,1007.8193477642646,507.14935730347275,7.320099942784675,7.476258972880126,0.15615903009545118
166,33200,rician,0.117204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1354.0637145249177,6.770318572624588,8.269756120449461,0.6589009435531399,7.610855176896325,152.21710353792653,6.74467995732844,0.42064627080224454,200,373.824457572289,367.4789002457229,365.2011808752904,354.5842145602519,0,493.1249370985954,238.91931631139812,928.8651613494168,957.4285774866896,7.372124232466454,7.474778233547068,0.10265400108061318
167,33400,rician,0.11640399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1489.5761748360208,7.447880874180104,9.772758533944042,1.7264091914098838,8.046349342534157,160.92698685068316,5.2151226783417926,0.2605858405609615,200,279.02641810488643,289.9064630173308,165.31083398079906,209.59722706075584,0,283.4030260589206,197.30504293246562,375.9113543463951,704.3630941027991,7.552021971552998,7.510469072800662,0.04155289875233592
168,33600,rician,0.11560399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1515.4964486765068,7.577482243382534,8.724981591478905,0.39376865626627894,8.331212935212617,166.62425870425236,6.48682881859488,0.46374153926968575,200,363.098539545011,356.1940699406299,348.512855725763,315.3599616704643,0,580.6141179473944,430.90152205756624,531.0781899720649,482.2748436333028,7.69638328304322,7.524421944244605,0.17196133879861453
169,33800,rician,0.11480399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1375.8256360913906,6.879128180456953,8.58473024538315,0.7913147783565735,7.79341546702658,155.8683093405316,6.646196292109855,0.2998039314057678,200,362.7009824741229,362.18438334353755,338.851134188994,349.6786600066928,0,447.5738937990142,129.45676168021313,877.6936492066775,810.3759280155883,7.726130660068348,7.532381328998091,0.19374933107025694
170,34000,rician,0.114004,ou,velocity,False,False,False,full,True,False,False,False,500.0,931.417509193903,4.657087545969515,8.787383358387757,3.0486745457611644,5.738708812626597,114.77417625253196,4.782995656678557,0.41106624496169386,200,198.38566917721985,226.22168024824376,49.20903471778978,158.7609665669547,0,438.78585106740053,509.0959205849323,146.17009606560325,483.5261364093753,7.723998042248648,7.526887926967101,0.19711011528154732
171,34200,rician,0.113204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1291.2666102066846,6.456333051033423,7.855544900847785,0.2686497219814006,7.586895178866389,151.73790357732778,6.280883706695989,0.36748771330807356,200,361.91799848768295,303.57598270775634,312.3202922162,288.10975362856436,0,914.6386203979595,391.74523439041945,687.9681509820715,349.4833768064637,7.65749090904971,7.537697021305365,0.11979388774434518
172,34400,rician,0.11240399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1154.818490348588,5.77409245174294,9.007721492104263,2.5641277825818425,6.7367483082815385,134.7349661656308,5.218089835351759,0.19204160772729664,200,257.106490138244,330.6609398069002,129.84435808853266,246.13325566882403,0,366.4900255723524,540.8272372949278,542.3698636883919,656.3342064325553,7.699675377400338,7.520724101392049,0.17895127600828875
173,34600,rician,0.11160399999999998,ou,velocity,False,False,False,full,True,False,False,False,500.0,1508.0962248869453,7.540481124434726,8.779197194836486,0.5706281225079812,8.248398306596743,164.96796613193484,6.132553223752812,0.4136712242849171,200,349.2814838293944,335.31846444248106,331.52094930057916,302.9552272812801,0,422.30599675754377,62.703174800664975,580.4502540698519,269.5026367261551,7.666000938631885,7.518053955764007,0.14794698286787789
174,34800,rician,0.11080399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1299.2019320226634,6.496009660113317,9.384827248215187,1.2626919860882457,8.122135262126939,162.4427052425388,6.364820590176208,0.48209847571328285,200,344.36495639214246,201.00554958920833,267.2988957615173,50.78763794233291,0,315.38770489531294,233.43026598895617,417.209726561041,728.115316101223,7.659877372269543,7.5298438233667015,0.13003354890284147
175,35000,rician,0.11000399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1649.7068755718851,8.248534377859425,9.320068224367809,0.3222903780168876,8.997777846350916,179.95555692701834,6.463833469129107,0.4626101897843182,200,360.6907361346074,354.3823304485633,316.2214154425248,306.0570199329022,0,375.79267831000567,293.535730665572,871.5148236301067,697.351669320614,7.729777138684062,7.531772468775077,0.19800466990898524
176,35200,rician,0.109204,ou,velocity,False,False,False,full,True,False,False,False,500.0,1447.811253022681,7.239056265113406,8.719095141493383,0.7911161907309066,7.927978950762477,158.55957901524954,5.891612726188113,0.4623570736497641,200,320.87016876085374,329.4262767841103,253.53455432443343,271.58326805748237,0,541.0790503015515,471.1879936411289,410.4718645743404,335.75194471603953,7.769736838250751,7.528699334322836,0.2410375039279149
177,35400,rician,0.10840399999999997,ou,velocity,False,False,False,full,True,False,False,False,500.0,1551.4660703823042,7.757330351911521,9.034672645853911,0.5538418174463514,8.480830828407557,169.6166165681512,6.17991069204733,0.40764171072049066,200,361.7674283574762,327.16168869296143,309.3998050427601,319.1229774171353,0,485.59734379079345,76.58863137098028,264.01122269027553,229.71346534082073,7.897623908987467,7.529582539727029,0.36804136926043807
178,35600,rician,0.107604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1623.93155157554,8.1196577578777,8.867393503938711,0.2099247998169759,8.693997601546943,173.87995203093885,4.9939774614453265,0.2451620590221137,200,363.3048924854923,161.86322698538154,338.14518777220263,72.80673744633714,0,313.4234089433822,327.9103762964588,986.9136781884357,121.57777757612239,7.968825671458683,7.530796878408584,0.43802879305009945
179,35800,rician,0.10680400000000001,ou,velocity,False,False,False,full,True,False,False,False,500.0,1482.9632934063088,7.414816467031544,8.845711564792179,0.6893543480971436,8.156357216695037,163.1271443339008,6.337866382132432,0.42241041976958515,200,343.70528029965556,362.6156859247294,239.7395424104796,348.3055530320011,0,576.4466748051558,257.72830639741704,571.9456431777523,579.8462726718911,7.954243182941123,7.538476760413297,0.4157664225278257
180,36000,rician,0.10600400000000001,ou,velocity,False,False,False,full,True,False,False,False,500.0,1414.1155640704353,7.0705778203521765,8.286085845686484,0.470306198530878,7.815779647155605,156.3155929431121,6.447758082924041,0.4751267053931951,200,372.61900223032853,340.9848722802402,296.20985640655596,315.58160164442563,0,734.2185903076582,357.9273480116482,630.7100349006473,351.6495228194227,7.974116612408894,7.532441908529731,0.44167470387916286
181,36200,rician,0.10520399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1266.0581155440866,6.330290577720433,8.570003623124453,0.5275513755791277,8.042452247545324,160.8490449509065,6.315768411227342,0.4235772309731692,200,368.267517171473,165.9752193094621,319.4191037865449,87.76199060189472,0,558.5514674086377,166.6577963656229,709.1224981905801,604.9005562609311,7.960755470571324,7.526406307971002,0.43434916260032175
182,36400,rician,0.104404,ou,velocity,False,False,False,full,True,False,False,False,500.0,417.0435548487094,2.085217774243547,7.958950023211693,6.817329367545814,3.5927812070698653,71.85562414139731,5.819283251694377,0.09809424317441881,200,180.1509814236585,324.1957362452171,103.1363165506891,313.4667698749486,0,790.0366766104054,600.8713590126872,800.2807161286468,818.0308370671246,7.731161999987535,7.49029612711202,0.24086587287551442
183,36600,rician,0.103604,ou,velocity,False,False,False,full,True,False,False,False,500.0,1538.9080685739088,7.694540342869544,10.046439601264689,1.70464094687811,8.341798654386583,166.8359730877317,5.6315898102844155,0.24045024086255581,200,368.2798595046543,256.71718716112116,354.7796834501773,227.81986065887838,0,67.15852126396632,222.4847319393317,414.7015633892667,404.5746803472586,7.711705772197708,7.493219926133744,0.21848584606396404
184,36800,rician,0.102804,ou,velocity,False,False,False,full,True,False,False,False,500.0,878.9026458181163,4.394513229090581,8.058675954237678,1.4845950441413989,6.607923523904729,132.15847047809459,5.698194874650973,0.3810313176969066,200,270.7178738477745,215.8622460312829,265.1547113284643,145.57097260105596,0,629.0717147116698,550.4788020260953,690.6653683641262,1043.0818158085726,7.6457826132811935,7.490544239900445,0.1552383733807483
185,37000,rician,0.10200400000000001,ou,velocity,False,False,False,full,True,False,False,False,500.0,1035.25467961932,5.1762733980966,8.17913577055211,2.2256967039981803,5.971874403249961,119.43748806499923,5.896298500221668,0.35226281292270867,200,380.01363378605373,255.92959768988985,378.8736996523364,173.02872279539736,0,643.6422507459902,463.8605020797684,303.6690386816096,738.4616869880631,7.542213545862145,7.529686425371648,0.01252712049049709
186,37200,rician,0.10120399999999999,ou,velocity,False,False,False,full,True,False,False,False,500.0,1444.5355341118125,7.2226776705590625,8.946732944758068,0.2828412029975941,8.663891741760473,173.2778348352095,6.666312086606496,0.37166270924033595,200,366.00839587795787,307.22473842968594,349.1194987467727,287.8659106561309,0,594.2680475797756,493.45368398743545,518.5815800607105,389.803368840364,7.594865374105352,7.531075781295778,0.06378959280957375
187,37400,rician,0.100404,ou,velocity,False,False,False,full,True,False,False,False,500.0,1251.6517147541026,6.258258573770513,9.211331712499401,2.6631562240092346,6.925375122772948,138.50750245545896,5.167451275956677,0.19098859849385919,200,354.38298063502384,204.0196514580601,344.91991996818376,71.88098813349181,0,510.45435048891653,496.2438240647806,266.0976048142099,388.1367221860934,7.538816663117291,7.52164926545054,0.017167397666750794
188,37600,rician,0.099604,ou,velocity,False,False,False,full,True,False,False,False,500.0,970.3843431638521,4.851921715819261,8.197943166126192,2.1426159246953134,6.119017252165338,122.38034504330676,6.337811297746645,0.38238666355144235,200,340.28999946142176,293.96941133231684,259.93599657822625,157.41403014441553,0,547.0643230365615,151.20004373930638,306.1617908015759,778.5522295037055,7.428206878964927,7.495252715874305,0.06704583690937849
