episode,global_step,fading_model,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,steps,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
17,3400,rayleigh,1.1591847874215986,7.926522997553767,10.922698281583122,1.5520949496412662,,,200,2.6343110304879205,2.6343110304879205,2.6343110304879205,2.6343110304879205,0.0,0.0
18,3600,rayleigh,3.559803163326216,8.517501777096802,6.977620042993051,3.8448012985249815,,,200,2.701560489823313,2.701560489823313,2.701560489823313,2.701560489823313,0.0,0.0
19,3800,rayleigh,1.6795436430558666,8.613871434641846,10.262163862916042,1.9539226454061434,,,200,2.6622111295908306,2.6622111295908306,2.6622111295908306,2.6622111295908306,0.0,0.0
20,4000,rayleigh,3.6983008516143525,10.894776687175664,10.185223375109441,3.9877695115757748,,,200,2.728489048690078,2.728489048690078,2.728489048690078,2.728489048690078,0.0,0.0
21,4200,rayleigh,2.7506419833168847,8.983575605214604,9.355497667433855,3.4244776280932006,,,200,2.8012623663414318,2.8012623663414318,2.7616313619949886,2.7616313619949886,0.03963100434644318,0.03963100434644318
22,4400,rayleigh,2.3965236651333255,8.673884608184489,9.517934390668573,2.682934634481982,,,200,2.7780569402157402,2.7780569402157402,2.7580542380171242,2.7580542380171242,0.020002702198615996,0.020002702198615996
23,4600,rayleigh,3.967266090277438,8.485375471954235,6.5941328146488365,4.249343706421156,,,200,2.8507064250485294,2.8507064250485294,2.82289291055643,2.82289291055643,0.027813514492099234,0.027813514492099234
24,4800,rayleigh,2.5913036434350927,8.289969506400443,7.607323603880406,3.4646748362945736,,,200,2.8883800813547835,2.8883800813547835,2.8496338241288526,2.8496338241288526,0.03874625722593095,0.03874625722593095
25,5000,rayleigh,3.216907447016142,8.867993213915032,7.966377186062053,3.500701674074561,,,200,2.8884648424125934,2.8884648424125934,2.875676538126681,2.875676538126681,0.012788304285912488,0.012788304285912488
26,5200,rayleigh,2.3191373746463126,8.057300695434787,8.29467604412844,2.6193197631636957,,,200,2.919744024788444,2.919744024788444,2.865816662166566,2.865816662166566,0.053927362621877695,0.053927362621877695
27,5400,rayleigh,3.070581553976744,8.43021478788789,8.228151119856856,3.358732572454888,,,200,2.972983116024377,2.972983116024377,2.8840728069920596,2.8840728069920596,0.08891030903231734,0.08891030903231734
28,5600,rayleigh,2.175330739618822,8.351525057595254,8.450572365841802,2.8112202308709686,,,200,2.9601107792418,2.9601107792418,2.881470929273449,2.881470929273449,0.07863984996835116,0.07863984996835116
29,5800,rayleigh,2.5029927337682207,7.500605083846041,7.023015629171628,2.917612641668779,,,200,2.983228394322704,2.983228394322704,2.882717195218116,2.882717195218116,0.10051119910458794,0.10051119910458794
30,6000,rayleigh,2.4371695321443214,8.430319011164706,8.541443516188135,2.7534357262175977,,,200,2.9107877538635125,2.9107877538635125,2.8784078129180988,2.8784078129180988,0.03237994094541374,0.03237994094541374
31,6200,rayleigh,1.605253099486464,8.435034752139421,8.81904089068941,3.056787530132698,,,200,2.8313893999060746,2.8313893999060746,2.884161997344376,2.884161997344376,0.05277259743830154,0.05277259743830154
32,6400,rayleigh,1.953134078069473,7.541699043665077,8.638971423481605,2.2289595029892975,,,200,2.8459258153200038,2.8459258153200038,2.8636869193957795,2.8636869193957795,0.01776110407577569,0.01776110407577569
33,6600,rayleigh,0.969266400165976,8.296367148146185,11.604001734868415,1.34518497991795,,,200,2.848439599755934,2.848439599755934,2.8176717091085726,2.8176717091085726,0.03076789064736163,0.03076789064736163
34,6800,rayleigh,3.2881716532931033,8.416149980936273,7.301946746502463,3.5787355933593865,,,200,2.8192272365358604,2.8192272365358604,2.840055940998302,2.840055940998302,0.02082870446244156,0.02082870446244156
35,7000,rayleigh,1.8674506373542576,8.642852607030397,10.526949320317497,2.1753913883528235,,,200,2.844281134565835,2.844281134565835,2.8210655252084313,2.8210655252084313,0.023215609357403633,0.023215609357403633
36,7200,rayleigh,3.182861124685409,9.699086754751413,9.331431313036196,3.465928867816914,,,200,2.948601484072932,2.948601484072932,2.8389783958364445,2.8389783958364445,0.10962308823648748,0.10962308823648748
37,7400,rayleigh,1.4289351980973939,7.978210649834602,10.14191613629473,1.9465127737621737,,,200,2.968322375278977,2.968322375278977,2.814857703347951,2.814857703347951,0.15346467193102598,0.15346467193102598
38,7600,rayleigh,3.3448848337578356,8.383312909009737,8.245430063746458,3.6436438293376057,,,200,2.9582645018196088,2.9582645018196088,2.836667864558205,2.836667864558205,0.1215966372614039,0.1215966372614039
39,7800,rayleigh,1.9724546013142819,7.767224541485364,7.131980429853099,3.2477712729102857,,,200,3.0229569331948154,3.0229569331948154,2.847208977592874,2.847208977592874,0.17574795560194145,0.17574795560194145
40,8000,rayleigh,1.9341510782570015,7.507594947186633,8.092811102203017,2.34010548115485,,,200,2.9405737316737697,2.9405737316737697,2.8345313901819233,2.8345313901819233,0.10604234149184633,0.10604234149184633
41,8200,rayleigh,1.30814897538621,7.55143985560961,9.82984797934695,1.8507809279149416,,,200,2.861888896664856,2.861888896664856,2.810537476468095,2.810537476468095,0.05135142019676131,0.05135142019676131
42,8400,rayleigh,2.6597936987259114,8.414635685049761,9.527506877933545,2.9495980147558916,,,200,2.875222065678552,2.875222065678552,2.813848441665423,2.813848441665423,0.06137362401312885,0.06137362401312885
43,8600,rayleigh,2.173312775500767,8.019785068634931,8.898439150099335,2.477025186436217,,,200,2.7866061396793045,2.7866061396793045,2.8060153427066044,2.8060153427066044,0.01940920302729987,0.01940920302729987
44,8800,rayleigh,0.04027408000008061,7.576464999742989,11.632884251706907,0.4558611509021363,,,200,2.636165455409683,2.636165455409683,2.752602747438321,2.752602747438321,0.11643729202863806,0.11643729202863806
45,9000,rayleigh,3.748096261138939,8.790128280508393,7.512259224843741,4.053406809990819,,,200,2.663800712205496,2.663800712205496,2.781509504383932,2.781509504383932,0.1177087921784361,0.1177087921784361
46,9200,rayleigh,1.1783451880059268,8.101138714145508,10.42029348888785,1.8682195175141054,,,200,2.6262456999230164,2.6262456999230164,2.7616553742345884,2.7616553742345884,0.13540967431157203,0.13540967431157203
47,9400,rayleigh,2.7398001925638606,8.309864916554915,6.768903575461418,3.5765447623444566,,,200,2.637136309417495,2.637136309417495,2.778993446322032,2.778993446322032,0.14185713690453694,0.14185713690453694
48,9600,rayleigh,2.9069048143095557,8.700662382582212,7.817199198900211,3.238031157120416,,,200,2.6584768557299676,2.6584768557299676,2.788556731963665,2.788556731963665,0.13007987623369743,0.13007987623369743
49,9800,rayleigh,2.5711084246734925,7.598563395960209,7.581964287652475,2.9627269997284458,,,200,2.660732573632951,2.660732573632951,2.792111227224171,2.792111227224171,0.13137865359122003,0.13137865359122003
50,10000,rayleigh,1.4028469417992926,7.429139287977618,9.133184688430722,1.8679594209209927,,,200,2.61645875836812,2.61645875836812,2.7736281910981067,2.7736281910981067,0.15716943272998662,0.15716943272998662
51,10200,rayleigh,0.9938517561283643,7.35145625883511,9.77965670855992,2.254086432810868,,,200,2.5763237035020286,2.5763237035020286,2.7634410977983572,2.7634410977983572,0.18711739429632868,0.18711739429632868
52,10400,rayleigh,1.410303893184322,8.421122173525465,9.987496245225781,1.7545158805705572,,,200,2.5526015223810914,2.5526015223810914,2.7440386897747455,2.7440386897747455,0.19143716739365413,0.19143716739365413
53,10600,rayleigh,2.8410972956745555,8.430775551857744,8.680389765298358,3.2642921923795196,,,200,2.6485568830041704,2.6485568830041704,2.753854793597477,2.753854793597477,0.10529791059330673,0.10529791059330673
54,10800,rayleigh,3.499637428451401,8.215972491066205,6.876358276775003,3.802365371217711,,,200,2.6597383718970864,2.6597383718970864,2.773271656146,2.773271656146,0.11353328424891362,0.11353328424891362
55,11000,rayleigh,4.064389366555691,8.593479481844087,6.293470940004106,4.386006586825103,,,200,2.7702691318207004,2.7702691318207004,2.8025941094310745,2.8025941094310745,0.032324977610374006,0.032324977610374006
56,11200,rayleigh,1.3549625894390005,8.019899798029444,10.548331720646,1.7889847381367323,,,200,2.6864219253366914,2.6864219253366914,2.7844939420865336,2.7844939420865336,0.09807201674984212,0.09807201674984212
57,11400,rayleigh,1.8130814206147143,8.292590759796674,8.619334233657636,2.8056018841419115,,,200,2.729376380855679,2.729376380855679,2.784864256859435,2.784864256859435,0.05548787600375604,0.05548787600375604
58,11600,rayleigh,1.438287466861751,8.070140551666723,10.383771263254564,2.4359686154758244,,,200,2.6689926201625895,2.6689926201625895,2.7788488147666137,2.7788488147666137,0.10985619460402418,0.10985619460402418
59,11800,rayleigh,2.200717623386481,8.80181734285381,8.8790700446576,2.644514985461193,,,200,2.638829805790135,2.638829805790135,2.776571970202115,2.776571970202115,0.13774216441198028,0.13774216441198028
60,12000,rayleigh,3.124960034965373,7.952293911078999,4.964030642356022,4.199384072050404,,,200,2.7317937353349127,2.7317937353349127,2.80028550523292,2.80028550523292,0.06849176989800743,0.06849176989800743
61,12200,rayleigh,2.5995626174002653,8.459307227598543,7.360865706549677,3.2166241229407966,,,200,2.8000858950862053,2.8000858950862053,2.807110728474033,2.807110728474033,0.007024833387827556,0.007024833387827556
62,12400,rayleigh,0.900599764137374,7.942341586226395,10.286090112555964,1.2675132600671597,,,200,2.7159816573517688,2.7159816573517688,2.7822785112416635,2.7822785112416635,0.0662968538898947,0.0662968538898947
63,12600,rayleigh,2.315784181669264,8.011187984821921,8.291377315750559,2.6733635860109795,,,200,2.7257985773305067,2.7257985773305067,2.780549702904669,2.780549702904669,0.054751125574162174,0.054751125574162174
64,12800,rayleigh,4.016166847197412,8.336346016256842,5.864012885289214,4.362322885884917,,,200,2.9211216640796454,2.9211216640796454,2.805264908888735,2.805264908888735,0.11585675519091021,0.11585675519091021
65,13000,rayleigh,3.2773495632121215,7.611618556217588,6.928850308525258,3.609291375374669,,,200,2.898915892348838,2.898915892348838,2.8176345468346726,2.8176345468346726,0.08128134551416544,0.08128134551416544
66,13200,rayleigh,2.466479527179375,7.595517175837354,6.91393672928471,3.3007434779257645,,,200,2.970542090369421,2.970542090369421,2.8249543791239318,2.8249543791239318,0.14558771124548908,0.14558771124548908
67,13400,rayleigh,2.0326995966232597,7.818042557898763,9.117742921286933,2.618959953394367,,,200,2.9226628499219163,2.9226628499219163,2.821879835456327,2.821879835456327,0.10078301446558946,0.10078301446558946
68,13600,rayleigh,1.086945737655537,8.010014215373324,13.710265622940717,1.4626477338668376,,,200,2.8338936787592375,2.8338936787592375,2.801891128080011,2.801891128080011,0.03200255067922653,0.03200255067922653
69,13800,rayleigh,0.9555013755855313,7.871133725707541,12.030463469976468,1.3333686260376916,,,200,2.7524257600746997,2.7524257600746997,2.7806081932678035,2.7806081932678035,0.028182433193103762,0.028182433193103762
70,14000,rayleigh,1.358452424993794,8.460803636288095,12.192414973252182,1.8059887876447893,,,200,2.7493272284108894,2.7493272284108894,2.76668505890176,2.76668505890176,0.017357830490870807,0.017357830490870807
71,14200,rayleigh,2.2278632059784416,10.129751312545384,12.756533700876378,2.578652402889915,,,200,2.765555526914842,2.765555526914842,2.7640367116339877,2.7640367116339877,0.001518815280854291,0.001518815280854291
72,14400,rayleigh,2.1389704238764775,8.12458333339706,7.680063568350817,3.21919751115158,,,200,2.838789608443893,2.838789608443893,2.770358389405065,2.770358389405065,0.06843121903882787,0.06843121903882787
73,14600,rayleigh,2.8712197361250253,7.952731223553295,7.043640384792348,3.2132095086841117,,,200,2.8362354742591225,2.8362354742591225,2.776424843093819,2.776424843093819,0.059810631165303274,0.059810631165303274
74,14800,rayleigh,3.1448178659167842,8.17591487750901,6.8691781757101165,3.523516434021067,,,200,2.8222930273992906,2.8222930273992906,2.7865206754036467,2.7865206754036467,0.03577235199564388,0.03577235199564388
75,15000,rayleigh,2.313282435062005,8.204605496821467,9.629212846526263,2.6923495119188723,,,200,2.737610173653979,2.737610173653979,2.7852650598905164,2.7852650598905164,0.047654886236537575,0.047654886236537575
76,15200,rayleigh,1.0146801841503508,8.464311172391866,11.960731049174447,1.8064158581986183,,,200,2.7384817296570736,2.7384817296570736,2.772385465131413,2.772385465131413,0.033903735474339225,0.033903735474339225
77,15400,rayleigh,0.6674915887740243,8.4154960616725,15.267906264948156,1.0559940356021507,,,200,2.6510013372300856,2.6510013372300856,2.7500946673453184,2.7500946673453184,0.0990933301152328,0.0990933301152328
78,15600,rayleigh,3.223592440326375,9.252297161975063,8.095664253573451,3.546596881840142,,,200,2.706532750548301,2.706532750548301,2.760306234197816,2.760306234197816,0.053773483649515175,0.053773483649515175
79,15800,rayleigh,1.382748754497417,7.871097823207115,11.01091354734851,1.7358567430718588,,,200,2.661099838428835,2.661099838428835,2.747338519120272,2.747338519120272,0.08623868069143725,0.08623868069143725
80,16000,rayleigh,1.6085242549300813,7.850712747350153,10.364672903163532,1.962717671292194,,,200,2.549266518390924,2.549266518390924,2.737530758522421,2.737530758522421,0.18826424013149667,0.18826424013149667
81,16200,rayleigh,3.390968959074152,8.244187864864562,7.218190302637425,3.735152133574733,,,200,2.575192918922621,2.575192918922621,2.749847071794672,2.749847071794672,0.17465415287205088,0.17465415287205088
82,16400,rayleigh,1.2012303597659706,9.176868967374007,10.41779848213179,2.5505103669584024,,,200,2.6393427742671833,2.6393427742671833,2.7474161363698393,2.7474161363698393,0.10807336210265595,0.10807336210265595
83,16600,rayleigh,0.5934025671288549,7.478555718884203,11.850411574874453,1.752184767781361,,,200,2.5932838333557022,2.5932838333557022,2.735425396989255,2.735425396989255,0.1421415636335528,0.1421415636335528
84,16800,rayleigh,1.2236052461423417,8.162970049685567,11.442513144790537,1.8834487738477474,,,200,2.4693401277538434,2.4693401277538434,2.7252828181423325,2.7252828181423325,0.25594269038848916,0.25594269038848916
85,17000,rayleigh,1.578802486407048,9.14990185436872,12.62934622602624,1.9063179290888512,,,200,2.3841914554395527,2.3841914554395527,2.7156479370946447,2.7156479370946447,0.331456481655092,0.331456481655092
86,17200,rayleigh,3.547672633094357,8.141709064433163,5.968197891115342,3.9371346655058885,,,200,2.4160110148185585,2.4160110148185585,2.729851271145938,2.729851271145938,0.31384025632737966,0.31384025632737966
87,17400,rayleigh,1.9543829590703863,8.925139663173747,10.402844722050549,2.333940342276942,,,200,2.4017600342626872,2.4017600342626872,2.7253005708141105,2.7253005708141105,0.32354053655142323,0.32354053655142323
88,17600,rayleigh,1.3216112778251388,8.767604467512676,12.829741501793526,1.695522206326884,,,200,2.41340375788569,2.41340375788569,2.7135985439449373,2.7135985439449373,0.3001947860592473,0.3001947860592473
89,17800,rayleigh,2.2587230029084746,8.376667806221484,9.743408690834508,2.7163645113833383,,,200,2.4825535521529725,2.4825535521529725,2.713629622230762,2.713629622230762,0.23107607007778963,0.23107607007778963
90,18000,rayleigh,1.7324657820684772,8.689023846626009,12.976845970361108,2.1208167937294373,,,200,2.4982949524572047,2.4982949524572047,2.707042813025192,2.707042813025192,0.20874786056798733,0.20874786056798733
91,18200,rayleigh,1.9346640200013678,7.823605782852483,6.643504565446634,2.963792970311774,,,200,2.517551980828298,2.517551980828298,2.709864243325044,2.709864243325044,0.19231226249674638,0.19231226249674638
92,18400,rayleigh,1.3406256872950741,9.400054584014933,14.075556219677692,1.707267271921436,,,200,2.441955468866791,2.441955468866791,2.698966450157614,2.698966450157614,0.257010981290823,0.257010981290823
93,18600,rayleigh,0.9942492696281161,8.931440793155977,11.90619109587764,1.3742444662121127,,,200,2.3500072167431907,2.3500072167431907,2.684722127749598,2.684722127749598,0.33471491100640716,0.33471491100640716
94,18800,rayleigh,0.413661937166265,7.884749048801916,10.924258587471947,0.9646836149499198,,,200,2.222065575789633,2.222065575789633,2.6664238456985374,2.6664238456985374,0.44435826990890437,0.44435826990890437
95,19000,rayleigh,4.003709710959274,8.656581918650426,6.032904299623375,4.435994016200651,,,200,2.309247801003722,2.309247801003722,2.6850509001248755,2.6850509001248755,0.3758030991211534,0.3758030991211534
96,19200,rayleigh,4.082724056145974,9.227904297394153,6.5249187214643705,4.458491564666469,,,200,2.4418515863271146,2.4418515863271146,2.703524240380517,2.703524240380517,0.26167265405340245,0.26167265405340245
97,19400,rayleigh,1.722029201088033,7.954860448696328,8.260157121080804,2.152580680943731,,,200,2.496680918594193,2.496680918594193,2.69784440987086,2.69784440987086,0.20116349127666666,0.20116349127666666
98,19600,rayleigh,2.983969040041152,8.541149395213832,5.708815965523827,3.4269602463742777,,,200,2.4906990868209005,2.4906990868209005,2.705284367386201,2.705284367386201,0.21458528056530035,0.21458528056530035
99,19800,rayleigh,0.38176211193896215,7.455555259700239,8.984633979966349,1.4854671842939182,,,200,2.4781796088820034,2.4781796088820034,2.6929629816983995,2.6929629816983995,0.21478337281639615,0.21478337281639615
100,20000,rayleigh,2.0991530788384325,8.090516063524111,10.271768365234077,2.514571998628174,,,200,2.5057723252488024,2.5057723252488024,2.6911790718676976,2.6911790718676976,0.1854067466188951,0.1854067466188951
