episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,epsilon,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
11,2200,rician,velocity,False,False,full,True,False,False,False,500.0,0.94777375,1029.7319679735579,5.148659839867789,9.688172772289008,5.942219814578843,5.8845470104867035,117.69094020973407,2.5337943910016705,0.26375,200,51.07836830803957,52.188203573402994,34.81736984178537,17.87298825150671,141.10300372165923,382.973221509204,660.5414214449028,935.9588594711421,4.708140416700046,4.708140416700046,0.0
12,2400,rician,velocity,False,False,full,True,False,False,False,500.0,0.94302375,822.1920459104334,4.110960229552167,8.045043142490897,7.252527174164364,4.383422485189919,87.66844970379839,2.5084284924890783,0.26125,200,38.91084304965502,52.68274951082562,7.226951773948559,37.05123930947616,772.40458668165,309.9171964530774,247.4367686627252,472.21170760308775,4.681080589074202,4.681080589074202,0.0
13,2600,rician,velocity,False,False,full,True,False,False,False,500.0,0.93827375,991.0569446812588,4.955284723406294,9.072271322191824,6.408818073222656,5.353965139050952,107.07930278101905,2.5146558217220107,0.25875,200,53.4205741975462,43.36002394435444,10.377080935813346,8.64585867980029,365.13766106342325,65.06685815414143,568.3316211062125,616.244393551374,4.732840939072414,4.732840939072414,0.0
14,2800,rician,velocity,False,False,full,True,False,False,False,500.0,0.93352375,690.378396991356,3.45189198495678,8.241174542232287,6.707375581658337,4.555423344936171,91.10846689872344,2.516961856292549,0.2625,200,46.822391611257096,48.886861798347866,6.975792581275389,12.348616646487597,653.8223410578083,515.4494987936043,424.5085588867973,720.9711428392017,4.720168253776968,4.720168253776968,0.0
15,3000,rician,velocity,False,False,full,True,False,False,False,500.0,0.92877375,770.3696282881746,3.8518481414408727,7.758134880460739,6.120031646352295,4.7980375118178165,95.96075023635633,2.5549674504642366,0.24,200,61.26949778407489,57.16852605598864,27.010503043406302,6.211067095775074,921.7887427951885,467.1374905904852,685.3305616904294,365.404858259873,4.725359537646357,4.725359537646357,0.0
16,3200,rician,velocity,False,False,full,True,False,False,False,500.0,0.92402375,839.8741155211213,4.199370577605607,7.682580895550017,5.981034163285609,4.982107105374233,99.64214210748466,2.511083270086885,0.2525,200,43.0699611844259,50.52290383484266,16.049825972034412,13.553241470636337,1016.255838700393,510.90910626694745,387.6014212622834,242.3524994363411,4.7414062606293506,4.7414062606293506,0.0
17,3400,rician,velocity,False,False,full,True,False,False,False,500.0,0.91927375,1176.9063096063117,5.884531548031558,9.436242816316513,5.871550557028778,6.299972178931245,125.99944357862492,2.5965876375308055,0.2575,200,55.182404746946105,75.75419016005645,31.87669032262051,58.79299492477133,92.10631332318617,484.0444936395635,423.2245589822137,128.02632851790582,4.833086608764756,4.833086608764756,0.0
18,3600,rician,velocity,False,False,full,True,False,False,False,500.0,0.91452375,1089.884218388873,5.449421091944365,9.554731727072435,6.705568722607765,5.776071887946015,115.52143775892031,2.5578238953869326,0.26875,200,53.111062012542455,61.16517085413485,33.81965008435293,46.22802607151044,279.5612567994277,180.42340094831408,236.4292138272916,387.5503183725152,4.885474679830382,4.885474679830382,0.0
19,3800,rician,velocity,False,False,full,True,False,False,False,500.0,0.90977375,741.0094407257079,3.70504720362854,8.787197708509563,7.7012091074900795,4.495299677249414,89.90599354498828,2.573715562120897,0.22375,200,66.10709789390054,60.49574778166177,38.67387292836168,35.59968112924597,394.1083704794073,563.0620481520222,564.4976269505365,706.2578771936608,4.864939153378752,4.864939153378752,0.0
20,4000,rician,velocity,False,False,full,True,False,False,False,500.0,0.90502375,427.9472174998745,2.1397360874993727,8.885550338446137,11.423422346752986,2.4812053418926476,49.624106837852956,2.540378200583872,0.2175,200,62.10516707479816,48.96449315933163,26.9093387528301,31.773058513401104,403.7554217638943,364.8231023516416,167.3811424080863,1001.0786797090655,4.745752462804447,4.745752462804447,0.0
21,4200,rician,velocity,False,False,full,True,False,False,False,500.0,0.90027375,114.08881128568513,0.5704440564284257,7.7043408143843575,9.854962460972052,2.3855676859280464,47.71135371856093,2.527609870468045,0.245,200,34.94963423665031,58.71686659652974,17.23932523015453,40.78386035979738,1027.9946359612738,624.7801104843589,154.16309377803125,782.8746899833299,4.6180851172071,4.633362711524619,0.015277594317518961
22,4400,rician,velocity,False,False,full,True,False,False,False,500.0,0.89552375,1029.14216748815,5.145710837440751,8.708562842441209,6.1520480354144835,5.486155936194659,109.7231187238932,2.506531161582229,0.27125,200,50.45176229309844,40.41902300029674,22.745193721122725,8.331541950037751,403.6676274836713,599.0242728609762,217.09908626508386,305.38557652079186,4.675640634776354,4.6721260399187114,0.0035145948576422725
23,4600,rician,velocity,False,False,full,True,False,False,False,500.0,0.89077375,1015.0782460668295,5.075391230334147,8.539869624921726,6.093832972800745,5.356353062364971,107.12706124729944,2.5780692852106317,0.24,200,62.17744225339493,60.53754954852258,6.978058580935072,37.16108240663914,569.3959326053495,288.0170990941394,650.8943813651629,203.61504259257194,4.701355052199707,4.7018750408946355,0.0005199886949283083
24,4800,rician,velocity,False,False,full,True,False,False,False,500.0,0.88602375,711.6752852344107,3.5583764261720536,9.130466906473767,9.601870667030768,3.8454360170478017,76.90872034095604,2.5645658837109693,0.2325,200,51.8554251822643,70.40718306034954,37.92253915513873,23.74899827167384,349.51161604913375,261.06665334140405,139.55980389001263,492.0476796284226,4.7772131362400785,4.666190081567684,0.11102305467239493
25,5000,rician,velocity,False,False,full,True,False,False,False,500.0,0.88127375,900.6342794943911,4.503171397471956,9.184944544769772,7.101069768918656,4.856025818204392,97.12051636408783,2.545378629866852,0.27375,200,60.19168296126774,45.47193482714713,19.531643997473758,10.157997628827525,372.97044378745807,148.2760031318517,264.2163981756015,746.6258021200466,4.7767270726157145,4.673783511033151,0.10294356158256335
26,5200,rician,velocity,False,False,full,True,False,False,False,500.0,0.87652375,943.1089457673638,4.715544728836819,8.868073960813451,7.568727523816895,5.019141529836563,100.38283059673128,2.567956609908725,0.255,200,51.36099953011819,70.53111240014987,30.717778448918267,28.71825327441601,449.34260202039144,299.6801273329949,286.4006209043005,367.920553685734,4.883743990362038,4.68706651175636,0.19667747860567797
27,5400,rician,velocity,False,False,full,True,False,False,False,500.0,0.87177375,768.3108742174331,3.841554371087166,8.030601335825477,6.637087812071591,4.508450019495357,90.16900038990714,2.5904973713494583,0.245,200,65.1442712170815,63.69617498188961,21.17977271210279,46.6451564005565,789.1907743956149,303.47187066322454,424.6218229120981,676.381776278044,4.831488125166745,4.680451086117063,0.15103703904968135
28,5600,rician,velocity,False,False,full,True,False,False,False,500.0,0.86702375,1043.1234605584896,5.215617302792448,8.154501931590469,5.099994723738877,5.519051158341297,110.38102316682595,2.527028506373654,0.24125,200,39.82609680157638,63.391366982312384,18.403756146565662,14.699797377192647,735.0992468804951,350.1038366355855,819.9615891153135,213.09798451965375,4.8622534958594095,4.7104010886965,0.1518524071629095
29,5800,rician,velocity,False,False,full,True,False,False,False,500.0,0.86227375,975.5531687311727,4.8777658436558635,9.535668682791323,6.9262099356958275,5.423400167079122,108.46800334158245,2.5242075024549435,0.20375,200,59.182448235544875,43.61503077037928,25.814088925630454,12.384911203634243,241.86984267615077,320.2119566072604,757.1948959508737,245.04526342832114,4.84104630593632,4.734987263813141,0.10605904212317885
30,6000,rician,velocity,False,False,full,True,False,False,False,500.0,0.85752375,1079.4460864990556,5.397230432495278,9.691173865554457,5.695803767342177,6.200827377426985,124.01654754853969,2.5211959877344423,0.2525,200,53.803579291623905,44.832074086732995,16.94713449320484,21.297721636260185,114.08048567190278,368.18347156483253,699.1725094419456,287.99445912233756,4.880523022739716,4.783848600933603,0.09667442180611285
31,6200,rician,velocity,False,False,full,True,False,False,False,500.0,0.85277375,901.0205453428118,4.5051027267140595,8.90362172655626,7.051751130654489,4.7960341440629035,95.92068288125809,2.5335781566626685,0.225,200,50.26001768789003,59.49985412933187,4.078394963729482,39.87368635567285,428.04796295079876,96.07650008623779,835.7460553075573,771.1303533771442,4.826097379418526,4.784241682970031,0.041855696448494406
32,6400,rician,velocity,False,False,full,True,False,False,False,500.0,0.84802375,523.3006564202784,2.6165032821013923,8.77875415570655,10.906178844669503,2.9024217989479886,58.04843597895977,2.618657553221482,0.24125,200,67.56115629111483,73.45036118309066,46.80158386531639,36.92490198566589,455.71634820752223,185.72176410256745,42.14766322903994,244.72793627657214,4.752047345106429,4.7254348115943445,0.02661253351208437
33,6600,rician,velocity,False,False,full,True,False,False,False,500.0,0.84327375,1034.231233534093,5.171156167670465,8.17610891945787,5.4325420762016,5.524199586123912,110.48399172247825,2.516941202571134,0.245,200,48.1123017315729,48.521888961357035,20.803717163005437,28.9001244768668,707.0781336258175,353.04187993438,655.7284099431612,84.59814517256316,4.760559067460077,4.749639804761907,0.010919262698170229
34,6800,rician,velocity,False,False,full,True,False,False,False,500.0,0.83852375,700.285112669271,3.501425563346355,8.951613395775139,8.769661356442983,3.96150603425453,79.2301206850906,2.595877493694236,0.2525,200,59.82270228623212,74.00841123873586,27.440262580761864,47.60835521973957,453.6305274976796,169.75532793026431,167.11491625042635,578.477520961672,4.730863201925994,4.726459399746984,0.004403802179010263
35,7000,rician,velocity,False,False,full,True,False,False,False,500.0,0.83377375,1030.7557492885196,5.153778746442598,9.472621546809272,6.818065161282577,5.441558778061656,108.83117556123312,2.6358272186580423,0.27875,200,62.82894455882091,83.95701945754186,26.06763303119105,52.67883043218114,300.9593017707743,201.8764701786539,209.35129805140724,480.0520563711753,4.763039265238187,4.746890810555975,0.016148454682212154
36,7200,rician,velocity,False,False,full,True,False,False,False,500.0,0.82902375,894.3128087631186,4.471564043815593,9.14466984299469,7.448591109580746,4.822789671477176,96.45579342954352,2.537650505569738,0.23125,200,49.507966552222385,59.185284754615914,18.59376350051464,29.75212957615666,369.4565469149262,279.29294121813666,521.5847908576698,862.7515683578655,4.755073393543334,4.748999112248231,0.006074281295103567
37,7400,rician,velocity,False,False,full,True,False,False,False,500.0,0.82427375,1238.2394296169819,6.1911971480849095,9.640621779980616,5.761796280383028,6.49842984475946,129.96859689518922,2.678347074494251,0.25125,200,112.1477389105678,39.74076432337518,54.8211683157489,4.175301510976121,75.8809162597131,408.45522496633725,409.0898121083757,111.95910753508824,4.764996276834745,4.796281023937723,0.03128474710297802
38,7600,rician,velocity,False,False,full,True,False,False,False,500.0,0.81952375,1013.1215363587718,5.065607681793859,9.500597977246281,8.016903161379254,5.3446293436917625,106.89258687383526,2.5632619088326214,0.21,200,72.76325961164306,42.73834457567543,49.22925963722558,16.500170008627396,259.6905439414541,122.45389183369448,347.62080515323663,97.52488403014125,4.743424149622032,4.810711242878619,0.06728709325658677
39,7800,rician,velocity,False,False,full,True,False,False,False,500.0,0.81477375,1044.4251075246677,5.222125537623339,8.625009900711165,5.346935386273732,5.499214742276562,109.98429484553125,2.544247572497356,0.26,200,63.39451929483432,46.30761198509834,27.577582914362246,13.636374307067861,499.5273283709942,404.75977781692706,815.3699331767336,744.8379203551073,4.79361990287339,4.828365178760618,0.034745275887227756
40,8000,rician,velocity,False,False,full,True,False,False,False,500.0,0.81002375,1076.0957060233097,5.380478530116549,8.42088227073558,5.357931993227279,5.6724486689586415,113.44897337917283,2.6101319107897707,0.265,200,59.81231719899621,79.24843598124058,12.578694143720067,60.99105238586666,605.0257586238098,185.8614615369283,672.3477999740714,78.29116347851105,4.953182069226689,4.8494672660155675,0.1037148032111217
41,8200,rician,velocity,False,False,full,True,False,False,False,500.0,0.80527375,644.801921785727,3.224009608928635,8.476729135227716,9.426290920069354,3.510766578177672,70.21533156355343,2.571229473873,0.2475,200,60.68330164335943,58.25584605547763,33.32886057175219,34.031987537230314,582.7920589845327,330.8658659860189,139.3457595833478,500.9576838355379,5.009442013839171,4.816816029726839,0.19262598411233167
42,8400,rician,velocity,False,False,full,True,False,False,False,500.0,0.80052375,830.4228589089454,4.152114294544727,8.175580179721658,6.997801363419073,4.481227724689241,89.62455449378481,2.6238762144051657,0.245,200,78.40693286415798,65.34731114099458,47.48262121577965,39.78181988974922,715.1737455401651,547.1000954466947,559.506606053982,716.3251571939439,4.959195603263899,4.808825831987848,0.15036977127605056
43,8600,rician,velocity,False,False,full,True,False,False,False,500.0,0.79577375,1047.6896478642245,5.238448239321123,8.66471783440191,5.9320948295280775,5.510801813229554,110.21603626459108,2.509349868100555,0.2575,200,44.850231336096776,45.83809213016647,24.02084152077338,13.536955293360307,510.10276540101177,321.2524854259955,490.83567218836816,359.70980505693456,4.966918040807128,4.825150854807423,0.14176718599970517
44,8800,rician,velocity,False,False,full,True,False,False,False,500.0,0.79102375,1154.951530154738,5.77475765077369,9.364273159406727,5.3828687430391176,6.076504786562485,121.53009573124972,2.6521193191507497,0.2725,200,85.1644038808786,69.57909836295777,65.12535247069678,22.522123791656785,181.3098584593627,439.8952732842625,781.5318027640337,577.6528984241319,5.078471479282862,4.853590716892765,0.22488076239009658
45,9000,rician,velocity,False,False,full,True,False,False,False,500.0,0.78627375,776.756069972517,3.883780349862585,8.524498216838643,8.701598313779808,4.173810750495915,83.47621500991829,2.626832501655174,0.19625,200,80.14336576740632,66.52657343319856,35.34816856336884,24.605241413943514,523.0573495115705,417.39275037676333,438.14411155483396,350.97892248469657,5.044360725897438,4.83848449541728,0.20587623048015846
46,9200,rician,velocity,False,False,full,True,False,False,False,500.0,0.78152375,806.8811479614214,4.034405739807108,9.07580748771941,6.919314355980404,5.152170280749735,103.04340561499471,2.5725619276626306,0.2725,200,63.469512190469565,48.58121257979249,28.795860212545808,24.219494490813393,339.6239640281667,474.06063643205385,196.91563137450316,423.1451250007589,5.0510121634430964,4.845303751620159,0.2057084118229371
47,9400,rician,velocity,False,False,full,True,False,False,False,500.0,0.77677375,657.2676282915429,3.2863381414577146,8.22504912617242,6.382085179445207,4.484186988757257,89.68373977514513,2.6862182223138706,0.255,200,73.45680356552378,83.75291862465652,50.19303718848851,63.61961882634373,620.5228464908533,527.9011095578916,719.0624139982073,1158.0017058208102,5.049799011906193,4.837620416240097,0.21217859566609576
48,9600,rician,velocity,False,False,full,True,False,False,False,500.0,0.77202375,820.2046728280425,4.101023364140213,9.068082559976174,7.860875115025479,4.613576016776107,92.27152033552215,2.562002689101628,0.24625,200,64.87442681055595,54.57491481648329,30.058185917622726,19.934196018198186,361.2736392602041,226.52174041426647,324.25677522744763,745.2435381034894,5.004525254827933,4.832952824584598,0.17157243024333546
49,9800,rician,velocity,False,False,full,True,False,False,False,500.0,0.76727375,776.4553911560376,3.8822769557801884,8.123607635826817,6.27094062870333,4.94564567409982,98.91291348199641,2.561066743767829,0.23375,200,46.4208494417544,72.30598077921341,7.735247576902767,44.27541551178826,692.3365176892694,632.7650071658546,743.4633540510476,138.39086927693003,4.980637530178968,4.835252678656336,0.14538485152263192
50,10000,rician,velocity,False,False,full,True,False,False,False,500.0,0.76252375,903.9399315939044,4.519699657969522,8.134174513317793,5.926665830471638,4.85879889209627,97.17597784192542,2.6326849973555415,0.24125,200,74.7199298180796,71.4302723499908,12.042482983338406,29.847394174454564,704.4322609323254,308.9945088044783,1026.9429488093122,573.0431274408103,4.913536105912432,4.835723602925135,0.07781250298729692
51,10200,rician,velocity,False,False,full,True,False,False,False,500.0,0.75777375,787.2999067435351,3.9364995337176754,8.893987221389109,7.0364035764983655,4.977075988616538,99.54151977233076,2.643513446428347,0.2625,200,65.5582114986969,72.91608476547898,36.62438749603563,40.138980815,403.79787737612145,499.60651640434617,266.66446720618325,542.4645233601344,4.922588198140114,4.838495218330849,0.08409297980926489
52,10400,rician,velocity,False,False,full,True,False,False,False,500.0,0.75302375,804.1258351255204,4.020629175627602,8.147944669704929,7.432266196719929,4.302565765614002,86.05131531228004,2.586028420486731,0.21875,200,62.002694262453936,66.93937712186815,7.165008052377284,49.321697943786155,718.5255424547332,427.69953712634725,510.48178374931547,591.6589264141107,4.992595396473415,4.828188882701679,0.16440651377173587
53,10600,rician,velocity,False,False,full,True,False,False,False,500.0,0.7482737500000001,1201.5549248466598,6.007774624233299,9.432791798799801,5.895859534654583,6.306338556996622,126.12677113993246,2.723610330558429,0.2525,200,67.53977361590586,102.46924698289806,45.870871591049735,86.16142971835544,293.25164327609707,169.2665531288468,367.06518851455286,128.4653942316752,5.031702345017051,4.856078499197809,0.17562384581924118
54,10800,rician,velocity,False,False,full,True,False,False,False,500.0,0.74352375,552.0934134411245,2.7604670672056226,7.997362725605726,9.629560778914946,3.3521550092208505,67.04310018441701,2.593893425168431,0.19,200,53.93282219306759,75.28389476604464,23.42981527906042,54.038792669044746,761.1622555040288,556.2146704936242,483.41445770193803,575.2304464910951,5.0012347937653665,4.828228064198236,0.17300672956713026
55,11000,rician,velocity,False,False,full,True,False,False,False,500.0,0.73877375,696.1253722687492,3.4806268613437457,7.743785445841879,5.9826022116709,4.56892623382487,91.3785246764974,2.638838901897683,0.23,200,56.59261940835209,81.31885823077964,34.902852968891956,10.37961011595668,941.3247141086958,500.03832019194755,676.7797362920487,720.7651820526588,4.957603166553527,4.823513485464175,0.13408968108935237
56,11200,rician,velocity,False,False,full,True,False,False,False,500.0,0.73402375,915.9200685667746,4.579600342833873,7.948921084553883,5.399807727770757,5.06522199265823,101.3044398531646,2.795994838308484,0.26125,200,78.76366707005191,116.80991769536085,31.043638488312673,84.83929925093736,817.604771519724,367.4021773067338,853.920039928127,567.5594438731214,4.9697247826125786,4.827829708806926,0.14189507380565214
57,11400,rician,velocity,False,False,full,True,False,False,False,500.0,0.72927375,688.9856252046851,3.4449281260234255,8.664409897408998,9.546031252321965,3.7360653108467288,74.72130621693458,2.584747952005991,0.19875,200,71.30295170358207,52.72563454255674,51.189316489659966,18.448835497053313,517.8557223232409,423.02847832353797,346.0149716936826,614.6931632960532,4.8316065559169425,4.8086759474392045,0.02293060847773809
58,11600,rician,velocity,False,False,full,True,False,False,False,500.0,0.72452375,955.2840794748685,4.776420397374342,8.195857899308725,5.399646221508694,5.072818524794759,101.45637049589516,2.6200175213881143,0.23875,200,56.67921128962064,82.49194532979733,38.92289146207098,18.825488316127284,661.6770997297647,377.99332805606423,937.7936301824893,877.8545696708698,4.818016014972093,4.813230129807403,0.004785885164690029
59,11800,rician,velocity,False,False,full,True,False,False,False,500.0,0.7197737500000001,694.410383837738,3.47205191918869,8.918483760662445,9.197639260810732,3.878504819770116,77.57009639540233,2.6960493189905863,0.23625,200,81.72634769483884,81.25945585061986,63.41446936188241,23.61852912882627,365.25228729730975,483.6721997239856,124.17962362084197,440.95368449439275,4.73698051884677,4.797387327942364,0.06040680909559448
60,12000,rician,velocity,False,False,full,True,False,False,False,500.0,0.7150237500000001,1081.6414897445432,5.408207448722716,10.001412542027925,7.92141896045583,5.747307818160901,114.94615636321802,2.7406987472720714,0.22625,200,88.12940747270896,96.45270358276706,69.71574417794807,80.21540927981741,205.62075500917138,88.58014577238231,208.50980376019194,182.27195617697038,4.740723476306884,4.813219336112673,0.07249585980578921
61,12200,rician,velocity,False,False,full,True,False,False,False,500.0,0.71027375,1104.1232428179744,5.5206162140898725,8.37189989469923,4.636055459233576,5.82933955183256,116.5867910366512,2.6707667667650616,0.28625,200,59.98883545971626,89.84075450231957,16.03239847339101,63.98650841018274,596.6720566991668,241.1088480160153,611.5273956577183,467.3437911266615,4.856652124989628,4.829877044567097,0.026775080422530628
62,12400,rician,velocity,False,False,full,True,False,False,False,500.0,0.70552375,917.7323917271037,4.588661958635519,8.915080037578774,8.023593737421074,4.966805366178297,99.33610732356595,2.7360588452054655,0.22375,200,108.46329372247159,58.964564611193595,69.18856902180839,12.048124235810512,452.47381441823273,285.3038745856981,278.2236915726501,227.45551984132914,4.88093100706408,4.832085565883407,0.048845441180673355
63,12600,rician,velocity,False,False,full,True,False,False,False,500.0,0.70077375,1016.6209462849549,5.083104731424775,8.793655942857626,6.912267056023492,5.8143750054237895,116.28750010847581,2.7012134925625486,0.25125,200,69.83811470125372,96.43303409313643,44.77496012550406,67.6235429998366,403.0033716761662,632.2974645543112,144.20067715866827,75.66046580437302,4.896109666673793,4.847677461749128,0.04843220492466482
64,12800,rician,velocity,False,False,full,True,False,False,False,500.0,0.6960237499999999,1019.8927692729493,5.099463846364746,8.629061957441603,5.669252002349114,5.387982278850735,107.75964557701471,2.595556497077299,0.2975,200,66.01158369280832,60.995437317356384,11.024197573448973,38.685563278344176,505.7197357622534,350.52610667294044,418.34881416549723,647.146596653533,4.861683541288206,4.85611972451634,0.005563816771865682
65,13000,rician,velocity,False,False,full,True,False,False,False,500.0,0.69127375,953.890884839938,4.76945442419969,8.765240148895748,6.3434667916297185,5.059443268366148,101.18886536732296,2.6573063861418844,0.25,200,74.45315695590659,75.09057722398813,4.107200013067702,58.950693467752714,463.47622045773204,184.33544948216516,694.186184071252,850.1356048081568,4.905965167181717,4.859247779037106,0.046717388144610794
66,13200,rician,velocity,False,False,full,True,False,False,False,500.0,0.68652375,843.4724099402752,4.217362049701376,8.891796493906696,7.731633917642022,4.68381535522036,93.67630710440719,2.575034319943009,0.22,200,49.542953332317836,76.65101955001059,16.142645776469266,36.30587946941508,353.01815465870345,634.6192006074451,496.2594943853423,535.08133600942,4.882547420905247,4.85658971200958,0.02595770889566751
67,13400,rician,velocity,False,False,full,True,False,False,False,500.0,0.6817737500000001,975.0713355595394,4.875356677797697,9.41697257696078,7.379785904334638,5.19389015115882,103.8778030231764,2.6339350804023423,0.2275,200,75.18717767605179,65.13533937588402,53.667639065972004,25.938259993779177,202.245252698621,370.2718369426408,526.604991276303,529.2699528560869,4.9180325790253265,4.8616240469222545,0.05640853210307206
68,13600,rician,velocity,False,False,full,True,False,False,False,500.0,0.67702375,1290.27808245731,6.45139041228655,9.093308391396427,4.234179322368507,6.7372512083319815,134.74502416663967,2.623851845561026,0.29375,200,72.21658270906678,60.15774136557457,24.87041178866741,37.80080951510534,377.9362725327398,214.438076813463,660.9549222814258,113.79830935962636,5.024216338603121,4.889206799295927,0.13500953930719373
69,13800,rician,velocity,False,False,full,True,False,False,False,500.0,0.67227375,603.9066346784995,3.0195331733924973,7.697298421535872,6.778457180095239,4.208018667683008,84.16037335366015,2.6954322537683026,0.24,200,51.73777044089746,82.6650918663557,9.846855345679824,31.233884339532988,959.2913095637133,524.0325004540134,782.3105007462624,827.7301270793984,4.98733498828228,4.879334507533422,0.10800048074885815
70,14000,rician,velocity,False,False,full,True,False,False,False,500.0,0.66752375,791.1882736335278,3.955941368167639,9.28774442745132,7.721998085810029,4.7860002692765855,95.7200053855317,2.647917089602412,0.21,200,90.9325531510229,64.37835509861208,18.069393198819938,24.21682456515554,280.75087570568667,501.67147199183074,676.2765308385989,697.5896533304732,4.983695057141295,4.87800116127261,0.1056938958686855
71,14200,rician,velocity,False,False,full,True,False,False,False,500.0,0.66277375,977.1429041606402,4.885714520803202,7.927424932447415,4.612449239942909,5.296685954327009,105.93371908654018,3.014413120080232,0.285,200,149.60965312326002,87.98145973226475,134.1971306501311,72.31698522796846,890.7489105053563,457.1318038722408,866.514460973947,748.6361518757226,4.999675555426818,4.883898130188869,0.11577742523794932
