episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
18,3600,rician,0.232005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,-2.4813736859943667,-0.012406868429971834,8.375101776158095,7.654125033000853,1.0577262166876804,28.0,46.88068575412174,425.94814415546256,7.654125033000853,,,21.154524333753614,6.761899579387505,0.4687368907779455,200,374.24381383586973,371.00166152954154,370.3450573587305,160.59723913767567,0,509.9445660930034,291.8823123096831,48.434490886055194,797.8492936635706,5.908601866172052,5.908601866172052,5.908601866172052,5.908601866172052,0.0,0.0
19,3800,rician,0.231005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,576.8674788045012,2.8843373940225057,8.162529296832982,4.44768272735329,3.7333889646094787,13.0,137.73096676089506,386.6543074670089,4.44768272735329,,,74.66777929218958,6.617669328963562,0.48088638082146645,200,352.9718593775318,378.09071853711873,270.8890516314243,373.17753001497636,0,897.1731205462768,640.6447548026024,137.67881672302974,376.660417504859,5.794116976616127,5.794116976616127,5.794116976616127,5.794116976616127,0.0,0.0
20,4000,rician,0.23000500000000001,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,906.5152172355741,4.532576086177871,8.87420371277354,2.195489536540967,6.678714176232579,33.0,314.81616698821233,956.769034711022,2.195489536540967,,,133.57428352465158,6.623982721661277,0.45067229904234407,200,313.6397389314605,284.1212354990611,290.5830634518849,255.2508633269766,0,379.9092535649097,523.5370363980551,310.39359649567706,493.94548997931537,5.8383468365969495,5.8383468365969495,5.8383468365969495,5.8383468365969495,0.0,0.0
21,4200,rician,0.22900500000000001,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,866.8897416403869,4.3344487082019345,9.300528342141105,4.180411534856532,5.120116807284573,23.0,87.0792275250785,459.99290149690387,4.180411534856532,,,102.40233614569146,6.808992897596925,0.44354675225913526,200,372.6151592405338,377.9808999102274,364.74566485249267,374.9035751457525,0,171.82388825122382,338.50218003914705,82.53147152738906,562.8496946291791,5.837289579170294,5.837289579170294,5.804145406629694,5.804145406629694,0.033144172540600536,0.033144172540600536
22,4400,rician,0.228005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,785.0510641189157,3.925255320594579,8.672285146136904,3.413252294709563,5.259032851427338,24.0,301.69806061413715,715.5129360224474,3.413252294709563,,,105.18065702854676,6.85645944673961,0.4620313369482756,200,376.7853481337718,326.34428841858676,373.13992961990965,305.8165432186929,0,335.44502740342995,117.6715757094899,299.4855999895646,869.8290038079298,5.808927485535896,5.808927485535896,5.779367563211405,5.779367563211405,0.02955992232449045,0.02955992232449045
23,4600,rician,0.227005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,668.4393785886164,3.3421968929430816,8.081273509847351,3.959897714133973,4.121375795713377,16.0,48.33929785534139,380.4253630080777,3.959897714133973,,,82.42751591426756,6.558880230275588,0.460903304964304,200,367.8677143847084,358.09788821770195,363.28632279486055,305.07063122543633,0,851.5653527491194,636.5099838508658,51.286644906382804,148.96172370272166,5.759806932197051,5.759806932197051,5.707280964624535,5.707280964624535,0.052525967572516485,0.052525967572516485
24,4800,rician,0.226005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1065.4885142236951,5.327442571118476,9.131618042803234,2.530654985134454,6.600963057668767,18.0,241.14925981316878,843.1355481858237,2.530654985134454,,,132.01926115337534,6.511242806087174,0.43438158199191096,200,325.1172540342238,345.0349976451737,304.96790317151925,330.95151267281994,0,383.80543358333244,626.9619305035144,242.19929641102402,325.9050638562584,5.763510317152468,5.763510317152468,5.744517718501378,5.744517718501378,0.018992598651090375,0.018992598651090375
25,5000,rician,0.225005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1327.6210687372486,6.638105343686243,9.147805862493133,1.689259431272064,7.458546431221073,17.0,526.0608674005225,851.0004581113748,1.689259431272064,,,149.17092862442146,6.718721547390418,0.4543849190324545,200,376.50634592674777,364.6412681098561,372.85569065013505,357.32710565789347,0,434.54274854376007,192.26300761858104,527.4743557802358,342.096228221054,5.799929524912555,5.799929524912555,5.813078867010165,5.813078867010165,0.013149342097610095,0.013149342097610095
26,5200,rician,0.224005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,488.58953609525116,2.442947680476256,8.080728297548447,4.34584867814356,3.7517638036381626,20.0,150.91455155138632,380.08212164249545,4.34584867814356,,,75.03527607276325,6.7311590968182555,0.4347306928783655,200,367.3677295286987,311.27376805634935,269.13326595946006,289.43097137689136,0,648.912413946322,132.3473352713551,157.5217605289014,773.9110386762158,5.596228711184471,5.596228711184471,5.7337975184189345,5.7337975184189345,0.1375688072344632,0.1375688072344632
27,5400,rician,0.223005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1393.5362406173617,6.9676812030868085,9.484231704288106,1.2164285069132827,8.267803197374826,14.0,709.4560101984022,903.5119577585684,1.2164285069132827,,,165.35606394749652,6.780867757014786,0.4408689291775227,200,378.2299657980945,331.34150517495937,375.8010319694002,301.01830521026693,0,304.4498973639131,204.94619239399105,713.4053746041666,489.9996261618502,5.692552440919916,5.692552440919916,5.827649580602486,5.827649580602486,0.13509713968257042,0.13509713968257042
28,5600,rician,0.222005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,775.9196684902689,3.8795983424513447,7.767376390971384,1.4004196234218582,6.366956767549532,24.0,557.1263902515169,1077.0514592970083,1.4004196234218582,,,127.33913535099066,6.708139544525912,0.450338656976819,200,170.02927141904672,292.4489961027918,167.30286687713783,271.6805371777497,0,985.8888027490527,708.8723439378913,545.6093310080294,40.511726919412936,5.684943261679398,5.684943261679398,5.846910551564881,5.846910551564881,0.16196728988548337,0.16196728988548337
29,5800,rician,0.221005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,-10.527392829333888,-0.052636964146669435,8.401377585261917,7.117436005753693,1.4888713225783348,20.0,34.005922822592126,491.2372517220837,7.117436005753693,,,29.777426451566697,6.442884828830653,0.4651760610193014,200,302.3701146843056,335.96494761030937,286.2007786115431,330.04425448837054,0,436.9162950656358,506.7258415869408,36.086596916383776,633.069744104433,5.415238431976584,5.415238431976584,5.696633336772242,5.696633336772242,0.28139490479565854,0.28139490479565854
30,6000,rician,0.220005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1332.8604830510112,6.664302415255056,8.658406370402549,0.8686754688637836,7.789730901538772,18.0,452.90385376979634,847.6465661419811,0.8686754688637836,,,155.79461803077547,6.721586079320093,0.4628269135206938,200,366.0831596204366,354.2358883585002,351.24525415096826,335.43924089659504,0,519.677769749512,95.87573029249829,456.09223928063807,298.40105485066795,5.417640443648814,5.417640443648814,5.766403255597793,5.766403255597793,0.34876281194897896,0.34876281194897896
31,6200,rician,0.219005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,963.4725738510447,4.8173628692552235,7.725954441378734,1.398253066200276,6.327701375178454,18.0,422.53989907414694,1026.0133763231534,1.398253066200276,,,126.55402750356909,6.686256953440311,0.4744120604544878,200,284.7124742652261,366.72886616543474,257.7200910043342,361.9122146300397,0,1041.245792349883,563.7969828934578,423.7721108481885,230.44679674824155,5.376464813772246,5.376464813772246,5.784509646552008,5.784509646552008,0.4080448327797619,0.4080448327797619
32,6400,rician,0.218005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,-55.16348868177518,-0.2758174434088759,8.095684273531722,6.465591503604318,1.7279972562303056,20.0,87.50818594344076,448.8164452955409,6.465591503604318,,,34.55994512460612,6.803718863073252,0.4662034257501364,200,319.03041680748936,324.0276543668898,298.86805269965186,303.61938409796977,0,725.4491875273984,552.5144254565289,78.04555371482573,965.7787962932607,5.054902911581003,5.054902911581003,5.657743634354453,5.657743634354453,0.6028407227734505,0.6028407227734505
33,6600,rician,0.217005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,142.41373928503737,0.7120686964251868,7.906276020938084,5.477556820828937,2.4941462798701206,21.0,103.21527766439976,474.6209944776094,5.477556820828937,,,49.882925597402426,6.715583428805243,0.4541627951711416,200,200.0220138420161,366.53313760919036,199.36064307247676,270.6163475652494,0,938.3091955727292,708.8723439378913,98.62908325281298,694.0708036895024,4.838132189064779,4.838132189064779,5.561877047854928,5.561877047854928,0.7237448587901492,0.7237448587901492
34,6800,rician,0.216005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,678.7446620130283,3.3937233100651416,8.923825805034028,4.417084733329337,4.506741071704689,17.0,106.3526432506017,565.5030637346051,4.417084733329337,,,90.1348214340938,6.7334206322048455,0.4718106384575367,200,380.23822471611857,335.4825551929405,378.47282893893953,318.7963397765069,0,568.7962793529945,371.3739408181096,101.28756836113104,604.5312630626252,4.7881225337478615,4.7881225337478615,5.530843636791685,5.530843636791685,0.7427211030438237,0.7427211030438237
35,7000,rician,0.215005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1091.7394700157681,5.4586973500788405,8.544910691095156,1.9686179354895732,6.576292755605592,20.0,329.95696353384227,867.4626356401211,1.9686179354895732,,,131.52585511211183,6.71593309429141,0.4610706575959921,200,328.5709754262771,374.6727064792911,313.9829168184224,373.07097929388186,0,676.877359210262,593.255172174076,327.7336723477815,301.99517927554956,4.974894334309616,4.974894334309616,5.560713611614939,5.560713611614939,0.5858192773053226,0.5858192773053226
36,7200,rician,0.214005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,932.6911522866194,4.663455761433097,8.952714749588296,2.4166956162538074,6.546897085414746,20.0,253.82382797723483,487.56802205412527,2.4166956162538074,,,130.93794170829491,6.654944913304099,0.463456452190876,200,320.1403142396058,307.56706888923424,298.7813584227567,289.62318666438534,0,197.61905512171592,559.3278165346345,243.09001033066872,311.31529734197545,5.0966636675244255,5.0966636675244255,5.588107596998267,5.588107596998267,0.4914439294738413,0.4914439294738413
37,7400,rician,0.213005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1193.4855174245863,5.967427587122931,9.546405721227606,2.49138864690154,7.055017074326068,21.0,254.86070693070758,763.96949115732,2.49138864690154,,,141.10034148652136,6.7310929850087255,0.47360917620360854,200,365.65457489186423,356.89425708149747,361.1526134972367,342.7959770619243,0,327.57729175116333,623.8383796827403,260.3631530598936,544.4804799428769,5.146489159592724,5.146489159592724,5.627753799088207,5.627753799088207,0.4812646394954836,0.4812646394954836
38,7600,rician,0.212005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1009.6453094480261,5.04822654724013,9.515507348610395,3.1794602762963224,6.3360470723140745,26.0,313.60529933831396,788.5726626682165,3.1794602762963224,,,126.72094144628149,6.777295230763688,0.4636461713537574,200,366.0167334536252,342.53330409866305,356.0128544405913,314.2195276139959,0,403.26338443033234,415.8372163166379,315.8154939464957,387.45673283582306,5.410405202374044,5.410405202374044,5.646393095752046,5.646393095752046,0.2359878933780024,0.2359878933780024
39,7800,rician,0.211005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1294.4136321243927,6.472068160621964,8.80189090227719,1.525069270124149,7.27682163215304,22.0,584.8315181666184,1123.651427017041,1.525069270124149,,,145.5364326430608,6.826808720476893,0.450254974514246,200,375.0611673627685,376.9283835927929,370.38132404048423,371.25530726401394,0,615.2221276100413,384.5139073768331,582.1828910355403,121.20559316170747,5.587576835751221,5.587576835751221,5.688198955659764,5.688198955659764,0.1006221199085422,0.1006221199085422
40,8000,rician,0.210005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1174.9391863294036,5.874695931647018,7.560727134313923,0.7515799038470514,6.809147230466872,19.0,928.1728912142198,1394.0823468460876,0.7515799038470514,,,136.18294460933743,6.581714441703595,0.4586705151945353,200,357.67880005133924,371.0592080210477,323.0587924112037,365.4657396950834,0,1044.9095391487892,519.4345741668799,932.1519725364037,402.23146355544264,5.594098488462937,5.594098488462937,5.716222662529943,5.716222662529943,0.12212417406700649,0.12212417406700649
41,8200,rician,0.209005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1426.8348819696635,7.134174409848317,9.621402119763076,1.4999528524321528,8.121449267330927,19.0,453.002724525653,953.7750715015192,1.4999528524321528,,,162.42898534661856,6.801876803652463,0.47301794417202475,200,355.39340798706183,377.56319107403766,343.18627733145746,375.09025639399607,0,326.435511197582,538.5135329327426,452.9190599993849,91.29344423407855,5.7441651114652545,5.7441651114652545,5.774886726061674,5.774886726061674,0.030721614596419755,0.030721614596419755
42,8400,rician,0.208005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,837.3890322199102,4.186945161099551,8.561914409050774,1.7682467105762696,6.793667698474498,20.0,258.7429082109766,749.2770525232288,1.7682467105762696,,,135.87335396948995,6.774032370623798,0.4530901797115803,200,277.8184484078224,244.4440105305273,261.84618927405984,232.7115210402688,0,578.1151553145559,570.2526377916753,258.95693567314856,467.37786792534945,5.8208968538176125,5.8208968538176125,5.799143415881027,5.799143415881027,0.02175343793658513,0.02175343793658513
43,8600,rician,0.207005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1425.194680885847,7.125973404429235,8.990024435561512,0.8976633446113959,8.092361090950114,29.0,842.0155002796514,1173.3589803972243,0.8976633446113959,,,161.84722181900227,6.720866945197933,0.45321533501148226,200,367.6633376031949,363.35555739266084,364.04129832657884,353.4845339555286,0,240.2743033375594,340.04271152326913,843.3814069775341,143.86973879414222,6.01944611857945,6.01944611857945,5.852474059487285,5.852474059487285,0.1669720590921644,0.1669720590921644
44,8800,rician,0.206005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1174.5215024025613,5.872607512012807,9.10335063047516,2.4252235464150513,6.678127084060112,20.0,562.5428877954475,941.1681435558983,2.4252235464150513,,,133.56254168120225,6.820415044785346,0.47635918043553827,200,377.18884157067964,374.1823114288807,373.89716537467973,371.47965379083587,0,507.73283765502555,575.9779302453554,560.8551489382521,603.8510551776396,6.023304319899015,6.023304319899015,5.871238900954849,5.871238900954849,0.15206541894416592,0.15206541894416592
45,9000,rician,0.205005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1075.6788755546092,5.378394377773046,7.706833133083624,0.6401406382721064,7.066692494811518,16.0,694.7193679362537,1251.1603072178098,0.6401406382721064,,,141.33384989623036,6.696771933300352,0.45504700534045694,200,354.8270274522854,302.4477856528235,339.1515493965895,283.2095855349313,0,990.1289216219024,510.2527558192786,696.4064420164578,591.3899627643083,6.003711623078538,6.003711623078538,5.897804536373886,5.897804536373886,0.10590708670465254,0.10590708670465254
46,9200,rician,0.204005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1179.062318139728,5.89531159069864,9.235111926495513,1.9601846872276634,7.274927239267847,21.0,391.9798634869216,1073.9613711513275,1.9601846872276634,,,145.49854478535696,6.397894889003892,0.45890157118439673,200,258.28528237869034,376.55068990609215,238.50001158262725,372.6135348104816,0,355.5759281895641,557.4880521954872,390.0305509685307,328.4263754604276,6.179869794860022,6.179869794860022,5.927741986436798,5.927741986436798,0.25212780842322413,0.25212780842322413
47,9400,rician,0.203005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,639.8014804112878,3.199007402056439,9.416895302220542,8.667032523953873,3.992891481293391,23.0,88.45687141967623,596.3381116738774,8.667032523953873,,,79.85782962586782,6.8630563710102885,0.2170413840934634,200,378.9057089057738,378.67014831709315,375.33488502632724,372.87996399781696,0,280.569558309626,184.84300047326764,83.26239424198938,180.09532500676002,5.966124209055951,5.966124209055951,5.88657495441247,5.88657495441247,0.07954925464348062,0.07954925464348062
48,9600,rician,0.202005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,736.8048286560175,3.6840241432800878,7.925270461005781,2.173458373083129,5.751812087922653,24.0,426.60077556523487,935.9388866668655,2.173458373083129,,,115.03624175845307,6.760035269915255,0.4694425241649151,200,320.28545540694114,284.34001485749536,286.9262751388412,275.8441407743635,0,901.973347218624,708.8723439378913,424.4315222369747,501.85565024848495,5.935366975074607,5.935366975074607,5.883767394693933,5.883767394693933,0.05159958038067369,0.05159958038067369
49,9800,rician,0.201005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1080.1153768836757,5.400576884418379,8.103908964165912,1.2359257484214223,6.867983215744483,20.0,644.6510935019737,1291.6001035659322,1.2359257484214223,,,137.35966431488967,6.87647526039835,0.46803330719470976,200,256.3448982336831,379.54567099578776,240.75442161203455,374.376311426659,0,765.3509926016353,708.8723439378913,638.5835348259968,379.57516049797727,6.204322569732915,6.204322569732915,5.90385343185823,5.90385343185823,0.30046913787468554,0.30046913787468554
50,10000,rician,0.200005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,951.159721001747,4.755798605008735,8.517920560152714,2.6672858431164825,5.850634717036227,19.0,145.6963421578077,449.3812621197341,2.6672858431164825,5.658096408058903,5.658096408058903,117.01269434072454,6.899275194320322,0.4254645542427897,200,379.3998397298093,315.4973252942266,377.4691590486083,310.22094942745605,0,742.08015813813,327.7742522034643,147.19179220051097,361.46246905634246,6.1073677605077865,6.1073677605077865,5.902789057561789,5.902789057561789,0.20457870294599712,0.20457870294599712
51,10200,rician,0.199005,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,600.1764414651482,3.000882207325741,9.2655527049739,5.55736829229208,3.7789950133524806,19.0,116.61923678995767,510.3056278080743,5.55736829229208,,5.658096408058903,75.57990026704961,6.724753136584801,0.35846953400410714,200,372.0628159007672,371.06407564591854,367.36427747309745,368.15754417112265,0,394.500428443324,168.61759414107934,115.38944961242402,604.7046674912062,5.979932442416489,5.979932442416489,5.861146037087097,5.861146037087097,0.11878640532939233,0.11878640532939233
