episode,step,reward_total,reward_secrecy,reward_sensing,reward_constraint_penalty,secrecy_raw,sensing_raw,violation,f
6,1,7.141033194972924,0.0,7.146033194972925,-7.112366251504909e-16,0.0,42.87619916983755,7.112366251504909e-15,7.146033194972925
6,2,7.180750906086036,0.0,7.185750906086036,-0.0,0.0,43.11450543651622,0.0,7.185750906086036
6,3,7.160465678949312,0.0,7.165465678949313,-7.105427357601002e-16,0.0,42.992794073695876,7.105427357601002e-15,7.165465678949313
6,4,7.117745389906299,0.0,7.1227453899062985,-0.0,0.0,42.73647233943779,0.0,7.1227453899062985
7,0,6.978198130698378,0.05644034327563393,6.923757787422745,-7.105427357601002e-16,3.950824029294375,41.54254672453647,7.105427357601002e-15,6.980198130698379
7,1,7.272200274534751,0.04623101325746396,7.227969261277288,-7.105427357601002e-16,3.236170928022477,43.367815567663726,7.105427357601002e-15,7.274200274534752
7,2,7.253698956045909,0.04180773801457489,7.2138912180313355,-1.4217793609105911e-15,2.926541661020242,43.28334730818801,1.421779360910591e-14,7.255698956045911
7,3,7.211675343108624,0.03925297350400311,7.174422369604621,-7.112366251504909e-16,2.7477081452802175,43.04653421762773,7.112366251504909e-15,7.2136753431086245
7,4,7.183016238860357,0.036842841954841,7.1481733969055155,-0.0,2.57899893683887,42.88904038143309,0.0,7.1850162388603565
8,0,6.821057706337478,0.027537310237573616,6.797520396099904,-7.112366251504909e-16,1.9276117166301532,40.785122376599425,7.112366251504909e-15,6.825057706337478
8,1,7.157443394970325,0.020031929248729697,7.141411465721595,-7.105427357601002e-16,1.4022350474110787,42.84846879432957,7.105427357601002e-15,7.161443394970325
8,2,7.180664179814055,0.01701002403540249,7.167654155778654,-7.105427357601002e-16,1.1907016824781742,43.005924934671924,7.105427357601002e-15,7.184664179814056
