alpha,avg_secrecy,avg_sensing,avg_reward
0.0,1.3036875904850354,42.78814254250961,14.259714180836536
0.25,3.966826342638669,39.462659629035365,9.89199938113483
0.5,2.199084547250927,43.59796120492192,7.295142361019143
0.75,7.9632976808805545,39.5054340852414,3.461930274169731
1.0,18.363216165610915,43.37999496009543,0.5246466151049866
