label,episode,step,mean_bs_power,mean_jammer_power,mean_uav_speed,secrecy,sensing,reward,violation
random_feasible,7,1,2.682954229084132,0.04999999999999999,34.309937050419634,3.44453275804751,41.41794250658408,6.950198028593264,0.0
random_feasible,7,2,3.1657876562767506,0.04999999999999999,32.666154326804374,3.016045628953271,41.81151052355984,7.010671453387876,7.105427357601002e-15
random_feasible,7,3,2.6495417835979835,0.049999999999999996,35.86188198583183,2.8507976350197026,43.24393051632035,7.247047433220338,7.112366251504909e-15
random_feasible,7,4,2.5233599973380967,0.05,34.72586557523637,4.489559630434648,42.99513326948413,7.2289921110630875,6.938893903907228e-18
random_feasible,8,0,2.5255046306077134,0.049999999999999996,38.68264334328968,1.4647036062038827,40.45313921643925,6.760114206638024,2.1323220966706913e-14
random_feasible,8,1,2.771462104612221,0.04999999999999999,34.692701590363775,6.339390020574997,38.538063310273294,6.511573266291858,7.105427357601002e-15
random_feasible,8,2,2.974130570345719,0.049999999999999996,39.55486605429332,4.3161116604876915,41.890542199121754,7.0422577372856985,2.0816681711721685e-17
random_feasible,8,3,2.4578125974129454,0.049999999999999996,39.41643384725024,3.9896367294207202,42.75502431741275,7.179832196655752,7.112366251504909e-15
random_feasible,8,4,2.7270287284246866,0.04999999999999999,40.0,3.2018254681480522,43.17004299762699,7.237747530101851,7.105427357601002e-15
random_feasible,9,0,2.705895846812297,0.049999999999999996,37.543207571254904,6.2619952704205595,39.915014259546645,6.740959451882829,7.126244039312724e-15
random_feasible,9,1,2.946607162640662,0.049999999999999996,37.43906824593442,0.6210667791104909,40.40719586671466,6.740405027011163,7.126244039312724e-15
random_feasible,9,2,3.5314284592797813,0.049999999999999996,35.517284952272014,2.4719692793301022,37.59939211030833,6.2988791985656265,7.112366251504909e-15
random_feasible,9,3,2.23311611733144,0.049999999999999996,33.36046550964432,2.480988069593794,41.828008694229844,7.003777469080122,2.1323220966706913e-14
random_feasible,9,4,2.2221724477703937,0.05,35.1482125199784,2.5232340326164056,42.32604815741127,7.089387560034493,7.126244039312724e-15
mappo,0,0,7.952031213613192,0.049999999999999996,35.88856502553671,1.5271173475449653,40.6267514615909,6.789941205706267,1.421779360910591e-14
mappo,0,1,7.952102084648693,0.049999999999999996,39.284396930126334,0.9542919309742944,42.56139724231486,7.104198948923537,7.112366251504909e-15
mappo,0,2,7.952102219037175,0.04999999999999999,40.0,0.7798968760251725,42.88410946850961,7.15549296202815,7.105427357601002e-15
mappo,0,3,7.9521020662793855,0.049999999999999996,40.0,0.7336527783733549,42.8350895580361,7.14662323481119,1.421779360910591e-14
mappo,0,4,7.952101977244,0.04999999999999999,40.0,0.726728835960657,42.663504374467344,7.116965902924948,0.0
mappo,1,0,7.952009333679913,0.049999999999999996,35.888567457100194,1.3573079560882042,42.19926318896998,7.0496006451534,6.938893903907228e-18
mappo,1,1,7.952102698705383,0.04999999999999999,39.28439873488689,1.0327309209462614,44.36549553356289,7.405002554464476,7.105427357601002e-15
mappo,1,2,7.952103181288834,0.04999999999999999,40.0,1.0587261272006936,44.40956508578856,7.4127188399247705,0.0
mappo,1,3,7.952103203051029,0.049999999999999996,40.0,1.1734406293164645,44.324073412183324,7.400109006258884,7.112366251504909e-15
mappo,1,4,7.952103357318232,0.049999999999999996,40.0,1.125842758235775,44.23578935969129,7.384715027923344,7.112366251504909e-15
mappo,2,0,7.952015151869356,0.04999999999999999,35.88856531019004,0.6427560836344464,42.70458773629694,7.123613519149029,7.105427357601002e-15
mappo,2,1,7.95210171100355,0.04999999999999999,39.28439493527045,0.44948546290670377,44.72121734024371,7.456957444272618,7.105427357601002e-15
mappo,2,2,7.952102413707425,0.049999999999999996,40.0,0.40474089481190134,44.89812628844443,7.485803060857098,7.105427357601002e-15
mappo,2,3,7.952102415216558,0.04999999999999999,40.0,0.46020678728519604,44.9150756114881,7.488420317923518,7.105427357601002e-15
mappo,2,4,7.95210250226516,0.049999999999999996,40.0,0.5343490844486602,44.85776504153219,7.479927731937965,0.0
mappo,3,0,7.952026226008863,0.049999999999999996,35.88856619503855,4.163019959936811,42.24911563160941,7.0989909856482845,7.126244039312724e-15
mappo,3,1,7.952105400588735,0.04999999999999999,39.2844032061399,3.776506096604066,44.3541900417583,7.443315094054059,1.4210854715202004e-14
mappo,3,2,7.952105820903557,0.049999999999999996,40.0,3.668003249399847,44.359977976590756,7.442729709185123,7.105427357601002e-15
mappo,3,3,7.952105778887734,0.04999999999999999,40.0,3.531618378936094,44.31427751417362,7.433164610156594,7.105427357601002e-15
mappo,3,4,7.952105691415561,0.04999999999999999,40.0,3.3578118337047176,44.23282696770927,7.41710656843304,7.105427357601002e-15
mappo,4,0,7.952033298363555,0.049999999999999996,35.888564313509576,0.2444017034833863,43.195109387683544,7.199676350854162,7.126244039312724e-15
mappo,4,1,7.952101207642639,0.049999999999999996,39.28439331564199,0.0,45.20852308087109,7.529753846811847,1.421779360910591e-14
mappo,4,2,7.952102866451364,0.049999999999999996,40.0,0.0,45.38282041167826,7.558803401946377,2.0816681711721685e-17
mappo,4,3,7.95210295500915,0.05000000000000001,40.0,0.0,45.242963991366,7.535493998561,2.0816681711721685e-17
mappo,4,4,7.952102866451364,0.049999999999999996,40.0,0.0,45.10926273563854,7.513210455939755,7.105427357601002e-15
mappo,5,0,7.952024395323265,0.049999999999999996,35.88856573643623,0.23377966676347617,41.70959026597852,6.9509380871882795,2.0816681711721685e-17
mappo,5,1,7.952100330376697,0.04999999999999999,39.284395297465736,0.0,43.94157367622937,7.318595612704894,7.105427357601002e-15
mappo,5,2,7.9521023018770025,0.049999999999999996,40.0,0.0,44.294746926485196,7.377457821080866,6.938893903907228e-18
mappo,5,3,7.952102481033316,0.04999999999999999,40.0,0.0,44.101917059953486,7.345319509992247,7.105427357601002e-15
mappo,5,4,7.952102391943862,0.049999999999999996,40.0,0.0,43.93971733804421,7.318286223007368,7.105427357601002e-15
mappo,6,0,7.952010664015477,0.04999999999999999,35.888568663107954,0.03698456277725115,40.47666685973333,6.742639494185706,0.0
mappo,6,1,7.952100458485452,0.049999999999999996,39.28439856882316,0.0,42.87619916983755,7.141033194972924,7.112366251504909e-15
mappo,6,2,7.952101762603812,0.04999999999999999,40.0,0.0,43.11450543651622,7.180750906086036,0.0
mappo,6,3,7.95210187636461,0.04999999999999999,40.0,0.0,42.992794073695876,7.160465678949312,7.105427357601002e-15
mappo,6,4,7.952101831331207,0.049999999999999996,40.0,0.0,42.73647233943779,7.117745389906299,0.0
mappo,7,0,7.951986304997914,0.04999999999999999,35.88857096361303,3.950824029294375,41.54254672453647,6.978198130698378,7.105427357601002e-15
mappo,7,1,7.9521050459327185,0.04999999999999999,39.28440703868207,3.236170928022477,43.367815567663726,7.272200274534751,7.105427357601002e-15
mappo,7,2,7.952105159165361,0.049999999999999996,40.0,2.926541661020242,43.28334730818801,7.253698956045909,1.421779360910591e-14
mappo,7,3,7.952104920866032,0.049999999999999996,40.0,2.7477081452802175,43.04653421762773,7.211675343108624,7.112366251504909e-15
mappo,7,4,7.952104676053345,0.04999999999999999,40.0,2.57899893683887,42.88904038143309,7.183016238860357,0.0
mappo,8,0,7.952014706655158,0.049999999999999996,35.88856753548714,1.9276117166301532,40.785122376599425,6.821057706337478,7.112366251504909e-15
mappo,8,1,7.952102790385003,0.04999999999999999,39.28439952360835,1.4022350474110787,42.84846879432957,7.157443394970325,7.105427357601002e-15
mappo,8,2,7.952102987650187,0.04999999999999999,40.0,1.1907016824781742,43.005924934671924,7.180664179814055,7.105427357601002e-15
mappo,8,3,7.952102793299526,0.049999999999999996,40.0,1.1505380601620003,42.85755305707873,7.155361767515436,7.112366251504909e-15
mappo,8,4,7.952102682979524,0.04999999999999998,40.0,1.1426284425578803,42.57284013321063,7.107796619000218,7.105427357601002e-15
mappo,9,0,7.952006500844023,0.05,35.888569069130064,4.714053295884453,39.79870359881415,6.698460884981659,7.112366251504909e-15
mappo,9,1,7.952104777291481,0.04999999999999999,39.28440624985207,3.8675829979129013,42.050294658085335,7.061633628698692,7.105427357601002e-15
mappo,9,2,7.952105182542392,0.05,40.0,3.485958896708673,42.225968570928735,7.085460841298246,7.126244039312724e-15
mappo,9,3,7.952104970954617,0.049999999999999996,40.0,3.299354855844047,42.04802806306075,7.053138317974563,7.126244039312724e-15
mappo,9,4,7.952104727650729,0.049999999999999996,40.0,3.2642552891426737,41.861861011216256,7.020609053619031,1.421779360910591e-14
matd3,0,0,7.060926342130287,0.05,36.23482287462275,2.221478213667994,39.69993254035534,6.645390826444957,6.938893903907228e-18
matd3,0,1,7.990888573676452,0.05,36.60801296511586,3.0379637841239218,42.53711750574401,7.130596475535536,2.1337098754514727e-14
matd3,0,2,7.992773105808522,0.049999999999999996,34.527155920172554,2.549295551089713,42.437871499857145,7.106397091182234,7.105427357601002e-15
matd3,0,3,7.9930701152443175,0.04999999999999999,36.84811140755151,2.0566614069903695,41.993699901413635,7.025330860811658,7.105427357601002e-15
matd3,0,4,7.993028913797213,0.04999999999999999,40.00000000000001,1.8865618019878723,41.6210364714933,6.960790294801089,1.4210854715202004e-14
matd3,1,0,6.786019749754646,0.05,36.23482287462275,3.4401721564154535,40.581011703704945,6.810647267137712,6.938893903907228e-18
matd3,1,1,7.990838024388509,0.049999999999999996,36.60801296511586,2.883271074410951,43.80665272255107,7.3402983738691425,2.1323220966706913e-14
matd3,1,2,7.994021087903713,0.04999999999999999,34.527155920172554,2.4016397552486817,43.86776857162403,7.343603901298034,7.112366251504909e-15
matd3,1,3,7.99440587732374,0.04999999999999999,36.84811154793393,1.8585678762627023,43.50066532279177,7.274661856792856,7.105427357601002e-15
matd3,1,4,7.994472923216558,0.049999999999999996,40.0,1.4674080289381701,43.1913281299787,7.217517660171757,0.0
matd3,2,0,6.809976474509861,0.04999999999999999,36.23482287462275,0.0,40.73627257374112,6.784378762290187,0.0
matd3,2,1,7.993917336001847,0.04999999999999999,36.60801296511586,0.0,43.73536579032536,7.284227631720892,2.1316282072803006e-14
matd3,2,2,7.99603498196705,0.04999999999999999,34.527155920172554,0.0,43.743779297012814,7.285629882835468,7.105427357601002e-15
matd3,2,3,7.996039117569529,0.049999999999999996,36.84811309214071,0.0,43.505046831508785,7.2458411385847965,7.105427357601002e-15
matd3,2,4,7.995901142552448,0.049999999999999996,40.0,0.0,43.19837836058585,7.194729726764307,7.112366251504909e-15
matd3,3,0,6.9783479440163205,0.04999999999999999,36.23482287462275,3.2168859608840905,40.48382834031202,6.791260237112253,0.0
matd3,3,1,7.991158813928029,0.049999999999999996,36.60801296511586,2.142936189805984,43.46399332873136,7.271612262261978,2.1316282072803006e-14
matd3,3,2,7.994260484559914,0.049999999999999996,34.527155920172554,1.5011307286132878,43.38541139503138,7.249346623866372,7.112366251504909e-15
matd3,3,3,7.994536686284467,0.049999999999999996,36.84811210946366,1.0237809290070718,43.04925639626076,7.185501507886418,7.112366251504909e-15
matd3,3,4,7.994468995753058,0.04999999999999999,40.0,0.6879487224478551,42.940176539265394,7.162523928769678,0.0
matd3,4,0,6.915471870387469,0.04999999999999999,36.23482287462275,2.0910382736779436,41.42751300889862,6.9324574768213605,0.0
matd3,4,1,7.9928748536195355,0.049999999999999996,36.60801296511586,1.2949024301401475,44.33732650148002,7.405053023058194,2.1323220966706913e-14
matd3,4,2,7.995310248212488,0.05,34.527155920172554,0.6074761119628649,44.148049464862645,7.362686474314672,7.112366251504909e-15
matd3,4,3,7.995441902138531,0.049999999999999996,36.84811267099341,0.3610395208345163,43.66425414834636,7.278533398831553,7.112366251504909e-15
matd3,4,4,7.995207977612433,0.04999999999999999,40.0,0.2593317771013943,43.41256841706404,7.235132809183549,7.105427357601002e-15
matd3,5,0,6.881911478194401,0.04999999999999999,36.23482287462275,1.6582427944521694,39.86716815786362,6.665217209088491,2.0816681711721685e-17
matd3,5,1,7.991398705058835,0.049999999999999996,36.60801296511586,0.9069332601076376,42.96511819746012,7.1698092223401275,2.1316282072803006e-14
matd3,5,2,7.994450362496626,0.049999999999999996,34.527155920172554,0.5113373417260823,42.85533245904182,7.145860229007818,7.112366251504909e-15
matd3,5,3,7.994544850049396,0.049999999999999996,36.84811267099341,0.20270393738178072,42.39837236589111,7.065291164849211,7.112366251504909e-15
matd3,5,4,7.994313224659313,0.049999999999999996,40.0,0.006303016519318305,42.135164065462796,7.018247688988863,7.112366251504909e-15
matd3,6,0,6.949758470352156,0.049999999999999996,36.23482287462275,0.8635680389098965,38.5117406133783,6.427960121833191,6.938893903907228e-18
matd3,6,1,7.9900881349849255,0.04999999999999999,36.60801296511586,0.43307972592962285,41.503904212115636,6.919504221913504,2.1323220966706913e-14
matd3,6,2,7.9934009372957515,0.049999999999999996,34.527155920172554,0.19005014704777556,41.28519243817166,6.879580408462626,7.105427357601002e-15
matd3,6,3,7.993314800438678,0.04999999999999999,36.84811267099341,0.0,40.935199532486486,6.817533255414413,7.105427357601002e-15
matd3,6,4,7.993998966341236,0.049999999999999996,40.0,0.0,40.66670049829982,6.7727834163833025,7.112366251504909e-15
matd3,7,0,7.108049152768103,0.04999999999999999,36.23482287462275,2.926400678855038,39.16888509564264,6.566953239924084,0.0
matd3,7,1,7.989710637988995,0.05,36.60801296511586,0.6082246951370314,42.150824964952456,7.029826418374984,2.1323220966706913e-14
matd3,7,2,7.993911217911348,0.04999999999999999,34.527155920172554,0.30352107799649786,41.95191612810047,6.9923220367500285,7.105427357601002e-15
matd3,7,3,7.993880792121558,0.049999999999999996,36.84811267099341,0.10352238579569373,41.62293707753743,6.934635070815224,7.112366251504909e-15
matd3,7,4,7.993680817883288,0.05,40.0,0.01042636965596666,41.3078244368218,6.880786354274909,7.112366251504909e-15
matd3,8,0,7.122153391346468,0.04999999999999999,36.23482287462275,6.022061845405339,38.99290243843635,6.5818465280070875,0.0
matd3,8,1,7.982631987921569,0.049999999999999996,36.60801296511586,4.623730822921968,41.933153719479826,7.0529122507169495,2.1323220966706913e-14
matd3,8,2,7.990193228864102,0.05,34.527155920172554,3.7892805380567345,41.6001326127056,6.985488014566029,7.126244039312724e-15
matd3,8,3,7.990925379873983,0.05,36.84811070563934,3.246374463530575,41.132060435065696,6.898720183894719,7.126244039312724e-15
matd3,8,4,7.990998277200902,0.04999999999999999,40.0,2.948779134128612,40.90409586767315,6.856474727480694,7.105427357601002e-15
matd3,9,0,6.932310358237456,0.04999999999999999,36.23482287462275,4.865347511759542,38.0653432921642,6.411728846481075,0.0
matd3,9,1,7.98374208770737,0.04999999999999998,36.60801296511586,3.6763408980552357,40.97854407106914,6.879276500864691,2.1316282072803006e-14
matd3,9,2,7.9902935411345295,0.04999999999999999,34.527155920172554,2.8161805520584653,40.72970045969766,6.824514560693302,7.112366251504909e-15
matd3,9,3,7.9909385381329585,0.04999999999999999,36.84811112678664,2.4200992173019595,40.243711127537125,6.73785803388431,7.105427357601002e-15
matd3,9,4,7.990731748218354,0.049999999999999996,40.0,2.1272195372428575,39.898265857876694,6.676099826844823,7.112366251504909e-15
