episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,alpha_lr,batch_size,alpha,target_entropy,auto_entropy_tuning,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,alpha_loss,policy_entropy,replay_size
20,4000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.08791141957044601,-5.0,True,velocity,False,True,full,True,1236.7693133599246,6.183846566799623,7.850487272299439,0.8347907681330676,7.015696504166378,18.0,508.0632406479009,991.6932729913649,0.8347907681330676,,,140.31393008332756,3.9996043961602243,0.48104235309176147,200,239.1031868364518,134.72670733390603,195.24489242813473,113.57533674441041,910.4016648702714,506.83250414749494,491.1412615409978,293.86532937924324,6.067874602369843,6.067874602369843,0.0,179.92556762695312,-72.65141296386719,-12.376679420471191,0.09089179337024689,4000
21,4200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.08348066359758377,-5.0,True,velocity,False,True,full,True,1235.6474245556526,6.178237122778263,9.192999901027889,1.6086216807719165,7.584378220255971,16.0,296.63371794089073,676.2729789090195,1.6086216807719165,,,151.68756440511942,4.138391756462024,0.47981806080788375,200,136.84366821603692,188.08351228257976,131.2822100612938,169.55052272777826,320.2287763655857,517.3810192605318,281.09965960070195,294.5335027342509,6.2022199764074895,6.140089060364419,0.06213091604307053,342.2236022949219,-82.02197265625,-11.509727478027344,-0.3644101917743683,4200
22,4400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.07905897498130798,-5.0,True,velocity,False,True,full,True,1085.0745400284973,5.4253727001424865,7.388679268310611,1.1652244003230572,6.223454867987548,18.0,835.8255498670901,1312.0408538217546,1.1652244003230572,,,124.46909735975098,4.174989444906493,0.4813708221912384,200,220.1552682133035,211.0727747026994,208.25642071718357,205.01114045222445,1258.0701975591096,706.6937636747175,823.3422978248261,300.7716368314392,6.245874647703522,6.14387841525638,0.10199623244714129,13.223965644836426,-81.41371154785156,-11.568953514099121,-0.44045892357826233,4400
23,4600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.07529431581497192,-5.0,True,velocity,False,True,full,True,1381.7834387535515,6.908917193767758,9.230656177776089,0.9214520507211786,8.309204127054908,15.0,498.65414782450915,987.3761784655064,0.9214520507211786,,,166.18408254109815,4.771927617089123,0.4774941072613001,200,305.66961968256055,91.52157057997348,300.3254893503465,53.124211812969335,304.390839763131,380.89711289308804,494.9871103051277,493.758541181129,6.415297873371097,6.238023011421533,0.17727486194956388,19.424110412597656,-84.62847900390625,-12.0747709274292,-0.330893874168396,4600
24,4800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.07173307985067368,-5.0,True,velocity,False,True,full,True,-97.83942502013015,-0.4891971251006508,9.176135178518962,8.776169078206406,0.8195486014735264,23.0,25.977396775090597,367.4027052736833,8.776169078206406,,,16.39097202947053,5.041265646363942,0.48325233057141304,200,262.5857190058922,201.73763123437755,252.9265991811819,191.96458145958448,160.53420924774153,473.1880279884891,24.805569661974246,880.4354862273882,6.150849224600325,6.012253244340367,0.13859598025995812,16.226526260375977,-93.32367706298828,-9.690893173217773,-1.3216391801834106,4800
25,5000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06827636063098907,-5.0,True,velocity,False,True,full,True,586.5297852765701,2.932648926382851,8.724510547351507,5.215734481516764,3.52453631799015,17.0,119.50491966062742,420.3679871975357,5.215734481516764,,,70.490726359803,5.007038924449764,0.4859563321620226,200,200.19361382513966,348.88816407021665,194.12467179692422,346.05645631875393,362.32461642236143,261.67638129273894,117.90001208985535,942.9951448920806,6.091866832212061,5.9127445672863574,0.17912226492570316,213.61492919921875,-90.43363189697266,-10.582595825195312,-1.0570740699768066,5000
26,5200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06507223099470139,-5.0,True,velocity,False,True,full,True,1010.9812894013542,5.054906447006771,8.390183749737814,2.2532318537518883,6.136951895985928,16.0,355.4750288117816,829.5732119721424,2.2532318537518883,,,122.73903791971858,4.797094864547391,0.48286886252462863,200,278.1423355442457,256.84793922354265,272.13271107402454,250.6434191855725,721.2453524342985,707.2441982336912,341.9724499897064,502.3279282644147,5.995524697717624,5.921367926082495,0.07415677163512857,16.551101684570312,-97.51500701904297,-10.658609390258789,-1.0986181497573853,5200
27,5400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.06212922930717468,-5.0,True,velocity,False,True,full,True,1019.5268645989049,5.097634322994525,8.936734313205507,2.381920128923321,6.554814184282186,10.0,217.23854198892164,586.0231260033448,2.381920128923321,,,131.09628368564373,5.0016664298864235,0.48787450945936145,200,292.08391929718357,167.9297878802379,277.31903817003854,128.65630018942355,462.91924623031775,590.8537421627863,206.73277357289106,508.9338372902954,6.0146337863463115,5.944828898608409,0.06980488773790228,14.139552116394043,-101.09664916992188,-8.832452774047852,-1.8209201097488403,5400
28,5600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05974980816245079,-5.0,True,velocity,False,True,full,True,1441.5611722660879,7.207805861330439,9.595426897250846,1.6824526186243132,7.912974278626528,17.0,305.89638085342136,822.1739951435255,1.6824526186243132,,,158.2594855725306,6.119691049505238,0.488093975931406,200,367.93113054983684,306.9089777194945,366.37208091839994,283.97075501176505,219.30652151529097,335.7538654218224,318.8612366544771,181.9051495035671,6.054536556540261,6.015119805037628,0.039416751502632685,16.616413116455078,-109.9482192993164,-9.440690994262695,-1.649141788482666,5600
29,5800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05710512772202492,-5.0,True,velocity,False,True,full,True,1306.0228317674648,6.530114158837324,9.218807631682814,1.0027139627013695,8.216093668981442,15.0,464.04619040470743,703.5452937870981,1.0027139627013695,,,164.32187337962884,6.213398984104211,0.48511740040034057,200,363.8831366424266,120.07938131305215,358.3334371895474,100.70708170424705,191.98182724831182,59.3009555457848,474.7972464891859,486.8568272172364,6.181758690765692,6.091015455518449,0.09074323524724281,21.080310821533203,-111.31404113769531,-10.608606338500977,-1.2940902709960938,5800
30,6000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05469886213541031,-5.0,True,velocity,False,True,full,True,1140.3700380281703,5.701850190140851,8.73991687154916,1.2497900285430736,7.490126843006088,23.0,472.3097203083446,995.3160501214593,1.2497900285430736,,,149.8025368601218,6.515574628553354,0.4864613686129451,200,179.60947059816863,339.6390815347507,126.64971316905657,326.56636701144316,453.09857727469387,509.4084952692055,472.0478048291719,336.5062258856172,6.232005103481631,6.137652501768037,0.09435260171359428,12.918149948120117,-118.98272705078125,-10.882473945617676,-1.2546968460083008,6000
31,6200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.05223076418042183,-5.0,True,velocity,False,True,full,True,642.5597592206843,3.2127987961034217,7.8154748544341,3.090246643004043,4.725228211430057,20.0,189.11514178993264,669.6937822058399,3.090246643004043,,,94.50456422860115,5.84882905084168,0.4856843326613307,200,286.12041277245766,321.53279163762534,280.24633255135956,297.9520005056734,855.972695837252,534.1896235954872,205.87179238604574,352.9981107288399,6.1762929395511845,6.092090427886167,0.08420251166501735,13.358729362487793,-118.74864959716797,-10.192493438720703,-1.5470420122146606,6200
32,6400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0492577850818634,-5.0,True,velocity,False,True,full,True,586.4850840797098,2.932425420398549,8.369500702924759,3.532852679387137,4.836648023537626,20.0,81.03117653582996,485.5070778882145,3.532852679387137,,,96.73296047075253,5.321066762303827,0.4893523030728102,200,162.67780648147388,261.0105154814623,158.73871705994168,250.0080415872118,686.5440417532657,645.6366857180644,97.43291666589317,296.9811875799797,6.222433948455029,6.052857852750275,0.16957609570475363,15.510570526123047,-125.65617370605469,-9.65773868560791,-1.7918891906738281,6400
33,6600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.04683703929185867,-5.0,True,velocity,False,True,full,True,1535.3869102808524,7.676934551404262,9.83966172859132,1.0010763670600584,8.838585361531264,12.0,498.38256736155427,756.7966700629627,1.0010763670600584,,,176.77170723062528,5.739261036844836,0.49000958368182185,200,336.4388357611517,270.69651358282454,321.61235951378467,166.0074086418376,91.98270833287893,112.99960020819508,512.5450413540725,125.61655819283195,6.481149861546685,6.137273837864851,0.3438760236818341,15.540964126586914,-132.12228393554688,-5.794922351837158,-3.106804132461548,6600
34,6800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.044951263815164566,-5.0,True,velocity,False,True,full,True,1108.9410485158842,5.544705242579421,8.868366834483128,1.2050587011230902,7.66330813336004,16.0,474.33776552525467,834.2249898834032,1.2050587011230902,,,153.2661626672008,6.472613776104813,0.4873231816291809,200,265.43069220963395,316.364926559038,227.6424697353473,298.66582159699936,518.720751308022,502.7256688785141,491.94918789400106,301.54624619592624,6.528114162799135,6.1821571994970625,0.34595696330207204,14.076229095458984,-131.0789337158203,-8.565095901489258,-2.238802909851074,6800
35,7000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.04322776570916176,-5.0,True,velocity,False,True,full,True,735.7105498887929,3.6785527494439645,9.033351734801538,4.759573350455042,4.288184667476719,24.0,126.20570519467523,544.6146383034065,4.759573350455042,,,85.76369334953438,5.243807886620439,0.4878068984299898,200,366.40647421031275,202.62123447721228,365.01478299513366,151.43539267628083,453.3031703414932,427.91950484733366,121.32892969913526,793.481575125988,6.248177796685371,6.128043698582195,0.12013409810317643,13.050329208374023,-130.547119140625,-8.814870834350586,-2.1936120986938477,7000
36,7200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.041632723063230515,-5.0,True,velocity,False,True,full,True,1509.2050014136976,7.546025007068488,9.918031155507405,1.7070255429221288,8.211005612585263,21.0,382.4196370183521,911.9700868543176,1.7070255429221288,,,164.2201122517053,5.777886930088938,0.48821301478892565,200,368.2067793958519,266.47716028050553,364.2525030555408,226.26170481280244,225.43472660812364,126.41484463931968,367.01519704723387,420.0859298865199,6.310766481371016,6.185903751748947,0.12486272962206879,10.289215087890625,-135.44923400878906,-3.0029711723327637,-4.0553107261657715,7200
37,7400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.04061223939061165,-5.0,True,velocity,False,True,full,True,268.7159237940523,1.3435796189702613,8.545012970457806,5.839700422983354,2.7401968345219303,29.0,132.4416868600551,372.2961772420678,5.839700422983354,,,54.803936690438604,5.932288735271617,0.48837727651000024,200,373.75888794869905,262.5967427044225,372.3075900380637,235.68939125900548,457.8066048474906,72.80113083862625,141.27725647440425,846.9369520728519,6.129291689778978,6.092776537769838,0.03651515200914002,14.911283493041992,-145.73153686523438,-1.3875962495803833,-4.566852569580078,7400
38,7600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.038982369005680084,-5.0,True,velocity,False,True,full,True,1265.6154871662195,6.328077435831098,8.930957081425076,1.2137264371437595,7.717230644281312,21.0,383.2491385788841,888.0265187241984,1.2137264371437595,,,154.34461288562625,5.848219260636808,0.48969536907970906,200,354.930173310302,291.66280180824464,345.9896124675878,284.89874782598974,245.7886306670187,505.6678432339047,373.6314349346632,87.76870419549824,6.23209566809859,6.135525330046455,0.09657033805213455,12.345193862915039,-145.43995666503906,-6.614009380340576,-2.9614057540893555,7600
39,7800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.037399016320705414,-5.0,True,velocity,False,True,full,True,560.0312609544111,2.8001563047720555,8.058491352050252,3.943245429498956,4.11776368142433,26.0,127.2045066779057,822.5710640662229,3.943245429498956,,,82.3552736284866,5.515227623427791,0.49105262085795404,200,330.51941894797983,235.5087439640349,309.4124371718876,200.65702946026178,893.9909959503314,707.9778736700805,136.49763033816456,574.8579995619355,6.14629653399796,6.083787851876657,0.06250868212130278,702.12353515625,-149.07350158691406,-4.01087760925293,-3.779402494430542,7800
40,8000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03574443981051445,-5.0,True,velocity,False,True,full,True,-37.72183548019285,-0.18860917740096425,9.359079476646455,10.949691781019407,0.6100394437587742,21.0,12.72760520785197,625.8314762677236,10.949691781019407,,,12.200788875175485,5.655078282346946,0.4811100127361715,200,299.6511522134815,326.01401061936457,264.6999701986444,321.8963213465873,190.27075592144726,288.78860059364473,29.544373440107183,613.1647907929365,5.82601368097758,5.946944141673711,0.12093046069613145,587.5279541015625,-149.42481994628906,-4.5588531494140625,-3.6314423084259033,8000
41,8200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03441265597939491,-5.0,True,velocity,False,True,full,True,563.2240610075577,2.8161203050377885,9.185049567872491,5.536796506084574,3.651608926532662,21.0,71.02355513968826,466.8385691769096,5.536796506084574,,,73.03217853065324,5.8832894451751585,0.4887612260878086,200,348.34798733710403,303.4273752753078,311.8177731469069,286.4888126286882,144.9841089713599,491.4218793935678,85.3485121936921,510.3607627332191,5.629375216291414,5.890960355938564,0.26158513964715,19.731090545654297,-158.27197265625,-4.2621541023254395,-3.7349257469177246,8200
42,8400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.0330556258559227,-5.0,True,velocity,False,True,full,True,940.0843971020196,4.700421985510098,8.054853625089121,1.9592355452467871,6.0956180798423345,19.0,122.2998221246004,621.3719157627926,1.9592355452467871,,,121.9123615968467,6.565887471692109,0.4904148936271667,200,373.51561456880444,275.85811337129195,369.9089618286063,237.36461413906912,896.582032511766,490.75122341296554,129.84869376463493,227.63168198692176,5.622983376884154,5.895833158888654,0.27284978200450016,16.27301025390625,-153.38214111328125,-10.222013473510742,-2.001662492752075,8400
43,8600,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03180389851331711,-5.0,True,velocity,False,True,full,True,1354.714377908317,6.773571889541585,9.983856608164686,1.6572579404943224,8.326598667670368,20.0,317.2648621135135,810.7733499829562,1.6572579404943224,,,166.53197335340738,6.473197637538943,0.49210870943963525,200,377.0391542886622,264.7701428776414,347.6414469450262,247.72391962538575,293.87049289320043,57.28765915584902,315.2436568348435,506.863361480026,5.623853103914927,5.952362589325437,0.3285094854105104,22.53183364868164,-156.82154846191406,-3.6072301864624023,-3.953813076019287,8600
44,8800,SAC,rician,64,0.0003,0.0003,0.0003,64,0.030481301248073578,-5.0,True,velocity,False,True,full,True,1321.0219472606639,6.605109736303319,8.89038888425835,1.0957839908998752,7.794604893358478,29.0,449.3579500091127,979.9293358628789,1.0957839908998752,,,155.89209786716958,5.67761995754293,0.4855602665618062,200,374.41746351220746,231.64753888199232,347.2563678458805,161.71479933063492,547.55348294664,513.5886133403806,434.19870480696864,483.60397877992125,5.972605918509174,5.994231732598916,0.021625814089741624,25.328866958618164,-151.88946533203125,-0.7842872738838196,-4.775326728820801,8800
45,9000,SAC,rician,64,0.0003,0.0003,0.0003,64,0.03072414919734001,-5.0,True,velocity,False,True,full,True,1039.3552192677273,5.1967760963386365,8.127726402570163,1.5985041582714663,6.529222244298699,24.0,626.0549262111327,1129.0914407694984,1.5985041582714663,,,130.584444885974,6.529810883467969,0.4936158835887909,200,380.3410627765069,252.7990945219251,379.9407470504125,96.37884090945411,863.7066024878297,643.351133620472,612.870861409557,646.0878638104438,6.122840214824601,6.006120410636688,0.1167198041879125,18.204151153564453,-172.50680541992188,-2.967203378677368,-4.148003578186035,9000
46,9200,SAC,rician,64,0.0003,0.0003,0.0003,64,0.030127132311463356,-5.0,True,velocity,False,True,full,True,434.08025910339535,2.1704012955169767,9.197348794071459,5.43599513975069,3.778634460538755,22.0,114.39321318694138,518.7688590884986,5.43599513975069,,,75.57268921077511,5.81970601028231,0.4870821051392704,200,290.72984188769516,269.03865666528714,288.75812626839297,232.81362278551413,254.640258322095,502.6990705049873,131.44204742344823,934.8704012241103,6.0049243430522425,5.957696803025863,0.04722754002637952,20.911006927490234,-180.09938049316406,-2.7965290546417236,-4.201516151428223,9200
47,9400,SAC,rician,64,0.0003,0.0003,0.0003,64,0.029603006318211555,-5.0,True,velocity,False,True,full,True,804.3934333537508,4.0219671667687535,8.683619859519013,3.9659817710136105,4.717638088505397,17.0,153.37445254374705,505.17096789779947,3.9659817710136105,,,94.35276177010792,6.044819689838198,0.4881932424753904,200,372.6043009970611,300.81660999786203,372.046371195742,283.43710467579336,653.6499203838385,239.48868098303979,139.67447141385082,472.0836629954506,5.913065538263403,5.931312575057343,0.01824703679394002,15.066065788269043,-164.34719848632812,-0.6127223968505859,-4.825926780700684,9400
