episode,global_step,fading_model,hidden_dim,epsilon,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,steps,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
30,6000,rayleigh,64,0.9838360277777778,4.142881874681272,7.783475431918221,6.2900559232533535,4.5534425251691975,,,200,4.704030203145809,4.704030203145809,4.7350659785874525,4.7350659785874525,0.031035775441643487,0.031035775441643487
31,6200,rayleigh,64,0.9832971388888889,4.528869964269482,7.913430914506664,5.787432997369008,4.798609808949291,,,200,4.705579026331675,4.705579026331675,4.737115779566866,4.737115779566866,0.03153675323519156,0.03153675323519156
32,6400,rayleigh,64,0.98275825,4.067524126388327,8.18513505881925,7.309229159912933,4.375951135345749,,,200,4.737626912443001,4.737626912443001,4.725829384434956,4.725829384434956,0.0117975280080449,0.0117975280080449
33,6600,rayleigh,64,0.9822193611111111,4.016985998906546,8.406885588381114,6.678576635000885,4.3048730244282005,,,200,4.693752718065915,4.693752718065915,4.713073131101417,4.713073131101417,0.01932041303550225,0.01932041303550225
34,6800,rayleigh,64,0.9816804722222222,2.929265366115283,7.053990439397092,7.13910204151719,3.672388211035016,,,200,4.5902201823097055,4.5902201823097055,4.682464751099465,4.682464751099465,0.09224456878975928,0.09224456878975928
35,7000,rayleigh,64,0.9811415833333333,3.2742513701025824,7.646533919170219,6.848871483166435,4.17435575979528,,,200,4.539345880218951,4.539345880218951,4.667947351347916,4.667947351347916,0.12860147112896492,0.12860147112896492
36,7200,rayleigh,64,0.9806026944444445,3.5104142073908493,8.986720116949028,8.781682209016772,3.9649083675253407,,,200,4.462373137917719,4.462373137917719,4.648418490686178,4.648418490686178,0.1860453527684589,0.1860453527684589
37,7400,rayleigh,64,0.9800638055555555,3.386816288784205,7.616386664000646,5.558813933302928,4.547658204062947,,,200,4.445988980032141,4.445988980032141,4.6456952396963604,4.6456952396963604,0.19970625966421984,0.19970625966421984
38,7600,rayleigh,64,0.9795249166666666,4.67919408453297,7.976579244906049,5.737918761582566,4.986452496025727,,,200,4.400273390994734,4.400273390994734,4.654662535915555,4.654662535915555,0.2543891449208209,0.2543891449208209
39,7800,rayleigh,64,0.9789860277777778,4.177625119034496,7.528547199564478,5.42321237267875,4.454084342832904,,,200,4.39447284198402,4.39447284198402,4.649519505323692,4.649519505323692,0.2550466633396722,0.2550466633396722
40,8000,rayleigh,64,0.9784471388888889,4.653350294507181,8.668602594236992,6.425090189294113,4.983775054380328,,,200,4.362927449899274,4.362927449899274,4.657875894050109,4.657875894050109,0.294948444150835,0.294948444150835
41,8200,rayleigh,64,0.97790825,5.335515167915839,9.036938137600632,4.871818577370228,5.678404014967621,,,200,4.4696619070850225,4.4696619070850225,4.682766823828585,4.682766823828585,0.21310491674356236,0.21310491674356236
42,8400,rayleigh,64,0.9773693611111112,5.424074411205786,8.76581096827345,5.481604650386599,5.702276632294769,,,200,4.538043132669069,4.538043132669069,4.707040866887303,4.707040866887303,0.16899773421823472,0.16899773421823472
43,8600,rayleigh,64,0.9768304722222222,5.799780042101876,9.03343646867891,5.647297176640654,6.0757975978967735,,,200,4.5879524001266105,4.5879524001266105,4.738872418771245,4.738872418771245,0.15092001864463445,0.15092001864463445
44,8800,rayleigh,64,0.9762915833333333,3.487860245069408,8.36274602514734,6.8512581794142475,4.484490010556002,,,200,4.600493721749384,4.600493721749384,4.733091000402717,4.733091000402717,0.13259727865333293,0.13259727865333293
45,9000,rayleigh,64,0.9757526944444445,4.589640372755737,8.41642742858612,5.681539220752184,5.177695267336351,,,200,4.653577016294117,4.653577016294117,4.7429710952234645,4.7429710952234645,0.08939407892934792,0.08939407892934792
46,9200,rayleigh,64,0.9752138055555556,4.368901247099959,8.9151372329319,5.924672775826483,5.460231202589753,,,200,4.70632049191825,4.70632049191825,4.758563706253167,4.758563706253167,0.05224321433491674,0.05224321433491674
47,9400,rayleigh,64,0.9746749166666666,3.5318497879044934,8.107342570148012,8.227982837589003,3.869922921267063,,,200,4.77064037422887,4.77064037422887,4.739656455508781,4.739656455508781,0.03098391872008932,0.03098391872008932
48,9600,rayleigh,64,0.9741360277777777,3.286161070741542,7.960820308209357,6.990374768338141,4.246552832913207,,,200,4.745969154666937,4.745969154666937,4.729383463371373,4.729383463371373,0.016585691295563976,0.016585691295563976
49,9800,rayleigh,64,0.9735971388888889,4.636450442181855,8.051281747996518,5.822223819843368,4.912835534334888,,,200,4.721235247185321,4.721235247185321,4.733127383186954,4.733127383186954,0.011892136001632636,0.011892136001632636
50,10000,rayleigh,64,0.97305825,3.3190517268563617,7.387137899087553,7.43704303538038,3.9278037362986957,6.141013351590913,6.141013351590913,200,4.689953307741796,4.689953307741796,4.717020910249189,4.717020910249189,0.02706760250739304,0.02706760250739304
51,10200,rayleigh,64,0.9725193611111111,3.2405392043945223,7.590988354268871,6.157798566969057,4.379839002800856,,6.141013351590913,200,4.6690147674343745,4.6690147674343745,4.710409500299222,4.710409500299222,0.041394732864847406,0.041394732864847406
52,10400,rayleigh,64,0.9719804722222222,4.480537524185979,7.687112914567072,5.336794499389745,4.766869806523335,,6.141013351590913,200,4.688560700993253,4.688560700993253,4.711495275418916,4.711495275418916,0.022934574425663712,0.022934574425663712
53,10600,rayleigh,64,0.9714415833333333,4.622249962915154,7.401945588222369,4.6222896661920005,4.900245931562526,,6.141013351590913,200,4.718329346349969,4.718329346349969,4.715056608553701,4.715056608553701,0.0032727377962675774,0.0032727377962675774
54,10800,rayleigh,64,0.9709026944444444,4.264434433861712,8.237984271527699,6.2524854269300425,4.5374093100218165,,6.141013351590913,200,4.761580401299309,4.761580401299309,4.711766843766074,4.711766843766074,0.04981355753323502,0.04981355753323502
55,11000,rayleigh,64,0.9703638055555556,3.253563691711761,7.448721357262323,7.755958898346817,3.581078761374314,,6.141013351590913,200,4.73191655137826,4.73191655137826,4.691208878631678,4.691208878631678,0.04070767274658227,0.04070767274658227
56,11200,rayleigh,64,0.9698249166666667,4.454776693482844,9.725334976374228,7.788940516960837,4.75320145026506,,6.141013351590913,200,4.7713312055152475,4.7713312055152475,4.692315888839418,4.692315888839418,0.07901531667582962,0.07901531667582962
57,11400,rayleigh,64,0.9692860277777777,5.289017484896672,8.63161854686504,5.838447416730225,5.569535072779057,,6.141013351590913,200,4.822425048951052,4.822425048951052,4.707705699083973,4.707705699083973,0.11471934986707932,0.11471934986707932
58,11600,rayleigh,64,0.9687471388888889,4.23551674310271,8.965156969427168,8.055035276229319,4.558094688347641,,6.141013351590913,200,4.801007158567147,4.801007158567147,4.7051261988988635,4.7051261988988635,0.0958809596682837,0.0958809596682837
59,11800,rayleigh,64,0.96820825,2.458723736596442,8.209650624505956,8.00878745986519,3.9227709358625558,,6.141013351590913,200,4.774441488218631,4.774441488218631,4.691865940203333,4.691865940203333,0.08257554801529832,0.08257554801529832
60,12000,rayleigh,64,0.9676693611111111,4.714549963796025,7.992884487979195,6.922617934015212,5.028305367665882,,6.141013351590913,200,4.776668003882909,4.776668003882909,4.697473263994376,4.697473263994376,0.07919473988853287,0.07919473988853287
61,12200,rayleigh,64,0.9671304722222223,4.9393853543129955,8.384895553152813,5.561556041887183,5.214177831346601,,6.141013351590913,200,4.753456694701857,4.753456694701857,4.705943830672281,4.705943830672281,0.04751286402957611,0.04751286402957611
62,12400,rayleigh,64,0.9665915833333333,4.572676520136599,7.446855880024482,5.4269149862335535,4.895868465416585,,6.141013351590913,200,4.7131362863579485,4.7131362863579485,4.709007131232673,4.709007131232673,0.004129155125275119,0.004129155125275119
63,12600,rayleigh,64,0.9660526944444444,3.8938165908334907,8.271040426866792,6.84916113645905,4.334364250587717,,6.141013351590913,200,4.626064618992495,4.626064618992495,4.703060418841483,4.703060418841483,0.07699579984898808,0.07699579984898808
64,12800,rayleigh,64,0.9655138055555555,4.174036547599325,7.763727458788821,5.533887486676117,4.617059710340271,,6.141013351590913,200,4.632693103981708,4.632693103981708,4.7017166577711516,4.7017166577711516,0.06902355378944325,0.06902355378944325
65,13000,rayleigh,64,0.9649749166666667,4.3518399703067745,7.6189167982177235,6.4739196614260255,4.625076922902647,,6.141013351590913,200,4.605062186760024,4.605062186760024,4.70053758492702,4.70053758492702,0.09547539816699668,0.09547539816699668
66,13200,rayleigh,64,0.9644360277777778,4.577845290511241,8.56611957599374,6.243927023975598,4.92721567256538,,6.141013351590913,200,4.578411410258805,4.578411410258805,4.703972101406389,4.703972101406389,0.1255606911475846,0.1255606911475846
67,13400,rayleigh,64,0.9638971388888888,5.11116054041439,7.530274217696731,3.8628585183068593,5.672018838474985,,6.141013351590913,200,4.668516206119201,4.668516206119201,4.718420560168607,4.718420560168607,0.04990435404940552,0.04990435404940552
68,13600,rayleigh,64,0.96335825,3.3169071514857227,8.020486020313001,6.253171940454665,4.451050472630973,,6.141013351590913,200,4.678741088105089,4.678741088105089,4.714488647116583,4.714488647116583,0.035747559011493735,0.035747559011493735
69,13800,rayleigh,64,0.9628193611111111,4.7271043070508085,7.908643050619586,5.456618485878479,5.019347455722365,,6.141013351590913,200,4.684066684174463,4.684066684174463,4.718906890719565,4.718906890719565,0.03484020654510189,0.03484020654510189
70,14000,rayleigh,64,0.9622804722222222,4.265477267144684,7.230439333405478,4.8615154293021625,4.583590591099553,,6.141013351590913,200,4.716856026914506,4.716856026914506,4.716973800724993,4.716973800724993,0.00011777381048716506,0.00011777381048716506
71,14200,rayleigh,64,0.9617415833333334,4.471223210203474,8.715754018908685,6.601952105429859,4.753462722030395,,6.141013351590913,200,4.7355372128759825,4.7355372128759825,4.717487729194084,4.717487729194084,0.018049483681898515,0.018049483681898515
72,14400,rayleigh,64,0.9612026944444444,4.548419659486375,9.451538812630693,7.8126617229659745,4.824851620316023,,6.141013351590913,200,4.738436303565617,4.738436303565617,4.718978894348556,4.718978894348556,0.019457409217061183,0.019457409217061183
73,14600,rayleigh,64,0.9606638055555555,4.526034786595252,7.732301693896121,5.660281231372828,4.805160763203224,,6.141013351590913,200,4.733682045147652,4.733682045147652,4.72015946789451,4.72015946789451,0.01352257725314221,0.01352257725314221
74,14800,rayleigh,64,0.9601249166666667,3.838171677701646,7.5303351086257955,5.573813211534394,4.617087748985848,,6.141013351590913,200,4.737665967095854,4.737665967095854,4.718766606828177,4.718766606828177,0.018899360267677245,0.018899360267677245
75,15000,rayleigh,64,0.9595860277777778,4.093041504433542,7.387143250516938,5.378763914113279,4.434066161229244,,6.141013351590913,200,4.7803153370886005,4.7803153370886005,4.714970600886858,4.714970600886858,0.06534473620174275,0.06534473620174275
76,15200,rayleigh,64,0.9590471388888889,4.3201078224648635,7.8973388722213365,5.684325996499863,4.599235446975005,,6.141013351590913,200,4.772617036924097,4.772617036924097,4.713447769914333,4.713447769914333,0.059169267009764326,0.059169267009764326
77,15400,rayleigh,64,0.95850825,6.182960135659092,9.001548466528181,4.298449033040007,6.528418784859589,,6.141013351590913,200,4.8205612225281245,4.8205612225281245,4.737018822056479,4.737018822056479,0.08354240047164563,0.08354240047164563
78,15600,rayleigh,64,0.9579693611111111,4.850918430425434,9.52685393463028,7.463717271782198,5.125388155068627,,6.141013351590913,200,4.848925895864174,4.848925895864174,4.741997916069455,4.741997916069455,0.10692797979471891,0.10692797979471891
79,15800,rayleigh,64,0.9574304722222222,3.3155463578715962,7.3728248278800885,7.02360557733136,3.9717568727790824,,6.141013351590913,200,4.85137519271,4.85137519271,4.732248029445526,4.732248029445526,0.1191271632644737,0.1191271632644737
80,16000,rayleigh,64,0.9568915833333334,3.246091967355862,7.87767668771998,7.1889410379788306,3.936664428595555,,6.141013351590913,200,4.796793145756483,4.796793145756483,4.722303234434902,4.722303234434902,0.07448991132158156,0.07448991132158156
81,16200,rayleigh,64,0.9563526944444445,5.153264814761595,9.29311551019265,7.286888417344744,5.429560851873269,,6.141013351590913,200,4.807562296782817,4.807562296782817,4.731034809958833,4.731034809958833,0.07652748682398425,0.07652748682398425
82,16400,rayleigh,64,0.9558138055555556,3.7010003517388608,9.711155614364527,8.27358054495062,4.467880575457276,,6.141013351590913,200,4.786162902284851,4.786162902284851,4.7278256119771065,4.7278256119771065,0.058337290307744816,0.058337290307744816
83,16600,rayleigh,64,0.9552749166666666,3.4109577911521285,7.407563668262979,7.045386202052336,3.7505457497932824,,6.141013351590913,200,4.756971977245129,4.756971977245129,4.716051155806217,4.716051155806217,0.04092082143891229,0.04092082143891229
84,16800,rayleigh,64,0.9547360277777778,1.7754902402874826,8.11324466945802,9.780820557267884,2.6279188788862746,,6.141013351590913,200,4.657514935672429,4.657514935672429,4.691192438223836,4.691192438223836,0.03367750255140667,0.03367750255140667
85,17000,rayleigh,64,0.9541971388888889,5.146572100309316,8.8347504870493,5.8638310694699145,5.454946216268517,,6.141013351590913,200,4.699008400340723,4.699008400340723,4.700177776789068,4.700177776789068,0.0011693764483444724,0.0011693764483444724
86,17200,rayleigh,64,0.95365825,4.6152008696836875,8.027017554422702,5.709919604448051,4.908405416928265,,6.141013351590913,200,4.698067887558867,4.698067887558867,4.702599028418593,4.702599028418593,0.004531140859725724,0.004531140859725724
87,17400,rayleigh,64,0.9531193611111111,4.30717368001281,7.507485675772148,5.866830764741016,4.590426261245236,,6.141013351590913,200,4.643988258697381,4.643988258697381,4.701309686267175,4.701309686267175,0.05732142756979375,0.05732142756979375
88,17600,rayleigh,64,0.9525804722222222,4.90230258318399,8.337829600316745,5.676768428482626,5.178895234394628,,6.141013351590913,200,4.680380496785563,4.680380496785563,4.7067367947686245,4.7067367947686245,0.02635629798306116,0.02635629798306116
89,17800,rayleigh,64,0.9520415833333333,3.272797237587245,7.894818678558745,7.0131592386644135,4.29120347266234,,6.141013351590913,200,4.643973297632562,4.643973297632562,4.702067881037093,4.702067881037093,0.05809458340453055,0.05809458340453055
90,18000,rayleigh,64,0.9515026944444445,3.622587148226091,7.364830181660224,6.407043301082517,3.9752683530225323,,6.141013351590913,200,4.613557185728711,4.613557185728711,4.693992330725821,4.693992330725821,0.08043514499710991,0.08043514499710991
91,18200,rayleigh,64,0.9509638055555556,5.119400064692673,9.251817000277903,6.197635597656112,5.52625105274696,,6.141013351590913,200,4.652196602264539,4.652196602264539,4.703138030967811,4.703138030967811,0.050941428703271896,0.050941428703271896
92,18400,rayleigh,64,0.9504249166666666,4.388755842058565,8.223590998710524,6.072704809598289,4.663340990035318,,6.141013351590913,200,4.644121070750504,4.644121070750504,4.702705454435936,4.702705454435936,0.05858438368543162,0.05858438368543162
93,18600,rayleigh,64,0.9498860277777778,3.9498751504622858,7.630750946134066,6.2165117780854375,4.290248749685708,,6.141013351590913,200,4.618375470074628,4.618375470074628,4.698270436105288,4.698270436105288,0.07989496603066026,0.07989496603066026
94,18800,rayleigh,64,0.9493471388888889,4.33437753081042,7.24847913914519,5.695943375364977,4.647696797502606,,6.141013351590913,200,4.6199059225004655,4.6199059225004655,4.697732418673344,4.697732418673344,0.07782649617287873,0.07782649617287873
95,19000,rayleigh,64,0.94880825,6.4840229221187,9.172376686719355,4.068512635971386,6.76261326761148,,6.141013351590913,200,4.736333277819577,4.736333277819577,4.7194680065569035,4.7194680065569035,0.016865271262673787,0.016865271262673787
96,19200,rayleigh,64,0.9482693611111112,5.597104582465716,8.385088611821704,4.402476624216031,5.883769197488024,,6.141013351590913,200,4.800559965345228,4.800559965345228,4.731596143962436,4.731596143962436,0.06896382138279211,0.06896382138279211
97,19400,rayleigh,64,0.9477304722222222,4.572450215410491,7.661405377547516,5.156367580846047,5.142639121920771,,6.141013351590913,200,4.7312709821982875,4.7312709821982875,4.735833700436233,4.735833700436233,0.004562718237945518,0.004562718237945518
98,19600,rayleigh,64,0.9471915833333333,2.1583711465889004,8.248584601396505,9.718437829173375,2.4468166865838614,,6.141013351590913,200,4.597342408774049,4.597342408774049,4.712476383968352,4.712476383968352,0.11513397519430324,0.11513397519430324
99,19800,rayleigh,64,0.9466526944444444,5.074228217074433,8.95122241459964,6.92043397943888,5.348083506499056,,6.141013351590913,200,4.666158740460046,4.666158740460046,4.718896657933309,4.718896657933309,0.052737917473262286,0.052737917473262286
100,20000,rayleigh,64,0.9461138055555556,4.836008012209274,8.578792093981535,6.139814710250089,5.141560096120506,7.480247255576465,7.480247255576465,200,4.726403523836295,4.726403523836295,4.72312329231518,4.72312329231518,0.0032802315211144517,0.0032802315211144517
101,20200,rayleigh,64,0.9455749166666667,5.297859109018098,8.139431251765014,4.421898476115989,5.644508452106288,,7.480247255576465,200,4.7371509038479465,4.7371509038479465,4.736226330070191,4.736226330070191,0.0009245737777554552,0.0009245737777554552
102,20400,rayleigh,64,0.9450360277777777,4.209091819227274,8.803231997578985,7.347011656132204,4.49127864991247,,7.480247255576465,200,4.738320807570707,4.738320807570707,4.738736614241893,4.738736614241893,0.00041580667118612524,0.00041580667118612524
103,20600,rayleigh,64,0.9444971388888889,4.620855233948937,7.714025506649342,4.871878865345474,5.043672270122745,,7.480247255576465,200,4.802977133587179,4.802977133587179,4.737109208163748,4.737109208163748,0.06586792542343112,0.06586792542343112
104,20800,rayleigh,64,0.94395825,5.451602334372904,8.953388998716576,5.368218439978069,5.730693073081008,,7.480247255576465,200,4.958115843296917,4.958115843296917,4.7480853478712275,4.7480853478712275,0.21003049542568952,0.21003049542568952
105,21000,rayleigh,64,0.9434193611111111,4.6830880098073395,7.687222305592644,5.277178598360897,4.960421320667136,,7.480247255576465,200,4.933389598516848,4.933389598516848,4.734998261958658,4.734998261958658,0.1983913365581893,0.1983913365581893
106,21200,rayleigh,64,0.9428804722222223,4.80843839505637,9.175179369620313,5.121027201871229,5.953613295395488,,7.480247255576465,200,4.985649992440209,4.985649992440209,4.75220889394592,4.75220889394592,0.2334410984942883,0.2334410984942883
107,21400,rayleigh,64,0.9423415833333333,4.509658987754286,8.688815816167608,5.723811051885291,5.170414040110023,,7.480247255576465,200,5.014649381383448,5.014649381383448,4.754420507348416,4.754420507348416,0.2602288740350316,0.2602288740350316
108,21600,rayleigh,64,0.9418026944444444,4.328416171076304,7.799980047937769,4.721431527105927,5.191567447007774,,7.480247255576465,200,5.015282992014105,5.015282992014105,4.761378145079989,4.761378145079989,0.2539048469341161,0.2539048469341161
109,21800,rayleigh,64,0.9412638055555556,3.977608084543303,8.558925198119098,8.009575286763692,4.2653133721897465,,7.480247255576465,200,5.013988486990475,5.013988486990475,4.757444557100926,4.757444557100926,0.2565439298895491,0.2565439298895491
110,22000,rayleigh,64,0.9407249166666667,5.270107169527617,9.093394261825033,5.746194853649794,5.554325827577165,,7.480247255576465,200,5.092941360718206,5.092941360718206,4.763467616849806,4.763467616849806,0.3294737438683999,0.3294737438683999
111,22200,rayleigh,64,0.9401860277777778,5.083143725490846,7.713451608679708,4.488481766513002,5.359096113003219,,7.480247255576465,200,5.084583613731019,5.084583613731019,4.769382244527518,4.769382244527518,0.3152013692035016,0.3152013692035016
112,22400,rayleigh,64,0.9396471388888888,4.056281859641959,7.66192651679974,5.748083705558508,4.602571285328883,,7.480247255576465,200,5.081545128495698,5.081545128495698,4.778058023249614,4.778058023249614,0.30348710524608347,0.30348710524608347
113,22600,rayleigh,64,0.93910825,3.9832183071662772,7.560567664511591,5.6402919953170745,4.608800062489037,,7.480247255576465,200,5.097472694135864,5.097472694135864,4.772322454754805,4.772322454754805,0.3251502393810588,0.3251502393810588
114,22800,rayleigh,64,0.9385693611111111,3.488190161258463,7.818284257872375,5.840443148465838,4.632851601116346,,7.480247255576465,200,5.096730434316552,5.096730434316552,4.761220581504378,4.761220581504378,0.3355098528121738,0.3355098528121738
115,23000,rayleigh,64,0.9380304722222222,4.765143714625319,7.5711887688500275,4.684282789830888,5.05351017280046,,7.480247255576465,200,5.011275279576,5.011275279576,4.759837265216278,4.759837265216278,0.2514380143597217,0.2514380143597217
116,23200,rayleigh,64,0.9374915833333334,2.7040549913079928,8.127736091535793,7.484247266844019,3.8543401358548532,,7.480247255576465,200,4.9098038264943415,4.9098038264943415,4.743337034439327,4.743337034439327,0.16646679205501425,0.16646679205501425
117,23400,rayleigh,64,0.9369526944444444,5.982606534373469,8.881548075920103,4.537605427958425,6.253519212326515,,7.480247255576465,200,4.965347831014628,4.965347831014628,4.757118812944847,4.757118812944847,0.20822901806978145,0.20822901806978145
118,23600,rayleigh,64,0.9364138055555555,5.665206895757112,9.159846385265427,5.018714709101502,5.9374571565221075,,7.480247255576465,200,5.139879854511541,5.139879854511541,4.75748574174233,4.75748574174233,0.3823941127692114,0.3823941127692114
119,23800,rayleigh,64,0.9358749166666667,2.3122107235114755,8.356486745816754,9.72378992967777,3.1297917169237928,,7.480247255576465,200,5.028965265032778,5.028965265032778,4.743082705681095,4.743082705681095,0.28588255935168316,0.28588255935168316
120,24000,rayleigh,64,0.9353360277777778,4.167671962766565,7.294516658400345,4.5749313585729805,5.095559334801027,,7.480247255576465,200,5.026665226966804,5.026665226966804,4.737891470068353,4.737891470068353,0.28877375689845053,0.28877375689845053
121,24200,rayleigh,64,0.9347971388888889,4.396658727425897,8.729281000761716,5.81096125786758,5.2180779808434155,,7.480247255576465,200,5.00534370340366,5.00534370340366,4.7546351011642605,4.7546351011642605,0.25070860223939917,0.25070860223939917
