episode,global_step,fading_model,noise_std,episode_reward_bps_step,avg_reward_mbps,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rayleigh,0.249204,387317317.12165546,1.9365865856082773,9.480428627770754,11.899125509918914,1.997314420783039,39.94628841566078,6.072783517476153,0.028048669188462896,200,380.3468063127127,292.00756110618045,379.97738793932405,201.2522016220914,368.4666590369265,154.65053519259914,235.35173450521737,855.7244563243819,1.997314420783039,1.997314420783039,0.0
