episode,bs_beamformer,uav_trajectory,jammer_beamformer
1,0.2222241543587541,0.2222241543587541,0.2222241543587541
2,0.23799246448479663,0.23799246448479663,0.23799246448479663
3,0.2376024855925833,0.2376024855925833,0.2376024855925833
4,0.22854147495,0.22854147495,0.22854147495
5,0.24929500333210203,0.24929500333210203,0.24929500333210203
6,0.23047153328525571,0.23047153328525571,0.23047153328525571
7,0.30860256398712405,0.30860256398712405,0.30860256398712405
8,0.3298076723126209,0.3298076723126209,0.3298076723126209
9,0.36800648309290485,0.36800648309290485,0.36800648309290485
10,0.38081369944640125,0.38081369944640125,0.38081369944640125
11,0.4139227605610047,0.4139227605610047,0.4139227605610047
12,0.4470955037920543,0.4470955037920543,0.4470955037920543
13,0.46283906603390546,0.46283906603390546,0.46283906603390546
14,0.4959802590327844,0.4959802590327844,0.4959802590327844
15,0.49539813966451235,0.49539813966451235,0.49539813966451235
16,0.4904826159049478,0.4904826159049478,0.4904826159049478
17,0.4918772485057509,0.4918772485057509,0.4918772485057509
18,0.4629266733012836,0.4629266733012836,0.4629266733012836
19,0.4514480132539747,0.4514480132539747,0.4514480132539747
20,0.45482653953298785,0.45482653953298785,0.45482653953298785
21,0.4639294356239947,0.4639294356239947,0.4639294356239947
22,0.464230664993936,0.464230664993936,0.464230664993936
23,0.45934557123226305,0.45934557123226305,0.45934557123226305
24,0.44620964208440944,0.44620964208440944,0.44620964208440944
25,0.43017931439970025,0.43017931439970025,0.43017931439970025
26,0.42937607973457115,0.42937607973457115,0.42937607973457115
27,0.43150816809443343,0.43150816809443343,0.43150816809443343
28,0.4408048360467427,0.4408048360467427,0.4408048360467427
29,0.44804189288944435,0.44804189288944435,0.44804189288944435
30,0.4510458497061982,0.4510458497061982,0.4510458497061982
31,0.4443087723093567,0.4443087723093567,0.4443087723093567
32,0.42830480898375556,0.42830480898375556,0.42830480898375556
33,0.43550619071101515,0.43550619071101515,0.43550619071101515
34,0.4556678399830807,0.4556678399830807,0.4556678399830807
35,0.4668191451345494,0.4668191451345494,0.4668191451345494
36,0.4737723174485547,0.4737723174485547,0.4737723174485547
37,0.47289055007941605,0.47289055007941605,0.47289055007941605
38,0.4808678945156062,0.4808678945156062,0.4808678945156062
39,0.4800142891182367,0.4800142891182367,0.4800142891182367
40,0.4829676481787101,0.4829676481787101,0.4829676481787101
41,0.4793950928041591,0.4793950928041591,0.4793950928041591
42,0.4768143102799815,0.4768143102799815,0.4768143102799815
43,0.4712325785709323,0.4712325785709323,0.4712325785709323
44,0.47254748693333165,0.47254748693333165,0.47254748693333165
45,0.47081798869481273,0.47081798869481273,0.47081798869481273
46,0.47166622134095315,0.47166622134095315,0.47166622134095315
47,0.4725620618473918,0.4725620618473918,0.4725620618473918
48,0.4771150215689674,0.4771150215689674,0.4771150215689674
49,0.47646202996660497,0.47646202996660497,0.47646202996660497
50,0.4771621511650611,0.4771621511650611,0.4771621511650611
