label,avg_reward,std_reward,avg_secrecy,std_secrecy,avg_sensing,std_sensing,avg_violation
random_feasible,0.0,0.0,2.170771541122179,0.6958522992155178,42.00781279267595,0.9041932430030273,2.8504976157250895e-15
mappo_100,7.181209605935767,8.881784197001252e-16,1.8365522708747293,0.0,42.7662230030158,0.0,2.0816681711721685e-17
matd3_100,6.994947542442527,0.0,1.7025144165793378,0.0,41.83209192459363,0.0,7.126244039312724e-15
