run_type,run_index,seed,objective,secrecy,sensing
same_seed,0,0,0.9635814749565497,9.117370049074466,4.999999988390058
same_seed,1,0,0.9635814749565497,9.117370049074466,4.999999988390058
same_seed,2,0,0.9635814749565497,9.117370049074466,4.999999988390058
diff_seed,0,1,0.901555275709127,4.775536133557463,4.999999985664123
diff_seed,1,2,0.8828562568374878,3.466604839527169,4.999999983351169
diff_seed,2,3,0.9059302607611733,5.0817851353451315,4.999999981537457
