episode,violation
1,1.0449974219284286e-14
2,1.0309184061974009e-14
3,7.111949917870675e-15
4,6.187203527296958e-15
5,5.1217363683520034e-15
6,5.973763150812772e-15
7,6.328548796119548e-15
8,5.335107355897151e-15
9,1.407568506195389e-14
10,1.201289068220035e-14
11,1.2296622053931117e-14
12,1.2439563268351606e-14
13,1.1658105036893573e-14
14,1.343397615372055e-14
15,9.95231674849606e-15
16,4.90732454672127e-15
17,4.765493555325406e-15
18,4.90878171444109e-15
19,4.198308367620029e-15
20,3.0598440448059707e-15
21,9.668654765704333e-15
22,9.952177970617981e-15
23,6.257008799970265e-15
24,6.4696165091859826e-15
25,8.389400285579995e-15
26,6.754458103941374e-15
27,4.623523786051465e-15
28,4.9790727096876704e-15
29,4.341249582040518e-15
30,4.4824560729850305e-15
31,4.267905473476219e-15
32,4.767089500923305e-15
33,5.619740783835425e-15
34,5.619185672323112e-15
35,5.19230491935474e-15
36,4.979905376956139e-15
37,6.116426809477105e-15
38,5.973763150812772e-15
39,5.0501269832636805e-15
40,4.908573547623973e-15
41,5.7601839964505075e-15
42,5.119862866997949e-15
43,6.5415034500304615e-15
44,8.317235788979361e-15
45,7.677330993161036e-15
46,8.531508832732015e-15
47,6.113998196610737e-15
48,6.6135291687530185e-15
49,5.973346817178538e-15
50,6.4694083423688655e-15
51,6.399533680756519e-15
52,6.684583442329029e-15
53,6.4702410096373344e-15
54,6.256314910579874e-15
55,6.4705185653934905e-15
56,6.61269650148455e-15
57,7.252323741546718e-15
58,6.3277161288510794e-15
59,5.973763150812772e-15
60,6.257286355726421e-15
61,6.043845979242235e-15
62,6.4696858981250216e-15
63,6.4698246760030996e-15
64,6.043221478790883e-15
65,6.3985622356099725e-15
66,5.901043542699824e-15
67,6.611586278459925e-15
68,5.830266824879971e-15
69,6.185746359577138e-15
70,5.901459876334059e-15
71,6.043845979242235e-15
72,6.89615031745916e-15
73,6.82662260054201e-15
74,6.825998100090658e-15
75,6.257633300421617e-15
76,6.684167108694794e-15
77,6.2558291880066004e-15
78,6.185954526394255e-15
79,7.393946566125464e-15
80,6.256800633153148e-15
81,5.687672555154677e-15
82,5.191957974659545e-15
83,5.119585311241792e-15
84,5.40470446175334e-15
85,4.907602102477426e-15
86,5.192166141476662e-15
87,5.192027363598584e-15
88,5.547298731478634e-15
89,5.6877419440937164e-15
90,6.612280167850315e-15
91,5.547298731478634e-15
92,5.7592125513039605e-15
93,5.191957974659545e-15
94,5.0493637049342514e-15
95,5.405398351143731e-15
96,5.8317933815388304e-15
97,5.9034027666271526e-15
98,4.694994393261709e-15
99,6.257425133604499e-15
100,6.116218642659988e-15
