episode,epsilon,episode_reward_bps_step,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,rolling100_avg_R_sec_mbps
1,0.99527375,976955611.9469321,4.910289164512797,98.20578329025597,2.5511104778138516,4.910289164512797
2,0.99052375,919453602.5274236,4.622586715403357,92.45173430806715,2.5318702766237844,4.766437939958077
