episode,avg_crb,avg_pd,avg_reward,eval_avg_crb,eval_avg_pd,eval_avg_reward,eval_std_crb,eval_std_pd,eval_std_reward,uav_1/actor_grad_norm,uav_1/actor_loss,uav_1/critic_grad_norm,uav_1/critic_loss,uav_1/reward_mean,uav_1/reward_std,uav_2/actor_grad_norm,uav_2/actor_loss,uav_2/critic_grad_norm,uav_2/critic_loss,uav_2/reward_mean,uav_2/reward_std
1,0.023575901585006033,0.95125,0.5303510127972648,5729.527361846684,0.6281800000000001,0.28996636092649697,11256.907024534117,0.12027868306562056,0.10005803484331664,,,,,,,,,,,,
2,205.6620443724808,0.69375,-0.430971652735469,,,,,,,0.0,0.0,4.862883567810059,1.1391880512237549,0.08939523994922638,0.6096978187561035,0.0,0.0,7.887399673461914,1.9682247638702393,-0.02032630704343319,0.6609299778938293
3,0.10806762420119814,0.5842499999999999,0.3463467530363363,,,,,,,0.5512431859970093,0.9553347229957581,5.364249229431152,1.0096642971038818,0.07967886328697205,0.5325968861579895,0.7718335390090942,-0.13258282840251923,6.736249923706055,1.6515588760375977,0.07405537366867065,0.6449912786483765
4,12.965709931057761,0.7562499999999999,0.3744439154972777,,,,,,,0.0,0.0,4.407373428344727,0.9248183965682983,0.2787255048751831,0.5583170652389526,0.0,0.0,5.661655426025391,1.3775181770324707,0.19650299847126007,0.5984010100364685
5,1.730754803277254,0.795,0.15687092974839967,,,,,,,0.22653792798519135,0.8398220539093018,3.1690151691436768,0.7567404508590698,0.31623461842536926,0.5028639435768127,0.688386082649231,0.008213677443563938,6.0925822257995605,1.5579030513763428,0.15585362911224365,0.5509856939315796
6,0.7842194134152165,0.5085000000000001,-0.010079202834354303,,,,,,,0.0,0.0,2.3254733085632324,0.6843434572219849,0.12166129052639008,0.4977646470069885,0.0,0.0,5.600427627563477,1.220664620399475,0.09382469207048416,0.5433852672576904
7,48.24090311195716,0.95375,-0.011376659157264633,,,,,,,0.44628164172172546,0.7135629057884216,2.37581467628479,0.6074105501174927,0.18618986010551453,0.45335566997528076,0.6293952465057373,0.049758318811655045,6.314266681671143,1.286704182624817,0.16533371806144714,0.4036228358745575
8,0.9723114164637922,0.8332499999999999,0.8132110355592032,,,,,,,0.0,0.0,2.0808968544006348,0.8113255500793457,0.19640280306339264,0.5319564938545227,0.0,0.0,4.719094753265381,1.1624420881271362,0.215256467461586,0.5423522591590881
9,0.01880655773046874,0.532,0.8072064382798041,,,,,,,0.22298085689544678,0.7110632658004761,1.8872896432876587,0.8042666912078857,0.1890859454870224,0.539271891117096,0.8246457576751709,0.11306730657815933,4.389461040496826,1.10843026638031,0.2696787118911743,0.575748860836029
10,26.941783113011528,0.7194999999999999,0.020726141184288213,,,,,,,0.0,0.0,2.178464889526367,0.7617624998092651,0.27262750267982483,0.5695301294326782,0.0,0.0,5.445166110992432,1.8957370519638062,0.11850442737340927,0.670181393623352
11,0.017826403552510087,0.8284999999999999,0.9234236728995593,,,,,,,0.2584340572357178,0.7160398960113525,2.6164023876190186,0.6200815439224243,0.3734239935874939,0.5346197485923767,0.8211487531661987,0.20153512060642242,3.416555881500244,0.9843097925186157,0.389495849609375,0.5574325919151306
12,0.891877343805175,0.83825,0.46319908992349823,,,,,,,0.0,0.0,1.9136667251586914,0.8613287210464478,0.28871577978134155,0.6388591527938843,0.0,0.0,4.042642116546631,1.2719287872314453,0.3059549927711487,0.5865358114242554
13,0.5919715945639699,0.8335000000000001,0.7293361712598367,,,,,,,0.16259706020355225,0.6293571591377258,2.651887893676758,0.8375822901725769,0.43400120735168457,0.5700616240501404,0.662346363067627,0.19097590446472168,3.441990375518799,1.1387879848480225,0.3845635652542114,0.6107410788536072
14,0.017256163317945473,0.77775,0.9919298600072004,,,,,,,0.0,0.0,2.699697971343994,0.5413542985916138,0.4500879645347595,0.5108627676963806,0.0,0.0,3.8371853828430176,1.1157363653182983,0.33921775221824646,0.5535670518875122
15,0.19469509445392666,0.885,0.6441946847057936,,,,,,,0.27102428674697876,0.5724340677261353,2.3594651222229004,0.9237080216407776,0.38056132197380066,0.6932804584503174,1.0003376007080078,0.2588461637496948,2.9418857097625732,0.7886297702789307,0.38725146651268005,0.5269421339035034
16,0.06856227277738842,0.5072500000000001,0.2517987677495138,,,,,,,0.0,0.0,3.904658794403076,0.8111841082572937,0.5525470972061157,0.5221066474914551,0.0,0.0,2.719770669937134,0.7325462698936462,0.4783298969268799,0.4915910065174103
17,0.2668242066226719,0.903,0.4359033806303709,,,,,,,0.144892156124115,0.4703247547149658,2.3651280403137207,0.6551127433776855,0.4788132309913635,0.532615602016449,0.8483214974403381,0.28112441301345825,2.3068182468414307,0.6008200645446777,0.46765097975730896,0.4722689688205719
18,2.260509624913537,0.95,0.49896801838124966,,,,,,,0.0,0.0,2.274205207824707,0.6243362426757812,0.43375080823898315,0.5473384261131287,0.0,0.0,2.2511844635009766,0.7349329590797424,0.4869547486305237,0.5540310144424438
