episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,epsilon,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
1,200,rician,velocity,True,False,full,True,False,False,False,500.0,0.905475,979.6882070716896,4.898441035358448,10.041531179442122,7.821657865625169,5.176334895040244,103.52669790080489,2.5532183047138624,0.2725,200,59.104838102684454,54.527650185057226,17.000638839840885,36.54158188066922,158.61049370467381,253.36039823592466,228.18812207802165,699.7854233129966,5.176334895040244,5.176334895040244,0.0
2,400,rician,velocity,True,False,full,True,False,False,False,500.0,0.8104750000000001,978.8620306781071,4.894310153390536,8.338319225288771,5.139997892471975,5.192753344955959,103.85506689911917,2.541894965423106,0.25,200,67.23560036602004,41.46003840758245,51.29738266025483,14.85294134091394,639.079228742711,403.4010823726213,926.2391019569303,1005.9995208471854,5.184544119998101,5.184544119998101,0.0
3,600,rician,velocity,True,False,full,True,False,False,False,500.0,0.7154750000000001,1084.4001633509185,5.422000816754593,8.220261128094744,5.189226671112514,5.712118523101224,114.24237046202448,2.654488855825305,0.28375,200,89.83057435037513,63.21703996813391,74.37242248194362,40.205324860263026,663.4748683864342,207.0812252208055,626.2347389224137,88.92061131146352,5.360402254365809,5.360402254365809,0.0
4,800,rician,velocity,True,False,full,True,False,False,False,500.0,0.620475,1139.3924530614931,5.696962265307466,8.985338355918005,4.59526974945795,6.102927824614729,122.05855649229458,2.6338872876706865,0.31125,200,55.418299194103874,83.68695936930888,17.409354984291728,30.84110874998443,359.6529777725134,476.60204704609185,546.4595033395433,759.3190743890327,5.546033646928039,5.546033646928039,0.0
5,1000,rician,velocity,True,False,full,True,False,False,False,500.0,0.525475,1363.6075713314772,6.818037856657386,9.832800335213863,4.489581080582367,7.116557313466903,142.3311462693381,2.7239980417682386,0.295,200,83.35515615586962,92.54294423155838,37.32662500614798,34.76413655661088,195.80666800048581,289.92420799214375,542.4904210722183,410.9968267873201,5.860138380235812,5.860138380235812,0.0
