episode,secrecy
1,0.5647857007301287
2,0.5647857007301287
3,0.5647857007301287
4,0.5647857007301287
5,0.6173958139680323
6,0.6173958139680323
7,0.5239678908873094
8,0.5239678908873094
9,0.7977253933756786
10,0.7977253933756786
11,1.04414951911036
12,1.04414951911036
13,1.171816626530916
14,1.171816626530916
15,1.1635848286285115
16,1.1635848286285115
17,1.04229211255201
18,1.04229211255201
19,0.798009626859659
20,0.798009626859659
21,0.7155292286430018
22,0.7155292286430018
23,0.7066774047278688
24,0.7066774047278688
25,0.7014039035077352
26,0.7014039035077352
27,0.7053027660914983
28,0.7053027660914983
29,0.702888278004449
30,0.702888278004449
31,0.6968338054048169
32,0.6968338054048169
33,0.692798435473603
34,0.692798435473603
35,0.6938092717089035
36,0.6938092717089035
37,0.6950586352742141
38,0.6950586352742141
39,0.699396247918827
40,0.699396247918827
41,0.7306610719275055
42,0.7306610719275055
43,0.7328061262759136
44,0.7328061262759136
45,0.7359824979248605
46,0.7359824979248605
47,0.7398941430914684
48,0.7398941430914684
49,0.7424416967538693
50,0.7424416967538693
51,0.7450989031655147
52,0.7450989031655147
53,0.749443812407805
54,0.749443812407805
55,0.7589226707499499
56,0.7589226707499499
57,0.8876094472612109
58,0.8876094472612109
59,1.2418599387265776
60,1.2418599387265776
61,1.7214003057680771
62,1.7214003057680771
63,2.329336909308301
64,2.329336909308301
65,2.909598280575077
66,2.909598280575077
67,3.042738162418422
68,3.042738162418422
69,3.091730048478323
70,3.091730048478323
71,3.1446974212963186
72,3.1446974212963186
73,3.547202115396045
74,3.547202115396045
75,2.284542125897292
76,2.284542125897292
77,1.6126999525105352
78,1.6126999525105352
79,0.6030642918467479
80,0.6030642918467479
81,0.5870966520544687
82,0.5870966520544687
83,0.5433317136858343
84,0.5433317136858343
85,0.5238881050866128
86,0.5238881050866128
87,0.5153384927720805
88,0.5153384927720805
89,0.5097244509817385
90,0.5097244509817385
91,0.5099257628557168
92,0.5099257628557168
93,0.5116496162925758
94,0.5116496162925758
95,0.5147293677533328
96,0.5147293677533328
97,0.520764101487813
98,0.520764101487813
99,0.5299389302740312
100,0.5299389302740312
101,0.5771817661556959
102,0.5771817661556959
103,0.5818737161560898
104,0.5818737161560898
105,0.5926923948109615
106,0.5926923948109615
107,0.593932624544465
108,0.593932624544465
109,0.5946234068325974
110,0.5946234068325974
111,0.5967052746454387
112,0.5967052746454387
113,0.5959823045830401
114,0.5959823045830401
115,0.5965903741775835
116,0.5965903741775835
117,0.5946498408191155
118,0.5946498408191155
119,0.5855969106400791
120,0.5855969106400791
121,0.5789004111930445
122,0.5789004111930445
123,0.5698394627600741
124,0.5698394627600741
125,0.5753649362125813
126,0.5753649362125813
127,0.582942308538913
128,0.582942308538913
129,0.5890359608395395
130,0.5890359608395395
131,0.5914341135118925
132,0.5914341135118925
133,0.5983307524228405
134,0.5983307524228405
135,0.612190360493439
136,0.612190360493439
137,0.4809312715147352
138,0.4809312715147352
139,0.4743668627803115
140,0.4743668627803115
141,0.45976217334478947
142,0.45976217334478947
143,0.4375393685197817
144,0.4375393685197817
145,0.4124836381653633
146,0.4124836381653633
147,0.3968985354261379
148,0.3968985354261379
149,0.39572191715284033
150,0.39572191715284033
151,0.39572567436966144
152,0.39572567436966144
153,0.3954981837376897
154,0.3954981837376897
155,0.39526300385740354
156,0.39526300385740354
157,0.39531172538842435
158,0.39531172538842435
