episode,agent,policy_loss,value_loss,entropy,approx_kl,grad_norm,reward_mean,reward_std,pre_tanh_mean,pre_tanh_std,pre_tanh_max,adv_mean,adv_std,adv_max,output_weight_norm,output_bias_norm,output_weight_g,output_weight_v_norm
9,bs_beamformer,1.3881362974643708e-07,9178.99775390625,56.88904914855957,0.0,1489.545849609375,6.987914562225342,0.2950160503387451,0.8214574481204036,1.0202927389358516,3.472256660461426,-1.4062970876693726e-07,18.914365768432617,0.4542810320854187,0.10832633823156357,0.050579581409692764,0.016197310760617256,0.5001952648162842
9,uav_trajectory,6.78468495607376e-08,9084.90361328125,21.26148452758789,0.0,1476.204638671875,6.976661682128906,0.30403560400009155,0.8212110205503802,1.0232182156231,3.462639808654785,-7.078051567077637e-08,18.869140625,0.45611947774887085,0.07336056232452393,0.03711017966270447,0.018011124804615974,0.3052428364753723
9,jammer_beamformer,-3.939494490623474e-08,9143.96396484375,56.76111602783203,0.0,1482.4086791992188,6.9996466636657715,0.2899739146232605,0.8332289833112154,1.0393801532794795,4.14750337600708,3.818422555923462e-08,19.336278915405273,0.44361352920532227,0.10805531591176987,0.057419270277023315,0.01613738387823105,0.4874497354030609
10,bs_beamformer,9.867362678050995e-08,8941.076953125,56.90772323608398,0.0,1473.7661743164062,6.969395637512207,0.30282750725746155,0.8258758726802189,1.036284179845651,3.61669921875,-9.406358003616333e-08,18.679031372070312,0.4409369230270386,0.11437295377254486,0.05605122074484825,0.016798287630081177,0.5402147769927979
10,uav_trajectory,-3.532273694872856e-07,8750.09658203125,21.255385208129884,0.0,1454.3149780273438,6.922529220581055,0.3258747458457947,0.819417798742652,1.0270553808749041,3.7141621112823486,3.5390257835388184e-07,18.968107223510742,0.47400322556495667,0.07971733063459396,0.042441435158252716,0.019351456314325333,0.3214467763900757
10,jammer_beamformer,-5.578156560659409e-07,8912.46474609375,56.7831916809082,0.0,1470.0243896484376,6.985655307769775,0.2230149209499359,0.8211181618703995,1.02226537469708,3.9790098667144775,5.606561899185181e-07,18.859939575195312,0.446597695350647,0.11021505296230316,0.060936879366636276,0.016172558069229126,0.5261072516441345
11,bs_beamformer,1.0891817510128022e-07,8745.90078125,56.9224739074707,0.0,1459.5580932617188,6.959164142608643,0.23351030051708221,0.8458831658542622,1.06207989159763,4.123109817504883,-1.126900315284729e-07,18.756961822509766,0.41782379150390625,0.12112806737422943,0.062150441110134125,0.017410874366760254,0.5694645047187805
11,uav_trajectory,-2.6659108698368073e-08,8735.91826171875,21.26031913757324,0.0,1457.3909301757812,6.971256256103516,0.23195090889930725,0.8724851376793037,1.0868362692232374,4.757914066314697,2.60770320892334e-08,18.919607162475586,0.46097782254219055,0.08328483253717422,0.04651636630296707,0.01973639614880085,0.33521518111228943
11,jammer_beamformer,-3.5902485251426694e-08,8665.974609375,56.81692352294922,0.0,1450.4613525390625,6.952144145965576,0.29319867491722107,0.8331981860465603,1.0389715633521728,3.656735420227051,3.259629011154175e-08,19.09662437438965,0.4366295337677002,0.11321146041154861,0.06449781358242035,0.016299115493893623,0.5588945150375366
12,bs_beamformer,-2.1117739379405975e-07,8601.2890625,56.930301666259766,0.0,1447.9592163085938,6.963939189910889,0.23351265490055084,0.8470717702102848,1.0542659166571282,3.580487012863159,2.1141022443771362e-07,18.999420166015625,0.4388485252857208,0.1271352469921112,0.06841445714235306,0.0179120022803545,0.5942886471748352
12,uav_trajectory,1.785578206181526e-07,8471.44208984375,21.27026710510254,0.0,1436.582373046875,6.936636924743652,0.2945355772972107,0.8532726194059166,1.0685299304830747,4.064867973327637,-1.7601996660232544e-07,18.836339950561523,0.4585897922515869,0.08348013460636139,0.04688503220677376,0.01963115483522415,0.34485024213790894
12,jammer_beamformer,-1.1194497346878052e-07,8533.07529296875,56.83950424194336,0.0,1442.2286987304688,6.95845890045166,0.2440546154975891,0.8257704799686326,1.0368762575969752,3.6210579872131348,1.1734664440155029e-07,18.88650894165039,0.47071197628974915,0.11987529695034027,0.07055064290761948,0.017117828130722046,0.5856180787086487
13,bs_beamformer,4.952773451805114e-07,8399.8302734375,56.95091705322265,0.0,1431.0869750976562,6.944720268249512,0.2934025526046753,0.8464204501000641,1.061187597216172,4.47615385055542,-4.973262548446655e-07,19.089614868164062,0.45956099033355713,0.12946681678295135,0.07129758596420288,0.018043989315629005,0.6133236289024353
13,uav_trajectory,4.184432327747345e-07,8301.57216796875,21.276866722106934,0.0,1423.2187622070312,6.934003829956055,0.25285521149635315,0.8535252645413081,1.0653217580559955,4.342696666717529,-4.2282044887542725e-07,18.686729431152344,0.44906702637672424,0.08536726981401443,0.04885346069931984,0.019812315702438354,0.35027068853378296
13,jammer_beamformer,-6.747432053089142e-08,8308.2009765625,56.85212440490723,0.0,1423.4701293945313,6.943120956420898,0.22772499918937683,0.8231977481571957,1.0314777117573535,4.58036994934082,7.264316082000732e-08,18.917247772216797,0.46524298191070557,0.12708680331707,0.07710397243499756,0.01805846020579338,0.6053701639175415
14,bs_beamformer,-2.8721988201141355e-07,8249.18125,56.98045616149902,0.0,1418.9658081054688,6.949342727661133,0.23720301687717438,0.8370217854416696,1.046239377340395,4.021272659301758,2.8870999813079834e-07,18.98348045349121,0.44578200578689575,0.13045363128185272,0.07302902638912201,0.017894161865115166,0.6306604146957397
14,uav_trajectory,-3.213062882423401e-09,8190.05712890625,21.28594226837158,0.0,1412.828564453125,6.941059589385986,0.24052251875400543,0.8534300488404308,1.0728365351480238,3.9227993488311768,4.6566128730773926e-09,19.11392593383789,0.4547246992588043,0.0861910954117775,0.05066816881299019,0.019635720178484917,0.358096718788147
14,jammer_beamformer,1.0351650416851044e-07,8124.13828125,56.86356811523437,0.0,1407.5203491210937,6.930062294006348,0.2412291020154953,0.8685587915682117,1.0763191649543298,3.751706838607788,-1.0523945093154907e-07,18.855531692504883,0.43763935565948486,0.13203084468841553,0.082365021109581,0.018573561683297157,0.6242969632148743
15,bs_beamformer,-1.3820827007293702e-07,8056.860693359375,57.014714050292966,0.0,1401.8484741210937,6.932743549346924,0.24708285927772522,0.8415285659910878,1.052316550345112,3.908914566040039,1.4156103134155273e-07,19.06044578552246,0.43314415216445923,0.13113471865653992,0.07516847550868988,0.017423849552869797,0.651882529258728
15,uav_trajectory,-3.8444995880126954e-07,8129.79443359375,21.29817485809326,0.0,1409.1748168945312,6.97144889831543,0.21779491007328033,0.8363279064962019,1.0509158061682535,3.429309368133545,3.8463622331619263e-07,18.84779167175293,0.43231838941574097,0.08580555021762848,0.051275331526994705,0.019354376941919327,0.3676259219646454
15,jammer_beamformer,1.8239952623844146e-07,7989.758447265625,56.87913589477539,0.0,1395.8271850585938,6.935121536254883,0.23034806549549103,0.8288686776985414,1.0348307526387392,3.90427565574646,-1.816079020500183e-07,18.86457633972168,0.44613608717918396,0.13323037326335907,0.08377397060394287,0.018528448417782784,0.6445369124412537
16,bs_beamformer,-4.8242509365081784e-08,7877.821435546875,57.03938522338867,0.0,1386.6539916992188,6.924414157867432,0.2635067105293274,0.8383805816877866,1.0539825352563386,4.057167053222656,4.6566128730773926e-08,18.809816360473633,0.4923209846019745,0.13233494758605957,0.07710330933332443,0.017162293195724487,0.6746451258659363
16,uav_trajectory,1.0440126061439514e-07,7896.1091796875,21.308301544189455,0.0,1388.5609741210938,6.9404377937316895,0.23260653018951416,0.863292086844643,1.0802936627325466,4.368407726287842,-1.043081283569336e-07,18.746440887451172,0.433400958776474,0.08956185728311539,0.05504867434501648,0.020270733162760735,0.3767331838607788
16,jammer_beamformer,-2.0368024706840514e-07,7932.93525390625,56.88896713256836,0.0,1391.0527709960938,6.963794708251953,0.19969163835048676,0.8161463154947851,1.0164881450029164,4.133962154388428,2.0209699869155884e-07,18.957622528076172,0.4647785425186157,0.1330174058675766,0.08370989561080933,0.018306218087673187,0.6661095023155212
17,bs_beamformer,2.166256308555603e-07,7742.16123046875,57.039085388183594,0.0,1375.2727905273437,6.9240264892578125,0.23992832005023956,0.8496943215061911,1.062144854405807,3.8092191219329834,-2.207234501838684e-07,18.628849029541016,0.443312406539917,0.1344720870256424,0.07921101897954941,0.017396418377757072,0.6958362460136414
17,uav_trajectory,6.416812539100648e-08,7736.0134765625,21.315901374816896,0.0,1373.9876953125,6.937256813049316,0.21690064668655396,0.8420026026808968,1.0474184881221271,3.8726274967193604,-6.891787052154541e-08,18.834720611572266,0.4357913136482239,0.09483569860458374,0.05969200283288956,0.02173011377453804,0.39022982120513916
17,jammer_beamformer,2.0954757928848267e-08,7672.778759765625,56.896966552734376,0.0,1367.88515625,6.927370071411133,0.2523256540298462,0.8526789569561369,1.0682554874114452,3.8419907093048096,-1.3969838619232178e-08,18.80794906616211,0.4700702130794525,0.13599440455436707,0.0865895226597786,0.018562650308012962,0.6846637725830078
18,bs_beamformer,-1.0626390576362609e-07,7575.039404296875,57.02809219360351,0.0,1359.3231323242187,6.920748710632324,0.2362316995859146,0.848355992520228,1.060966464754394,4.361334323883057,1.0989606380462646e-07,18.822172164916992,0.48116832971572876,0.13740280270576477,0.08205829560756683,0.01798272505402565,0.7143181562423706
18,uav_trajectory,2.221670001745224e-07,7625.658056640625,21.31862678527832,0.0,1363.8938110351562,6.9425787925720215,0.21783661842346191,0.8496554660468052,1.0603878351252813,4.110137939453125,-2.2258609533309937e-07,18.87783432006836,0.4450605511665344,0.09586713463068008,0.060528505593538284,0.022091958671808243,0.40139850974082947
18,jammer_beamformer,4.437752068042755e-08,7577.71650390625,56.90049781799316,0.0,1358.7361450195312,6.938162803649902,0.23778876662254333,0.8627564658543561,1.0760860154206624,4.792771339416504,-5.122274160385132e-08,18.952037811279297,0.43961238861083984,0.1390845626592636,0.09008491784334183,0.018779093399643898,0.7041104435920715
19,bs_beamformer,-5.467329174280166e-07,7497.813916015625,57.02582054138183,0.0,1351.796240234375,6.9351487159729,0.22980262339115143,0.8638260746030137,1.0782402493815897,3.7858893871307373,5.476176738739014e-07,19.00088119506836,0.4349954426288605,0.13674362003803253,0.08268411457538605,0.018167901784181595,0.7317110896110535
19,uav_trajectory,-2.469867467880249e-07,7470.712646484375,21.32212562561035,0.0,1349.7370239257812,6.940688610076904,0.2079009860754013,0.845856619561091,1.064461369951829,3.7490341663360596,2.505257725715637e-07,18.835617065429688,0.42624661326408386,0.09469440579414368,0.05970879644155502,0.021604178473353386,0.40830087661743164
19,jammer_beamformer,-3.454508259892464e-07,7475.75126953125,56.90937194824219,0.0,1349.47861328125,6.954155445098877,0.20628218352794647,0.8513211579606869,1.0549638448156458,3.5854201316833496,3.3993273973464966e-07,19.009401321411133,0.45959779620170593,0.14311374723911285,0.0944494903087616,0.018953615799546242,0.7240288257598877
20,bs_beamformer,3.626104444265366e-07,7337.6828125,57.03361511230469,0.0,1337.1117309570313,6.931870937347412,0.23388908803462982,0.8370056596712093,1.04825483573882,3.7277283668518066,-3.604218363761902e-07,18.92226791381836,0.4560129642486572,0.13576552271842957,0.08326517790555954,0.01813647523522377,0.7525594234466553
20,uav_trajectory,6.654299795627594e-08,7269.575341796875,21.330625915527342,0.0,1331.0161254882812,6.918367385864258,0.22022727131843567,0.843928014765804,1.0524299416358467,3.8532257080078125,-7.078051567077637e-08,18.766883850097656,0.445938378572464,0.08909996598958969,0.0549730621278286,0.020247677341103554,0.41747987270355225
20,jammer_beamformer,-2.942979335784912e-07,7199.39833984375,56.91260414123535,0.0,1324.0204467773438,6.906368732452393,0.24860084056854248,0.8594104154446395,1.0731453007231437,4.1860551834106445,2.942979335784912e-07,18.817691802978516,0.4307933747768402,0.14771075546741486,0.09946533292531967,0.019312310963869095,0.7417114973068237
21,bs_beamformer,1.2852251529693604e-08,7119.363037109375,57.051617813110354,0.0,1316.520703125,6.899982929229736,0.22678428888320923,0.8491993031108286,1.060218517421199,4.233031272888184,-9.313225746154785e-09,18.835599899291992,0.4507380425930023,0.13519194722175598,0.08482050895690918,0.017900673672556877,0.7683972120285034
21,uav_trajectory,1.923646777868271e-07,7138.687744140625,21.334226989746092,0.0,1317.8844604492188,6.916463851928711,0.23321515321731567,0.8501822791673864,1.0518727069002334,3.1345181465148926,-1.9185245037078857e-07,18.96434211730957,0.42336782813072205,0.08415026217699051,0.05078732594847679,0.01905328780412674,0.43621230125427246
21,jammer_beamformer,-8.172355592250824e-08,7069.468603515625,56.924229049682616,0.0,1311.2302734375,6.904789924621582,0.2552889287471771,0.8634892089257482,1.0693119675754408,3.9595446586608887,8.195638656616211e-08,18.91808319091797,0.4600728750228882,0.14932368695735931,0.10236883908510208,0.019344154745340347,0.7597420811653137
22,bs_beamformer,1.6102567315101624e-07,7033.3732421875,57.05948143005371,0.0,1308.5844482421876,6.914299964904785,0.21918393671512604,0.8424933132377919,1.0531713601682564,4.0295233726501465,-1.6670674085617065e-07,18.7742919921875,0.4377222955226898,0.13508428633213043,0.08631233870983124,0.017583465203642845,0.7852737307548523
22,uav_trajectory,1.62515789270401e-07,7040.168017578125,21.342720603942873,0.0,1308.7606689453125,6.926901340484619,0.22889648377895355,0.8343311136184881,1.040946142317174,4.141376972198486,-1.6670674085617065e-07,18.908763885498047,0.4294552505016327,0.08341404795646667,0.050204262137413025,0.01870383508503437,0.4600532650947571
22,jammer_beamformer,-2.550426870584488e-07,6935.586767578125,56.94373779296875,0.0,1299.1385498046875,6.906269073486328,0.2759680151939392,0.859972248142818,1.0733714287942058,3.7513506412506104,2.551823854446411e-07,18.65115737915039,0.4418617784976959,0.14853441715240479,0.10278891026973724,0.019050350412726402,0.7775074243545532
23,bs_beamformer,-3.700144588947296e-07,6899.982568359375,57.068837356567386,0.0,1295.484033203125,6.914003849029541,0.22021348774433136,0.848747341284412,1.059905680149815,3.9799258708953857,3.6973506212234497e-07,18.837644577026367,0.440272718667984,0.13333307206630707,0.08615104854106903,0.017142385244369507,0.8019200563430786
23,uav_trajectory,-1.3257376849651336e-07,6845.703564453125,21.356999015808107,0.0,1290.5992431640625,6.90272855758667,0.22240805625915527,0.8252468140920003,1.0247489138951924,4.164751052856445,1.30385160446167e-07,18.66636848449707,0.45721879601478577,0.08314549177885056,0.04990733414888382,0.01859454996883869,0.4809279441833496
23,jammer_beamformer,-2.0135194063186644e-07,6755.892578125,56.968130111694336,0.0,1280.792578125,6.882981777191162,0.24315108358860016,0.8532990387167083,1.0676338556053087,4.177492618560791,2.039596438407898e-07,18.847206115722656,0.4776170551776886,0.15005852282047272,0.1045396476984024,0.01912158727645874,0.7913209199905396
24,bs_beamformer,-3.9376318454742433e-07,6732.696142578125,57.06469192504883,0.0,1279.2903076171874,6.897145748138428,0.2296598106622696,0.849525057298597,1.0601103760896151,4.073153495788574,3.986060619354248e-07,18.71843910217285,0.4468768835067749,0.13599446415901184,0.09032504260540009,0.017187904566526413,0.8160280585289001
24,uav_trajectory,-4.055909812450409e-08,6606.64873046875,21.376992607116698,0.0,1267.3470458984375,6.865529537200928,0.26096463203430176,0.8316265192913512,1.0307463260703638,3.7294797897338867,4.0978193283081055e-08,18.517215728759766,0.4541412591934204,0.08192402124404907,0.050160568207502365,0.018196046352386475,0.4957728385925293
24,jammer_beamformer,1.9543804228305816e-07,6625.8474609375,56.987967300415036,0.0,1268.1197998046875,6.883169174194336,0.21958640217781067,0.8452485565816751,1.0609565584914464,4.207242488861084,-1.9185245037078857e-07,18.79960823059082,0.44667789340019226,0.15083777904510498,0.10497350990772247,0.01918051950633526,0.8001148700714111
25,bs_beamformer,-1.7543788999319077e-07,6582.868310546875,57.077812576293944,0.0,1264.7045532226562,6.898053169250488,0.23126856982707977,0.8513016962588299,1.0719002407827172,3.8107221126556396,1.73225998878479e-07,18.636629104614258,0.4388972520828247,0.14390964806079865,0.09766647964715958,0.018056055530905724,0.8278643488883972
25,uav_trajectory,3.198627382516861e-07,6527.574658203125,21.375358200073244,0.0,1258.9434326171875,6.884544849395752,0.2435581237077713,0.8481000236204514,1.0524086640091914,3.5334250926971436,-3.1944364309310913e-07,18.65948486328125,0.477506160736084,0.08250094950199127,0.0529615692794323,0.017915526404976845,0.5091827511787415
25,jammer_beamformer,-1.2335367500782012e-07,6446.752783203125,57.00799903869629,0.0,1250.211767578125,6.865250587463379,0.23078539967536926,0.8595478159744525,1.065970086926576,4.092411518096924,1.2293457984924316e-07,18.752586364746094,0.48201319575309753,0.14922994375228882,0.10338861495256424,0.018845519050955772,0.8156484961509705
26,bs_beamformer,-5.718320608139038e-08,6371.20576171875,57.099364852905275,0.0,1242.5791625976562,6.864293575286865,0.24082952737808228,0.8582451425475301,1.072487025982511,3.9394917488098145,5.4016709327697754e-08,18.793609619140625,0.4475625455379486,0.14906170964241028,0.10299400240182877,0.01857040263712406,0.841480016708374
26,uav_trajectory,1.759268343448639e-07,6457.22880859375,21.377014541625975,0.0,1251.4726318359376,6.90327262878418,0.23775243759155273,0.8658230006564408,1.082353237739882,4.11501407623291,-1.7601996660232544e-07,18.774818420410156,0.45926108956336975,0.08434560894966125,0.05546468123793602,0.017454620450735092,0.5189045071601868
26,jammer_beamformer,7.471535354852676e-08,6376.6796875,57.01819953918457,0.0,1242.2042724609375,6.88621187210083,0.25442934036254883,0.8474626556024887,1.0599276393746473,4.175666332244873,-7.171183824539185e-08,18.977251052856445,0.46589186787605286,0.1493317037820816,0.10410457849502563,0.018467159941792488,0.8376697897911072
27,bs_beamformer,1.7974525690078735e-07,6282.18203125,57.125204467773436,0.0,1233.6046508789063,6.871541500091553,0.25489792227745056,0.852774208012037,1.0721687321603741,4.10703182220459,-1.8347054719924927e-07,18.751529693603516,0.47344931960105896,0.1500658392906189,0.10570444911718369,0.018583010882139206,0.8535835146903992
27,uav_trajectory,-2.1983869373798371e-07,6308.397119140625,21.378928565979002,0.0,1236.3566162109375,6.893119812011719,0.23887377977371216,0.8596412710528821,1.0724526939017673,3.6157755851745605,2.169981598854065e-07,18.73218536376953,0.43732795119285583,0.08433763682842255,0.05596096068620682,0.016690053045749664,0.5287175178527832
27,jammer_beamformer,1.057283952832222e-07,6178.471240234375,57.017835998535155,0.0,1223.0677368164063,6.856980323791504,0.22770564258098602,0.8467292781219585,1.059176110061928,3.8653197288513184,-9.96515154838562e-08,18.629131317138672,0.43988028168678284,0.1503971815109253,0.106825090944767,0.018519286066293716,0.8615619540214539
28,bs_beamformer,-1.667998731136322e-07,6142.544775390625,57.15055618286133,0.0,1219.6785766601563,6.869045257568359,0.2543482780456543,0.8624804430464865,1.0799055119725645,3.9419891834259033,1.648440957069397e-07,18.595977783203125,0.4356616735458374,0.14958584308624268,0.1082388162612915,0.018407849594950676,0.8719664216041565
28,uav_trajectory,3.3155083656311036e-08,6139.32578125,21.371795082092284,0.0,1218.8610107421875,6.8723907470703125,0.23714640736579895,0.8636490020578106,1.0729492717811955,4.2770185470581055,-2.9802322387695312e-08,18.70849609375,0.4364943504333496,0.08661188185214996,0.05771385878324509,0.016707368195056915,0.5433924198150635
28,jammer_beamformer,2.0889565348625184e-07,6010.69375,57.01844825744629,0.0,1205.140966796875,6.837306022644043,0.23840555548667908,0.855760910619516,1.070716545975048,5.933797836303711,-2.1047890186309814e-07,18.715696334838867,0.4620489478111267,0.15008006989955902,0.10754478722810745,0.018276164308190346,0.8875848650932312
29,bs_beamformer,-2.515967935323715e-07,5991.42998046875,57.18266716003418,0.0,1203.2535522460937,6.851901531219482,0.2724514603614807,0.8662963918559253,1.0823884459366664,4.175166130065918,2.514570951461792e-07,18.72074317932129,0.44486570358276367,0.14788047969341278,0.10852218419313431,0.018127866089344025,0.8919931650161743
29,uav_trajectory,-2.0116567611694336e-07,5960.97421875,21.375007820129394,0.0,1200.1188110351563,6.847768783569336,0.2504841089248657,0.8463349931115906,1.0493777225014158,3.5531773567199707,1.993030309677124e-07,18.68476104736328,0.4681539535522461,0.09020501375198364,0.06042017042636871,0.017423463985323906,0.5580006241798401
29,jammer_beamformer,3.5706907510757444e-07,5905.597900390625,57.018897247314456,0.0,1194.384033203125,6.853082656860352,0.24780280888080597,0.8479294071754557,1.0593381483999997,4.139540672302246,-3.5762786865234375e-07,18.622581481933594,0.49486276507377625,0.15117213129997253,0.10922423005104065,0.01774093508720398,0.9102732539176941
30,bs_beamformer,3.664754331111908e-08,5821.474267578125,57.19722061157226,0.0,1185.1208984375,6.835046768188477,0.24004888534545898,0.8517720415580552,1.0645571175064454,3.9966540336608887,-4.6566128730773926e-08,18.70697593688965,0.4590032696723938,0.14547580480575562,0.10806988179683685,0.017652472481131554,0.9118167757987976
30,uav_trajectory,-2.5881454348564146e-07,5826.565087890625,21.383572387695313,0.0,1185.1640380859376,6.841434955596924,0.2590326964855194,0.8984900165187816,1.1069962920570233,3.266176700592041,2.5704503059387207e-07,18.822961807250977,0.4486476480960846,0.09133858978748322,0.060875311493873596,0.017530011013150215,0.5657914876937866
30,jammer_beamformer,-5.252659320831299e-08,5827.646044921875,57.031989669799806,0.0,1186.068212890625,6.864206314086914,0.24217063188552856,0.8618128519334713,1.0766195097281688,4.264742851257324,5.681067705154419e-08,18.62687873840332,0.44867128133773804,0.15357734262943268,0.11240706592798233,0.01744784601032734,0.9306712746620178
31,bs_beamformer,6.309710443019867e-09,5727.02060546875,57.213525390625,0.0,1174.895361328125,6.84744119644165,0.24465195834636688,0.8616996142250719,1.074663532196298,3.7502288818359375,-8.381903171539307e-09,18.708820343017578,0.46465739607810974,0.14880308508872986,0.11131400614976883,0.01779693365097046,0.937318742275238
31,uav_trajectory,-2.744141966104507e-07,5741.53466796875,21.392931365966795,0.0,1176.6072631835937,6.852158546447754,0.3023371994495392,0.8724284359030425,1.064587755389698,3.1972970962524414,2.738088369369507e-07,18.671527862548828,0.47033798694610596,0.09324929118156433,0.06174560263752937,0.01788262464106083,0.5700225830078125
