episode,avg_crb,avg_pd,avg_reward,uav_1/actor_grad_norm,uav_1/actor_loss,uav_1/critic_grad_norm,uav_1/critic_loss,uav_1/reward_mean,uav_1/reward_std,uav_2/actor_grad_norm,uav_2/actor_loss,uav_2/critic_grad_norm,uav_2/critic_loss,uav_2/reward_mean,uav_2/reward_std
1,0.7956948904967069,0.5225,-0.08272283863049487,,,,,,,,,,,,
2,0.08474329209025142,0.745,0.8531985335978034,,,,,,,,,,,,
3,1.3240691195797702,0.9737500000000001,0.03378585898142959,,,,,,,,,,,,
4,0.10171711411373463,0.65625,0.5807743081625631,,,,,,,,,,,,
5,0.06471426616513691,0.9199999999999999,0.6252075081371207,,,,,,,,,,,,
6,0.07253019949559297,0.8962499999999999,1.0130910754040725,,,,,,,,,,,,
7,0.05567602460196895,0.39125,0.270837656573994,0.0,0.0,4.792046546936035,0.6819798350334167,0.48094576597213745,0.4657551050186157,0.0,0.0,4.012016773223877,0.8717633485794067,0.49386414885520935,0.4828037619590759
8,7.058329799800424,0.9712500000000001,-0.352461965717391,0.37030214071273804,0.0611102357506752,3.8887453079223633,0.6982496380805969,0.3690813183784485,0.5343093276023865,1.0399953126907349,-0.3212962746620178,3.3493003845214844,0.9963725209236145,0.3547644317150116,0.5631961822509766
9,0.3028446927360975,1.0,0.6080870839114034,0.0,0.0,3.5485892295837402,0.6355404257774353,0.40832704305648804,0.5077320337295532,0.0,0.0,3.3278257846832275,0.8877158164978027,0.4140107333660126,0.5472882986068726
10,2.159222781051021,0.9787500000000001,0.5405170302841069,0.35572901368141174,-0.06710580736398697,2.974858045578003,0.6069694757461548,0.37174901366233826,0.5179237723350525,1.0915124416351318,-0.3101581633090973,3.1709909439086914,0.7616138458251953,0.47790277004241943,0.4922630488872528
11,0.1606336724221675,0.8174999999999999,0.2230211350750148,0.0,0.0,2.9677751064300537,0.5124040842056274,0.42844539880752563,0.4548502266407013,0.0,0.0,2.716191291809082,0.8536026477813721,0.3931325078010559,0.5509376525878906
12,0.09509109797487308,0.8400000000000001,0.9171642891595765,0.3827192187309265,-0.10289869457483292,3.52653431892395,0.5780783295631409,0.4591224789619446,0.5470461845397949,1.0839253664016724,-0.24597980082035065,2.2645344734191895,0.6985378265380859,0.4367866516113281,0.4724826216697693
13,0.013461018215251835,0.73125,0.8951503392732194,0.0,0.0,3.017868757247925,0.5889003276824951,0.47165530920028687,0.5061048269271851,0.0,0.0,3.151604175567627,0.7330906391143799,0.5407624244689941,0.4715732932090759
14,4.4220944293154885,0.635,0.2142481881384764,0.40998268127441406,-0.10026205331087112,3.080627918243408,0.6132778525352478,0.4609937369823456,0.5655286312103271,1.076878309249878,-0.3022890090942383,2.632669687271118,0.7248630523681641,0.5037747025489807,0.49124979972839355
15,1.4910725101832536,0.95375,-0.2623938650098144,0.0,0.0,1.9839175939559937,0.5925490856170654,0.34052684903144836,0.5639288425445557,0.0,0.0,2.1782727241516113,0.5621374845504761,0.4354642927646637,0.4573439657688141
16,1.1163253265374535,0.9049999999999999,0.16080866393183693,0.4653964936733246,-0.14476284384727478,2.041151762008667,0.49203866720199585,0.3831455707550049,0.459465354681015,1.1564878225326538,-0.27495047450065613,2.198150157928467,0.8089423179626465,0.48855310678482056,0.5557846426963806
17,0.20876352461614914,0.9887499999999999,0.9668670941470257,0.0,0.0,2.2825090885162354,0.6349503397941589,0.4180262088775635,0.5450879335403442,0.0,0.0,1.9680180549621582,0.7296124696731567,0.47027087211608887,0.5403346419334412
18,1.2510906953722096,0.9412499999999999,0.4115803014888386,0.45578840374946594,-0.2587399184703827,2.144127607345581,0.6279793977737427,0.4737476110458374,0.5648432970046997,1.029652714729309,-0.27835384011268616,1.8083372116088867,0.8487505316734314,0.43450385332107544,0.5879320502281189
