episode,global_step,algorithm,fading_model,hidden_dim,actor_lr,critic_lr,batch_size,exploration_noise,target_policy_noise,target_noise_clip,policy_delay,control_mode,role_switching,user_mobile,observation_mode,normalize_observations,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,avg_num_eves,avg_nearest_eve_distance,avg_mean_eve_distance,avg_max_eve_capacity,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps,critic_loss,actor_loss,replay_size
11,2200,TD3PG,rayleigh,64,0.001,0.001,64,0.29931281249999997,0.2,0.5,2,velocity,False,True,full,True,406.7906935353708,2.033953467676854,8.441560703488362,5.639646524153757,2.8835906652376653,27.0,202.83000606781675,789.5258720240774,5.639646524153757,,,57.6718133047533,6.721383283977715,0.47290644400505266,200,365.95410672491334,375.91817307662075,297.140406021434,312.74805958635136,556.0796871727769,572.9127469159374,215.78848732069358,586.8204536315536,3.66597892545672,3.66597892545672,0.0,7.108190536499023,-12.30374526977539,2200
12,2400,TD3PG,rayleigh,64,0.001,0.001,64,0.2992503125,0.2,0.5,2,velocity,False,True,full,True,1070.6361412494214,5.353180706247107,9.313578645290155,3.1355604176586778,6.178728661828193,15.0,671.6617306993579,1132.9914960584115,3.1355604176586778,,,123.57457323656386,6.904352578817663,0.4667155952370507,200,379.5333872793285,379.3152030308629,379.0426975064014,378.85944047193914,287.2711823916649,476.83498224571633,669.8806614900542,654.4135948651247,3.87537473682101,3.87537473682101,0.0,9.113306045532227,-15.587495803833008,2400
13,2600,TD3PG,rayleigh,64,0.001,0.001,64,0.2991878125,0.2,0.5,2,velocity,False,True,full,True,652.2128146053839,3.2610640730269194,7.480748745069525,2.8255914647387157,4.675169243615594,24.0,641.6110008436756,1210.668443032208,2.8255914647387157,,,93.50338487231188,6.907169829586358,0.4655843188692125,200,319.988232966543,379.50250020200167,296.50812987531265,379.06227191114425,789.9029491749702,512.2161710262952,645.8349082291908,361.1605125239932,3.9368973911898237,3.9368973911898237,0.0,7.250046253204346,-15.363371849060059,2600
14,2800,TD3PG,rayleigh,64,0.001,0.001,64,0.29912531249999996,0.2,0.5,2,velocity,False,True,full,True,409.77497550364666,2.0488748775182333,7.432767836543006,4.5462387535620605,2.967892072873543,23.0,404.6514119047742,914.1493721890085,4.5462387535620605,,,59.35784145747086,6.895767706199461,0.470134986419376,200,378.9692669924842,378.97382339110743,378.40998103645205,378.55712059031185,749.3186783497813,269.8223278260021,405.121991418477,811.3467796777505,3.8676827255958037,3.8676827255958037,0.0,26.703628540039062,-17.65289306640625,2800
15,3000,TD3PG,rayleigh,64,0.001,0.001,64,0.2990628125,0.2,0.5,2,velocity,False,True,full,True,134.96785465894473,0.6748392732947237,8.39563910316812,7.50992535770072,1.471381926448969,22.0,19.9865970834,376.95029337039267,7.50992535770072,,,29.42763852897938,6.905940677647701,0.4703765658378496,200,379.3122910876781,379.68227163940867,378.7918351771676,379.276887977846,501.75814489566267,132.31374531634435,19.414961769171978,342.7199638215352,3.707929338986015,3.707929338986015,0.0,7.096658706665039,-19.31995964050293,3000
16,3200,TD3PG,rayleigh,64,0.001,0.001,64,0.2990003125,0.2,0.5,2,velocity,False,True,full,True,184.48324562461318,0.9224162281230659,8.118694489024442,6.687020663407616,1.7316030110983975,27.0,137.0461952765257,534.2967172473228,6.687020663407616,,,34.63206022196795,6.90255760401051,0.46934179850250485,200,379.00950311404443,379.6835511594177,378.42764112689866,379.0972031236052,440.24156411242046,158.90810010930255,137.13717254131316,458.25488500855187,3.5844089434930386,3.5844089434930386,0.0,18.811296463012695,-20.103187561035156,3200
17,3400,TD3PG,rayleigh,64,0.001,0.001,64,0.2989378125,0.2,0.5,2,velocity,False,True,full,True,377.29921490851615,1.8864960745425807,7.373282587849748,3.7812391966162986,3.6810380847705577,21.0,580.5534592495637,1134.0339556548652,3.7812391966162986,,,73.62076169541116,6.900583624601634,0.47173761051276564,200,269.6257279876817,378.8718923365958,269.08869285277626,378.2775348575603,698.6618301172783,504.6427467930221,586.6702840645008,531.1460824789212,3.5900930106270104,3.5900930106270104,0.0,8.22047233581543,-21.18262481689453,3400
18,3600,TD3PG,rayleigh,64,0.001,0.001,64,0.2988753125,0.2,0.5,2,velocity,False,True,full,True,-85.83334042955731,-0.42916670214778657,7.961078482769792,8.672661618646599,0.4739990110629218,28.0,46.88068575412168,425.94814415546256,8.672661618646599,,,9.479980221258437,6.839691600107317,0.4726759029240406,200,373.5595361941078,379.41353151658456,365.70533683003123,379.0164907440973,528.936596145727,299.0544463522602,48.43449088605514,896.535227891916,3.4169766773178942,3.4169766773178942,0.0,8.653019905090332,-22.951387405395508,3600
19,3800,TD3PG,rayleigh,64,0.001,0.001,64,0.29881281249999997,0.2,0.5,2,velocity,False,True,full,True,77.26038843029175,0.3863019421514588,8.191322918457415,6.751107846250906,1.8038935732524393,13.0,137.730966760895,386.6543074670089,6.751107846250906,,,36.07787146504878,6.768038109910687,0.4770370401370742,200,364.44169977841636,313.63505250842064,361.8315759173997,289.3477152373724,496.93057325381113,95.20929211560812,137.67881672302968,760.8803667051677,3.332077566577607,3.332077566577607,0.0,10.1587553024292,-22.80290985107422,3800
20,4000,TD3PG,rayleigh,64,0.001,0.001,64,0.2987503125,0.2,0.5,2,velocity,False,True,full,True,339.2919176332749,1.6964595881663747,8.74934046012408,4.797180649250628,3.9688397354516365,33.0,314.81616698821244,956.7690347110221,4.797180649250628,,,79.37679470903272,6.906723867811344,0.47006030934395404,200,303.1731582576382,255.45359552954784,281.97049756325634,234.9316574735864,278.8432574175561,519.5685132986667,310.39359649567706,755.3411959433874,3.363915675021308,3.363915675021308,0.0,17.134475708007812,-23.171213150024414,4000
21,4200,TD3PG,rayleigh,64,0.001,0.001,64,0.2986878125,0.2,0.5,2,velocity,False,True,full,True,195.86338854716868,0.9793169427358435,7.906701216467546,5.610957537644416,2.472852768308065,23.0,87.07922752507854,459.99290149690387,5.610957537644416,,,49.45705536616131,6.857192171821778,0.4704526527062911,200,314.527887918955,379.06744927800673,292.57887681436193,378.674223955829,776.2832303925695,559.0999098601017,82.53147152738912,347.03156604229827,3.359423561446976,3.321484108034963,0.03793945341201299,46.03643035888672,-24.57883071899414,4200
22,4400,TD3PG,rayleigh,64,0.001,0.001,64,0.29862531249999996,0.2,0.5,2,velocity,False,True,full,True,273.83151137973124,1.3691575568986563,7.480760699434049,4.895237471879398,2.7189852039547278,24.0,301.69806061413715,715.5129360224474,4.895237471879398,,,54.37970407909456,6.861513208442658,0.4726711537107999,200,248.04640441056927,379.50665660929843,236.17224720940638,378.9052894249089,931.7481523966767,708.8723439378913,299.4855999895646,580.8974804583489,3.340567875063001,3.294097794213134,0.04647008084986659,7.763249397277832,-25.48451805114746,4400
23,4600,TD3PG,rayleigh,64,0.001,0.001,64,0.2985628125,0.2,0.5,2,velocity,False,True,full,True,26.39701672635895,0.13198508363179473,8.06110957264116,7.133672932504451,1.5004100439980497,16.0,48.33929785534137,380.4253630080777,7.133672932504451,,,30.00820087996099,6.718450088704998,0.472203181741419,200,361.1218432246664,321.82450982774276,359.81190610314906,296.7677050322104,664.3307278904196,130.35360845248135,51.28664490638279,656.9352055462577,3.299192204107675,3.216111370290739,0.08308083381693576,8.33445930480957,-24.693492889404297,4600
24,4800,TD3PG,rayleigh,64,0.001,0.001,64,0.2985003125,0.2,0.5,2,velocity,False,True,full,True,537.5709129983064,2.687854564991532,9.216522340767922,4.892755653981091,4.417455061371865,18.0,241.14925981316878,843.1355481858237,4.892755653981091,,,88.34910122743732,6.876746894131034,0.4673626839985923,200,376.22879563091084,277.4923860086375,375.8485154881378,268.5225453509999,333.36918387138167,186.2349625355025,242.19929641102405,591.2969941072464,3.3353713603526645,3.26616735741912,0.06920400293354456,9.641300201416016,-27.37371826171875,4800
25,5000,TD3PG,rayleigh,64,0.001,0.001,64,0.2984378125,0.2,0.5,2,velocity,False,True,full,True,591.8961549318021,2.959480774659011,8.511700135705873,3.8578742024666,4.693589930090424,17.0,526.0608674005225,851.0004581113748,3.8578742024666,,,93.87179860180849,6.890972645328215,0.4690496518664332,200,280.4310138025623,378.8173453717423,270.7536483906909,378.16820386220144,275.59950258299534,703.8482570372757,527.4743557802358,432.1128528536894,3.409291733267999,3.3232642603259723,0.0860274729420265,13.79985237121582,-27.158409118652344,5000
26,5200,TD3PG,rayleigh,64,0.001,0.001,64,0.2983753125,0.2,0.5,2,velocity,False,True,full,True,308.9183859555589,1.5445919297777946,7.506575458390581,5.044994275996132,2.6033960403518464,20.0,150.91455155138624,380.08212164249557,5.044994275996132,,,52.06792080703693,6.832791594130225,0.46609227415490245,200,351.79919879241197,378.72024880281873,335.90849846693663,378.14118084175493,949.2697406401861,537.0128928120272,157.5217605289013,381.7259565685321,3.320594830512775,3.2955770210961983,0.025017809416576497,9.574286460876465,-26.305438995361328,5200
27,5400,TD3PG,rayleigh,64,0.001,0.001,64,0.29831281249999997,0.2,0.5,2,velocity,False,True,full,True,688.3926566717048,3.441963283358524,8.301130145417751,3.2732810788791853,5.052444548482753,14.0,709.4560101984022,903.5119577585687,3.2732810788791853,,,101.04889096965508,6.897759176606279,0.4678064096556739,200,351.5672922079679,334.4679130857011,334.4927268499487,312.42746419310754,600.8685098990078,534.5493517374877,713.4053746041666,958.5130913817101,3.3338242310025747,3.360646188777182,0.026821957774607164,9.568552017211914,-28.411657333374023,5400
28,5600,TD3PG,rayleigh,64,0.001,0.001,64,0.2982503125,0.2,0.5,2,velocity,False,True,full,True,273.84774439223247,1.3692387219611624,7.475164988144077,4.164897154478207,3.4145070572281657,24.0,557.1263902515169,1077.0514592970083,4.164897154478207,,,68.29014114456332,6.846437425311365,0.46870674402832335,200,340.2717917422823,260.0405766654977,321.8679225264681,240.05912293183275,949.6603489068074,547.9051914088242,545.6093310080294,510.29369619184484,3.332625264846451,3.3625697912218597,0.029944526375408564,10.320066452026367,-32.04765701293945,5600
29,5800,TD3PG,rayleigh,64,0.001,0.001,64,0.2981878125,0.2,0.5,2,velocity,False,True,full,True,-101.23951823572865,-0.5061975911786433,7.569424646916969,7.89838474112271,0.7563389823867083,20.0,34.005922822592126,491.2372517220837,7.89838474112271,,,15.126779647734166,6.316005839735099,0.4708587114531778,200,191.5583376356875,378.88211867425025,165.197198621028,378.4708276062143,839.3595459300786,630.2611722630259,36.08659691638383,657.332093436605,3.1580345675852692,3.2726997633309924,0.1146651957457232,11.327474594116211,-33.474002838134766,5800
30,6000,TD3PG,rayleigh,64,0.001,0.001,64,0.29812531249999996,0.2,0.5,2,velocity,False,True,full,True,943.7041313142383,4.718520656571192,8.51340025167794,2.9758201709737397,5.569338333404338,18.0,452.90385376979634,847.6465661419811,2.9758201709737397,,,111.38676666808676,6.902685164000605,0.4710806779068753,200,379.13360483758464,379.4836974496525,378.7430852760087,379.0347255514745,336.6871883858141,493.53983165209166,456.09223928063807,542.2063982718406,3.151772697760843,3.349254382333437,0.19748168457259396,6.630755424499512,-32.688148498535156,6000
31,6200,TD3PG,rayleigh,64,0.001,0.001,64,0.2980628125,0.2,0.5,2,velocity,False,True,full,True,675.6019737774775,3.3780098688873874,7.845908432979721,3.7134206971082753,4.176042503322799,18.0,422.53989907414694,1026.0133763231534,3.7134206971082753,,,83.520850066456,6.912390976388942,0.4762717100895473,200,379.679307400585,379.8313693877992,379.38442617244306,379.5166119753463,484.7573840820053,307.00726489197,423.7721108481885,665.1788746614433,3.2163952896651,3.3759249668814815,0.15952967721638167,8.643672943115234,-36.388641357421875,6200
32,6400,TD3PG,rayleigh,64,0.001,0.001,64,0.2980003125,0.2,0.5,2,velocity,False,True,full,True,-186.28267822478423,-0.9314133911239212,7.387001354350664,7.797400840686891,0.6171168184435905,20.0,87.50818594344076,448.8164452955409,7.797400840686891,,,12.342336368871807,6.3336798542746475,0.4710406863917238,200,323.45412265692,301.11580147838754,314.77591904487036,280.07462754327236,1016.0273841921069,579.7778289342981,78.04555371482573,907.5310707363616,2.9383146974958696,3.2897122122427973,0.3513975147469277,8.406821250915527,-37.00395965576172,6400
33,6600,TD3PG,rayleigh,64,0.001,0.001,64,0.2979378125,0.2,0.5,2,velocity,False,True,full,True,39.86475740737543,0.19932378703687714,7.930585818534293,7.298224526381987,1.2456255606893256,21.0,103.21527766439971,474.6209944776094,7.298224526381987,,,24.912511213786516,6.561750195927657,0.47043373475581923,200,345.7503987750699,368.14455636799715,332.48602560901315,360.94037979039234,543.3807513987581,253.438037570705,98.62908325281292,933.8781236667791,2.7668375133495564,3.2277701924987525,0.4609326791491961,11.177204132080078,-31.868135452270508,6600
34,6800,TD3PG,rayleigh,64,0.001,0.001,64,0.2978753125,0.2,0.5,2,velocity,False,True,full,True,167.82793373430238,0.8391396686715119,8.609708458761185,6.839435494402918,2.168061875028083,17.0,106.35264325060164,565.5030637346051,6.839435494402918,,,43.36123750056167,6.742545008768117,0.47219353014404725,200,367.98813435622435,253.96701400676187,295.69447171533307,240.21939096473972,586.1286827367742,357.0980792181496,101.28756836113095,885.353103702571,2.726846003457283,3.196602300808439,0.469756297351156,9.906719207763672,-35.99082565307617,6800
35,7000,TD3PG,rayleigh,64,0.001,0.001,64,0.29781281249999997,0.2,0.5,2,velocity,False,True,full,True,617.1757581872213,3.0858787909361065,9.204795494826877,4.5797712164663835,4.631005171976216,20.0,329.95696353384227,867.4626356401211,4.5797712164663835,,,92.62010343952434,6.897238519761778,0.4695595959602754,200,379.4584125034006,304.3321225578559,378.8231781838516,282.9300798912719,113.45698475803371,268.67015483036556,327.7336723477816,581.3841363802493,2.8848271657336455,3.2375852399846607,0.35275807425101524,8.767364501953125,-37.76201248168945,7000
36,7200,TD3PG,rayleigh,64,0.001,0.001,64,0.2977503125,0.2,0.5,2,velocity,False,True,full,True,443.0819796469609,2.2154098982348045,8.420217949016482,5.501698217923692,3.044511655244763,20.0,253.82382797723483,487.56802205412527,5.501698217923692,,,60.890233104895266,6.903734747710984,0.4742083436064992,200,379.36697546734746,379.3773004755349,378.8713022282653,379.02915302392717,438.8502098344722,193.06170526048206,243.09001033066872,508.2411236240603,2.9504725979409634,3.2322220848529972,0.28174948691203383,6.936263084411621,-41.10633850097656,7200
37,7400,TD3PG,rayleigh,64,0.001,0.001,64,0.2976878125,0.2,0.5,2,velocity,False,True,full,True,744.9777157516563,3.7248885787582817,9.55461328865414,4.951317282061511,4.655503462237957,21.0,254.8607069307076,763.96949115732,4.951317282061511,,,93.11006924475915,6.899895466939754,0.4752475988863542,200,379.4696005983958,373.74554569479085,379.12779945524875,369.5471630098807,270.6883738860557,397.7055231634947,260.3631530598936,738.2027779852143,2.999195866814334,3.2706891491066448,0.27149328229231084,7.9955339431762695,-38.3630485534668,7400
38,7600,TD3PG,rayleigh,64,0.001,0.001,64,0.2976253125,0.2,0.5,2,velocity,False,True,full,True,319.3639233606184,1.596819616803092,8.889131029470004,5.620450110037587,3.369832146002691,26.0,313.60529933831396,788.5726626682165,5.620450110037587,,,67.39664292005382,6.903334395943383,0.4715496493015639,200,379.2942143923941,275.13133814378995,378.9538403646689,266.82360241736336,451.60568820917706,479.51543348131645,315.8154939464957,631.6280818055495,3.1439875235613224,3.2732981753407513,0.1293106517794289,10.090128898620605,-40.361915588378906,7600
39,7800,TD3PG,rayleigh,64,0.001,0.001,64,0.2975628125,0.2,0.5,2,velocity,False,True,full,True,496.34127245866364,2.481706362293318,8.631848011755494,4.349682129281111,4.327087635815306,22.0,584.8315181666184,1123.651427017041,4.349682129281111,,,86.54175271630612,6.900333685577034,0.4688838972902955,200,286.39662572262284,360.68169821114253,268.6691223485165,354.75647667719005,155.849723073632,553.0115368841845,582.1828910355403,838.8757720956431,3.2701472266894656,3.3003184179170217,0.030171191227556182,132.6678009033203,-45.832977294921875,7800
40,8000,TD3PG,rayleigh,64,0.001,0.001,64,0.2975003125,0.2,0.5,2,velocity,False,True,full,True,789.6466598250041,3.9482332991250204,7.55280288931669,2.8422300506751084,4.7449036594177505,19.0,928.1728912142202,1394.0823468460876,2.8422300506751084,,,94.89807318835501,6.889864967823387,0.47228167799508447,200,377.9352086590478,379.1944998623117,377.2785167624103,378.3984777058188,694.3857445937266,162.99605890456314,932.1519725364038,687.1916484674588,3.3089504228877713,3.3364330489545404,0.0274826260667691,58.29093551635742,-47.57611083984375,8000
41,8200,TD3PG,rayleigh,64,0.001,0.001,64,0.2974378125,0.2,0.5,2,velocity,False,True,full,True,729.1006041419477,3.645503020709738,9.18570715491115,4.551737805973257,4.666585734498881,19.0,453.002724525653,953.7750715015192,4.551737805973257,,,93.33171468997762,6.879681929640878,0.47079339338387416,200,359.4756312456047,378.71880389628546,348.9943926133173,378.31081996638693,332.5177030110263,541.3306762555709,452.9190599993849,679.36698178599,3.4186370711973124,3.368875797382451,0.04976127381486162,10.544711112976074,-47.07671356201172,8200
42,8400,TD3PG,rayleigh,64,0.001,0.001,64,0.2973753125,0.2,0.5,2,velocity,False,True,full,True,589.4060472025637,2.947030236012819,8.183462486392205,3.5494067902109308,4.684120272124877,20.0,258.7429082109766,749.2770525232288,3.5494067902109308,,,93.68240544249755,6.901988682022197,0.46770287013090084,200,283.2417739192037,378.9378723507903,269.7470579905069,378.46329444212944,582.9025355534508,574.0651316619911,258.9569356731485,127.54836206916006,3.5168938246058197,3.4001911420191755,0.11670268258664418,10.345358848571777,-51.916481018066406,8400
43,8600,TD3PG,rayleigh,64,0.001,0.001,64,0.29731281249999997,0.2,0.5,2,velocity,False,True,full,True,874.0809110449828,4.370404555224914,8.617135317999779,3.5155397157860584,5.16363092533138,29.0,842.0155002796514,1173.3589803972243,3.5155397157860584,,,103.27261850662761,6.896035551737278,0.4700924427297541,200,378.9938310080516,379.10030796086016,378.5552789846509,378.72654125238034,228.93765081049082,346.5174344051721,843.3814069775341,621.590007532918,3.7000548686724857,3.441201369538064,0.25885349913442157,12.279085159301758,-52.57476043701172,8600
44,8800,TD3PG,rayleigh,64,0.001,0.001,64,0.2972503125,0.2,0.5,2,velocity,False,True,full,True,428.8424971363956,2.1442124856819778,8.747885882440945,5.326702843423897,3.4561874074023393,20.0,562.5428877954475,941.1681435558982,5.326702843423897,,,69.12374814804679,6.91434094232451,0.4736036425012806,200,379.92000868490527,248.50397390667663,379.5980698057783,240.53734657451324,511.79649111274375,581.9416744401851,560.855148938252,1183.8387855811457,3.6519914859740092,3.4415419613077063,0.21044952466630296,8.92732048034668,-56.06993103027344,8800
45,9000,TD3PG,rayleigh,64,0.001,0.001,64,0.2971878125,0.2,0.5,2,velocity,False,True,full,True,1029.0845896463286,5.145422948231643,7.9405490248229595,2.0028258847624367,5.942190006893878,16.0,694.7193679362537,1251.16030721781,2.0028258847624367,,,118.84380013787758,6.906185191438109,0.4699210998700299,200,379.1438187756441,379.76099556921423,378.5695762218511,379.4078398619521,538.8622922270422,110.46505454588325,696.4064420164578,189.08830742993672,3.7144214898141827,3.4971119178762877,0.21730957193789502,8.667533874511719,-59.060813903808594,9000
46,9200,TD3PG,rayleigh,64,0.001,0.001,64,0.2971253125,0.2,0.5,2,velocity,False,True,full,True,350.902449760146,1.75451224880073,8.647763347609045,4.76831707222825,3.913913169604517,21.0,391.9798634869216,1073.9613711513275,4.76831707222825,,,78.27826339209035,6.9002807293136,0.4703685097937209,200,310.2228470078418,310.18149004672597,288.67656991386184,286.8185582966069,404.12685464703213,582.9267700075039,390.0305509685307,870.0862688412748,3.7799473462768156,3.506172814652988,0.2737745316238276,9.911032676696777,-62.2625846862793,9200
47,9400,TD3PG,rayleigh,64,0.001,0.001,64,0.2970628125,0.2,0.5,2,velocity,False,True,full,True,380.5069485795521,1.9025347428977606,8.990836396299725,6.427205944359562,2.7056329853723136,23.0,88.45687141967625,596.3381116738774,6.427205944359562,,,54.11265970744628,6.914478780672934,0.4695257450253685,200,379.5842403564389,379.9715356354819,378.8469621043198,379.6715936041229,277.5738709418094,179.24672760365283,83.26239424198938,759.2772586132572,3.662606768121294,3.4891400523278677,0.1734667157934262,5.904782772064209,-54.07280731201172,9400
48,9600,TD3PG,rayleigh,64,0.001,0.001,64,0.2970003125,0.2,0.5,2,velocity,False,True,full,True,413.32145554652226,2.0666072777326114,7.578382901840209,4.393243171981144,3.267840673163257,24.0,426.6007755652348,935.9388866668655,4.393243171981144,,,65.35681346326515,6.89981019380677,0.4746316367761404,200,291.5296576036154,378.9922444880536,286.9262751388412,378.40843554621677,901.9733472186239,708.8723439378913,424.4315222369746,694.1621292682894,3.6552734489180487,3.484529648595272,0.1707438003227768,274.9120788574219,-55.0682487487793,9600
49,9800,TD3PG,rayleigh,64,0.001,0.001,64,0.2969378125,0.2,0.5,2,velocity,False,True,full,True,556.0211178653723,2.7801055893268614,8.02477876385765,3.953951912072158,4.106004513135996,20.0,644.6510935019737,1291.6001035659322,3.953951912072158,,,82.12009026271993,6.899772386578069,0.47185604437356254,200,359.9780312606642,354.4550644908095,348.49078412792676,340.7855317230164,417.81465762447016,521.5147803978982,638.5835348259968,758.942873692962,3.8227567254555135,3.4972128090961028,0.3255439163594107,164.3701934814453,-59.679561614990234,9800
50,10000,TD3PG,rayleigh,64,0.001,0.001,64,0.2968753125,0.2,0.5,2,velocity,False,True,full,True,565.6501012204966,2.828250506102483,8.181902397661599,4.646861099403063,3.6222896676445457,19.0,145.69634215780772,449.3812621197341,4.646861099403063,,,72.44579335289092,6.910288245701501,0.4653757198081672,200,379.9072002332272,379.4089363996331,379.5905627546016,379.079582295531,743.9695437788183,329.4617841605707,147.19179220051103,424.7419851491998,3.7254042921675237,3.4997143462670715,0.22568994590045222,11.457290649414062,-56.10462188720703,10000
