slot,pre_projection_power,post_projection_power,projection_distance
0,7.770289604628147,10.000000000000002,0.37475374015833834
1,6.624811319388221,10.000000000000002,0.5884067777447444
2,7.9953423155653915,10.000000000000002,0.3346740253628589
3,7.759830316398389,10.000000000000002,0.37663046132959094
4,7.8585395695481965,10.000000000000002,0.3589689776383595
0,7.834961809866413,10.000000000000004,0.36317748156340296
1,6.766363312878229,10.000000000000002,0.5610542339940284
2,7.995803114748288,10.000000000000002,0.33459254425672813
3,7.751310802510708,10.000000000000002,0.3781600616264809
4,7.888579534744583,10.000000000000002,0.3536161400231373
0,7.919325026596568,9.999999999999998,0.3481481275070684
1,6.666461514170564,10.000000000000002,0.5803284906124478
2,7.997804871289424,10.000000000000004,0.33423860964424934
3,7.654477766078315,10.000000000000004,0.3956049715262419
4,7.926170082502712,10.000000000000002,0.34693219601967
0,7.945268401304772,10.000000000000002,0.3435424116385052
1,6.630046510855068,10.000000000000002,0.5873899906078087
2,7.998514403581336,10.000000000000002,0.33411316644080713
3,7.592345962005286,10.000000000000002,0.40685646514114976
4,7.945545127422725,10.000000000000002,0.34349332513621433
0,7.988492259363387,10.000000000000002,0.3358855678776819
1,6.816246813330203,10.000000000000002,0.5514833723451884
2,7.999786028636744,10.000000000000002,0.3338883608255991
3,7.240933172779023,10.000000000000002,0.47137945087486866
4,7.990630254468776,10.000000000000002,0.3355073733447796
0,7.914759343866809,10.000000000000002,0.3489594513859443
1,6.523523572122837,10.000000000000004,0.6081587177299433
2,7.998288888835521,10.000000000000002,0.3341530361753844
3,7.649448042313845,10.000000000000004,0.3965141051416949
4,7.921302475320459,10.000000000000004,0.347796806561367
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999990344070857,10.000000000000002,0.33385224236594874
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999990463279572,10.000000000000004,0.333852221292613
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999990463279572,10.000000000000004,0.333852221292613
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999990463279572,10.000000000000004,0.333852221292613
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,7.955962618128381,10.000000000000004,0.3416460610175118
1,6.544259962712081,10.000000000000002,0.6041025366258023
2,7.999330466386628,10.000000000000002,0.3339688958382494
3,7.497710920589402,10.000000000000002,0.4240828313460398
4,7.956754487575295,10.000000000000002,0.3415056935650357
0,7.998041840658878,10.000000000000002,0.33419671354417124
1,7.588186610825382,10.000000000000004,0.40761132632223096
2,7.999984979681622,10.000000000000002,0.3338531906656808
3,7.008670962762224,10.000000000000002,0.5148881983093533
4,7.999280399051397,10.000000000000002,0.33397774696055327
0,7.99999904632591,10.000000000000002,0.33385070400954836
1,7.999291179364268,10.000000000000002,0.333975841167397
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.9878452688853985,10.000000000000002,0.33600002538346707
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,7.999999880790714,9.999999999999998,0.3338505564956126
1,7.999903085099678,10.000000000000002,0.3338676677698806
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.998017817495623,10.000000000000002,0.33420096080260314
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.999998450279836,10.000000000000002,0.33385080937661193
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999971628390328,10.000000000000004,0.33385555086603474
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,7.810922426069538,10.000000000000002,0.36747490754530066
1,6.604824902801665,10.000000000000002,0.59229227055978
2,7.996069599278525,10.000000000000002,0.3345454240331181
3,7.7464174359981035,10.000000000000004,0.37903900062117796
4,7.871682720407432,10.000000000000002,0.35662573585427587
0,7.999956131462569,10.000000000000002,0.3338582903678953
1,7.980331401018795,10.000000000000002,0.33732962506777003
2,7.999999880790714,9.999999999999998,0.3338505564956126
3,7.762407560950593,10.000000000000002,0.37616790623717566
4,7.99999654293271,10.000000000000002,0.33385114655118614
0,7.999973416505103,10.000000000000002,0.3338552347684708
1,7.991292696895701,10.000000000000002,0.3353902027524139
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.889801300139684,10.000000000000002,0.3533986488651721
4,7.999998807907346,9.999999999999998,0.3338507461563968
0,7.99997377412825,10.000000000000002,0.33385517154892813
1,7.991608936621817,10.000000000000002,0.33533426904399827
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.890746462164672,10.000000000000002,0.3532304084894993
4,7.999998807907346,9.999999999999998,0.3338507461563968
0,7.999999880790714,9.999999999999998,0.3338505564956126
1,7.999837285617719,10.000000000000002,0.3338792996792282
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.996803220029407,10.000000000000002,0.33441570808701815
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,7.922459837282094,10.000000000000002,0.34759120564416474
1,6.533478699078799,10.000000000000002,0.6062106228865324
2,7.998375641519327,10.000000000000004,0.3341376987238745
3,7.639532430952092,10.000000000000002,0.3983072495177712
4,7.925083053346253,10.000000000000002,0.34712525694999397
0,7.990126252775976,10.000000000000002,0.33559652272539275
1,6.878783013171335,10.000000000000002,0.5395342466467032
2,7.999828463926105,10.000000000000002,0.33388085916500804
3,7.204371756586634,10.000000000000004,0.4781815820469883
4,7.992418355435054,10.000000000000002,0.3351911111863619
0,7.998326744292462,10.000000000000002,0.33414634350494316
1,7.657836028073721,10.000000000000004,0.39499812458226174
2,7.999989628816908,10.000000000000002,0.33385236880625685
3,7.034307145080548,10.000000000000002,0.5100508325609543
4,7.999462879164944,10.000000000000004,0.33394548746218516
0,7.999987721480867,10.000000000000002,0.3338527059790577
1,7.995447201242442,10.000000000000004,0.3346554786804707
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.932600724016992,10.000000000000004,0.34579035786840434
4,7.99999964237215,10.000000000000002,0.3338505986424594
0,7.999909283788102,10.000000000000002,0.33386657197980024
1,7.977267504145097,9.999999999999998,0.3378719697363023
2,7.999999880790714,9.999999999999998,0.3338505564956126
3,7.756126202898688,10.000000000000002,0.37729539758596065
4,7.9999932050771,10.000000000000004,0.3338517366064597
0,7.891011078877859,10.000000000000004,0.35318330809014115
1,6.555492425455548,10.000000000000002,0.6019080725003122
2,7.997660237172841,10.000000000000002,0.33426418120954643
3,7.69087746883655,10.000000000000002,0.3890345282312334
4,7.905988109931408,10.000000000000002,0.35051876048807296
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999989986444747,10.000000000000002,0.33385230558594914
4,8.000000000000002,10.000000000000002,0.3338505354221894
0,8.000000000000002,10.000000000000002,0.3338505354221894
1,7.99999940395364,10.000000000000004,0.33385064078929716
2,8.000000000000002,10.000000000000002,0.3338505354221894
3,7.999989986444747,10.000000000000002,0.33385230558594914
