label,beamform_mode,action_range,avg_secrecy,avg_sensing,avg_reward,corr_reward_secrecy,bs_saturation,max_saturation,reward_improvement
reim,reim,1.0,2.444958333578094,38.694970727659445,-0.2351931907857484,0.7198615734663052,0.8125,1.0,-0.17939885097753708
direction,direction,1.0,3.496914995077781,43.329455623513155,0.99145055552131,0.6219793406516322,0.9595,0.9595,0.24716516342867795
power_dir,power_direction,1.0,1.0749201747472403,42.70199244159684,0.2613456990019233,0.8578173863840367,0.7986666666666666,0.83,0.24779355258537275
