slot,pre_projection_power,post_projection_power,projection_distance
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,4.959162645047651,4.959162645047651,0.0
1,5.263144818503947,5.263144818503947,0.0
2,3.792591359735285,3.792591359735285,0.0
3,4.696531984709202,4.696531984709202,0.0
4,5.763369994364152,5.763369994364152,0.0
0,7.918624048496636,7.918624048496636,0.0
1,7.455555908468686,7.455555908468686,0.0
2,7.5557594688306144,7.5557594688306144,0.0
3,7.7796262877728815,7.7796262877728815,0.0
4,6.887951522525142,6.887951522525142,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,6.896088835907276,6.896088835907276,0.0
1,5.974070851519941,5.974070851519941,0.0
2,4.35150495681226,4.35150495681226,0.0
3,6.306063122416745,6.306063122416745,0.0
4,6.957271439353064,6.957271439353064,0.0
0,7.998176925344407,7.998176925344407,0.0
1,7.966213901631497,7.966213901631497,0.0
2,7.993820608897006,7.993820608897006,0.0
3,7.993769894292875,7.993769894292875,0.0
4,6.986498815340718,6.986498815340718,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,6.159724553720328,6.159724553720328,0.0
1,5.608559198477425,5.608559198477425,0.0
2,3.662823653521782,3.662823653521782,0.0
3,5.634758593993056,5.634758593993056,0.0
4,6.61327741276319,6.61327741276319,0.0
0,7.9480371409425645,7.9480371409425645,0.0
1,7.567299740244795,7.567299740244795,0.0
2,7.719962581968383,7.719962581968383,0.0
3,7.84528716655256,7.84528716655256,0.0
4,7.0153730866395065,7.0153730866395065,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
0,8.000000000000002,8.000000000000002,0.0
1,8.000000000000002,8.000000000000002,0.0
2,8.000000000000002,8.000000000000002,0.0
3,8.000000000000002,8.000000000000002,0.0
4,8.000000000000002,8.000000000000002,0.0
