algorithm,episode,global_step,fading_model,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_sec_mbps,episode_secrecy_mbits,steps,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
PPO,1,200,rician,waypoint,True,655339714.293814,3.27669857146907,3.331891481415446,66.63782962830892,200,3.331891481415446,3.331891481415446,0.0
PPO,2,400,rician,waypoint,True,602529929.0749587,3.0126496453747937,3.081105821850196,61.622116437003925,200,3.206498651632821,3.206498651632821,0.0
PPO,3,600,rician,waypoint,True,568562004.4297051,2.8428100221485257,2.9042996023389653,58.08599204677931,200,3.1057656352015357,3.1057656352015357,0.0
PPO,4,800,rician,waypoint,True,493345882.31327444,2.466729411566372,2.5352488180777266,50.704976361554536,200,2.963136430920583,2.963136430920583,0.0
PPO,5,1000,rician,waypoint,True,867548992.7500359,4.33774496375018,4.406404072251319,88.12808144502638,200,3.2517899591867305,3.2517899591867305,0.0
