algorithm,episode,global_step,fading_model,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_sec_mbps,episode_secrecy_mbits,steps,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
SAC,1,200,rician,waypoint,True,954002127.3062203,4.770010636531102,4.825597395199605,96.5119479039921,200,4.825597395199605,4.825597395199605,0.0
SAC,2,400,rician,waypoint,True,1565564751.4136324,7.8278237570681615,7.885746757068162,157.71493514136324,200,6.355672076133883,6.355672076133883,0.0
SAC,3,600,rician,waypoint,True,1651527145.1615233,8.257635725807617,8.327046526081142,166.54093052162287,200,7.01279689278297,7.01279689278297,0.0
SAC,4,800,rician,waypoint,True,1695956441.4149537,8.479782207074768,8.54920420707477,170.98408414149537,200,7.39689872135592,7.39689872135592,0.0
SAC,5,1000,rician,waypoint,True,1625381727.9104972,8.126908639552486,8.193595590146138,163.8719118029228,200,7.556238095113963,7.556238095113963,0.0
