algorithm,episode,global_step,fading_model,control_mode,role_switching,episode_reward_bps_step,avg_reward_mbps,avg_R_sec_mbps,episode_secrecy_mbits,steps,rolling20_avg_R_sec_mbps,rolling100_avg_R_sec_mbps,convergence_gap20_100_mbps
SAC,1,200,rician,waypoint,True,-12550558.707144441,-0.0627527935357222,0.0,0.0,200,0.0,0.0,0.0
SAC,2,400,rician,waypoint,True,-13784400.0,-0.068922,0.0,0.0,200,0.0,0.0,0.0
SAC,3,600,rician,waypoint,True,-13784400.0,-0.068922,0.0,0.0,200,0.0,0.0,0.0
SAC,4,800,rician,waypoint,True,-13784400.0,-0.068922,0.0,0.0,200,0.0,0.0,0.0
SAC,5,1000,rician,waypoint,True,-13751700.0,-0.0687585,0.0,0.0,200,0.0,0.0,0.0
