episode,global_step,fading_model,noise_std,noise_type,control_mode,role_switching,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,role_switch_count,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
24,4800,rayleigh,0.24920016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1357.1103122411407,6.785551561205704,8.612928710434717,0.29329515771414605,8.319633552720578,,,166.39267105441155,6.7706209854725365,0.42605084672570226,200,308.84868171915036,371.3658431133414,284.4635189916105,360.52463538375974,0,427.5447028400675,531.119910015606,699.0664234158297,415.45045675415435,6.892083028386113,6.892083028386113,6.838219276786391,6.838219276786391,0.053863751599722676,0.053863751599722676
25,5000,rayleigh,0.24916683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1363.2473532204435,6.816236766102218,8.840125988007808,1.2015096869016921,7.638616301106113,,,152.77232602212226,6.817098088951721,0.46561970181763174,200,376.10848240856666,374.8461322765934,370.5051645430679,372.20568778607736,0,434.7246613059649,277.1580884375037,844.0263548480516,1024.5107894966552,6.821441957109164,6.821441957109164,6.87023515775918,6.87023515775918,0.048793200650016466,0.048793200650016466
26,5200,rayleigh,0.2491335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1308.408231028357,6.542041155141785,9.263558539112003,1.9280833881095882,7.335475151002403,,,146.7095030200481,6.813403645191206,0.43554640650749205,200,375.1745677577283,375.51611653374965,369.4590875020621,367.36774537175194,0,234.20028901992097,444.53502471655327,302.056042607028,575.0404045189046,6.831004801464298,6.831004801464298,6.88812900365315,6.88812900365315,0.05712420218885228,0.05712420218885228
27,5400,rayleigh,0.24910016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,883.7824815506725,4.418912407753362,9.226669810799786,4.115973114610034,5.194519675947334,,,103.8903935189467,6.721856414712814,0.4299681580066681,200,376.0075446362769,365.2540433359912,369.6434963693429,357.83319493387,0,258.1473160016196,394.4739668247774,148.34418607340777,888.905766536606,6.742231410747401,6.742231410747401,6.825402732256639,6.825402732256639,0.083171321509238,0.083171321509238
28,5600,rayleigh,0.24906683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1353.9445746658128,6.769722873329064,8.289775424854001,0.504224725603635,7.785550699250378,,,155.71101398500758,6.636127119319672,0.4489647471159697,200,372.97470154660044,337.5205609075259,356.3623615377314,322.01280489293924,0,407.66750708124556,235.19150355907487,1059.323764518856,734.7326048201165,6.77208194754491,6.77208194754491,6.859693731077843,6.859693731077843,0.08761178353293264,0.08761178353293264
29,5800,rayleigh,0.2490335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1142.3704939961303,5.711852469980652,8.606596465020578,1.3487662195221928,7.257830245498386,,,145.15660490996774,6.789333628472313,0.452741541787982,200,307.5191105717712,370.8950673416072,289.22898647475637,357.1075997393623,0,370.5429280150847,577.026585287875,318.23661466522304,273.6479841631472,6.68621978622228,6.68621978622228,6.87342257640269,6.87342257640269,0.18720279018041008,0.18720279018041008
30,6000,rayleigh,0.24900016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1396.228499985054,6.98114249992527,8.453821067114017,0.378084031132228,8.075737035981792,,,161.51474071963585,6.797097172906965,0.4483044271916151,200,372.28101743087217,365.9040684940923,368.0136854542179,349.883061189738,0,576.7664297286293,554.7545869777172,333.0728267078002,78.45724416442091,6.778631905678201,6.778631905678201,6.913499725055327,6.913499725055327,0.134867819377126,0.134867819377126
31,6200,rayleigh,0.24896683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1063.385778987567,5.316928894937835,7.798404928532364,1.7180824462862778,6.085587818141663,,,121.71175636283326,6.551207487559991,0.44907558493316174,200,363.02739955279355,362.9804860027726,358.7102659607615,347.8952375876694,0,722.3407480008108,471.7066285475598,287.8159386830072,366.7848084140519,6.727487102962,6.727487102962,6.886792889348435,6.886792889348435,0.1593057863864349,0.1593057863864349
32,6400,rayleigh,0.2489335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1210.4090833878502,6.052045416939251,8.061894389554439,1.1178832866300585,6.944011102924393,,,138.88022205848787,6.476177917194715,0.4497005593776703,200,356.2687020791133,354.12440042795106,351.3566502549456,333.70838015823557,0,741.902647083193,362.05186505492003,485.2708306780196,759.0325792775926,7.004671515333693,7.004671515333693,6.888580958522683,6.888580958522683,0.11609055681101044,0.11609055681101044
33,6600,rayleigh,0.24890016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1096.4369202626865,5.482184601313432,7.425183354881789,0.5377906982158431,6.891371240127542,,,137.82742480255087,6.605966791859289,0.4716349459439516,200,306.31269281237746,356.65910930403123,281.80386830258436,348.91266665829164,0,968.0166565647513,503.2882928150895,964.8953776382108,747.541849225983,6.977351295793733,6.977351295793733,6.888665512510709,6.888665512510709,0.08868578328302412,0.08868578328302412
34,6800,rayleigh,0.24886683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1315.8474071092683,6.579237035546341,7.590077081672365,0.23602611682907496,7.354050964843284,,,147.08101929686566,6.7248856244909625,0.4686502978950739,200,368.55559257593757,373.58706064804124,363.8695657489803,367.35601101501004,0,641.453144545485,118.09213186444165,938.4389659953981,431.91247116048226,6.924228630229005,6.924228630229005,6.902353319932255,6.902353319932255,0.021875310296750605,0.021875310296750605
35,7000,rayleigh,0.2488335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1080.063994609075,5.4003199730453755,7.339457640766603,0.3482071741427911,6.9912504666238116,,,139.82500933247624,6.709399982595778,0.4264108827710152,200,201.21209243139305,361.7069989234993,188.6714670349257,352.310699401838,0,976.396045361971,708.8723439378913,761.4728227572367,470.69150193088916,6.910134768583963,6.910134768583963,6.904893238409157,6.904893238409157,0.005241530174806108,0.005241530174806108
36,7200,rayleigh,0.24880016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1503.6960272061995,7.518480136030997,8.902784394826872,0.6148861113489744,8.287898283477906,,,165.75796566955813,6.660689603125689,0.46716669589281085,200,361.82501843438376,375.23972481139333,348.60258555713193,365.8773010276143,0,257.9254016299134,316.8411428466202,654.6378932155585,276.48629335247347,7.030876368942581,7.030876368942581,6.943310045216623,6.943310045216623,0.08756632372595785,0.08756632372595785
37,7400,rayleigh,0.24876683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1162.5360533029793,5.812680266514897,8.959164409177877,1.6042037929525281,7.35496061622535,,,147.099212324507,6.443415424387547,0.4584652715176344,200,352.0218470073405,284.2963289400563,342.28240297736556,241.72510758649187,0,336.3082569048457,503.0559723174093,589.4211479466602,899.5626068784122,7.062808106649105,7.062808106649105,6.954435736324966,6.954435736324966,0.10837237032413949,0.10837237032413949
38,7600,rayleigh,0.2487335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,838.5080076393068,4.192540038196534,7.4539659554084245,1.3007957362517009,6.153170219156724,,,123.06340438313448,6.537384449633529,0.4605498131364584,200,313.4833232904424,280.27345009536106,284.9660290164168,259.95796559750164,0,1006.2051284889036,529.0224320072994,327.07364720150366,578.5159479109409,7.012494336079844,7.012494336079844,6.933349801662644,6.933349801662644,0.0791445344172006,0.0791445344172006
39,7800,rayleigh,0.24870016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1048.9182018812019,5.244591009406009,8.464567938865413,1.6335340628863306,6.831033875979084,,,136.62067751958168,6.465825927364986,0.46350474424660204,200,352.1309582018606,281.79073081199624,342.6171701462173,261.8226100410173,0,368.21043416953665,205.13884582645588,361.1054522588055,479.36728602143967,7.000247200182555,7.000247200182555,6.930726316388706,6.930726316388706,0.06952088379384858,0.06952088379384858
40,8000,rayleigh,0.24866683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,979.1279859897191,4.8956399299485955,7.2567331938911845,0.9115069030642876,6.345226290826895,,,126.90452581653791,6.707104304320772,0.44857925273478033,200,339.096158901017,365.2137124358152,313.34706645140585,357.6593450809503,0,983.7641793816003,523.2437843845876,937.4016131985843,626.0868399406652,6.990695691011851,6.990695691011851,6.91608881574966,6.91608881574966,0.0746068752621909,0.0746068752621909
41,8200,rayleigh,0.2486335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1051.4516959371583,5.257258479685792,7.688826709817972,1.6282611398696871,6.065193935421343,,,121.30387870842686,6.637369594352973,0.43848143979907034,200,359.6327022349725,372.9467241079005,348.15760556617084,370.80095951100725,0,733.7011506074009,493.3379101960974,317.77418460529213,627.2739422794239,6.964854237717381,6.964854237717381,6.895335282083116,6.895335282083116,0.06951895563426458,0.06951895563426458
42,8400,rayleigh,0.24860016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1157.7318941411622,5.788659470705811,8.223321291778948,0.45366859963594713,7.7696526921430005,,,155.39305384286,6.444362856953916,0.4543769658356905,200,334.47560954390025,257.03167114567145,312.77715545085147,232.54493579789943,0,234.36707364579246,524.155908776781,896.3335504532209,552.2551912833403,7.078454677704769,7.078454677704769,6.9161523632750175,6.9161523632750175,0.16230231442975196,0.16230231442975196
43,8600,rayleigh,0.24856683333333332,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,942.7912340846696,4.713956170423348,8.105539460600857,2.456578807366929,5.660988285916203,,,113.21976571832407,6.892520948847624,0.4439477631449699,200,377.4871151299708,380.5392269500583,376.00957061432945,379.4907145280607,0,388.3539798936774,283.5122096005762,329.7314741068792,690.2508628465828,7.017087922665709,7.017087922665709,6.886962501010858,6.886962501010858,0.13012542165485108,0.13012542165485108
44,8800,rayleigh,0.2485335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1473.1803826527948,7.365901913263974,9.061742485685542,0.8013026126346127,8.260439873050936,,,165.20879746101875,6.725994776442669,0.45877305954694747,200,378.3823646792491,362.9713666941844,374.71741847883504,357.94449272782487,0,75.43125781304843,339.42113410819445,373.89332699234654,306.7714303362663,7.014128238682227,7.014128238682227,6.918177895829951,6.918177895829951,0.09595034285227655,0.09595034285227655
45,9000,rayleigh,0.24850016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1306.5503395886249,6.532751697943124,8.442407601776846,0.250011312238435,8.192396289538415,,,163.8479257907683,6.796317448049373,0.4673945109546185,200,276.18668148855147,374.10289087840084,260.15888229829346,372.50856546934335,0,519.0246114574926,573.5136505757026,784.1634284880123,346.26548147002393,7.0418172381038415,7.0418172381038415,6.946493860134583,6.946493860134583,0.09532337796925816,0.09532337796925816
46,9200,rayleigh,0.24846683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,693.5427223688637,3.4677136118443186,8.511789077301282,3.3200864573774447,5.196129413321556,,,103.92258826643112,6.700372480769874,0.44766018204391,200,379.3552591103147,130.21927849481045,376.959882531854,125.8487389699656,0,654.432770009427,245.46219999039047,205.20540386734805,881.346600235009,6.9348499512198005,6.9348499512198005,6.908442459116909,6.908442459116909,0.026407492102891617,0.026407492102891617
47,9400,rayleigh,0.2484335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1234.4888029185938,6.172444014592969,8.588373007679838,0.8263727358276476,7.762000271852196,,,155.24000543704395,6.7185114184436125,0.4767892634868622,200,374.0124424265954,282.06476631515625,370.10076501047746,264.6714131053208,0,573.0974019714421,503.24295818915203,610.6134024043722,698.5861072970929,7.063223981015044,7.063223981015044,6.926603263643191,6.926603263643191,0.13662071737185322,0.13662071737185322
48,9600,rayleigh,0.24840016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1245.0551332349667,6.225275666174833,8.337326181592255,1.343289737595132,6.994036443997129,,,139.8807288799426,6.660407726146899,0.47275777004659175,200,366.1916383163137,370.45034799802113,360.8636243068419,367.9821385274314,0,559.5851498021241,364.8296628450865,205.18739321404163,207.57863254431103,7.02364826825238,7.02364826825238,6.928008121567234,6.928008121567234,0.0956401466851462,0.0956401466851462
49,9800,rayleigh,0.24836683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1052.3229510105955,5.261614755052977,8.433024101022772,1.4103391493071071,7.022684951715665,,,140.4536990343133,6.777930276517253,0.4370947419852018,200,376.8868430409614,272.62199845120585,373.84792411731627,267.0911186454098,0,639.2791761010287,444.5332917012935,542.7677548844662,745.6700287746875,7.011891003563244,7.011891003563244,6.929940301774344,6.929940301774344,0.08195070178889985,0.08195070178889985
50,10000,rayleigh,0.2483335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1218.4181488475426,6.092090744237713,7.794267740606398,0.8599501427671687,6.934317597839225,6.566326473732715,6.566326473732715,138.6863519567845,6.401042767049693,0.45440786488354207,200,339.16580229974267,366.4304189726443,331.58020664497207,363.0035286484133,0,888.645140003196,436.3610653681968,451.1433618296551,553.1068773199714,6.954820031656117,6.954820031656117,6.930027847695642,6.930027847695642,0.024792183960475,0.024792183960475
51,10200,rayleigh,0.24830016666666666,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1541.4924156189206,7.707462078094603,9.02543395288659,0.1076204991068567,8.917813453779731,,6.566326473732715,178.35626907559464,6.775266153276423,0.4544435819983482,200,339.2001673278254,374.4541246021108,315.5634074364616,370.28739347831964,0,155.88437910609005,552.8546422073028,997.7769682775889,337.5940591482957,7.09643131343802,7.09643131343802,6.969004036050232,6.969004036050232,0.12742727738778825,0.12742727738778825
52,10400,rayleigh,0.24826683333333333,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,692.9352308839328,3.464676154419664,7.993979440634999,3.860007389943577,4.226509254895905,,6.566326473732715,84.5301850979181,6.606367280619012,0.4768584378808737,200,373.55630136078787,356.3492050535315,369.79221214772605,341.92869976171687,0,530.3733177624448,112.86979352658344,66.79784961688765,564.7726054522966,6.960556221036596,6.960556221036596,6.916263751797264,6.916263751797264,0.04429246923933139,0.04429246923933139
53,10600,rayleigh,0.2482335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1246.6208301832369,6.233104150916184,8.007415196677208,1.016332517900751,6.9910826787764515,,6.566326473732715,139.82165357552904,6.5940990749743955,0.4633519475162029,200,369.49741189026116,358.23066753118326,362.82245773594457,355.449753981008,0,461.3889607136422,79.7514451626427,147.74908628760167,309.9920357206919,6.9655417929690415,6.9655417929690415,6.917675429664796,6.917675429664796,0.04786636330424532,0.04786636330424532
54,10800,rayleigh,0.24820016666666667,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1288.3898656049155,6.441949328024577,8.646641156034748,0.9262606478437182,7.720380508191028,,6.566326473732715,154.4076101638206,6.739929822166858,0.4418387769907713,200,335.2568217462783,376.53283834372377,312.1020374388016,369.52526545668354,0,445.7646605005551,523.4520669788562,659.004061088886,791.769704627846,6.983858270136428,6.983858270136428,6.932540338526394,6.932540338526394,0.05131793161003362,0.05131793161003362
55,11000,rayleigh,0.24816683333333334,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,508.1149356085302,2.540574678042651,8.474375123917817,3.296307365045179,5.2259917016013455,,6.566326473732715,104.5198340320269,6.543275447174644,0.4780992764234543,200,238.289556847842,247.83177917717563,235.99746035278403,239.1595018083595,0,412.5365693565618,688.8433428863242,252.5765171809778,1014.1774303202993,6.895595331885305,6.895595331885305,6.901512181491393,6.901512181491393,0.005916849606087737,0.005916849606087737
56,11200,rayleigh,0.2481335,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,979.9949450774981,4.899974725387491,8.108322612842342,2.4312642764413748,5.683014218230897,,6.566326473732715,113.66028436461795,6.6875283413721425,0.45001485899090765,200,373.776385835643,365.0806741887042,366.1807551332248,358.7976548956951,0,546.7834793153207,164.80352459189587,291.0509917647551,577.2611645398507,6.765351128622955,6.765351128622955,6.879753289290312,6.879753289290312,0.11440216066735687,0.11440216066735687
57,11400,rayleigh,0.24810016666666668,ou,velocity,False,True,False,full,True,False,False,False,500.0,32,1271.0085827749144,6.3550429138745725,8.708760872547803,1.1852115018065656,7.523549370741239,,6.566326473732715,150.47098741482478,6.743230976428674,0.44514918521046637,200,365.0994171068836,349.6667630922831,358.52235733357884,325.5552965914988,0,512.7964157785057,232.2828860260689,530.7260416316477,735.3820535187132,6.77378056634875,6.77378056634875,6.891047957385942,6.891047957385942,0.11726739103719197,0.11726739103719197
